CHILDCODE	EDCHSTR5	ATSCR5	GRDER5	CMPGRDR5	SAMESCR5	TYSCR5	PROVR5	SCHNMER5
60013	2	1	7	1	1	 	 	 
60013	3	1	8	1	1	 	 	 
60013	4	0	 	 	 	 	 	 
60014	1	1	6	1	0	3	2	104
60014	2	1	7	1	1	 	 	 
60014	3	1	8	1	1	 	 	 
60014	4	1	9	4	1	 	 	 
60015	1	1	6	1	0	3	2	104
60015	2	1	7	1	1	 	 	 
60015	3	1	8	1	1	 	 	 
60015	4	1	9	4	1	 	 	 
60016	1	1	6	1	0	7	2	104
60016	2	1	7	1	1	 	 	 
60016	3	1	8	1	1	 	 	 
60016	4	1	9	4	1	 	 	 
60018	1	1	7	1	1	3	2	104
60018	2	1	8	1	1	 	 	 
60018	3	1	9	1	1	 	 	 
60018	4	1	10	4	0	3	2	143
60019	1	1	7	1	1	3	2	104
60019	2	1	8	2	1	 	 	 
60019	3	0	 	 	 	 	 	 
60019	4	0	 	 	 	 	 	 
60020	1	1	6	1	1	3	2	104
60020	2	1	7	1	1	 	 	 
60020	3	1	8	1	1	 	 	 
60020	4	1	9	4	1	 	 	 
60023	1	0	 	 	 	 	 	 
60023	2	0	 	 	 	 	 	 
60023	3	0	 	 	 	 	 	 
60023	4	0	 	 	 	 	 	 
60024	1	1	6	1	1	3	2	104
60024	2	1	7	1	0	3	98	1177
60024	3	1	8	1	1	 	 	 
60024	4	1	9	2	1	 	 	 
60025	1	1	6	1	0	3	2	105
60025	2	1	7	1	1	 	 	 
60025	3	1	8	1	1	 	 	 
60025	4	1	9	4	1	 	 	 
60026	1	1	6	1	0	3	2	104
60026	2	1	7	1	1	 	 	 
60026	3	1	8	1	1	 	 	 
60026	4	1	9	4	1	 	 	 
60027	1	1	6	1	0	3	2	104
60027	2	1	7	1	1	 	 	 
60027	3	1	8	1	1	 	 	 
60027	4	1	9	4	1	 	 	 
60028	1	1	6	1	0	3	2	104
60028	2	1	7	1	1	 	 	 
60028	3	1	8	1	1	 	 	 
60028	4	1	9	4	1	 	 	 
60029	1	1	6	1	0	3	2	104
60029	2	1	7	1	1	 	 	 
60029	3	1	8	1	1	 	 	 
60029	4	0	 	 	 	 	 	 
60031	1	1	7	1	1	3	2	104
60031	2	1	8	1	1	 	 	 
60031	3	1	9	1	1	 	 	 
60031	4	1	10	4	0	3	2	374
60032	1	1	7	1	1	3	2	104
60032	2	1	8	1	1	 	 	 
60032	3	1	9	1	1	 	 	 
60032	4	1	10	4	0	3	2	143
60033	1	1	7	1	1	3	2	104
60033	2	1	8	1	1	 	 	 
60033	3	1	9	1	1	 	 	 
60033	4	1	10	4	0	3	2	144
60034	1	1	5	1	0	3	2	104
60034	2	1	6	1	1	 	 	 
60034	3	0	 	 	 	 	 	 
60034	4	0	 	 	 	 	 	 
60035	1	1	7	1	1	3	2	104
60035	2	1	8	1	1	 	 	 
60035	3	1	9	1	1	 	 	 
60035	4	1	10	4	0	3	2	143
60036	1	1	6	1	0	3	2	104
60036	2	1	7	1	1	 	 	 
60036	3	1	8	1	1	 	 	 
60036	4	1	9	1	1	 	 	 
60037	1	1	7	1	1	3	2	104
60037	2	1	8	1	1	 	 	 
60037	3	1	9	1	1	 	 	 
60037	4	1	10	4	0	8	2	374
60038	1	1	7	1	1	3	2	104
60038	2	1	8	1	1	 	 	 
60038	3	1	9	1	1	 	 	 
60038	4	0	 	 	 	 	 	 
60039	1	1	7	1	1	3	2	104
60039	2	1	8	1	1	 	 	 
60039	3	1	9	1	1	 	 	 
60039	4	1	10	4	0	3	2	143
60040	1	1	6	1	0	3	2	104
60040	2	1	7	1	1	 	 	 
60040	3	1	8	1	1	 	 	 
60040	4	0	 	 	 	 	 	 
60041	1	1	7	1	1	3	2	104
60041	2	1	8	1	1	 	 	 
60041	3	1	9	1	1	 	 	 
60041	4	1	10	4	0	3	2	143
60043	1	1	7	1	1	3	2	431
60043	2	1	8	1	1	 	 	 
60043	3	1	9	1	1	 	 	 
60043	4	0	 	 	 	 	 	 
60044	1	1	7	1	1	3	2	104
60044	2	1	8	1	1	 	 	 
60044	3	1	9	1	1	 	 	 
60044	4	1	10	4	0	3	2	143
60045	1	1	7	1	1	3	2	104
60045	2	1	8	1	1	 	 	 
60045	3	1	9	1	1	 	 	 
60045	4	1	10	4	0	3	2	143
60047	1	1	6	1	1	3	2	437
60047	2	1	7	1	1	 	 	 
60047	3	1	8	1	1	 	 	 
60047	4	1	9	4	1	 	 	 
60048	1	1	6	1	0	3	2	430
60048	2	1	7	2	1	 	 	 
60048	3	0	 	 	 	 	 	 
60048	4	0	 	 	 	 	 	 
60049	1	1	7	1	1	3	2	104
60049	2	1	8	1	1	 	 	 
60049	3	1	9	1	1	 	 	 
60049	4	1	10	4	0	3	2	144
60050	1	1	7	1	1	3	2	104
60050	2	1	8	1	1	 	 	 
60050	3	1	9	1	1	 	 	 
60050	4	1	10	4	0	3	2	143
60051	1	1	7	1	1	3	2	104
60051	2	1	8	1	1	 	 	 
60051	3	1	9	1	1	 	 	 
60051	4	1	10	4	0	3	2	143
60052	1	1	6	1	0	3	2	104
60052	2	1	7	1	1	 	 	 
60052	3	1	8	1	1	 	 	 
60052	4	1	9	4	1	 	 	 
60053	1	0	 	 	 	 	 	 
60053	2	0	 	 	 	 	 	 
60053	3	0	 	 	 	 	 	 
60053	4	0	 	 	 	 	 	 
60054	1	1	6	1	1	3	2	104
60054	2	1	7	1	1	 	 	 
60054	3	1	8	1	1	 	 	 
60054	4	1	9	4	1	 	 	 
60056	1	1	7	1	1	3	2	430
60056	2	1	8	1	1	 	 	 
60056	3	1	9	3	1	 	 	 
60056	4	0	 	 	 	 	 	 
60057	1	1	7	1	1	3	2	104
60057	2	1	8	1	1	 	 	 
60057	3	1	9	1	1	 	 	 
60057	4	1	10	4	0	3	2	374
60058	1	1	6	1	0	3	2	104
60058	2	1	7	1	1	 	 	 
60058	3	1	8	1	1	 	 	 
60058	4	0	 	 	 	 	 	 
60059	1	1	6	1	0	3	2	104
60059	2	1	7	1	1	 	 	 
60059	3	1	8	1	1	 	 	 
60059	4	1	9	4	1	 	 	 
60060	1	1	7	1	1	3	2	105
60060	2	1	8	1	1	 	 	 
60060	3	1	9	1	1	 	 	 
60060	4	1	10	4	0	3	2	143
60061	1	1	6	1	0	3	2	104
60061	2	1	7	1	1	 	 	 
60061	3	1	8	1	1	 	 	 
60061	4	1	9	4	1	 	 	 
60062	1	1	7	1	1	3	2	96
60062	2	1	8	1	1	 	 	 
60062	3	1	9	1	1	 	 	 
60062	4	1	10	4	0	3	2	148
60063	1	1	6	1	0	3	2	96
60063	2	1	7	1	1	 	 	 
60063	3	1	8	1	1	 	 	 
60063	4	1	9	4	1	 	 	 
60064	1	1	7	1	1	3	2	96
60064	2	1	8	1	1	 	 	 
60064	3	1	9	1	1	 	 	 
60064	4	1	10	4	0	3	2	148
60065	1	1	7	1	1	3	2	96
60065	2	1	8	1	1	 	 	 
60065	3	1	9	1	1	 	 	 
60065	4	1	10	4	0	3	2	148
60066	1	1	7	1	1	3	2	96
60066	2	1	8	1	1	 	 	 
60066	3	1	9	1	1	 	 	 
60066	4	1	10	4	0	3	2	148
60067	1	1	5	1	1	3	98	702
60067	2	1	6	2	0	3	98	542
60067	3	0	 	 	 	 	 	 
60067	4	0	 	 	 	 	 	 
60068	1	1	6	1	0	3	2	96
60068	2	1	7	1	1	 	 	 
60068	3	1	8	1	1	 	 	 
60068	4	1	9	4	1	 	 	 
60069	1	1	7	1	1	3	2	96
60069	2	1	8	1	1	 	 	 
60069	3	1	9	1	1	 	 	 
60069	4	1	10	4	0	3	2	148
60070	1	1	7	1	1	3	2	96
60070	2	1	8	1	1	 	 	 
60070	3	1	9	1	1	 	 	 
60070	4	1	10	4	0	3	2	148
60071	1	1	7	1	1	3	2	96
60071	2	1	8	1	1	 	 	 
60071	3	1	9	1	1	 	 	 
60071	4	1	10	4	0	3	2	148
60073	1	1	7	1	1	3	2	96
60073	2	1	8	1	1	 	 	 
60073	3	1	9	1	1	 	 	 
60073	4	1	10	4	0	3	2	148
60074	1	1	6	1	0	3	98	1179
60074	2	1	7	1	1	 	 	 
60074	3	1	8	1	0	3	2	96
60074	4	1	9	4	1	 	 	 
60075	1	1	7	1	1	3	2	96
60075	2	1	8	1	1	 	 	 
60075	3	1	9	1	1	 	 	 
60075	4	1	10	4	0	3	2	148
60076	1	1	5	1	1	3	2	3
60076	2	1	6	1	0	3	2	96
60076	3	1	7	1	1	 	 	 
60076	4	1	8	4	1	 	 	 
60077	1	1	7	1	1	3	2	96
60077	2	1	8	1	1	 	 	 
60077	3	1	9	1	1	 	 	 
60077	4	1	10	4	0	3	2	148
60078	1	0	 	 	 	 	 	 
60078	2	0	 	 	 	 	 	 
60078	3	0	 	 	 	 	 	 
60078	4	0	 	 	 	 	 	 
60079	1	1	6	1	0	3	2	96
60079	2	1	7	1	1	 	 	 
60079	3	1	8	1	1	 	 	 
60079	4	1	9	4	1	 	 	 
60080	1	1	7	1	1	3	2	96
60080	2	1	8	1	1	 	 	 
60080	3	1	9	1	1	 	 	 
60080	4	1	10	4	0	3	2	148
60081	1	1	6	1	0	3	2	96
60081	2	1	7	1	1	 	 	 
60081	3	1	8	1	1	 	 	 
60081	4	1	9	4	1	 	 	 
60082	1	1	7	1	1	3	2	96
60082	2	1	8	1	1	 	 	 
60082	3	1	9	1	1	 	 	 
60082	4	1	10	4	0	3	2	148
60083	1	1	7	1	1	3	2	96
60083	2	1	8	1	1	 	 	 
60083	3	1	9	1	1	 	 	 
60083	4	1	10	4	0	3	2	148
60084	1	1	7	1	1	3	2	96
60084	2	1	8	1	1	 	 	 
60084	3	1	9	1	1	 	 	 
60084	4	1	10	4	0	3	2	148
60085	1	1	7	1	1	3	2	96
60085	2	1	8	1	1	 	 	 
60085	3	1	9	1	1	 	 	 
60085	4	1	10	4	0	3	2	148
60086	1	1	6	1	0	3	2	96
60086	2	1	7	1	1	 	 	 
60086	3	1	8	1	1	 	 	 
60086	4	1	9	4	1	 	 	 
60087	1	1	7	1	1	3	2	96
60087	2	1	8	1	1	 	 	 
60087	3	1	9	1	1	 	 	 
60087	4	1	10	4	0	3	2	148
60088	1	1	7	1	1	3	2	96
60088	2	1	8	1	1	 	 	 
60088	3	1	9	1	1	 	 	 
60088	4	1	10	4	0	3	2	148
60089	1	1	7	1	1	3	2	96
60089	2	1	8	1	1	 	 	 
60089	3	1	9	1	1	 	 	 
60089	4	1	10	4	0	3	2	148
60091	1	1	6	1	0	3	2	96
60091	2	1	7	1	1	 	 	 
60091	3	1	8	1	1	 	 	 
60091	4	1	9	4	1	 	 	 
60092	1	1	7	1	1	3	2	96
60092	2	1	8	1	1	 	 	 
60092	3	1	9	1	1	 	 	 
60092	4	1	10	4	0	3	2	148
60093	1	0	 	 	 	 	 	 
60093	2	0	 	 	 	 	 	 
60093	3	0	 	 	 	 	 	 
60093	4	0	 	 	 	 	 	 
60094	1	1	6	1	0	3	2	96
60094	2	1	7	1	1	 	 	 
60094	3	1	8	1	1	 	 	 
60094	4	1	9	4	1	 	 	 
60095	1	1	7	1	1	3	98	508
60095	2	0	 	 	 	 	 	 
60095	3	0	 	 	 	 	 	 
60095	4	0	 	 	 	 	 	 
60096	1	1	7	1	1	3	2	96
60096	2	1	8	1	1	 	 	 
60096	3	1	9	1	1	 	 	 
60096	4	1	10	4	0	3	2	148
60097	1	1	8	1	1	3	2	96
60097	2	1	9	3	1	 	 	 
60097	3	0	 	 	 	 	 	 
60097	4	0	 	 	 	 	 	 
60098	1	1	7	1	1	3	2	96
60098	2	1	8	1	1	 	 	 
60098	3	1	9	1	1	 	 	 
60098	4	0	 	 	 	 	 	 
60099	1	1	6	1	0	3	2	96
60099	2	1	7	1	1	 	 	 
60099	3	1	8	1	1	 	 	 
60099	4	1	9	4	1	 	 	 
60100	1	1	7	1	1	3	2	96
60100	2	1	8	1	1	 	 	 
60100	3	1	9	1	1	 	 	 
60100	4	1	10	4	0	3	2	148
60103	1	1	7	1	1	3	2	104
60103	2	1	8	1	1	 	 	 
60103	3	1	9	1	1	 	 	 
60103	4	1	10	4	0	3	2	143
60104	1	1	7	1	1	3	2	104
60104	2	1	8	1	1	 	 	 
60104	3	1	9	1	1	 	 	 
60104	4	1	10	4	0	7	2	374
60105	1	1	7	1	1	3	2	104
60105	2	1	8	1	1	 	 	 
60105	3	1	9	1	1	 	 	 
60105	4	1	10	4	0	3	2	143
60106	1	1	7	1	1	3	2	104
60106	2	1	8	1	1	 	 	 
60106	3	1	9	1	1	 	 	 
60106	4	1	10	4	0	3	2	143
60108	1	1	6	1	0	3	2	104
60108	2	1	7	1	1	 	 	 
60108	3	1	8	1	1	 	 	 
60108	4	1	9	4	1	 	 	 
60109	1	1	7	1	1	3	2	104
60109	2	1	8	1	1	 	 	 
60109	3	1	9	1	1	 	 	 
60109	4	0	 	 	 	 	 	 
60111	1	1	7	1	1	3	2	104
60111	2	1	8	3	1	 	 	 
60111	3	0	 	 	 	 	 	 
60111	4	0	 	 	 	 	 	 
60115	1	1	6	1	0	3	2	104
60115	2	1	7	1	1	 	 	 
60115	3	1	8	1	1	 	 	 
60115	4	1	9	4	1	 	 	 
60119	1	1	7	1	1	3	2	96
60119	2	1	8	1	1	 	 	 
60119	3	1	9	1	1	 	 	 
60119	4	1	10	4	0	3	2	148
60127	1	1	6	1	0	3	2	96
60127	2	0	 	 	 	 	 	 
60127	3	0	 	 	 	 	 	 
60127	4	0	 	 	 	 	 	 
70001	1	1	6	1	1	3	2	436
70001	2	1	7	1	1	 	 	 
70001	3	1	8	1	1	 	 	 
70001	4	1	9	4	1	 	 	 
70002	1	1	6	1	1	3	2	97
70002	2	1	7	1	1	 	 	 
70002	3	1	8	1	1	 	 	 
70002	4	1	9	4	1	 	 	 
70003	1	1	7	1	1	3	2	97
70003	2	1	8	1	1	 	 	 
70003	3	1	9	1	1	 	 	 
70003	4	0	 	 	 	 	 	 
70004	1	1	6	1	1	3	2	97
70004	2	1	7	1	1	 	 	 
70004	3	1	8	1	1	 	 	 
70004	4	1	9	4	1	 	 	 
70005	1	1	6	1	1	3	2	97
70005	2	1	7	1	1	 	 	 
70005	3	1	8	1	1	 	 	 
70005	4	1	9	4	1	 	 	 
70006	1	1	7	1	1	1	98	514
70006	2	1	8	1	1	 	 	 
70006	3	1	9	1	1	 	 	 
70006	4	1	10	4	0	1	98	1219
70007	1	1	7	1	1	3	2	97
70007	2	1	8	1	1	 	 	 
70007	3	1	9	1	1	 	 	 
70007	4	0	 	 	 	 	 	 
70008	1	1	6	1	1	3	2	97
70008	2	1	7	1	1	 	 	 
70008	3	1	8	1	1	 	 	 
70008	4	1	9	4	1	 	 	 
70009	1	1	7	1	1	3	2	97
70009	2	1	8	1	1	 	 	 
70009	3	1	9	1	1	 	 	 
70009	4	1	10	4	0	3	2	149
70010	1	1	6	1	1	3	2	99
70010	2	1	7	1	1	 	 	 
70010	3	1	8	1	1	 	 	 
70010	4	1	9	4	1	 	 	 
70011	1	1	4	1	1	3	2	594
70011	2	1	5	1	1	 	 	 
70011	3	1	6	1	0	3	2	97
70011	4	1	7	4	1	 	 	 
70012	1	1	6	1	1	3	2	97
70012	2	1	7	1	1	 	 	 
70012	3	1	8	1	1	 	 	 
70012	4	1	9	4	1	 	 	 
70013	1	1	7	1	1	3	2	97
70013	2	1	8	1	1	 	 	 
70013	3	1	9	2	1	 	 	 
70013	4	0	 	 	 	 	 	 
70015	1	1	7	1	1	3	2	97
70015	2	1	8	1	1	 	 	 
70015	3	1	9	1	1	 	 	 
70015	4	1	10	2	0	3	2	149
70016	1	1	6	1	1	3	2	432
70016	2	1	7	1	1	 	 	 
70016	3	1	8	1	1	 	 	 
70016	4	1	9	4	1	 	 	 
70017	1	1	6	1	1	3	2	97
70017	2	1	7	1	1	 	 	 
70017	3	1	8	2	1	 	 	 
70017	4	0	 	 	 	 	 	 
70018	1	1	7	1	1	3	2	97
70018	2	1	8	1	1	 	 	 
70018	3	1	9	1	1	 	 	 
70018	4	1	10	4	0	3	2	149
70019	1	1	7	1	1	3	2	97
70019	2	1	7	1	1	 	 	 
70019	3	1	8	1	1	 	 	 
70019	4	1	9	4	1	 	 	 
70021	1	1	6	1	0	3	2	97
70021	2	1	7	1	1	 	 	 
70021	3	1	8	1	1	 	 	 
70021	4	1	9	1	1	 	 	 
70022	1	1	7	1	1	3	2	97
70022	2	1	8	1	1	 	 	 
70022	3	1	9	1	1	 	 	 
70022	4	0	 	 	 	 	 	 
70023	1	1	7	1	1	3	2	97
70023	2	1	8	1	1	 	 	 
70023	3	1	9	1	1	 	 	 
70023	4	1	10	4	0	3	2	149
70024	1	1	7	1	1	3	2	97
70024	2	1	8	1	1	 	 	 
70024	3	1	9	1	1	 	 	 
70024	4	1	10	4	0	3	2	149
70025	1	1	6	1	0	3	2	97
70025	2	1	7	1	1	 	 	 
70025	3	1	8	1	1	 	 	 
70025	4	1	9	4	1	 	 	 
70026	1	1	6	1	1	3	2	97
70026	2	1	7	1	1	 	 	 
70026	3	1	8	1	1	 	 	 
70026	4	1	9	4	1	 	 	 
70027	1	1	6	1	0	3	2	97
70027	2	1	7	1	1	 	 	 
70027	3	1	8	1	1	 	 	 
70027	4	1	9	4	1	 	 	 
70028	1	1	7	1	1	3	2	97
70028	2	1	8	1	1	 	 	 
70028	3	1	9	1	1	 	 	 
70028	4	1	10	4	0	3	2	149
70029	1	1	6	1	1	3	2	97
70029	2	1	7	1	1	 	 	 
70029	3	1	8	1	1	 	 	 
70029	4	1	9	4	1	 	 	 
70030	1	1	6	1	1	3	2	97
70030	2	1	7	1	1	 	 	 
70030	3	1	8	1	1	 	 	 
70030	4	1	9	4	1	 	 	 
70031	1	1	7	1	1	3	2	97
70031	2	1	7	1	1	 	 	 
70031	3	1	9	1	1	 	 	 
70031	4	1	10	4	0	3	2	149
70032	1	1	7	1	1	3	2	97
70032	2	1	8	1	1	 	 	 
70032	3	1	9	1	1	 	 	 
70032	4	1	10	4	0	3	2	149
70034	1	1	7	1	1	3	2	97
70034	2	1	8	1	1	 	 	 
70034	3	1	9	1	1	 	 	 
70034	4	1	10	4	0	3	2	149
70036	1	1	6	1	1	3	2	97
70036	2	1	7	1	1	 	 	 
70036	3	1	8	1	1	 	 	 
70036	4	1	9	4	1	 	 	 
70037	1	1	7	1	1	3	2	97
70037	2	1	8	1	1	 	 	 
70037	3	1	9	1	1	 	 	 
70037	4	1	10	4	0	3	2	149
70038	1	1	6	1	1	3	2	100
70038	2	1	7	1	1	 	 	 
70038	3	1	8	1	0	3	2	99
70038	4	1	9	4	1	 	 	 
70039	1	1	7	1	1	3	2	434
70039	2	1	8	2	1	 	 	 
70039	3	1	8	1	1	 	 	 
70039	4	0	 	 	 	 	 	 
70040	1	1	6	1	1	3	2	99
70040	2	1	7	1	1	 	 	 
70040	3	1	8	1	1	 	 	 
70040	4	1	9	1	1	 	 	 
70041	1	1	6	1	0	3	2	99
70041	2	1	7	1	1	 	 	 
70041	3	1	8	1	1	 	 	 
70041	4	1	9	4	1	 	 	 
70042	1	1	5	1	1	3	2	11
70042	2	1	6	1	0	3	2	99
70042	3	1	7	1	1	 	 	 
70042	4	1	8	4	1	 	 	 
70043	1	1	7	1	0	3	2	100
70043	2	1	8	1	0	3	2	99
70043	3	1	9	1	1	 	 	 
70043	4	0	 	 	 	 	 	 
70044	1	1	7	1	1	3	2	99
70044	2	1	8	1	1	 	 	 
70044	3	1	9	1	1	 	 	 
70044	4	0	 	 	 	 	 	 
70045	1	1	6	1	1	3	2	99
70045	2	1	7	1	1	 	 	 
70045	3	1	8	1	1	 	 	 
70045	4	1	9	4	1	 	 	 
70046	1	1	6	1	1	3	2	99
70046	2	1	7	1	1	 	 	 
70046	3	1	8	1	1	 	 	 
70046	4	1	9	4	1	 	 	 
70049	1	1	6	1	1	3	2	99
70049	2	1	7	1	1	 	 	 
70049	3	1	8	1	1	 	 	 
70049	4	1	9	4	1	 	 	 
70050	1	1	7	1	1	3	2	99
70050	2	1	8	1	1	 	 	 
70050	3	1	9	1	1	 	 	 
70050	4	0	 	 	 	 	 	 
70051	1	1	7	1	1	3	2	99
70051	2	1	8	1	1	 	 	 
70051	3	1	9	1	1	 	 	 
70051	4	1	10	4	0	3	2	145
70052	1	1	7	1	1	3	2	99
70052	2	1	8	1	1	 	 	 
70052	3	1	9	1	1	 	 	 
70052	4	1	10	4	0	3	2	145
70053	1	1	7	1	1	3	2	100
70053	2	1	8	1	0	3	2	99
70053	3	1	9	1	1	 	 	 
70053	4	1	10	4	0	3	2	145
70054	1	1	7	1	1	3	98	556
70054	2	1	8	1	1	 	 	 
70054	3	1	9	1	1	 	 	 
70054	4	1	10	4	0	3	98	1216
70055	1	1	7	1	1	3	2	99
70055	2	1	8	1	1	 	 	 
70055	3	1	9	1	1	 	 	 
70055	4	1	10	4	0	8	2	1077
70057	1	1	7	1	1	3	98	1186
70057	2	1	8	1	1	 	 	 
70057	3	1	9	1	1	 	 	 
70057	4	1	10	4	0	3	98	1215
70058	1	1	7	1	1	3	2	433
70058	2	1	8	1	1	 	 	 
70058	3	1	9	1	1	 	 	 
70058	4	1	10	4	0	3	2	145
70059	1	1	7	1	1	3	2	99
70059	2	1	8	1	1	 	 	 
70059	3	1	9	1	1	 	 	 
70059	4	1	10	4	0	3	2	145
70060	1	1	7	1	1	3	2	100
70060	2	1	8	1	0	3	2	433
70060	3	1	9	1	1	 	 	 
70060	4	1	10	4	0	3	2	145
70063	1	1	7	1	1	3	2	99
70063	2	1	8	3	1	 	 	 
70063	3	0	 	 	 	 	 	 
70063	4	0	 	 	 	 	 	 
70064	1	1	7	1	1	3	2	99
70064	2	1	8	1	1	 	 	 
70064	3	1	9	1	1	 	 	 
70064	4	1	10	4	0	3	2	145
70065	1	1	7	1	1	3	98	556
70065	2	1	8	1	1	 	 	 
70065	3	1	9	1	1	 	 	 
70065	4	1	10	4	0	3	98	1217
70066	1	1	7	1	1	3	2	99
70066	2	1	8	1	1	 	 	 
70066	3	1	9	1	1	 	 	 
70066	4	0	 	 	 	 	 	 
70067	1	1	7	1	1	3	2	99
70067	2	1	8	1	1	 	 	 
70067	3	1	9	1	1	 	 	 
70067	4	0	 	 	 	 	 	 
70068	1	1	7	1	1	3	2	99
70068	2	1	8	1	1	 	 	 
70068	3	1	9	1	1	 	 	 
70068	4	1	10	4	0	3	2	151
70069	1	1	7	1	1	3	2	99
70069	2	1	8	1	1	 	 	 
70069	3	1	9	1	1	 	 	 
70069	4	1	10	4	0	3	2	145
70070	1	1	7	1	1	3	2	99
70070	2	1	8	1	1	 	 	 
70070	3	1	9	1	1	 	 	 
70070	4	1	10	4	0	3	2	145
70071	1	1	6	1	0	3	2	99
70071	2	1	7	1	1	 	 	 
70071	3	1	8	1	1	 	 	 
70071	4	1	9	4	1	 	 	 
70072	1	1	6	1	1	3	2	99
70072	2	1	7	1	1	 	 	 
70072	3	1	8	1	1	 	 	 
70072	4	1	9	4	1	 	 	 
70073	1	1	6	1	0	3	2	99
70073	2	1	7	1	1	 	 	 
70073	3	1	8	1	1	 	 	 
70073	4	1	9	4	1	 	 	 
70074	1	1	6	1	0	3	2	9
70074	2	1	7	1	1	 	 	 
70074	3	1	8	1	1	 	 	 
70074	4	0	 	 	 	 	 	 
70075	1	1	7	1	1	3	2	99
70075	2	1	8	1	1	 	 	 
70075	3	1	9	1	1	 	 	 
70075	4	1	10	4	0	3	2	145
70076	1	1	7	1	1	3	2	99
70076	2	1	8	1	1	 	 	 
70076	3	1	9	1	1	 	 	 
70076	4	1	10	4	0	3	2	375
70077	1	1	7	1	1	3	2	99
70077	2	1	8	1	1	 	 	 
70077	3	1	9	1	1	 	 	 
70077	4	1	10	4	0	3	2	145
70078	1	1	6	1	1	3	2	11
70078	2	1	7	1	1	 	 	 
70078	3	1	8	1	1	 	 	 
70078	4	1	9	4	1	 	 	 
70079	1	1	7	1	1	3	2	99
70079	2	1	8	1	1	 	 	 
70079	3	1	9	1	1	 	 	 
70079	4	0	 	 	 	 	 	 
70080	1	1	7	1	1	3	98	507
70080	2	1	8	1	1	 	 	 
70080	3	1	9	1	1	 	 	 
70080	4	1	10	4	0	1	98	1141
70081	1	1	7	1	1	3	98	527
70081	2	1	8	1	1	 	 	 
70081	3	1	9	1	1	 	 	 
70081	4	1	10	4	0	3	98	1198
70082	1	1	6	1	1	3	2	99
70082	2	1	7	1	1	 	 	 
70082	3	1	8	1	1	 	 	 
70082	4	1	9	4	1	 	 	 
70083	1	1	7	1	1	3	2	99
70083	2	1	8	1	1	 	 	 
70083	3	1	9	1	1	 	 	 
70083	4	1	10	4	0	3	2	151
70084	1	1	7	1	1	3	2	99
70084	2	1	8	1	1	 	 	 
70084	3	1	9	1	1	 	 	 
70084	4	1	10	4	0	3	2	145
70085	1	1	7	1	1	3	2	99
70085	2	1	8	1	1	 	 	 
70085	3	1	9	1	1	 	 	 
70085	4	1	10	4	0	3	2	145
70086	1	1	7	1	1	3	2	436
70086	2	1	8	1	1	 	 	 
70086	3	1	9	1	1	 	 	 
70086	4	1	10	4	0	3	98	1207
70087	1	1	7	1	1	3	2	99
70087	2	1	8	1	1	 	 	 
70087	3	1	9	1	1	 	 	 
70087	4	1	10	4	0	3	2	145
70088	1	1	7	1	1	3	2	99
70088	2	1	8	3	1	 	 	 
70088	3	0	 	 	 	 	 	 
70088	4	0	 	 	 	 	 	 
70090	1	1	7	1	1	3	2	99
70090	2	1	8	2	1	 	 	 
70090	3	0	 	 	 	 	 	 
70090	4	0	 	 	 	 	 	 
70091	1	1	7	1	1	3	2	99
70091	2	1	8	1	1	 	 	 
70091	3	1	8	1	1	 	 	 
70091	4	1	10	4	0	3	2	145
70092	1	1	6	1	1	3	2	99
70092	2	1	7	1	1	 	 	 
70092	3	1	8	1	1	 	 	 
70092	4	1	9	4	1	 	 	 
70093	1	1	6	1	0	3	2	99
70093	2	1	7	1	1	 	 	 
70093	3	1	8	1	1	 	 	 
70093	4	1	9	4	1	 	 	 
70094	1	1	7	1	1	3	2	99
70094	2	1	8	1	1	 	 	 
70094	3	1	9	1	1	 	 	 
70094	4	1	10	4	0	3	2	145
70095	1	1	7	1	1	3	2	99
70095	2	1	8	1	1	 	 	 
70095	3	1	9	1	1	 	 	 
70095	4	1	10	4	0	3	2	145
70097	1	1	6	1	0	3	2	99
70097	2	1	7	1	1	 	 	 
70097	3	1	8	1	1	 	 	 
70097	4	1	9	1	1	 	 	 
70098	1	1	7	1	1	3	2	99
70098	2	1	8	1	1	 	 	 
70098	3	1	9	1	1	 	 	 
70098	4	1	10	4	0	3	2	145
70099	1	1	7	1	1	3	2	99
70099	2	1	8	1	1	 	 	 
70099	3	1	9	1	1	 	 	 
70099	4	1	10	4	0	3	2	145
70100	1	1	6	1	0	3	2	99
70100	2	1	7	1	1	 	 	 
70100	3	1	8	1	1	 	 	 
70100	4	1	9	4	1	 	 	 
70101	1	1	6	1	0	3	2	99
70101	2	1	7	1	1	 	 	 
70101	3	1	8	1	1	 	 	 
70101	4	1	9	4	1	 	 	 
70102	1	1	7	1	1	3	2	100
70102	2	1	8	1	1	 	 	 
70102	3	1	9	1	1	 	 	 
70102	4	0	 	 	 	 	 	 
70105	1	1	7	1	1	3	2	100
70105	2	1	8	1	0	3	2	99
70105	3	1	9	1	1	 	 	 
70105	4	0	 	 	 	 	 	 
70107	1	1	6	1	0	3	2	99
70107	2	1	7	1	1	 	 	 
70107	3	1	8	1	1	 	 	 
70107	4	1	9	4	0	3	2	436
70116	1	1	7	1	1	3	2	99
70116	2	1	8	1	1	 	 	 
70116	3	1	9	1	1	 	 	 
70116	4	1	10	4	0	3	2	145
70118	1	1	6	1	0	3	2	99
