CHILDCODE	EDCHSTR4	EDGRADER4	TYSCR4	STATER4	DSSCR4	SCHNMER4
51037	12	15	1	1	1	2914
51037	13	14	3	1	11	2970
51038	10	11	1	1	1	2972
51038	11	12	1	1	1	2972
51038	12	15	1	1	1	2972
51038	13	15	1	1	1	2972
51039	10	10	3	1	1	952
51039	11	11	3	1	1	2927
51039	12	12	3	1	1	2927
51039	13	15	8	1	5	2973
51040	10	11	8	1	1	2969
51040	11	12	8	1	1	2969
51040	12	0	 	 	 	 
51040	13	0	 	 	 	 
51041	10	11	1	1	1	2969
51041	11	12	1	1	1	2969
51041	12	15	1	1	1	2914
51041	13	15	1	1	1	2914
51042	10	11	3	1	1	2919
51042	11	12	3	1	1	2919
51042	12	0	 	 	 	 
51042	13	14	1	1	1	2974
51043	10	11	1	1	1	2969
51043	11	12	1	1	1	2969
51043	12	15	1	1	1	2914
51043	13	15	1	1	1	2914
51044	10	12	3	1	1	2933
51044	11	15	1	1	1	2975
51044	12	15	1	1	1	2975
51044	13	15	1	1	1	2975
51045	10	10	3	1	1	959
51045	11	11	3	1	1	2933
51045	12	12	3	1	1	2933
51045	13	15	1	1	1	2976
51046	10	0	 	 	 	 
51046	11	0	 	 	 	 
51046	12	0	 	 	 	 
51046	13	0	 	 	 	 
51047	10	0	 	 	 	 
51047	11	0	 	 	 	 
51047	12	0	 	 	 	 
51047	13	0	 	 	 	 
51048	10	11	1	1	1	2939
51048	11	12	1	1	1	2939
51048	12	15	1	1	1	2939
51048	13	15	1	1	1	2939
51049	10	11	1	1	3	2943
51049	11	12	1	1	3	2943
51049	12	14	1	1	16	2977
51049	13	14	1	1	16	2977
51050	10	0	 	 	 	 
51050	11	0	 	 	 	 
51050	12	0	 	 	 	 
51050	13	0	 	 	 	 
61001	10	15	1	1	1	2978
61001	11	15	1	1	1	2978
61001	12	15	1	1	1	2978
61001	13	0	 	 	 	 
61002	10	11	1	1	1	9999
61002	11	12	1	1	1	9999
61002	12	15	1	1	1	2978
61002	13	15	1	1	1	2978
61003	10	0	 	 	 	 
61003	11	0	 	 	 	 
61003	12	0	 	 	 	 
61003	13	0	 	 	 	 
61004	10	12	1	1	1	9999
61004	11	15	1	1	1	2978
61004	12	15	1	1	1	2978
61004	13	15	1	1	1	2978
61005	10	10	1	1	1	978
61005	11	11	3	1	3	2980
61005	12	14	3	1	3	2981
61005	13	0	 	 	 	 
61006	10	0	 	 	 	 
61006	11	0	 	 	 	 
61006	12	0	 	 	 	 
61006	13	0	 	 	 	 
61007	10	10	3	1	1	965
61007	11	11	3	1	1	2952
61007	12	12	3	1	1	2952
61007	13	15	3	1	1	2982
61008	10	12	3	1	6	2984
61008	11	14	3	1	6	2984
61008	12	14	3	1	6	2984
61008	13	14	3	1	6	2984
61009	10	10	3	1	1	966
61009	11	14	3	1	5	2985
61009	12	14	3	1	5	2985
61009	13	14	3	1	5	2985
61010	10	12	1	1	1	2986
61010	11	14	1	1	1	2967
61010	12	14	1	1	1	2967
61010	13	14	1	1	1	2967
61011	10	0	 	 	 	 
61011	11	0	 	 	 	 
61011	12	0	 	 	 	 
61011	13	0	 	 	 	 
61012	10	0	 	 	 	 
61012	11	0	 	 	 	 
61012	12	0	 	 	 	 
61012	13	0	 	 	 	 
61013	10	12	1	1	1	2986
61013	11	15	4	1	1	2987
61013	12	15	4	1	1	2987
61013	13	15	4	1	1	2987
61014	10	10	1	1	1	400
61014	11	14	3	1	1	2988
61014	12	14	3	1	1	2988
61014	13	14	3	1	1	2988
61015	10	10	3	1	1	2172
61015	11	11	3	1	1	2989
61015	12	12	3	1	1	2989
61015	13	14	1	1	1	2990
61016	10	10	3	1	3	2658
61016	11	14	3	1	3	2991
61016	12	14	3	1	3	2991
61016	13	14	3	1	3	2991
61017	10	11	8	1	1	2992
61017	11	12	8	1	1	2992
61017	12	0	 	 	 	 
61017	13	0	 	 	 	 
61018	10	11	8	1	1	2992
61018	11	12	8	1	1	2992
61018	12	15	8	1	1	2978
61018	13	15	8	1	1	2978
61019	10	12	1	1	1	2979
61019	11	15	1	1	1	2978
61019	12	15	1	1	1	2978
61019	13	15	1	1	1	2978
61020	10	11	3	1	1	2993
61020	11	12	3	1	1	2993
61020	12	15	1	1	1	2978
61020	13	15	1	1	1	2978
61021	10	0	 	 	 	 
61021	11	0	 	 	 	 
61021	12	0	 	 	 	 
61021	13	0	 	 	 	 
61022	10	0	 	 	 	 
61022	11	0	 	 	 	 
61022	12	0	 	 	 	 
61022	13	0	 	 	 	 
61023	10	12	3	1	1	2995
61023	11	0	 	 	 	 
61023	12	0	 	 	 	 
61023	13	0	 	 	 	 
61024	10	11	1	1	1	2986
61024	11	12	1	1	1	2986
61024	12	15	1	1	1	2986
61024	13	15	1	1	1	2986
61025	10	11	3	1	1	2995
61025	11	12	3	1	1	2995
61025	12	14	3	1	1	2996
61025	13	14	3	1	1	2996
61026	10	0	 	 	 	 
61026	11	0	 	 	 	 
61026	12	0	 	 	 	 
61026	13	0	 	 	 	 
61027	10	14	1	1	3	2997
61027	11	14	1	1	3	2997
61027	12	14	1	1	3	2997
61027	13	0	 	 	 	 
61028	10	0	 	 	 	 
61028	11	0	 	 	 	 
61028	12	0	 	 	 	 
61028	13	0	 	 	 	 
61029	10	11	1	1	3	2998
61029	11	12	1	1	3	2998
61029	12	13	1	1	6	2878
61029	13	13	1	1	6	2878
61030	10	10	3	1	1	975
61030	11	0	 	 	 	 
61030	12	0	 	 	 	 
61030	13	0	 	 	 	 
61031	10	0	 	 	 	 
61031	11	0	 	 	 	 
61031	12	0	 	 	 	 
61031	13	0	 	 	 	 
61032	10	0	 	 	 	 
61032	11	0	 	 	 	 
61032	12	0	 	 	 	 
61032	13	0	 	 	 	 
61033	10	12	3	1	6	2984
61033	11	15	3	1	6	2984
61033	12	15	3	1	6	2984
61033	13	15	3	1	6	2984
61034	10	11	1	1	1	2986
61034	11	12	1	1	1	2986
61034	12	15	1	1	1	2999
61034	13	15	1	1	1	2999
61035	10	12	1	1	1	2986
61035	11	15	1	1	1	2887
61035	12	15	1	1	1	2887
61035	13	15	1	1	1	2887
61036	10	0	 	 	 	 
61036	11	0	 	 	 	 
61036	12	0	 	 	 	 
61036	13	0	 	 	 	 
61037	10	12	1	1	1	2983
61037	11	0	 	 	 	 
61037	12	0	 	 	 	 
61037	13	0	 	 	 	 
61038	10	10	1	1	1	978
61038	11	11	3	1	1	2989
61038	12	12	3	1	1	2989
61038	13	15	1	1	1	2999
61039	10	10	3	1	1	980
61039	11	11	1	1	1	2979
61039	12	12	1	1	1	9999
61039	13	15	1	1	1	2999
61040	10	0	 	 	 	 
61040	11	0	 	 	 	 
61040	12	0	 	 	 	 
61040	13	0	 	 	 	 
61041	10	11	1	1	1	3001
61041	11	12	1	1	1	3001
61041	12	15	1	1	1	2999
61041	13	15	1	1	1	2999
61042	10	0	 	 	 	 
61042	11	0	 	 	 	 
61042	12	0	 	 	 	 
61042	13	0	 	 	 	 
61043	10	11	3	1	1	979
61043	11	12	3	1	1	2989
61043	12	12	3	1	1	2989
61043	13	15	3	1	1	2982
61044	10	11	3	1	1	9999
61044	11	12	3	1	1	2989
61044	12	0	 	 	 	 
61044	13	0	 	 	 	 
61045	10	10	3	1	1	980
61045	11	11	3	1	1	2989
61045	12	12	3	1	1	2989
61045	13	0	 	 	 	 
61046	10	12	3	1	1	2989
61046	11	15	3	1	1	3375
61046	12	0	 	 	 	 
61046	13	0	 	 	 	 
61047	10	0	 	 	 	 
61047	11	0	 	 	 	 
61047	12	0	 	 	 	 
61047	13	0	 	 	 	 
61048	10	12	3	1	1	2989
61048	11	15	3	1	1	2982
61048	12	15	3	1	1	2982
61048	13	15	3	1	1	2982
61049	10	11	3	1	1	2952
61049	11	12	3	1	1	2952
61049	12	15	1	1	7	3002
61049	13	15	1	1	7	3002
61050	10	11	3	1	1	2989
61050	11	12	3	1	1	2989
61050	12	15	1	1	1	3376
61050	13	15	1	1	1	3376
71001	10	11	1	1	1	3003
71001	11	12	1	1	1	3003
71001	12	15	1	1	3	3004
71001	13	15	1	1	3	3004
71002	10	11	1	1	1	3003
71002	11	12	1	1	1	3003
71002	12	15	1	1	1	3005
71002	13	15	1	1	1	3005
71003	10	0	 	 	 	 
71003	11	0	 	 	 	 
71003	12	0	 	 	 	 
71003	13	0	 	 	 	 
71004	10	0	 	 	 	 
71004	11	0	 	 	 	 
71004	12	0	 	 	 	 
71004	13	0	 	 	 	 
71005	10	11	1	1	1	3006
71005	11	12	1	1	1	3006
71005	12	15	1	1	1	3006
71005	13	15	1	1	1	3006
71006	10	10	3	1	1	987
71006	11	11	1	1	1	3007
71006	12	12	1	1	1	3007
71006	13	15	1	1	1	3008
71007	10	11	3	1	1	3009
71007	11	12	3	1	1	3009
71007	12	15	8	1	1	3008
71007	13	15	8	1	1	3008
71008	10	11	3	1	6	2984
71008	11	12	3	1	6	2984
71008	12	15	3	1	6	2984
71008	13	15	3	1	6	2984
71009	10	9	1	1	1	988
71009	11	10	1	1	1	988
71009	12	11	3	1	1	3009
71009	13	12	3	1	1	3009
71010	10	12	8	1	3	2907
71010	11	0	 	 	 	 
71010	12	0	 	 	 	 
71010	13	15	8	1	4	3010
71011	10	10	3	1	1	990
71011	11	11	1	1	1	3007
71011	12	12	1	1	1	3007
71011	13	0	 	 	 	 
71012	10	0	 	 	 	 
71012	11	0	 	 	 	 
71012	12	0	 	 	 	 
71012	13	0	 	 	 	 
71013	10	11	1	1	3	3011
71013	11	12	1	1	3	3011
71013	12	15	1	1	5	3012
71013	13	15	1	1	5	3012
71014	10	11	1	1	1	3007
71014	11	12	1	1	1	3007
71014	12	15	1	1	1	3007
71014	13	15	1	1	1	3007
71015	10	10	3	1	1	993
71015	11	11	3	1	1	3009
71015	12	12	3	1	1	3009
71015	13	0	 	 	 	 
71016	10	10	3	1	1	992
71016	11	0	 	 	 	 
71016	12	0	 	 	 	 
71016	13	0	 	 	 	 
71017	10	12	3	1	1	3009
71017	11	15	4	1	1	3014
71017	12	15	4	1	1	3014
71017	13	15	4	1	1	3121
71018	10	9	3	1	1	996
71018	11	0	 	 	 	 
71018	12	0	 	 	 	 
71018	13	0	 	 	 	 
71019	10	10	3	1	1	993
71019	11	11	3	1	1	3009
71019	12	12	3	1	1	3009
71019	13	0	 	 	 	 
71020	10	11	3	1	1	3009
71020	11	12	3	1	1	3009
71020	12	0	 	 	 	 
71020	13	15	1	1	1	3014
71021	10	0	 	 	 	 
71021	11	15	3	1	1	3014
71021	12	15	3	1	1	3014
71021	13	15	3	1	1	3014
71022	10	10	3	1	1	3015
71022	11	11	3	1	1	3009
71022	12	0	 	 	 	 
71022	13	0	 	 	 	 
71023	10	9	3	1	1	995
71023	11	10	3	1	1	995
71023	12	11	8	1	1	3007
71023	13	12	8	1	1	3007
71024	10	0	 	 	 	 
71024	11	0	 	 	 	 
71024	12	0	 	 	 	 
71024	13	0	 	 	 	 
71025	10	12	8	1	1	3009
71025	11	12	8	1	1	3016
71025	12	15	8	1	1	3016
71025	13	15	8	1	1	3016
71026	10	12	3	1	1	3009
71026	11	15	1	1	1	3006
71026	12	15	1	1	1	3006
71026	13	15	1	1	1	3006
71027	10	0	 	 	 	 
71027	11	0	 	 	 	 
71027	12	11	3	1	1	3017
71027	13	12	3	1	1	3017
71028	10	0	 	 	 	 
71028	11	0	 	 	 	 
71028	12	0	 	 	 	 
71028	13	0	 	 	 	 
71030	10	9	3	1	1	3018
71030	11	10	3	1	1	3018
71030	12	11	3	1	1	3019
71030	13	12	3	1	1	3019
71031	10	11	1	1	1	3007
71031	11	12	1	1	1	3007
71031	12	15	3	1	1	3021
71031	13	15	3	1	1	3021
71032	10	9	3	1	1	998
71032	11	10	3	1	1	998
71032	12	11	1	1	1	3022
71032	13	12	1	1	1	3022
71033	10	0	 	 	 	 
71033	11	0	 	 	 	 
71033	12	0	 	 	 	 
71033	13	0	 	 	 	 
71034	10	11	3	1	1	3009
71034	11	12	3	1	1	3009
71034	12	15	3	1	1	3008
71034	13	15	3	1	1	3008
71035	10	11	3	1	1	3017
71035	11	0	 	 	 	 
71035	12	0	 	 	 	 
71035	13	0	 	 	 	 
71036	10	10	3	1	1	998
71036	11	11	3	1	1	3009
71036	12	0	 	 	 	 
71036	13	0	 	 	 	 
71038	10	0	 	 	 	 
71038	11	0	 	 	 	 
71038	12	0	 	 	 	 
71038	13	0	 	 	 	 
71039	10	11	3	1	1	3009
71039	11	0	 	 	 	 
71039	12	0	 	 	 	 
71039	13	0	 	 	 	 
71040	10	12	3	1	1	3024
71040	11	15	8	1	1	3025
71040	12	15	8	1	1	3025
71040	13	15	8	1	1	3025
71041	10	0	 	 	 	 
71041	11	0	 	 	 	 
71041	12	0	 	 	 	 
71041	13	0	 	 	 	 
71042	10	14	1	1	2	3026
71042	11	14	1	1	2	3026
71042	12	14	1	1	2	3026
71042	13	0	 	 	 	 
71043	10	11	3	1	1	3009
71043	11	12	3	1	1	3009
71043	12	0	 	 	 	 
71043	13	0	 	 	 	 
71044	10	12	1	1	3	3027
71044	11	15	1	1	3	3028
71044	12	15	1	1	3	3028
71044	13	15	1	1	3	3028
71045	10	0	 	 	 	 
71045	11	0	 	 	 	 
71045	12	0	 	 	 	 
71045	13	0	 	 	 	 
71046	10	12	1	1	1	3029
71046	11	15	8	1	1	3008
71046	12	15	8	1	1	3008
71046	13	15	8	1	1	3008
71047	10	12	1	1	1	3003
71047	11	14	1	1	1	3030
71047	12	14	1	1	1	3030
71047	13	0	 	 	 	 
71048	10	11	8	1	1	3003
71048	11	12	8	1	1	3003
71048	12	15	8	1	1	3016
71048	13	15	8	1	1	3016
71049	10	12	1	1	1	3011
71049	11	14	1	1	1	2903
71049	12	14	1	1	1	2903
71049	13	14	1	1	1	2903
71050	10	10	3	1	1	393
71050	11	11	8	1	1	3009
71050	12	12	8	1	1	9999
71050	13	15	1	1	1	3009
81001	10	11	1	1	11	3031
81001	11	12	1	1	11	3031
81001	12	13	1	1	11	3032
81001	13	13	8	1	11	3032
81002	10	11	3	1	10	3033
81002	11	12	3	1	10	3033
81002	12	11	3	1	10	3033
81002	13	13	1	1	11	3034
81003	10	0	 	 	 	 
81003	11	0	 	 	 	 
81003	12	0	 	 	 	 
81003	13	0	 	 	 	 
81004	10	0	 	 	 	 
81004	11	0	 	 	 	 
81004	12	0	 	 	 	 
81004	13	0	 	 	 	 
81006	10	11	3	1	11	3035
81006	11	12	3	1	11	3035
81006	12	13	3	1	11	3036
81006	13	13	3	1	11	3036
81007	10	11	1	1	11	3031
81007	11	14	1	1	11	3037
81007	12	14	1	1	11	3037
81007	13	15	3	1	11	3038
81008	10	10	1	1	11	361
81008	11	11	8	1	13	3039
81008	12	12	8	1	13	3039
81008	13	15	8	1	13	3039
81009	10	11	1	1	6	3040
81009	11	12	1	1	6	3040
81009	12	13	1	1	10	3041
81009	13	13	1	1	10	3041
81010	10	10	3	1	11	1001
81010	11	0	 	 	 	 
81010	12	0	 	 	 	 
81010	13	0	 	 	 	 
81011	10	0	 	 	 	 
81011	11	0	 	 	 	 
81011	12	0	 	 	 	 
81011	13	0	 	 	 	 
81012	10	9	1	1	11	1006
81012	11	10	1	1	11	1006
81012	12	11	1	1	7	3042
81012	13	12	1	1	7	3042
81013	10	0	 	 	 	 
81013	11	0	 	 	 	 
81013	12	0	 	 	 	 
81013	13	0	 	 	 	 
81014	10	0	 	 	 	 
81014	11	0	 	 	 	 
81014	12	0	 	 	 	 
81014	13	0	 	 	 	 
81015	10	0	 	 	 	 
81015	11	0	 	 	 	 
81015	12	0	 	 	 	 
81015	13	0	 	 	 	 
81016	10	0	 	 	 	 
81016	11	0	 	 	 	 
81016	12	0	 	 	 	 
81016	13	0	 	 	 	 
81017	10	10	3	1	11	1001
81017	11	0	 	 	 	 
81017	12	0	 	 	 	 
81017	13	0	 	 	 	 
81018	10	14	3	1	11	3043
81018	11	14	3	1	11	3043
81018	12	0	 	 	 	 
81018	13	0	 	 	 	 
81019	10	0	 	 	 	 
81019	11	0	 	 	 	 
81019	12	0	 	 	 	 
81019	13	0	 	 	 	 
81020	10	10	3	1	11	1001
81020	11	11	1	1	11	3044
81020	12	0	 	 	 	 
81020	13	0	 	 	 	 
81021	10	11	1	1	10	3045
81021	11	12	1	1	10	3045
81021	12	15	1	1	11	9999
81021	13	15	1	1	11	9999
81022	10	0	 	 	 	 
81022	11	0	 	 	 	 
81022	12	0	 	 	 	 
81022	13	0	 	 	 	 
81023	10	0	 	 	 	 
81023	11	0	 	 	 	 
81023	12	0	 	 	 	 
81023	13	0	 	 	 	 
81025	10	10	3	1	11	1001
81025	11	0	 	 	 	 
81025	12	0	 	 	 	 
81025	13	0	 	 	 	 
81027	10	11	1	1	9	3046
81027	11	12	1	1	9	3046
81027	12	14	1	1	9	3046
81027	13	15	1	3	98	3047
81028	10	0	 	 	 	 
81028	11	0	 	 	 	 
81028	12	0	 	 	 	 
81028	13	0	 	 	 	 
81029	10	0	 	 	 	 
81029	11	0	 	 	 	 
81029	12	0	 	 	 	 
81029	13	0	 	 	 	 
81030	10	0	 	 	 	 
81030	11	0	 	 	 	 
81030	12	0	 	 	 	 
81030	13	0	 	 	 	 
81031	10	10	3	1	11	1001
81031	11	0	 	 	 	 
81031	12	0	 	 	 	 
81031	13	0	 	 	 	 
81032	10	11	1	1	11	3048
81032	11	12	1	1	11	3048
81032	12	0	 	 	 	 
81032	13	0	 	 	 	 
81033	10	14	3	1	11	3049
81033	11	14	3	1	11	3049
81033	12	14	3	1	11	3049
81033	13	0	 	 	 	 
81034	10	0	 	 	 	 
81034	11	0	 	 	 	 
81034	12	0	 	 	 	 
81034	13	0	 	 	 	 
81035	10	10	1	1	11	361
81035	11	14	3	1	11	3050
81035	12	14	3	1	11	3050
81035	13	14	3	1	11	3050
81036	10	10	3	1	11	1010
81036	11	11	1	1	11	3051
81036	12	12	1	1	11	3051
81036	13	13	1	1	11	3052
81037	10	12	1	1	11	3053
81037	11	0	 	 	 	 
81037	12	0	 	 	 	 
81037	13	0	 	 	 	 
81038	10	11	1	1	11	3054
81038	11	12	1	1	11	3054
81038	12	15	1	1	11	3055
81038	13	15	1	1	11	3055
81039	10	0	 	 	 	 
81039	11	0	 	 	 	 
81039	12	0	 	 	 	 
81039	13	0	 	 	 	 
81040	10	11	1	1	11	3056
81040	11	11	1	1	11	3056
81040	12	0	 	 	 	 
81040	13	15	1	1	10	3057
81041	10	11	1	1	11	3056
81041	11	12	1	1	11	3056
81041	12	15	1	1	11	748
81041	13	15	1	1	11	748
81042	10	0	 	 	 	 
81042	11	0	 	 	 	 
81042	12	0	 	 	 	 
81042	13	0	 	 	 	 
81043	10	11	1	1	11	3058
81043	11	12	1	1	11	3058
81043	12	15	1	1	11	3059
81043	13	15	1	1	11	3059
81044	10	12	1	1	11	3044
81044	11	15	1	1	11	3060
81044	12	15	1	1	11	3060
81044	13	15	1	1	11	3060
81045	10	0	 	 	 	 
81045	11	0	 	 	 	 
81045	12	0	 	 	 	 
81045	13	0	 	 	 	 
81046	10	10	3	1	11	1001
81046	11	11	1	1	11	3058
81046	12	12	1	1	11	3058
81046	13	15	1	1	11	3044
81047	10	0	 	 	 	 
81047	11	0	 	 	 	 
81047	12	0	 	 	 	 
81047	13	0	 	 	 	 
81048	10	0	 	 	 	 
81048	11	0	 	 	 	 
81048	12	0	 	 	 	 
81048	13	0	 	 	 	 
81049	10	11	1	1	13	3061
81049	11	12	1	1	13	3061
81049	12	14	1	1	11	3062
81049	13	14	1	1	11	3062
81050	10	11	8	1	11	3063
81050	11	12	8	1	11	3063
81050	12	13	8	1	11	3064
81050	13	13	8	1	11	3064
91001	10	0	 	 	 	 
91001	11	0	 	 	 	 
91001	12	0	 	 	 	 
91001	13	0	 	 	 	 
91002	10	12	1	1	11	3065
91002	11	15	1	1	9	3066
91002	12	15	1	1	9	3066
91002	13	15	1	1	9	3066
91003	10	11	1	1	11	3067
91003	11	12	1	1	11	3067
91003	12	15	8	1	9	3068
91003	13	15	8	1	9	3068
91004	10	10	3	1	11	800
91004	11	11	3	1	11	3069
91004	12	12	3	1	11	3069
91004	13	13	3	1	11	3070
91005	10	11	1	1	11	3071
91005	11	12	1	1	11	3071
91005	12	0	 	 	 	 
91005	13	0	 	 	 	 
91006	10	11	8	1	11	3071
91006	11	12	8	1	11	3071
91006	12	0	 	 	 	 
91006	13	15	8	1	11	3072
91007	10	0	 	 	 	 
91007	11	0	 	 	 	 
91007	12	0	 	 	 	 
91007	13	0	 	 	 	 
91008	10	0	 	 	 	 
91008	11	0	 	 	 	 
91008	12	0	 	 	 	 
91008	13	0	 	 	 	 
91009	10	0	 	 	 	 
91009	11	0	 	 	 	 
91009	12	0	 	 	 	 
91009	13	0	 	 	 	 
91010	10	12	8	1	11	3073
91010	11	12	8	1	11	3073
91010	12	15	8	1	11	3074
91010	13	15	8	1	11	3074
91012	10	0	 	 	 	 
91012	11	0	 	 	 	 
91012	12	0	 	 	 	 
91012	13	0	 	 	 	 
91013	10	10	1	1	11	3075
91013	11	0	 	 	 	 
91013	12	0	 	 	 	 
91013	13	0	 	 	 	 
91014	10	0	 	 	 	 
91014	11	0	 	 	 	 
91014	12	0	 	 	 	 
91014	13	0	 	 	 	 
91015	10	0	 	 	 	 
91015	11	0	 	 	 	 
91015	12	0	 	 	 	 
91015	13	0	 	 	 	 
91016	10	0	 	 	 	 
91016	11	0	 	 	 	 
91016	12	0	 	 	 	 
91016	13	0	 	 	 	 
91017	10	0	 	 	 	 
91017	11	0	 	 	 	 
91017	12	0	 	 	 	 
91017	13	0	 	 	 	 
91018	10	0	 	 	 	 
91018	11	0	 	 	 	 
91018	12	0	 	 	 	 
91018	13	0	 	 	 	 
91019	10	0	 	 	 	 
91019	11	0	 	 	 	 
91019	12	0	 	 	 	 
91019	13	0	 	 	 	 
91020	10	0	 	 	 	 
91020	11	0	 	 	 	 
91020	12	0	 	 	 	 
91020	13	0	 	 	 	 
91021	10	10	3	1	11	1020
91021	11	0	 	 	 	 
91021	12	0	 	 	 	 
91021	13	0	 	 	 	 
91022	10	0	 	 	 	 
91022	11	0	 	 	 	 
91022	12	0	 	 	 	 
91022	13	0	 	 	 	 
91023	10	10	1	1	11	3076
91023	11	11	1	1	10	3077
91023	12	12	1	1	10	9999
91023	13	15	1	1	8	3078
91025	10	7	3	1	11	1020
91025	11	8	1	1	11	3079
91025	12	9	3	1	11	3080
91025	13	10	3	1	11	3080
91026	10	0	 	 	 	 
91026	11	0	 	 	 	 
91026	12	0	 	 	 	 
91026	13	0	 	 	 	 
91027	10	0	 	 	 	 
91027	11	0	 	 	 	 
91027	12	0	 	 	 	 
91027	13	0	 	 	 	 
91028	10	0	 	 	 	 
91028	11	0	 	 	 	 
91028	12	0	 	 	 	 
91028	13	0	 	 	 	 
91029	10	0	 	 	 	 
91029	11	0	 	 	 	 
91029	12	0	 	 	 	 
91029	13	0	 	 	 	 
91030	10	10	3	1	11	3081
91030	11	11	1	1	11	3077
91030	12	12	1	1	11	3077
91030	13	13	1	1	11	3082
91033	10	11	1	1	11	3064
91033	11	12	1	1	11	3083
91033	12	14	1	1	11	3064
91033	13	14	1	1	11	3064
91034	10	11	3	1	10	3085
91034	11	12	3	1	10	3085
91034	12	15	3	1	10	3085
91034	13	15	3	1	10	3085
91036	10	0	 	 	 	 
91036	11	0	 	 	 	 
91036	12	0	 	 	 	 
91036	13	0	 	 	 	 
91037	10	10	3	1	12	3086
91037	11	11	8	1	10	3087
91037	12	12	8	1	10	3087
91037	13	14	8	1	11	3088
91039	10	0	 	 	 	 
91039	11	0	 	 	 	 
91039	12	0	 	 	 	 
91039	13	0	 	 	 	 
91040	10	0	 	 	 	 
91040	11	0	 	 	 	 
91040	12	0	 	 	 	 
91040	13	0	 	 	 	 
91041	10	0	 	 	 	 
91041	11	0	 	 	 	 
91041	12	0	 	 	 	 
91041	13	0	 	 	 	 
91042	10	0	 	 	 	 
91042	11	0	 	 	 	 
91042	12	0	 	 	 	 
91042	13	0	 	 	 	 
91043	10	11	1	1	11	3069
91043	11	12	1	1	11	3069
91043	12	15	1	1	9	3090
91043	13	15	1	1	9	3090
91044	10	11	1	1	11	3063
91044	11	12	1	1	11	3063
91044	12	15	8	1	11	3088
91044	13	13	8	1	11	3088
91045	10	11	2	1	11	3091
91045	11	12	2	1	11	3091
91045	12	14	3	1	11	3092
91045	13	15	3	1	11	3093
91046	10	0	 	 	 	 
91046	11	0	 	 	 	 
91046	12	0	 	 	 	 
91046	13	0	 	 	 	 
91047	10	11	3	1	11	3094
91047	11	12	3	1	11	3094
91047	12	0	 	 	 	 
91047	13	15	3	1	11	3095
91049	10	0	 	 	 	 
91049	11	0	 	 	 	 
91049	12	0	 	 	 	 
91049	13	0	 	 	 	 
91050	10	0	 	 	 	 
91050	11	0	 	 	 	 
91050	12	0	 	 	 	 
91050	13	0	 	 	 	 
101001	10	11	3	1	12	3096
101001	11	12	3	1	12	3096
101001	12	15	1	1	12	3097
101001	13	15	1	1	12	3097
101003	10	11	1	1	12	3098
101003	11	12	1	1	12	3098
101003	12	15	1	1	12	3099
101003	13	15	1	1	12	3099
101004	10	10	1	1	12	784
101004	11	12	1	1	8	3100
101004	12	12	1	1	6	3100
101004	13	14	8	1	13	3101
101005	10	10	8	1	12	1078
101005	11	11	8	1	12	3102
101005	12	12	8	1	12	3102
101005	13	14	1	1	12	3103
101006	10	11	1	1	12	3104
101006	11	12	1	1	12	3104
101006	12	13	1	1	12	9999
101006	13	13	1	1	12	9999
101008	10	10	1	1	12	1038
101008	11	14	1	1	12	3105
101008	12	14	1	1	12	3105
101008	13	14	1	1	12	3105
101009	10	11	1	1	12	3106
101009	11	12	1	1	13	3106
101009	12	13	1	1	16	3107
101009	13	13	1	1	16	3107
101011	10	10	1	1	12	784
101011	11	11	1	1	12	3104
101011	12	12	1	1	12	3104
101011	13	0	 	 	 	 
101012	10	10	1	1	12	2691
101012	11	11	8	1	12	3102
101012	12	12	8	1	12	3102
101012	13	15	3	1	12	3108
101013	10	9	1	1	12	779
101013	11	10	1	1	12	779
101013	12	11	1	1	12	3104
101013	13	12	1	1	12	3104
101017	10	10	1	1	12	1041
101017	11	11	1	1	12	3108
101017	12	12	1	1	12	3108
101017	13	0	 	 	 	 
101018	10	9	3	1	13	3109
101018	11	10	3	1	13	9999
101018	12	11	1	1	12	3110
101018	13	12	1	1	12	3110
101019	10	11	1	1	12	3111
101019	11	12	1	1	12	3111
101019	12	0	 	 	 	 
101019	13	0	 	 	 	 
101020	10	12	11	1	12	3112
101020	11	15	11	1	12	3112
101020	12	15	11	1	12	3112
101020	13	15	11	1	12	3112
101021	10	9	3	1	12	1045
101021	11	10	3	1	12	1045
101021	12	11	3	1	12	3113
101021	13	12	3	1	12	3113
101022	10	11	1	1	12	3114
101022	11	12	1	1	12	3114
101022	12	15	1	1	12	3115
101022	13	15	1	1	12	3115
101023	10	10	1	1	12	784
101023	11	11	1	1	12	3104
101023	12	12	1	1	12	3104
101023	13	0	 	 	 	 
101024	10	9	1	1	12	1042
101024	11	10	1	1	12	1042
101024	12	11	1	1	12	3116
101024	13	12	1	1	12	3116
101025	10	12	1	1	10	3118
101025	11	15	1	1	12	3119
101025	12	15	1	1	12	3119
101025	13	15	1	1	12	3119
101026	10	10	3	1	12	1040
101026	11	0	 	 	 	 
101026	12	0	 	 	 	 
101026	13	0	 	 	 	 
101027	10	12	3	1	12	1043
101027	11	15	3	1	12	3121
101027	12	15	3	1	12	3121
101027	13	15	3	1	12	3121
101028	10	10	1	1	12	779
101028	11	11	1	1	12	3097
101028	12	12	1	1	12	3097
101028	13	0	 	 	 	 
101030	10	9	1	1	12	1047
101030	11	10	1	1	12	1047
101030	12	11	1	1	12	3122
