CHILDCODE	LVSKIDR5	AYANR5	NMAMR5
60060	1	 	 
60060	2	 	 
60060	3	 	 
60060	4	 	 
60060	7	 	 
60060	8	 	 
60060	9	 	 
60060	13	 	 
60060	14	 	 
60060	15	 	 
60060	16	 	 
60060	17	 	 
60060	58	 	 
60061	1	 	 
60061	2	 	 
60061	3	 	 
60061	4	 	 
60061	7	 	 
60061	8	 	 
60061	9	 	 
60061	13	 	 
60061	14	 	 
60061	15	 	 
60061	16	 	 
60061	17	 	 
60061	58	 	 
60062	1	0	 
60062	2	0	 
60062	3	0	 
60062	4	0	 
60062	7	1	1
60062	8	0	 
60062	9	0	 
60062	13	0	 
60062	14	1	13
60062	15	0	 
60062	16	0	 
60062	17	0	 
60062	58	0	 
60063	1	0	 
60063	2	0	 
60063	3	0	 
60063	4	0	 
60063	7	0	 
60063	8	0	 
60063	9	0	 
60063	13	0	 
60063	14	1	3
60063	15	0	 
60063	16	1	3
60063	17	1	8
60063	58	0	 
60064	1	0	 
60064	2	0	 
60064	3	0	 
60064	4	0	 
60064	7	0	 
60064	8	0	 
60064	9	0	 
60064	13	0	 
60064	14	0	 
60064	15	1	5
60064	16	0	 
60064	17	0	 
60064	58	0	 
60065	1	 	 
60065	2	 	 
60065	3	 	 
60065	4	 	 
60065	7	 	 
60065	8	 	 
60065	9	 	 
60065	13	 	 
60065	14	 	 
60065	15	 	 
60065	16	 	 
60065	17	 	 
60065	58	 	 
60066	1	0	 
60066	2	0	 
60066	3	0	 
60066	4	0	 
60066	7	0	 
60066	8	0	 
60066	9	0	 
60066	13	0	 
60066	14	0	 
60066	15	0	 
60066	16	1	6
60066	17	0	 
60066	58	0	 
60067	1	 	 
60067	2	 	 
60067	3	 	 
60067	4	 	 
60067	7	 	 
60067	8	 	 
60067	9	 	 
60067	13	 	 
60067	14	 	 
60067	15	 	 
60067	16	 	 
60067	17	 	 
60067	58	 	 
60068	1	0	 
60068	2	0	 
60068	3	0	 
60068	4	0	 
60068	7	0	 
60068	8	0	 
60068	9	0	 
60068	13	0	 
60068	14	0	 
60068	15	0	 
60068	16	1	500
60068	17	0	 
60068	58	0	 
60069	1	 	 
60069	2	 	 
60069	3	 	 
60069	4	 	 
60069	7	 	 
60069	8	 	 
60069	9	 	 
60069	13	 	 
60069	14	 	 
60069	15	 	 
60069	16	 	 
60069	17	 	 
60069	58	 	 
60070	1	 	 
60070	2	 	 
60070	3	 	 
60070	4	 	 
60070	7	 	 
60070	8	 	 
60070	9	 	 
60070	13	 	 
60070	14	 	 
60070	15	 	 
60070	16	 	 
60070	17	 	 
60070	58	 	 
60071	1	0	 
60071	2	0	 
60071	3	0	 
60071	4	0	 
60071	7	0	 
60071	8	0	 
60071	9	0	 
60071	13	0	 
60071	14	0	 
60071	15	1	15
60071	16	0	 
60071	17	0	 
60071	58	0	 
60073	1	0	 
60073	2	1	3
60073	3	0	 
60073	4	0	 
60073	7	0	 
60073	8	0	 
60073	9	0	 
60073	13	0	 
60073	14	0	 
60073	15	1	4
60073	16	1	20
60073	17	0	 
60073	58	0	 
60074	1	 	 
60074	2	 	 
60074	3	 	 
60074	4	 	 
60074	7	 	 
60074	8	 	 
60074	9	 	 
60074	13	 	 
60074	14	 	 
60074	15	 	 
60074	16	 	 
60074	17	 	 
60074	58	 	 
60075	1	0	 
60075	2	0	 
60075	3	0	 
60075	4	0	 
60075	7	0	 
60075	8	0	 
60075	9	0	 
60075	13	0	 
60075	14	0	 
60075	15	0	 
60075	16	1	5
60075	17	0	 
60075	58	0	 
60076	1	0	 
60076	2	0	 
60076	3	0	 
60076	4	0	 
60076	7	0	 
60076	8	0	 
60076	9	0	 
60076	13	0	 
60076	14	0	 
60076	15	0	 
60076	16	1	5
60076	17	0	 
60076	58	0	 
60077	1	0	 
60077	2	0	 
60077	3	0	 
60077	4	0	 
60077	7	0	 
60077	8	0	 
60077	9	0	 
60077	13	0	 
60077	14	0	 
60077	15	0	 
60077	16	1	15
60077	17	0	 
60077	58	1	6
60078	1	 	 
60078	2	 	 
60078	3	 	 
60078	4	 	 
60078	7	 	 
60078	8	 	 
60078	9	 	 
60078	13	 	 
60078	14	 	 
60078	15	 	 
60078	16	 	 
60078	17	 	 
60078	58	 	 
60079	1	 	 
60079	2	 	 
60079	3	 	 
60079	4	 	 
60079	7	 	 
60079	8	 	 
60079	9	 	 
60079	13	 	 
60079	14	 	 
60079	15	 	 
60079	16	 	 
60079	17	 	 
60079	58	 	 
60080	1	 	 
60080	2	 	 
60080	3	 	 
60080	4	 	 
60080	7	 	 
60080	8	 	 
60080	9	 	 
60080	13	 	 
60080	14	 	 
60080	15	 	 
60080	16	 	 
60080	17	 	 
60080	58	 	 
60081	1	 	 
60081	2	 	 
60081	3	 	 
60081	4	 	 
60081	7	 	 
60081	8	 	 
60081	9	 	 
60081	13	 	 
60081	14	 	 
60081	15	 	 
60081	16	 	 
60081	17	 	 
60081	58	 	 
60082	1	0	 
60082	2	0	 
60082	3	0	 
60082	4	0	 
60082	7	1	5
60082	8	0	 
60082	9	0	 
60082	13	0	 
60082	14	0	 
60082	15	0	 
60082	16	0	 
60082	17	0	 
60082	58	0	 
60083	1	0	 
60083	2	0	 
60083	3	0	 
60083	4	0	 
60083	7	0	 
60083	8	0	 
60083	9	0	 
60083	13	0	 
60083	14	0	 
60083	15	0	 
60083	16	1	10
60083	17	0	 
60083	58	0	 
60084	1	0	 
60084	2	0	 
60084	3	0	 
60084	4	0	 
60084	7	0	 
60084	8	0	 
60084	9	0	 
60084	13	0	 
60084	14	0	 
60084	15	0	 
60084	16	1	10
60084	17	0	 
60084	58	0	 
60085	1	 	 
60085	2	 	 
60085	3	 	 
60085	4	 	 
60085	7	 	 
60085	8	 	 
60085	9	 	 
60085	13	 	 
60085	14	 	 
60085	15	 	 
60085	16	 	 
60085	17	 	 
60085	58	 	 
60086	1	0	 
60086	2	0	 
60086	3	0	 
60086	4	0	 
60086	7	1	5
60086	8	0	 
60086	9	0	 
60086	13	0	 
60086	14	0	 
60086	15	0	 
60086	16	1	150
60086	17	0	 
60086	58	0	 
60087	1	0	 
60087	2	0	 
60087	3	0	 
60087	4	0	 
60087	7	0	 
60087	8	0	 
60087	9	0	 
60087	13	0	 
60087	14	0	 
60087	15	0	 
60087	16	1	20
60087	17	0	 
60087	58	0	 
60088	1	0	 
60088	2	0	 
60088	3	0	 
60088	4	0	 
60088	7	0	 
60088	8	0	 
60088	9	0	 
60088	13	0	 
60088	14	0	 
60088	15	0	 
60088	16	0	 
60088	17	0	 
60088	58	1	3
60089	1	 	 
60089	2	 	 
60089	3	 	 
60089	4	 	 
60089	7	 	 
60089	8	 	 
60089	9	 	 
60089	13	 	 
60089	14	 	 
60089	15	 	 
60089	16	 	 
60089	17	 	 
60089	58	 	 
60091	1	 	 
60091	2	 	 
60091	3	 	 
60091	4	 	 
60091	7	 	 
60091	8	 	 
60091	9	 	 
60091	13	 	 
60091	14	 	 
60091	15	 	 
60091	16	 	 
60091	17	 	 
60091	58	 	 
60092	1	0	 
60092	2	0	 
60092	3	0	 
60092	4	0	 
60092	7	0	 
60092	8	0	 
60092	9	0	 
60092	13	0	 
60092	14	0	 
60092	15	0	 
60092	16	1	20
60092	17	0	 
60092	58	0	 
60093	1	0	 
60093	2	0	 
60093	3	0	 
60093	4	0	 
60093	7	1	1
60093	8	0	 
60093	9	0	 
60093	13	0	 
60093	14	0	 
60093	15	0	 
60093	16	0	 
60093	17	0	 
60093	58	0	 
60094	1	0	 
60094	2	0	 
60094	3	0	 
60094	4	0	 
60094	7	0	 
60094	8	0	 
60094	9	0	 
60094	13	0	 
60094	14	0	 
60094	15	1	100
60094	16	0	 
60094	17	0	 
60094	58	1	50
60095	1	 	 
60095	2	 	 
60095	3	 	 
60095	4	 	 
60095	7	 	 
60095	8	 	 
60095	9	 	 
60095	13	 	 
60095	14	 	 
60095	15	 	 
60095	16	 	 
60095	17	 	 
60095	58	 	 
60096	1	0	 
60096	2	0	 
60096	3	0	 
60096	4	0	 
60096	7	0	 
60096	8	0	 
60096	9	0	 
60096	13	0	 
60096	14	0	 
60096	15	0	 
60096	16	1	15
60096	17	0	 
60096	58	1	2
60097	1	0	 
60097	2	0	 
60097	3	0	 
60097	4	0	 
60097	7	0	 
60097	8	0	 
60097	9	0	 
60097	13	0	 
60097	14	0	 
60097	15	0	 
60097	16	1	10
60097	17	0	 
60097	58	0	 
60098	1	0	 
60098	2	0	 
60098	3	0	 
60098	4	0	 
60098	7	0	 
60098	8	0	 
60098	9	0	 
60098	13	0	 
60098	14	0	 
60098	15	0	 
60098	16	0	 
60098	17	0	 
60098	58	1	20
60099	1	 	 
60099	2	 	 
60099	3	 	 
60099	4	 	 
60099	7	 	 
60099	8	 	 
60099	9	 	 
60099	13	 	 
60099	14	 	 
60099	15	 	 
60099	16	 	 
60099	17	 	 
60099	58	 	 
60100	1	1	1
60100	2	0	 
60100	3	0	 
60100	4	0	 
60100	7	0	 
60100	8	0	 
60100	9	0	 
60100	13	0	 
60100	14	0	 
60100	15	0	 
60100	16	1	3
60100	17	0	 
60100	58	0	 
60103	1	0	 
60103	2	0	 
60103	3	0	 
60103	4	0	 
60103	7	0	 
60103	8	0	 
60103	9	0	 
60103	13	0	 
60103	14	0	 
60103	15	0	 
60103	16	1	27
60103	17	0	 
60103	58	0	 
60104	1	 	 
60104	2	 	 
60104	3	 	 
60104	4	 	 
60104	7	 	 
60104	8	 	 
60104	9	 	 
60104	13	 	 
60104	14	 	 
60104	15	 	 
60104	16	 	 
60104	17	 	 
60104	58	 	 
60105	1	 	 
60105	2	 	 
60105	3	 	 
60105	4	 	 
60105	7	 	 
60105	8	 	 
60105	9	 	 
60105	13	 	 
60105	14	 	 
60105	15	 	 
60105	16	 	 
60105	17	 	 
60105	58	 	 
60106	1	 	 
60106	2	 	 
60106	3	 	 
60106	4	 	 
60106	7	 	 
60106	8	 	 
60106	9	 	 
60106	13	 	 
60106	14	 	 
60106	15	 	 
60106	16	 	 
60106	17	 	 
60106	58	 	 
60108	1	0	 
60108	2	0	 
60108	3	0	 
60108	4	0	 
60108	7	0	 
60108	8	0	 
60108	9	0	 
60108	13	0	 
60108	14	0	 
60108	15	0	 
60108	16	1	4
60108	17	0	 
60108	58	0	 
60109	1	 	 
60109	2	 	 
60109	3	 	 
60109	4	 	 
60109	7	 	 
60109	8	 	 
60109	9	 	 
60109	13	 	 
60109	14	 	 
60109	15	 	 
60109	16	 	 
60109	17	 	 
60109	58	 	 
60111	1	 	 
60111	2	 	 
60111	3	 	 
60111	4	 	 
60111	7	 	 
60111	8	 	 
60111	9	 	 
60111	13	 	 
60111	14	 	 
60111	15	 	 
60111	16	 	 
60111	17	 	 
60111	58	 	 
60115	1	1	4
60115	2	0	 
60115	3	0	 
60115	4	0	 
60115	7	0	 
60115	8	0	 
60115	9	0	 
60115	13	0	 
60115	14	0	 
60115	15	0	 
60115	16	0	 
60115	17	0	 
60115	58	0	 
60119	1	0	 
60119	2	0	 
60119	3	0	 
60119	4	0	 
60119	7	0	 
60119	8	0	 
60119	9	0	 
60119	13	0	 
60119	14	0	 
60119	15	1	1
60119	16	1	16
60119	17	0	 
60119	58	0	 
60127	1	0	 
60127	2	0	 
60127	3	0	 
60127	4	0	 
60127	7	0	 
60127	8	0	 
60127	9	0	 
60127	13	0	 
60127	14	0	 
60127	15	0	 
60127	16	1	2
60127	17	0	 
60127	58	0	 
70001	1	 	 
70001	2	 	 
70001	3	 	 
70001	4	 	 
70001	7	 	 
70001	8	 	 
70001	9	 	 
70001	13	 	 
70001	14	 	 
70001	15	 	 
70001	16	 	 
70001	17	 	 
70001	58	 	 
70002	1	 	 
70002	2	 	 
70002	3	 	 
70002	4	 	 
70002	7	 	 
70002	8	 	 
70002	9	 	 
70002	13	 	 
70002	14	 	 
70002	15	 	 
70002	16	 	 
70002	17	 	 
70002	58	 	 
70003	1	0	 
70003	2	0	 
70003	3	0	 
70003	4	0	 
70003	7	0	 
70003	8	0	 
70003	9	0	 
70003	13	0	 
70003	14	0	 
70003	15	0	 
70003	16	1	10
70003	17	0	 
70003	58	0	 
70004	1	 	 
70004	2	 	 
70004	3	 	 
70004	4	 	 
70004	7	 	 
70004	8	 	 
70004	9	 	 
70004	13	 	 
70004	14	 	 
70004	15	 	 
70004	16	 	 
70004	17	 	 
70004	58	 	 
70005	1	 	 
70005	2	 	 
70005	3	 	 
70005	4	 	 
70005	7	 	 
70005	8	 	 
70005	9	 	 
70005	13	 	 
70005	14	 	 
70005	15	 	 
70005	16	 	 
70005	17	 	 
70005	58	 	 
70006	1	0	 
70006	2	0	 
70006	3	0	 
70006	4	0	 
70006	7	0	 
70006	8	0	 
70006	9	0	 
70006	13	0	 
70006	14	0	 
70006	15	1	5
70006	16	1	10
70006	17	0	 
70006	58	0	 
70007	1	 	 
70007	2	 	 
70007	3	 	 
70007	4	 	 
70007	7	 	 
70007	8	 	 
70007	9	 	 
70007	13	 	 
70007	14	 	 
70007	15	 	 
70007	16	 	 
70007	17	 	 
70007	58	 	 
70008	1	0	 
70008	2	0	 
70008	3	0	 
70008	4	0	 
70008	7	0	 
70008	8	0	 
70008	9	0	 
70008	13	0	 
70008	14	0	 
70008	15	0	 
70008	16	1	7
70008	17	0	 
70008	58	0	 
70009	1	 	 
70009	2	 	 
70009	3	 	 
70009	4	 	 
70009	7	 	 
70009	8	 	 
70009	9	 	 
70009	13	 	 
70009	14	 	 
70009	15	 	 
70009	16	 	 
70009	17	 	 
70009	58	 	 
70010	1	 	 
70010	2	 	 
70010	3	 	 
70010	4	 	 
70010	7	 	 
70010	8	 	 
70010	9	 	 
70010	13	 	 
70010	14	 	 
70010	15	 	 
70010	16	 	 
70010	17	 	 
70010	58	 	 
70011	1	 	 
70011	2	 	 
70011	3	 	 
70011	4	 	 
70011	7	 	 
70011	8	 	 
70011	9	 	 
70011	13	 	 
70011	14	 	 
70011	15	 	 
70011	16	 	 
70011	17	 	 
70011	58	 	 
70012	1	 	 
70012	2	 	 
70012	3	 	 
70012	4	 	 
70012	7	 	 
70012	8	 	 
70012	9	 	 
70012	13	 	 
70012	14	 	 
70012	15	 	 
70012	16	 	 
70012	17	 	 
70012	58	 	 
70013	1	 	 
70013	2	 	 
70013	3	 	 
70013	4	 	 
70013	7	 	 
70013	8	 	 
70013	9	 	 
70013	13	 	 
70013	14	 	 
70013	15	 	 
70013	16	 	 
70013	17	 	 
70013	58	 	 
70015	1	 	 
70015	2	 	 
70015	3	 	 
70015	4	 	 
70015	7	 	 
70015	8	 	 
70015	9	 	 
70015	13	 	 
70015	14	 	 
70015	15	 	 
70015	16	 	 
70015	17	 	 
70015	58	 	 
70016	1	 	 
70016	2	 	 
70016	3	 	 
70016	4	 	 
70016	7	 	 
70016	8	 	 
70016	9	 	 
70016	13	 	 
70016	14	 	 
70016	15	 	 
70016	16	 	 
70016	17	 	 
70016	58	 	 
70017	1	 	 
70017	2	 	 
70017	3	 	 
70017	4	 	 
70017	7	 	 
70017	8	 	 
70017	9	 	 
70017	13	 	 
70017	14	 	 
70017	15	 	 
70017	16	 	 
70017	17	 	 
70017	58	 	 
70018	1	 	 
70018	2	 	 
70018	3	 	 
70018	4	 	 
70018	7	 	 
70018	8	 	 
70018	9	 	 
70018	13	 	 
70018	14	 	 
70018	15	 	 
70018	16	 	 
70018	17	 	 
70018	58	 	 
70019	1	 	 
70019	2	 	 
70019	3	 	 
70019	4	 	 
70019	7	 	 
70019	8	 	 
70019	9	 	 
70019	13	 	 
70019	14	 	 
70019	15	 	 
70019	16	 	 
70019	17	 	 
70019	58	 	 
70021	1	0	 
70021	2	0	 
70021	3	0	 
70021	4	0	 
70021	7	0	 
70021	8	0	 
70021	9	0	 
70021	13	0	 
70021	14	0	 
70021	15	0	 
70021	16	1	10
70021	17	0	 
70021	58	0	 
70022	1	 	 
70022	2	 	 
70022	3	 	 
70022	4	 	 
70022	7	 	 
70022	8	 	 
70022	9	 	 
70022	13	 	 
70022	14	 	 
70022	15	 	 
70022	16	 	 
70022	17	 	 
70022	58	 	 
70023	1	 	 
70023	2	 	 
70023	3	 	 
70023	4	 	 
70023	7	 	 
70023	8	 	 
70023	9	 	 
70023	13	 	 
70023	14	 	 
70023	15	 	 
70023	16	 	 
70023	17	 	 
70023	58	 	 
70024	1	 	 
70024	2	 	 
70024	3	 	 
70024	4	 	 
70024	7	 	 
70024	8	 	 
70024	9	 	 
70024	13	 	 
70024	14	 	 
70024	15	 	 
70024	16	 	 
70024	17	 	 
70024	58	 	 
70025	1	 	 
70025	2	 	 
70025	3	 	 
70025	4	 	 
70025	7	 	 
70025	8	 	 
70025	9	 	 
70025	13	 	 
70025	14	 	 
70025	15	 	 
70025	16	 	 
70025	17	 	 
70025	58	 	 
70026	1	0	 
70026	2	0	 
70026	3	1	4
70026	4	0	 
70026	7	0	 
70026	8	0	 
70026	9	0	 
70026	13	0	 
70026	14	0	 
70026	15	0	 
70026	16	1	4
70026	17	0	 
70026	58	0	 
70027	1	 	 
70027	2	 	 
70027	3	 	 
70027	4	 	 
70027	7	 	 
70027	8	 	 
70027	9	 	 
70027	13	 	 
70027	14	 	 
70027	15	 	 
70027	16	 	 
70027	17	 	 
70027	58	 	 
70028	1	 	 
70028	2	 	 
70028	3	 	 
70028	4	 	 
70028	7	 	 
70028	8	 	 
70028	9	 	 
70028	13	 	 
70028	14	 	 
70028	15	 	 
70028	16	 	 
70028	17	 	 
70028	58	 	 
70029	1	0	 
70029	2	0	 
70029	3	0	 
70029	4	0	 
70029	7	0	 
70029	8	0	 
70029	9	0	 
70029	13	0	 
70029	14	0	 
70029	15	0	 
70029	16	1	3
70029	17	0	 
70029	58	0	 
70030	1	 	 
70030	2	 	 
70030	3	 	 
70030	4	 	 
70030	7	 	 
70030	8	 	 
70030	9	 	 
70030	13	 	 
70030	14	 	 
70030	15	 	 
70030	16	 	 
70030	17	 	 
70030	58	 	 
70031	1	0	 
70031	2	0	 
70031	3	0	 
70031	4	0	 
70031	7	0	 
70031	8	0	 
70031	9	0	 
70031	13	0	 
70031	14	0	 
70031	15	1	35
70031	16	0	 
70031	17	0	 
70031	58	1	20
70032	1	0	 
70032	2	0	 
70032	3	1	3
70032	4	0	 
70032	7	0	 
70032	8	0	 
70032	9	0	 
70032	13	0	 
70032	14	0	 
70032	15	0	 
70032	16	0	 
70032	17	0	 
70032	58	0	 
70034	1	0	 
70034	2	0	 
70034	3	0	 
70034	4	0	 
70034	7	0	 
70034	8	0	 
70034	9	0	 
70034	13	0	 
70034	14	1	3
70034	15	0	 
70034	16	1	1
70034	17	0	 
70034	58	0	 
70036	1	 	 
70036	2	 	 
70036	3	 	 
70036	4	 	 
70036	7	 	 
70036	8	 	 
70036	9	 	 
70036	13	 	 
70036	14	 	 
70036	15	 	 
70036	16	 	 
70036	17	 	 
70036	58	 	 
70037	1	 	 
70037	2	 	 
70037	3	 	 
70037	4	 	 
70037	7	 	 
70037	8	 	 
70037	9	 	 
70037	13	 	 
70037	14	 	 
70037	15	 	 
70037	16	 	 
70037	17	 	 
70037	58	 	 
70038	1	0	 
70038	2	0	 
70038	3	0	 
70038	4	0	 
70038	7	0	 
70038	8	0	 
70038	9	0	 
70038	13	0	 
70038	14	0	 
70038	15	0	 
70038	16	1	10
70038	17	0	 
70038	58	1	10
70039	1	 	 
70039	2	 	 
70039	3	 	 
70039	4	 	 
70039	7	 	 
70039	8	 	 
70039	9	 	 
70039	13	 	 
70039	14	 	 
70039	15	 	 
70039	16	 	 
70039	17	 	 
70039	58	 	 
70040	1	0	 
70040	2	0	 
70040	3	0	 
70040	4	0	 
70040	7	0	 
70040	8	0	 
70040	9	0	 
70040	13	0	 
70040	14	1	4
70040	15	0	 
70040	16	0	 
70040	17	0	 
70040	58	1	5
70041	1	 	 
70041	2	 	 
70041	3	 	 
70041	4	 	 
70041	7	 	 
70041	8	 	 
70041	9	 	 
70041	13	 	 
70041	14	 	 
70041	15	 	 
70041	16	 	 
70041	17	 	 
70041	58	 	 
70042	1	 	 
70042	2	 	 
70042	3	 	 
70042	4	 	 
70042	7	 	 
70042	8	 	 
70042	9	 	 
70042	13	 	 
70042	14	 	 
70042	15	 	 
70042	16	 	 
70042	17	 	 
70042	58	 	 
70043	1	 	 
70043	2	 	 
70043	3	 	 
70043	4	 	 
70043	7	 	 
70043	8	 	 
70043	9	 	 
70043	13	 	 
70043	14	 	 
70043	15	 	 
70043	16	 	 
70043	17	 	 
70043	58	 	 
70044	1	0	 
70044	2	0	 
70044	3	0	 
70044	4	0	 
70044	7	0	 
70044	8	0	 
70044	9	0	 
70044	13	0	 
70044	14	0	 
70044	15	0	 
70044	16	0	 
70044	17	1	3
70044	58	0	 
70045	1	 	 
70045	2	 	 
70045	3	 	 
70045	4	 	 
70045	7	 	 
70045	8	 	 
70045	9	 	 
70045	13	 	 
70045	14	 	 
70045	15	 	 
70045	16	 	 
70045	17	 	 
70045	58	 	 
70046	1	0	 
70046	2	0	 
70046	3	0	 
70046	4	0	 
70046	7	0	 
70046	8	0	 
70046	9	0	 
70046	13	0	 
70046	14	0	 
70046	15	0	 
70046	16	0	 
70046	17	0	 
70046	58	1	15
70049	1	 	 
70049	2	 	 
70049	3	 	 
70049	4	 	 
70049	7	 	 
70049	8	 	 
70049	9	 	 
70049	13	 	 
70049	14	 	 
70049	15	 	 
70049	16	 	 
70049	17	 	 
70049	58	 	 
70050	1	 	 
70050	2	 	 
70050	3	 	 
70050	4	 	 
70050	7	 	 
70050	8	 	 
70050	9	 	 
70050	13	 	 
70050	14	 	 
70050	15	 	 
70050	16	 	 
70050	17	 	 
70050	58	 	 
70051	1	 	 
70051	2	 	 
70051	3	 	 
70051	4	 	 
70051	7	 	 
70051	8	 	 
70051	9	 	 
70051	13	 	 
70051	14	 	 
70051	15	 	 
70051	16	 	 
70051	17	 	 
70051	58	 	 
70052	1	 	 
70052	2	 	 
70052	3	 	 
70052	4	 	 
70052	7	 	 
70052	8	 	 
70052	9	 	 
70052	13	 	 
70052	14	 	 
70052	15	 	 
70052	16	 	 
70052	17	 	 
70052	58	 	 
70053	1	0	 
70053	2	0	 
70053	3	0	 
70053	4	0	 
70053	7	0	 
70053	8	0	 
70053	9	0	 
70053	13	0	 
70053	14	0	 
70053	15	0	 
70053	16	0	 
70053	17	0	 
70053	58	1	15
70054	1	0	 
70054	2	0	 
70054	3	0	 
70054	4	0	 
70054	7	1	20
70054	8	0	 
70054	9	0	 
70054	13	0	 
70054	14	1	19
70054	15	0	 
70054	16	0	 
70054	17	0	 
70054	58	1	30
70055	1	 	 
70055	2	 	 
70055	3	 	 
70055	4	 	 
70055	7	 	 
70055	8	 	 
70055	9	 	 
70055	13	 	 
70055	14	 	 
70055	15	 	 
70055	16	 	 
70055	17	 	 
70055	58	 	 
70057	1	0	 
70057	2	0	 
70057	3	0	 
70057	4	0	 
70057	7	0	 
70057	8	0	 
70057	9	0	 
70057	13	0	 
70057	14	0	 
70057	15	0	 
70057	16	0	 
70057	17	0	 
70057	58	1	22
70058	1	 	 
70058	2	 	 
70058	3	 	 
70058	4	 	 
70058	7	 	 
70058	8	 	 
70058	9	 	 
70058	13	 	 
70058	14	 	 
70058	15	 	 
70058	16	 	 
70058	17	 	 
70058	58	 	 
70059	1	 	 
70059	2	 	 
70059	3	 	 
70059	4	 	 
70059	7	 	 
70059	8	 	 
70059	9	 	 
70059	13	 	 
70059	14	 	 
70059	15	 	 
70059	16	 	 
70059	17	 	 
70059	58	 	 
70060	1	0	 
70060	2	0	 
70060	3	0	 
70060	4	0	 
70060	7	0	 
70060	8	0	 
70060	9	0	 
70060	13	0	 
70060	14	0	 
70060	15	0	 
70060	16	1	2
70060	17	0	 
70060	58	1	15
70063	1	0	 
70063	2	0	 
70063	3	0	 
70063	4	0	 
70063	7	0	 
70063	8	0	 
70063	9	0	 
70063	13	0	 
70063	14	0	 
70063	15	0	 
70063	16	1	0
70063	17	0	 
70063	58	0	 
70064	1	0	 
70064	2	0	 
70064	3	0	 
70064	4	0	 
70064	7	0	 
70064	8	0	 
70064	9	0	 
70064	13	0	 
70064	14	1	5
70064	15	0	 
70064	16	0	 
70064	17	0	 
70064	58	0	 
70065	1	 	 
70065	2	 	 
70065	3	 	 
70065	4	 	 
70065	7	 	 
70065	8	 	 
70065	9	 	 
70065	13	 	 
70065	14	 	 
70065	15	 	 
70065	16	 	 
70065	17	 	 
70065	58	 	 
70066	1	 	 
70066	2	 	 
70066	3	 	 
70066	4	 	 
70066	7	 	 
70066	8	 	 
70066	9	 	 
70066	13	 	 
70066	14	 	 
70066	15	 	 
70066	16	 	 
70066	17	 	 
70066	58	 	 
70067	1	0	 
70067	2	0	 
70067	3	0	 
70067	4	0	 
70067	7	0	 
70067	8	0	 
70067	9	0	 
70067	13	0	 
70067	14	0	 
70067	15	1	1
70067	16	1	8
70067	17	0	 
70067	58	0	 
70068	1	 	 
70068	2	 	 
70068	3	 	 
70068	4	 	 
70068	7	 	 
70068	8	 	 
70068	9	 	 
70068	13	 	 
70068	14	 	 
70068	15	 	 
70068	16	 	 
70068	17	 	 
70068	58	 	 
70069	1	 	 
70069	2	 	 
70069	3	 	 
70069	4	 	 
70069	7	 	 
70069	8	 	 
70069	9	 	 
70069	13	 	 
70069	14	 	 
70069	15	 	 
70069	16	 	 
70069	17	 	 
70069	58	 	 
70070	1	 	 
70070	2	 	 
70070	3	 	 
70070	4	 	 
70070	7	 	 
70070	8	 	 
70070	9	 	 
70070	13	 	 
70070	14	 	 
70070	15	 	 
70070	16	 	 
70070	17	 	 
70070	58	 	 
70071	1	0	 
70071	2	0	 
70071	3	0	 
70071	4	0	 
70071	7	0	 
70071	8	0	 
70071	9	0	 
70071	13	0	 
70071	14	0	 
70071	15	0	 
70071	16	0	 
70071	17	0	 
70071	58	1	12
70072	1	0	 
70072	2	0	 
70072	3	0	 
70072	4	0	 
70072	7	0	 
70072	8	0	 
70072	9	0	 
70072	13	0	 
70072	14	1	1
70072	15	0	 
70072	16	1	1
70072	17	0	 
70072	58	1	4
70073	1	0	 
70073	2	0	 
70073	3	0	 
70073	4	0	 
70073	7	0	 
70073	8	0	 
70073	9	0	 
70073	13	0	 
70073	14	0	 
70073	15	0	 
70073	16	1	30
70073	17	0	 
70073	58	0	 
70074	1	0	 
70074	2	0	 
70074	3	0	 
70074	4	0	 
70074	7	0	 
70074	8	0	 
70074	9	0	 
70074	13	0	 
70074	14	1	4
70074	15	0	 
70074	16	0	 
70074	17	0	 
70074	58	0	 
70075	1	 	 
70075	2	 	 
70075	3	 	 
70075	4	 	 
70075	7	 	 
70075	8	 	 
70075	9	 	 
70075	13	 	 
70075	14	 	 
70075	15	 	 
70075	16	 	 
70075	17	 	 
70075	58	 	 
70076	1	0	 
70076	2	0	 
70076	3	0	 
70076	4	0	 
70076	7	0	 
70076	8	0	 
70076	9	0	 
70076	13	0	 
70076	14	0	 
70076	15	0	 
70076	16	1	20
70076	17	0	 
70076	58	1	10
70077	1	0	 
70077	2	0	 
70077	3	0	 
70077	4	0	 
70077	7	0	 
70077	8	0	 
70077	9	0	 
70077	13	0	 
70077	14	0	 
70077	15	0	 
70077	16	0	 
70077	17	0	 
70077	58	1	5
70078	1	 	 
70078	2	 	 
70078	3	 	 
70078	4	 	 
70078	7	 	 
70078	8	 	 
70078	9	 	 
70078	13	 	 
70078	14	 	 
70078	15	 	 
70078	16	 	 
70078	17	 	 
70078	58	 	 
70079	1	 	 
70079	2	 	 
70079	3	 	 
70079	4	 	 
70079	7	 	 
70079	8	 	 
70079	9	 	 
70079	13	 	 
70079	14	 	 
70079	15	 	 
70079	16	 	 
70079	17	 	 
70079	58	 	 
70080	1	 	 
70080	2	 	 
70080	3	 	 
70080	4	 	 
70080	7	 	 
