CHILDCODE	SITUIDR5	LADCURR5	LADOLDR5
11003	1	8	8
11003	2	6	5
11003	3	5	4
11003	4	4	3
11003	5	6	6
11003	6	6	5
11003	7	7	5
11003	8	5	4
11003	9	8	7
11003	10	3	2
11003	11	8	7
11004	1	7	8
11004	2	5	7
11004	3	5	6
11004	4	5	5
11004	5	5	5
11004	6	3	3
11004	7	5	5
11004	8	5	5
11004	9	2	2
11004	10	1	1
11004	11	5	5
11005	1	5	3
11005	2	6	4
11005	3	5	2
11005	4	4	2
11005	5	7	2
11005	6	6	4
11005	7	7	4
11005	8	5	2
11005	9	6	2
11005	10	5	1
11005	11	5	3
11006	1	5	3
11006	2	77	4
11006	3	9	7
11006	4	9	6
11006	5	8	5
11006	6	8	8
11006	7	6	5
11006	8	9	5
11006	9	1	5
11006	10	1	1
11006	11	7	7
11007	1	2	2
11007	2	2	2
11007	3	5	2
11007	4	1	1
11007	5	5	2
11007	6	1	1
11007	7	4	6
11007	8	5	5
11007	9	5	5
11007	10	2	2
11007	11	9	9
11008	1	5	2
11008	2	7	5
11008	3	5	3
11008	4	6	4
11008	5	7	5
11008	6	6	3
11008	7	7	5
11008	8	7	5
11008	9	8	6
11008	10	4	3
11008	11	7	6
11009	1	5	5
11009	2	5	5
11009	3	5	5
11009	4	6	5
11009	5	5	3
11009	6	5	4
11009	7	6	3
11009	8	6	3
11009	9	3	3
11009	10	1	1
11009	11	7	7
11010	1	7	5
11010	2	7	4
11010	3	8	6
11010	4	5	3
11010	5	5	3
11010	6	3	2
11010	7	5	4
11010	8	6	4
11010	9	5	4
11010	10	1	4
11010	11	8	6
11012	1	6	3
11012	2	5	3
11012	3	5	2
11012	4	5	3
11012	5	7	5
11012	6	5	4
11012	7	5	3
11012	8	4	3
11012	9	6	5
11012	10	4	3
11012	11	4	3
11014	1	5	3
11014	2	7	4
11014	3	7	5
11014	4	6	3
11014	5	3	2
11014	6	4	2
11014	7	8	6
11014	8	4	4
11014	9	7	7
11014	10	5	5
11014	11	4	4
11016	1	4	7
11016	2	4	5
11016	3	3	6
11016	4	5	8
11016	5	6	9
11016	6	8	9
11016	7	4	9
11016	8	6	9
11016	9	1	8
11016	10	1	1
