CHILDCODE	SLVSIDR5	SOWNLVR5	SNMOWNR5	SVLOWNR5
51044	4	 	 	 
51044	6	 	 	 
51044	9	 	 	 
51044	10	 	 	 
51044	11	 	 	 
51044	12	 	 	 
51044	13	 	 	 
51044	14	 	 	 
51044	15	 	 	 
51044	16	 	 	 
51044	17	 	 	 
51044	31	 	 	 
51044	32	 	 	 
51046	1	 	 	 
51046	2	 	 	 
51046	3	 	 	 
51046	4	 	 	 
51046	6	 	 	 
51046	9	 	 	 
51046	10	 	 	 
51046	11	 	 	 
51046	12	 	 	 
51046	13	 	 	 
51046	14	 	 	 
51046	15	 	 	 
51046	16	 	 	 
51046	17	 	 	 
51046	31	 	 	 
51046	32	 	 	 
51047	1	 	 	 
51047	2	 	 	 
51047	3	 	 	 
51047	4	 	 	 
51047	6	 	 	 
51047	9	 	 	 
51047	10	 	 	 
51047	11	 	 	 
51047	12	 	 	 
51047	13	 	 	 
51047	14	 	 	 
51047	15	 	 	 
51047	16	 	 	 
51047	17	 	 	 
51047	31	 	 	 
51047	32	 	 	 
51048	1	 	 	 
51048	2	 	 	 
51048	3	 	 	 
51048	4	 	 	 
51048	6	 	 	 
51048	9	 	 	 
51048	10	 	 	 
51048	11	 	 	 
51048	12	 	 	 
51048	13	 	 	 
51048	14	 	 	 
51048	15	 	 	 
51048	16	 	 	 
51048	17	 	 	 
51048	31	 	 	 
51048	32	 	 	 
51050	1	 	 	 
51050	2	 	 	 
51050	3	 	 	 
51050	4	 	 	 
51050	6	 	 	 
51050	9	 	 	 
51050	10	 	 	 
51050	11	 	 	 
51050	12	 	 	 
51050	13	 	 	 
51050	14	 	 	 
51050	15	 	 	 
51050	16	 	 	 
51050	17	 	 	 
51050	31	 	 	 
51050	32	 	 	 
61002	1	 	 	 
61002	2	 	 	 
61002	3	 	 	 
61002	4	 	 	 
61002	6	 	 	 
61002	9	 	 	 
61002	10	 	 	 
61002	11	 	 	 
61002	12	 	 	 
61002	13	 	 	 
61002	14	 	 	 
61002	15	 	 	 
61002	16	 	 	 
61002	17	 	 	 
61002	31	 	 	 
61002	32	 	 	 
61003	1	 	 	 
61003	2	 	 	 
61003	3	 	 	 
61003	4	 	 	 
61003	6	 	 	 
61003	9	 	 	 
61003	10	 	 	 
61003	11	 	 	 
61003	12	 	 	 
61003	13	 	 	 
61003	14	 	 	 
61003	15	 	 	 
61003	16	 	 	 
61003	17	 	 	 
61003	31	 	 	 
61003	32	 	 	 
61004	1	 	 	 
61004	2	 	 	 
61004	3	 	 	 
61004	4	 	 	 
61004	6	 	 	 
61004	9	 	 	 
61004	10	 	 	 
61004	11	 	 	 
61004	12	 	 	 
61004	13	 	 	 
61004	14	 	 	 
61004	15	 	 	 
61004	16	 	 	 
61004	17	 	 	 
61004	31	 	 	 
61004	32	 	 	 
61005	1	 	 	 
61005	2	 	 	 
61005	3	 	 	 
61005	4	 	 	 
61005	6	 	 	 
61005	9	 	 	 
61005	10	 	 	 
61005	11	 	 	 
61005	12	 	 	 
61005	13	 	 	 
61005	14	 	 	 
61005	15	 	 	 
61005	16	 	 	 
61005	17	 	 	 
61005	31	 	 	 
61005	32	 	 	 
61007	1	 	 	 
61007	2	 	 	 
61007	3	 	 	 
61007	4	 	 	 
61007	6	 	 	 
61007	9	 	 	 
61007	10	 	 	 
61007	11	 	 	 
61007	12	 	 	 
61007	13	 	 	 
61007	14	 	 	 
61007	15	 	 	 
61007	16	 	 	 
61007	17	 	 	 
61007	31	 	 	 
61007	32	 	 	 
61008	1	 	 	 
61008	2	 	 	 
61008	3	 	 	 
61008	4	 	 	 
61008	6	 	 	 
61008	9	 	 	 
61008	10	 	 	 
61008	11	 	 	 
61008	12	 	 	 
61008	13	 	 	 
61008	14	 	 	 
61008	15	 	 	 
61008	16	 	 	 
61008	17	 	 	 
61008	31	 	 	 
61008	32	 	 	 
61009	1	 	 	 
61009	2	 	 	 
61009	3	 	 	 
61009	4	 	 	 
61009	6	 	 	 
61009	9	 	 	 
61009	10	 	 	 
61009	11	 	 	 
61009	12	 	 	 
61009	13	 	 	 
61009	14	 	 	 
61009	15	 	 	 
61009	16	 	 	 
61009	17	 	 	 
61009	31	 	 	 
61009	32	 	 	 
61011	1	 	 	 
61011	2	 	 	 
61011	3	 	 	 
61011	4	 	 	 
61011	6	 	 	 
61011	9	 	 	 
61011	10	 	 	 
61011	11	 	 	 
61011	12	 	 	 
61011	13	 	 	 
61011	14	 	 	 
61011	15	 	 	 
61011	16	 	 	 
61011	17	 	 	 
61011	31	 	 	 
61011	32	 	 	 
61012	1	 	 	 
61012	2	 	 	 
61012	3	 	 	 
61012	4	 	 	 
61012	6	 	 	 
61012	9	 	 	 
61012	10	 	 	 
61012	11	 	 	 
61012	12	 	 	 
61012	13	 	 	 
61012	14	 	 	 
61012	15	 	 	 
61012	16	 	 	 
61012	17	 	 	 
61012	31	 	 	 
61012	32	 	 	 
61014	1	 	 	 
61014	2	 	 	 
61014	3	 	 	 
61014	4	 	 	 
61014	6	 	 	 
61014	9	 	 	 
61014	10	 	 	 
61014	11	 	 	 
61014	12	 	 	 
61014	13	 	 	 
61014	14	 	 	 
61014	15	 	 	 
61014	16	 	 	 
61014	17	 	 	 
61014	31	 	 	 
61014	32	 	 	 
61015	1	 	 	 
61015	2	 	 	 
61015	3	 	 	 
61015	4	 	 	 
61015	6	 	 	 
61015	9	 	 	 
61015	10	 	 	 
61015	11	 	 	 
61015	12	 	 	 
61015	13	 	 	 
61015	14	 	 	 
61015	15	 	 	 
61015	16	 	 	 
61015	17	 	 	 
61015	31	 	 	 
61015	32	 	 	 
61016	1	 	 	 
61016	2	 	 	 
61016	3	 	 	 
61016	4	 	 	 
61016	6	 	 	 
61016	9	 	 	 
61016	10	 	 	 
61016	11	 	 	 
61016	12	 	 	 
61016	13	 	 	 
61016	14	 	 	 
61016	15	 	 	 
61016	16	 	 	 
61016	17	 	 	 
61016	31	 	 	 
61016	32	 	 	 
61018	1	 	 	 
61018	2	 	 	 
61018	3	 	 	 
61018	4	 	 	 
61018	6	 	 	 
61018	9	 	 	 
61018	10	 	 	 
61018	11	 	 	 
61018	12	 	 	 
61018	13	 	 	 
61018	14	 	 	 
61018	15	 	 	 
61018	16	 	 	 
61018	17	 	 	 
61018	31	 	 	 
61018	32	 	 	 
61019	1	 	 	 
61019	2	 	 	 
61019	3	 	 	 
61019	4	 	 	 
61019	6	 	 	 
61019	9	 	 	 
61019	10	 	 	 
61019	11	 	 	 
61019	12	 	 	 
61019	13	 	 	 
61019	14	 	 	 
61019	15	 	 	 
61019	16	 	 	 
61019	17	 	 	 
61019	31	 	 	 
61019	32	 	 	 
61020	1	 	 	 
61020	2	 	 	 
61020	3	 	 	 
61020	4	 	 	 
61020	6	 	 	 
61020	9	 	 	 
61020	10	 	 	 
61020	11	 	 	 
61020	12	 	 	 
61020	13	 	 	 
61020	14	 	 	 
61020	15	 	 	 
61020	16	 	 	 
61020	17	 	 	 
61020	31	 	 	 
61020	32	 	 	 
61021	1	 	 	 
61021	2	 	 	 
61021	3	 	 	 
61021	4	 	 	 
61021	6	 	 	 
61021	9	 	 	 
61021	10	 	 	 
61021	11	 	 	 
61021	12	 	 	 
61021	13	 	 	 
61021	14	 	 	 
61021	15	 	 	 
61021	16	 	 	 
61021	17	 	 	 
61021	31	 	 	 
61021	32	 	 	 
61022	1	 	 	 
61022	2	 	 	 
61022	3	 	 	 
61022	4	 	 	 
61022	6	 	 	 
61022	9	 	 	 
61022	10	 	 	 
61022	11	 	 	 
61022	12	 	 	 
61022	13	 	 	 
61022	14	 	 	 
61022	15	 	 	 
61022	16	 	 	 
61022	17	 	 	 
61022	31	 	 	 
61022	32	 	 	 
61023	1	 	 	 
61023	2	 	 	 
61023	3	 	 	 
61023	4	 	 	 
61023	6	 	 	 
61023	9	 	 	 
61023	10	 	 	 
61023	11	 	 	 
61023	12	 	 	 
61023	13	 	 	 
61023	14	 	 	 
61023	15	 	 	 
61023	16	 	 	 
61023	17	 	 	 
61023	31	 	 	 
61023	32	 	 	 
61024	1	 	 	 
61024	2	 	 	 
61024	3	 	 	 
61024	4	 	 	 
61024	6	 	 	 
61024	9	 	 	 
61024	10	 	 	 
61024	11	 	 	 
61024	12	 	 	 
61024	13	 	 	 
61024	14	 	 	 
61024	15	 	 	 
61024	16	 	 	 
61024	17	 	 	 
61024	31	 	 	 
61024	32	 	 	 
61025	1	 	 	 
61025	2	 	 	 
61025	3	 	 	 
61025	4	 	 	 
61025	6	 	 	 
61025	9	 	 	 
61025	10	 	 	 
61025	11	 	 	 
61025	12	 	 	 
61025	13	 	 	 
61025	14	 	 	 
61025	15	 	 	 
61025	16	 	 	 
61025	17	 	 	 
61025	31	 	 	 
61025	32	 	 	 
61026	1	 	 	 
61026	2	 	 	 
61026	3	 	 	 
61026	4	 	 	 
61026	6	 	 	 
61026	9	 	 	 
61026	10	 	 	 
61026	11	 	 	 
61026	12	 	 	 
61026	13	 	 	 
61026	14	 	 	 
61026	15	 	 	 
61026	16	 	 	 
61026	17	 	 	 
61026	31	 	 	 
61026	32	 	 	 
61027	1	 	 	 
61027	2	 	 	 
61027	3	 	 	 
61027	4	 	 	 
61027	6	 	 	 
61027	9	 	 	 
61027	10	 	 	 
61027	11	 	 	 
61027	12	 	 	 
61027	13	 	 	 
61027	14	 	 	 
61027	15	 	 	 
61027	16	 	 	 
61027	17	 	 	 
61027	31	 	 	 
61027	32	 	 	 
61029	1	 	 	 
61029	2	 	 	 
61029	3	 	 	 
61029	4	 	 	 
61029	6	 	 	 
61029	9	 	 	 
61029	10	 	 	 
61029	11	 	 	 
61029	12	 	 	 
61029	13	 	 	 
61029	14	 	 	 
61029	15	 	 	 
61029	16	 	 	 
61029	17	 	 	 
61029	31	 	 	 
61029	32	 	 	 
61031	1	 	 	 
61031	2	 	 	 
61031	3	 	 	 
61031	4	 	 	 
61031	6	 	 	 
61031	9	 	 	 
61031	10	 	 	 
61031	11	 	 	 
61031	12	 	 	 
61031	13	 	 	 
61031	14	 	 	 
61031	15	 	 	 
61031	16	 	 	 
61031	17	 	 	 
61031	31	 	 	 
61031	32	 	 	 
61033	1	 	 	 
61033	2	 	 	 
61033	3	 	 	 
61033	4	 	 	 
61033	6	 	 	 
61033	9	 	 	 
61033	10	 	 	 
61033	11	 	 	 
61033	12	 	 	 
61033	13	 	 	 
61033	14	 	 	 
61033	15	 	 	 
61033	16	 	 	 
61033	17	 	 	 
61033	31	 	 	 
61033	32	 	 	 
61034	1	 	 	 
61034	2	 	 	 
61034	3	 	 	 
61034	4	 	 	 
61034	6	 	 	 
61034	9	 	 	 
61034	10	 	 	 
61034	11	 	 	 
61034	12	 	 	 
61034	13	 	 	 
61034	14	 	 	 
61034	15	 	 	 
61034	16	 	 	 
61034	17	 	 	 
61034	31	 	 	 
61034	32	 	 	 
61036	1	 	 	 
61036	2	 	 	 
61036	3	 	 	 
61036	4	 	 	 
61036	6	 	 	 
61036	9	 	 	 
61036	10	 	 	 
61036	11	 	 	 
61036	12	 	 	 
61036	13	 	 	 
61036	14	 	 	 
61036	15	 	 	 
61036	16	 	 	 
61036	17	 	 	 
61036	31	 	 	 
61036	32	 	 	 
61037	1	 	 	 
61037	2	 	 	 
61037	3	 	 	 
61037	4	 	 	 
61037	6	 	 	 
61037	9	 	 	 
61037	10	 	 	 
61037	11	 	 	 
61037	12	 	 	 
61037	13	 	 	 
61037	14	 	 	 
61037	15	 	 	 
61037	16	 	 	 
61037	17	 	 	 
61037	31	 	 	 
61037	32	 	 	 
61038	1	 	 	 
61038	2	 	 	 
61038	3	 	 	 
61038	4	 	 	 
61038	6	 	 	 
61038	9	 	 	 
61038	10	 	 	 
61038	11	 	 	 
61038	12	 	 	 
61038	13	 	 	 
61038	14	 	 	 
61038	15	 	 	 
61038	16	 	 	 
61038	17	 	 	 
61038	31	 	 	 
61038	32	 	 	 
61039	1	 	 	 
61039	2	 	 	 
61039	3	 	 	 
61039	4	 	 	 
61039	6	 	 	 
61039	9	 	 	 
61039	10	 	 	 
61039	11	 	 	 
61039	12	 	 	 
61039	13	 	 	 
61039	14	 	 	 
61039	15	 	 	 
61039	16	 	 	 
61039	17	 	 	 
61039	31	 	 	 
61039	32	 	 	 
61043	1	 	 	 
61043	2	 	 	 
61043	3	 	 	 
61043	4	 	 	 
61043	6	 	 	 
61043	9	 	 	 
61043	10	 	 	 
61043	11	 	 	 
61043	12	 	 	 
61043	13	 	 	 
61043	14	 	 	 
61043	15	 	 	 
61043	16	 	 	 
61043	17	 	 	 
61043	31	 	 	 
61043	32	 	 	 
61044	1	 	 	 
61044	2	 	 	 
61044	3	 	 	 
61044	4	 	 	 
61044	6	 	 	 
61044	9	 	 	 
61044	10	 	 	 
61044	11	 	 	 
61044	12	 	 	 
61044	13	 	 	 
61044	14	 	 	 
61044	15	 	 	 
61044	16	 	 	 
61044	17	 	 	 
61044	31	 	 	 
61044	32	 	 	 
61046	1	 	 	 
61046	2	 	 	 
61046	3	 	 	 
61046	4	 	 	 
61046	6	 	 	 
61046	9	 	 	 
61046	10	 	 	 
61046	11	 	 	 
61046	12	 	 	 
61046	13	 	 	 
61046	14	 	 	 
61046	15	 	 	 
61046	16	 	 	 
61046	17	 	 	 
61046	31	 	 	 
61046	32	 	 	 
61049	1	 	 	 
61049	2	 	 	 
61049	3	 	 	 
61049	4	 	 	 
61049	6	 	 	 
61049	9	 	 	 
61049	10	 	 	 
61049	11	 	 	 
61049	12	 	 	 
61049	13	 	 	 
61049	14	 	 	 
61049	15	 	 	 
61049	16	 	 	 
61049	17	 	 	 
61049	31	 	 	 
61049	32	 	 	 
61050	1	 	 	 
61050	2	 	 	 
61050	3	 	 	 
61050	4	 	 	 
61050	6	 	 	 
61050	9	 	 	 
61050	10	 	 	 
61050	11	 	 	 
61050	12	 	 	 
61050	13	 	 	 
61050	14	 	 	 
61050	15	 	 	 
61050	16	 	 	 
61050	17	 	 	 
61050	31	 	 	 
61050	32	 	 	 
61051	1	 	 	 
61051	2	 	 	 
61051	3	 	 	 
61051	4	 	 	 
61051	6	 	 	 
61051	9	 	 	 
61051	10	 	 	 
61051	11	 	 	 
61051	12	 	 	 
61051	13	 	 	 
61051	14	 	 	 
61051	15	 	 	 
61051	16	 	 	 
61051	17	 	 	 
61051	31	 	 	 
61051	32	 	 	 
61052	1	 	 	 
61052	2	 	 	 
61052	3	 	 	 
61052	4	 	 	 
61052	6	 	 	 
61052	9	 	 	 
61052	10	 	 	 
61052	11	 	 	 
61052	12	 	 	 
61052	13	 	 	 
61052	14	 	 	 
61052	15	 	 	 
61052	16	 	 	 
61052	17	 	 	 
61052	31	 	 	 
61052	32	 	 	 
61054	1	 	 	 
61054	2	 	 	 
61054	3	 	 	 
61054	4	 	 	 
61054	6	 	 	 
61054	9	 	 	 
61054	10	 	 	 
61054	11	 	 	 
61054	12	 	 	 
61054	13	 	 	 
61054	14	 	 	 
61054	15	 	 	 
61054	16	 	 	 
61054	17	 	 	 
61054	31	 	 	 
61054	32	 	 	 
61056	1	 	 	 
61056	2	 	 	 
61056	3	 	 	 
61056	4	 	 	 
61056	6	 	 	 
61056	9	 	 	 
61056	10	 	 	 
61056	11	 	 	 
61056	12	 	 	 
61056	13	 	 	 
61056	14	 	 	 
61056	15	 	 	 
61056	16	 	 	 
61056	17	 	 	 
61056	31	 	 	 
61056	32	 	 	 
61057	1	 	 	 
61057	2	 	 	 
61057	3	 	 	 
61057	4	 	 	 
61057	6	 	 	 
61057	9	 	 	 
61057	10	 	 	 
61057	11	 	 	 
61057	12	 	 	 
61057	13	 	 	 
61057	14	 	 	 
61057	15	 	 	 
61057	16	 	 	 
61057	17	 	 	 
61057	31	 	 	 
61057	32	 	 	 
61058	1	 	 	 
61058	2	 	 	 
61058	3	 	 	 
61058	4	 	 	 
61058	6	 	 	 
61058	9	 	 	 
61058	10	 	 	 
61058	11	 	 	 
61058	12	 	 	 
61058	13	 	 	 
61058	14	 	 	 
61058	15	 	 	 
61058	16	 	 	 
61058	17	 	 	 
61058	31	 	 	 
61058	32	 	 	 
61059	1	 	 	 
61059	2	 	 	 
61059	3	 	 	 
61059	4	 	 	 
61059	6	 	 	 
61059	9	 	 	 
61059	10	 	 	 
61059	11	 	 	 
61059	12	 	 	 
61059	13	 	 	 
61059	14	 	 	 
61059	15	 	 	 
61059	16	 	 	 
61059	17	 	 	 
61059	31	 	 	 
61059	32	 	 	 
71001	1	 	 	 
71001	2	 	 	 
71001	3	 	 	 
71001	4	 	 	 
71001	6	 	 	 
71001	9	 	 	 
71001	10	 	 	 
71001	11	 	 	 
71001	12	 	 	 
71001	13	 	 	 
71001	14	 	 	 
71001	15	 	 	 
71001	16	 	 	 
71001	17	 	 	 
71001	31	 	 	 
71001	32	 	 	 
71002	1	 	 	 
71002	2	 	 	 
71002	3	 	 	 
71002	4	 	 	 
71002	6	 	 	 
71002	9	 	 	 
71002	10	 	 	 
71002	11	 	 	 
71002	12	 	 	 
71002	13	 	 	 
71002	14	 	 	 
71002	15	 	 	 
71002	16	 	 	 
71002	17	 	 	 
71002	31	 	 	 
71002	32	 	 	 
71003	1	 	 	 
71003	2	 	 	 
71003	3	 	 	 
71003	4	 	 	 
71003	6	 	 	 
71003	9	 	 	 
71003	10	 	 	 
71003	11	 	 	 
71003	12	 	 	 
71003	13	 	 	 
71003	14	 	 	 
71003	15	 	 	 
71003	16	 	 	 
71003	17	 	 	 
71003	31	 	 	 
71003	32	 	 	 
71004	1	 	 	 
71004	2	 	 	 
71004	3	 	 	 
71004	4	 	 	 
71004	6	 	 	 
71004	9	 	 	 
71004	10	 	 	 
71004	11	 	 	 
71004	12	 	 	 
71004	13	 	 	 
71004	14	 	 	 
71004	15	 	 	 
71004	16	 	 	 
71004	17	 	 	 
71004	31	 	 	 
71004	32	 	 	 
71006	1	 	 	 
71006	2	 	 	 
71006	3	 	 	 
71006	4	 	 	 
71006	6	 	 	 
71006	9	 	 	 
71006	10	 	 	 
71006	11	 	 	 
71006	12	 	 	 
71006	13	 	 	 
71006	14	 	 	 
71006	15	 	 	 
71006	16	 	 	 
71006	17	 	 	 
71006	31	 	 	 
71006	32	 	 	 
71007	1	 	 	 
71007	2	 	 	 
71007	3	 	 	 
71007	4	 	 	 
71007	6	 	 	 
71007	9	 	 	 
71007	10	 	 	 
71007	11	 	 	 
71007	12	 	 	 
71007	13	 	 	 
71007	14	 	 	 
71007	15	 	 	 
71007	16	 	 	 
71007	17	 	 	 
71007	31	 	 	 
71007	32	 	 	 
71008	1	 	 	 
71008	2	 	 	 
71008	3	 	 	 
71008	4	 	 	 
71008	6	 	 	 
71008	9	 	 	 
71008	10	 	 	 
71008	11	 	 	 
71008	12	 	 	 
71008	13	 	 	 
71008	14	 	 	 
71008	15	 	 	 
71008	16	 	 	 
71008	17	 	 	 
71008	31	 	 	 
71008	32	 	 	 
71009	1	 	 	 
71009	2	 	 	 
71009	3	 	 	 
71009	4	 	 	 
71009	6	 	 	 
71009	9	 	 	 
71009	10	 	 	 
71009	11	 	 	 
71009	12	 	 	 
71009	13	 	 	 
71009	14	 	 	 
71009	15	 	 	 
71009	16	 	 	 
71009	17	 	 	 
71009	31	 	 	 
71009	32	 	 	 
71010	1	 	 	 
71010	2	 	 	 
71010	3	 	 	 
71010	4	 	 	 
71010	6	 	 	 
71010	9	 	 	 
71010	10	 	 	 
71010	11	 	 	 
71010	12	 	 	 
71010	13	 	 	 
71010	14	 	 	 
71010	15	 	 	 
71010	16	 	 	 
71010	17	 	 	 
71010	31	 	 	 
71010	32	 	 	 
71012	1	 	 	 
71012	2	 	 	 
71012	3	 	 	 
71012	4	 	 	 
71012	6	 	 	 
71012	9	 	 	 
71012	10	 	 	 
71012	11	 	 	 
71012	12	 	 	 
71012	13	 	 	 
71012	14	 	 	 
71012	15	 	 	 
71012	16	 	 	 
71012	17	 	 	 
71012	31	 	 	 
71012	32	 	 	 
71013	1	 	 	 
71013	2	 	 	 
71013	3	 	 	 
71013	4	 	 	 
71013	6	 	 	 
71013	9	 	 	 
71013	10	 	 	 
71013	11	 	 	 
71013	12	 	 	 
71013	13	 	 	 
71013	14	 	 	 
71013	15	 	 	 
71013	16	 	 	 
71013	17	 	 	 
71013	31	 	 	 
71013	32	 	 	 
71014	1	 	 	 
71014	2	 	 	 
71014	3	 	 	 
71014	4	 	 	 
71014	6	 	 	 
71014	9	 	 	 
71014	10	 	 	 
71014	11	 	 	 
71014	12	 	 	 
71014	13	 	 	 
71014	14	 	 	 
71014	15	 	 	 
71014	16	 	 	 
71014	17	 	 	 
71014	31	 	 	 
71014	32	 	 	 
71015	1	 	 	 
71015	2	 	 	 
71015	3	 	 	 
71015	4	 	 	 
71015	6	 	 	 
71015	9	 	 	 
71015	10	 	 	 
71015	11	 	 	 
71015	12	 	 	 
71015	13	 	 	 
71015	14	 	 	 
71015	15	 	 	 
71015	16	 	 	 
71015	17	 	 	 
71015	31	 	 	 
71015	32	 	 	 
71016	1	 	 	 
71016	2	 	 	 
71016	3	 	 	 
71016	4	 	 	 
71016	6	 	 	 
71016	9	 	 	 
71016	10	 	 	 
71016	11	 	 	 
71016	12	 	 	 
71016	13	 	 	 
71016	14	 	 	 
71016	15	 	 	 
71016	16	 	 	 
71016	17	 	 	 
71016	31	 	 	 
71016	32	 	 	 
71017	1	 	 	 
71017	2	 	 	 
71017	3	 	 	 
71017	4	 	 	 
71017	6	 	 	 
71017	9	 	 	 
71017	10	 	 	 
71017	11	 	 	 
71017	12	 	 	 
71017	13	 	 	 
71017	14	 	 	 
71017	15	 	 	 
71017	16	 	 	 
71017	17	 	 	 
71017	31	 	 	 
71017	32	 	 	 
71018	1	 	 	 
71018	2	 	 	 
71018	3	 	 	 
71018	4	 	 	 
71018	6	 	 	 
71018	9	 	 	 
71018	10	 	 	 
71018	11	 	 	 
71018	12	 	 	 
71018	13	 	 	 
71018	14	 	 	 
71018	15	 	 	 
71018	16	 	 	 
71018	17	 	 	 
71018	31	 	 	 
71018	32	 	 	 
71019	1	 	 	 
71019	2	 	 	 
71019	3	 	 	 
71019	4	 	 	 
71019	6	 	 	 
71019	9	 	 	 
71019	10	 	 	 
71019	11	 	 	 
71019	12	 	 	 
71019	13	 	 	 
71019	14	 	 	 
71019	15	 	 	 
71019	16	 	 	 
71019	17	 	 	 
71019	31	 	 	 
71019	32	 	 	 
71020	1	 	 	 
71020	2	 	 	 
71020	3	 	 	 
71020	4	 	 	 
71020	6	 	 	 
71020	9	 	 	 
71020	10	 	 	 
71020	11	 	 	 
71020	12	 	 	 
71020	13	 	 	 
71020	14	 	 	 
71020	15	 	 	 
71020	16	 	 	 
71020	17	 	 	 
71020	31	 	 	 
71020	32	 	 	 
71021	1	 	 	 
71021	2	 	 	 
71021	3	 	 	 
71021	4	 	 	 
71021	6	 	 	 
71021	9	 	 	 
71021	10	 	 	 
71021	11	 	 	 
71021	12	 	 	 
71021	13	 	 	 
71021	14	 	 	 
71021	15	 	 	 
71021	16	 	 	 
71021	17	 	 	 
71021	31	 	 	 
71021	32	 	 	 
71022	1	 	 	 
71022	2	 	 	 
71022	3	 	 	 
71022	4	 	 	 
71022	6	 	 	 
71022	9	 	 	 
71022	10	 	 	 
71022	11	 	 	 
71022	12	 	 	 
71022	13	 	 	 
71022	14	 	 	 
71022	15	 	 	 
71022	16	 	 	 
71022	17	 	 	 
71022	31	 	 	 
71022	32	 	 	 
71024	1	 	 	 
71024	2	 	 	 
71024	3	 	 	 
71024	4	 	 	 
71024	6	 	 	 
71024	9	 	 	 
71024	10	 	 	 
71024	11	 	 	 
71024	12	 	 	 
71024	13	 	 	 
71024	14	 	 	 
71024	15	 	 	 
71024	16	 	 	 
71024	17	 	 	 
71024	31	 	 	 
71024	32	 	 	 
71025	1	 	 	 
71025	2	 	 	 
71025	3	 	 	 
71025	4	 	 	 
71025	6	 	 	 
71025	9	 	 	 
71025	10	 	 	 
71025	11	 	 	 
71025	12	 	 	 
71025	13	 	 	 
71025	14	 	 	 
71025	15	 	 	 
71025	16	 	 	 
71025	17	 	 	 
71025	31	 	 	 
71025	32	 	 	 
71026	1	 	 	 
71026	2	 	 	 
71026	3	 	 	 
71026	4	 	 	 
71026	6	 	 	 
71026	9	 	 	 
71026	10	 	 	 
71026	11	 	 	 
71026	12	 	 	 
71026	13	 	 	 
71026	14	 	 	 
71026	15	 	 	 
71026	16	 	 	 
71026	17	 	 	 
71026	31	 	 	 
71026	32	 	 	 
71028	1	 	 	 
71028	2	 	 	 
71028	3	 	 	 
71028	4	 	 	 
71028	6	 	 	 
71028	9	 	 	 
71028	10	 	 	 
71028	11	 	 	 
71028	12	 	 	 
71028	13	 	 	 
71028	14	 	 	 
71028	15	 	 	 
71028	16	 	 	 
71028	17	 	 	 
71028	31	 	 	 
71028	32	 	 	 
71029	1	 	 	 
71029	2	 	 	 
71029	3	 	 	 
71029	4	 	 	 
71029	6	 	 	 
71029	9	 	 	 
71029	10	 	 	 
71029	11	 	 	 
71029	12	 	 	 
71029	13	 	 	 
71029	14	 	 	 
71029	15	 	 	 
71029	16	 	 	 
71029	17	 	 	 
71029	31	 	 	 
71029	32	 	 	 
71030	1	 	 	 
71030	2	 	 	 
71030	3	 	 	 
71030	4	 	 	 
71030	6	 	 	 
71030	9	 	 	 
71030	10	 	 	 
71030	11	 	 	 
71030	12	 	 	 
71030	13	 	 	 
71030	14	 	 	 
71030	15	 	 	 
71030	16	 	 	 
71030	17	 	 	 
71030	31	 	 	 
71030	32	 	 	 
71031	1	 	 	 
71031	2	 	 	 
71031	3	 	 	 
71031	4	 	 	 
71031	6	 	 	 
71031	9	 	 	 
71031	10	 	 	 
71031	11	 	 	 
71031	12	 	 	 
71031	13	 	 	 
71031	14	 	 	 
71031	15	 	 	 
71031	16	 	 	 
71031	17	 	 	 
71031	31	 	 	 
71031	32	 	 	 
71032	1	 	 	 
71032	2	 	 	 
71032	3	 	 	 
71032	4	 	 	 
71032	6	 	 	 
71032	9	 	 	 
71032	10	 	 	 
71032	11	 	 	 
71032	12	 	 	 
71032	13	 	 	 
71032	14	 	 	 
71032	15	 	 	 
71032	16	 	 	 
71032	17	 	 	 
71032	31	 	 	 
71032	32	 	 	 
71033	1	 	 	 
71033	2	 	 	 
71033	3	 	 	 
71033	4	 	 	 
71033	6	 	 	 
71033	9	 	 	 
71033	10	 	 	 
71033	11	 	 	 
71033	12	 	 	 
71033	13	 	 	 
71033	14	 	 	 
71033	15	 	 	 
71033	16	 	 	 
71033	17	 	 	 
71033	31	 	 	 
71033	32	 	 	 
71034	1	 	 	 
71034	2	 	 	 
71034	3	 	 	 
71034	4	 	 	 
71034	6	 	 	 
71034	9	 	 	 
71034	10	 	 	 
71034	11	 	 	 
71034	12	 	 	 
71034	13	 	 	 
71034	14	 	 	 
71034	15	 	 	 
71034	16	 	 	 
71034	17	 	 	 
71034	31	 	 	 
71034	32	 	 	 
71035	1	 	 	 
71035	2	 	 	 
71035	3	 	 	 
71035	4	 	 	 
71035	6	 	 	 
71035	9	 	 	 
71035	10	 	 	 
71035	11	 	 	 
71035	12	 	 	 
71035	13	 	 	 
71035	14	 	 	 
71035	15	 	 	 
71035	16	 	 	 
71035	17	 	 	 
71035	31	 	 	 
71035	32	 	 	 
71037	1	 	 	 
71037	2	 	 	 
71037	3	 	 	 
71037	4	 	 	 
71037	6	 	 	 
71037	9	 	 	 
71037	10	 	 	 
71037	11	 	 	 
71037	12	 	 	 
71037	13	 	 	 
71037	14	 	 	 
71037	15	 	 	 
71037	16	 	 	 
71037	17	 	 	 
71037	31	 	 	 
71037	32	 	 	 
71038	1	 	 	 
71038	2	 	 	 
71038	3	 	 	 
71038	4	 	 	 
71038	6	 	 	 
71038	9	 	 	 
71038	10	 	 	 
