CHILDCODE	HHDCIDR5	HVEMDER5	MADDECR5	WHOPRVR5
41018	5	1	1	1
41018	6	0	1	1
41018	7	0	1	1
41018	8	1	1	1
41018	9	1	1	1
41018	10	0	0	88
41020	1	1	1	1
41020	2	1	1	1
41020	3	1	1	1
41020	4	1	1	1
41020	5	1	1	1
41020	6	0	1	1
41020	7	0	1	1
41020	8	1	1	4
41020	9	1	1	4
41020	10	0	0	88
41021	1	1	1	1
41021	2	1	1	1
41021	3	1	1	1
41021	4	1	1	7
41021	5	1	1	1
41021	6	0	1	7
41021	7	0	1	1
41021	8	1	1	8
41021	9	1	1	3
41021	10	0	1	3
41022	1	1	79	3
41022	2	1	1	1
41022	3	0	1	7
41022	4	1	1	1
41022	5	1	1	1
41022	6	0	1	7
41022	7	0	1	1
41022	8	1	0	3
41022	9	1	0	3
41022	10	0	77	3
41023	1	1	1	7
41023	2	1	1	7
41023	3	1	1	3
41023	4	0	1	7
41023	5	1	1	3
41023	6	0	1	1
41023	7	0	1	1
41023	8	1	1	3
41023	9	1	1	3
41023	10	0	1	3
41024	1	1	1	3
41024	2	1	1	7
41024	3	1	1	7
41024	4	0	1	1
41024	5	1	1	7
41024	6	0	1	1
41024	7	0	1	1
41024	8	1	1	3
41024	9	1	1	3
41024	10	0	1	3
41025	1	1	1	1
41025	2	1	1	1
41025	3	1	1	6
41025	4	1	1	1
41025	5	1	1	1
41025	6	1	1	6
41025	7	1	1	6
41025	8	1	1	6
41025	9	1	1	1
41025	10	1	1	6
41026	1	1	1	2
41026	2	1	1	1
41026	3	1	1	1
41026	4	1	1	6
41026	5	1	1	6
41026	6	1	1	1
41026	7	0	1	6
41026	8	1	1	6
41026	9	1	1	6
41026	10	1	1	2
41027	1	1	1	1
41027	2	1	1	1
41027	3	1	1	1
41027	4	1	1	1
41027	5	1	1	3
41027	6	1	1	3
41027	7	1	1	3
41027	8	1	1	3
41027	9	1	1	3
41027	10	0	0	88
41028	1	1	1	7
41028	2	1	1	1
41028	3	0	1	1
41028	4	1	0	3
41028	5	1	0	3
41028	6	0	1	7
41028	7	0	1	1
41028	8	0	0	3
41028	9	1	1	7
41028	10	0	0	88
41029	1	1	1	1
41029	2	1	1	1
41029	3	1	1	1
41029	4	1	1	7
41029	5	1	1	7
41029	6	0	1	1
41029	7	0	1	1
41029	8	1	1	3
41029	9	1	1	3
41029	10	1	0	3
41030	1	1	1	1
41030	2	1	1	1
41030	3	1	1	1
41030	4	1	1	1
41030	5	1	1	1
41030	6	0	1	1
41030	7	0	1	1
41030	8	0	1	1
41030	9	1	1	1
41030	10	1	1	1
41031	1	1	1	7
41031	2	1	1	7
41031	3	1	1	7
41031	4	1	1	7
41031	5	1	1	1
41031	6	0	1	1
41031	7	0	1	1
41031	8	1	1	7
41031	9	1	1	3
41031	10	0	0	3
41032	1	1	1	7
41032	2	1	1	1
41032	3	1	1	7
41032	4	1	1	7
41032	5	1	1	1
41032	6	0	1	1
41032	7	0	1	1
41032	8	1	1	7
41032	9	1	1	7
41032	10	0	0	4
41034	1	1	1	1
41034	2	1	1	6
41034	3	1	1	6
41034	4	1	1	6
41034	5	1	1	6
41034	6	1	1	1
41034	7	1	1	6
41034	8	1	1	6
41034	9	1	1	6
41034	10	0	1	6
41035	1	1	1	3
41035	2	1	1	1
41035	3	1	1	1
41035	4	0	1	1
41035	5	1	1	7
41035	6	0	1	1
41035	7	0	1	1
41035	8	0	1	3
41035	9	1	1	3
41035	10	0	1	3
41036	1	1	1	3
41036	2	1	1	7
41036	3	1	1	7
41036	4	1	1	1
41036	5	1	1	1
41036	6	0	1	1
41036	7	0	1	1
41036	8	0	1	3
41036	9	1	1	3
41036	10	0	1	3
41037	1	1	1	7
41037	2	1	1	7
41037	3	1	1	7
41037	4	0	1	7
41037	5	1	1	7
41037	6	0	1	1
41037	7	0	1	1
41037	8	1	1	3
41037	9	1	1	3
41037	10	1	1	3
41038	1	1	1	1
41038	2	1	1	1
41038	3	1	1	1
41038	4	1	1	1
41038	5	1	1	1
41038	6	0	1	1
41038	7	0	1	1
41038	8	0	1	8
41038	9	1	1	8
41038	10	1	1	8
41039	1	1	1	1
41039	2	1	1	1
41039	3	1	1	1
41039	4	1	1	1
41039	5	1	1	1
41039	6	0	1	1
41039	7	0	1	6
41039	8	0	1	1
41039	9	1	1	1
41039	10	0	1	1
41040	1	0	1	1
41040	2	0	1	1
41040	3	0	1	1
41040	4	0	1	1
41040	5	0	1	1
41040	6	0	1	1
41040	7	0	1	1
41040	8	1	1	8
41040	9	1	1	8
41040	10	1	0	2
41041	1	1	1	8
41041	2	1	1	8
41041	3	0	1	8
41041	4	1	1	8
41041	5	1	1	8
41041	6	0	1	1
41041	7	0	1	1
41041	8	1	1	7
41041	9	1	1	7
41041	10	1	0	4
41042	1	1	1	3
41042	2	1	1	3
41042	3	1	1	3
41042	4	1	1	3
41042	5	1	1	3
41042	6	0	1	1
41042	7	0	1	1
41042	8	1	1	3
41042	9	1	1	3
41042	10	0	1	3
41043	1	1	1	7
41043	2	1	1	7
41043	3	1	1	7
41043	4	1	1	7
41043	5	1	1	7
41043	6	0	1	1
41043	7	0	1	1
41043	8	1	1	7
41043	9	1	1	7
41043	10	1	1	7
41044	1	1	1	1
41044	2	1	1	7
41044	3	1	1	1
41044	4	0	1	1
41044	5	1	1	7
41044	6	0	1	1
41044	7	0	1	1
41044	8	1	1	8
41044	9	1	1	8
41044	10	1	1	3
41045	1	1	1	1
41045	2	1	1	1
41045	3	0	1	1
41045	4	1	1	7
41045	5	1	1	7
41045	6	0	0	1
41045	7	0	0	1
41045	8	1	1	3
41045	9	1	1	3
41045	10	1	1	3
41046	1	1	1	8
41046	2	1	1	8
41046	3	1	1	8
41046	4	1	1	8
41046	5	1	1	8
41046	6	0	1	8
41046	7	0	1	8
41046	8	1	0	4
41046	9	1	0	4
41046	10	0	0	4
41047	1	1	1	7
41047	2	1	1	7
41047	3	1	1	1
41047	4	1	1	1
41047	5	1	1	1
41047	6	1	1	1
41047	7	1	1	1
41047	8	1	1	3
41047	9	1	1	3
41047	10	1	1	3
41048	1	1	1	1
41048	2	1	1	1
41048	3	0	1	1
41048	4	1	1	1
41048	5	1	1	1
41048	6	0	1	1
41048	7	0	1	1
41048	8	1	1	1
41048	9	0	1	1
41048	10	0	1	1
41050	1	1	1	1
41050	2	1	1	1
41050	3	0	1	1
41050	4	1	1	1
41050	5	1	1	1
41050	6	0	1	1
41050	7	0	1	1
41050	8	1	1	1
41050	9	1	1	1
41050	10	0	0	88
51001	1	1	1	7
51001	2	1	1	1
51001	3	0	1	7
51001	4	1	1	1
51001	5	0	1	1
51001	6	0	1	7
51001	7	0	1	1
51001	8	1	1	7
51001	9	0	1	3
51001	10	0	1	7
51002	1	1	1	1
51002	2	1	1	1
51002	3	1	1	1
51002	4	1	1	1
51002	5	1	1	1
51002	6	1	1	3
51002	7	1	1	1
51002	8	1	1	1
51002	9	1	1	6
51002	10	0	1	2
51003	1	1	1	1
51003	2	1	1	7
51003	3	1	1	1
51003	4	1	1	1
51003	5	1	1	1
51003	6	1	1	1
51003	7	1	1	1
51003	8	1	1	7
51003	9	1	1	7
51003	10	1	1	7
51004	1	1	1	1
51004	2	1	1	1
51004	3	1	1	1
51004	4	1	1	1
51004	5	1	1	1
51004	6	1	1	1
51004	7	1	1	1
51004	8	1	1	3
51004	9	1	1	7
51004	10	1	1	3
51005	1	1	1	1
51005	2	1	1	1
51005	3	1	1	1
51005	4	1	1	1
51005	5	0	1	1
51005	6	0	1	7
51005	7	0	1	1
51005	8	1	1	3
51005	9	0	0	3
51005	10	1	1	3
51006	1	1	1	1
51006	2	1	1	1
51006	3	1	1	1
51006	4	1	1	1
51006	5	1	1	1
51006	6	0	1	1
51006	7	0	1	6
51006	8	0	1	1
51006	9	1	1	1
51006	10	0	1	1
51007	1	0	1	1
51007	2	0	1	1
51007	3	0	1	1
51007	4	1	1	1
51007	5	0	1	1
51007	6	0	1	6
51007	7	1	1	6
51007	8	1	1	1
51007	9	1	1	6
51007	10	1	1	6
51008	1	1	1	1
51008	2	1	1	7
51008	3	1	1	7
51008	4	1	0	3
51008	5	1	1	7
51008	6	0	1	3
51008	7	1	1	1
51008	8	0	1	3
51008	9	1	1	3
51008	10	1	1	3
51009	1	1	1	6
51009	2	1	1	6
51009	3	1	1	6
51009	4	1	1	6
51009	5	1	1	6
51009	6	1	1	1
51009	7	1	1	6
51009	8	1	1	6
51009	9	1	1	6
51009	10	1	1	6
51010	1	1	1	1
51010	2	1	1	1
51010	3	1	1	1
51010	4	1	1	1
51010	5	1	1	1
51010	6	0	1	1
51010	7	0	1	1
51010	8	1	1	1
51010	9	1	1	1
51010	10	1	1	1
51012	1	1	1	1
51012	2	1	1	1
51012	3	1	1	1
51012	4	1	1	1
51012	5	1	1	1
51012	6	0	1	1
51012	7	0	1	1
51012	8	1	1	1
51012	9	1	1	1
51012	10	1	1	3
51013	1	1	1	1
51013	2	1	1	7
51013	3	1	1	7
51013	4	1	1	7
51013	5	1	1	1
51013	6	1	1	3
51013	7	0	1	1
51013	8	1	1	3
51013	9	1	1	3
51013	10	1	0	3
51014	1	1	1	1
51014	2	1	1	1
51014	3	1	1	1
51014	4	1	1	1
51014	5	1	1	1
51014	6	0	1	1
51014	7	0	1	1
51014	8	1	1	1
51014	9	1	1	1
51014	10	1	1	1
51015	1	1	1	1
51015	2	1	1	1
51015	3	1	1	1
51015	4	1	1	1
51015	5	1	1	1
51015	6	0	1	7
51015	7	0	1	1
51015	8	0	1	1
51015	9	1	1	1
51015	10	1	0	88
51016	1	1	1	7
51016	2	1	1	6
51016	3	1	1	7
51016	4	1	1	3
51016	5	1	1	3
51016	6	0	1	1
51016	7	0	1	1
51016	8	1	1	3
51016	9	1	1	3
51016	10	1	1	3
51017	1	1	1	7
51017	2	1	1	1
51017	3	1	1	7
51017	4	1	1	7
51017	5	1	1	7
51017	6	0	1	1
51017	7	0	1	1
51017	8	1	1	3
51017	9	1	1	3
51017	10	0	1	3
51018	1	1	1	1
51018	2	1	0	1
51018	3	1	1	7
51018	4	0	1	7
51018	5	1	1	1
51018	6	1	1	3
51018	7	0	0	1
51018	8	1	1	3
51018	9	1	1	7
51018	10	1	1	7
51021	1	1	1	7
51021	2	1	1	7
51021	3	1	1	1
51021	4	0	1	7
51021	5	0	1	3
51021	6	0	1	9
51021	7	0	1	1
51021	8	0	1	7
51021	9	1	1	7
51021	10	1	1	3
51022	1	1	1	1
51022	2	1	1	1
51022	3	1	1	1
51022	4	1	1	1
51022	5	1	1	1
51022	6	1	1	1
51022	7	1	1	6
51022	8	1	1	6
51022	9	1	1	6
51022	10	0	0	88
51024	1	1	1	3
51024	2	1	1	1
51024	3	1	1	1
51024	4	1	1	1
51024	5	1	1	1
51024	6	1	1	1
51024	7	1	1	1
51024	8	1	1	3
51024	9	1	1	3
51024	10	1	1	3
51025	1	0	1	1
51025	2	1	1	6
51025	3	1	1	6
51025	4	1	1	6
51025	5	1	1	6
51025	6	0	0	1
51025	7	0	0	1
51025	8	0	0	3
51025	9	0	0	3
51025	10	0	1	3
51026	1	1	1	1
51026	2	1	1	1
51026	3	1	1	1
51026	4	0	1	1
51026	5	1	1	1
51026	6	0	1	1
51026	7	0	1	1
51026	8	0	1	1
51026	9	1	1	1
51026	10	0	1	1
51027	1	1	1	1
51027	2	1	1	1
51027	3	1	1	7
51027	4	1	1	7
51027	5	1	1	7
51027	6	0	1	1
51027	7	0	1	88
51027	8	0	1	7
51027	9	1	1	7
51027	10	1	1	7
51028	1	1	1	7
51028	2	1	1	1
51028	3	1	1	1
51028	4	1	1	1
51028	5	1	1	1
51028	6	1	1	7
51028	7	1	1	1
51028	8	1	1	3
51028	9	1	1	3
51028	10	1	1	7
51029	1	1	1	1
51029	2	1	1	1
51029	3	1	1	6
51029	4	0	1	6
51029	5	1	1	6
51029	6	1	1	6
51029	7	1	1	6
51029	8	1	1	2
51029	9	1	1	1
51029	10	1	1	5
51030	1	1	1	1
51030	2	1	1	1
51030	3	1	1	1
51030	4	1	1	1
51030	5	1	1	1
51030	6	0	1	1
51030	7	0	1	1
51030	8	1	1	1
51030	9	1	1	1
51030	10	0	1	1
51031	1	1	1	1
51031	2	1	1	1
51031	3	1	1	1
51031	4	1	1	1
51031	5	1	1	1
51031	6	0	1	1
51031	7	0	1	1
51031	8	1	1	1
51031	9	1	1	1
51031	10	0	1	1
51032	1	1	1	6
51032	2	1	1	6
51032	3	1	1	6
51032	4	1	1	6
51032	5	1	1	1
51032	6	1	0	3
51032	7	0	1	6
51032	8	1	1	6
51032	9	1	1	1
51032	10	1	1	2
51033	1	1	1	1
51033	2	1	1	6
51033	3	1	1	6
51033	4	1	1	6
51033	5	1	1	6
51033	6	1	1	3
51033	7	1	1	6
51033	8	1	1	6
51033	9	1	1	6
51033	10	1	1	2
51034	1	1	1	3
51034	2	1	1	3
51034	3	1	1	7
51034	4	1	1	1
51034	5	1	1	7
51034	6	1	1	1
51034	7	1	1	1
51034	8	1	1	3
51034	9	1	1	3
51034	10	1	1	3
51036	1	1	1	1
51036	2	1	1	1
51036	3	1	1	1
51036	4	1	1	7
51036	5	1	1	7
51036	6	1	1	7
51036	7	0	1	1
51036	8	1	1	3
51036	9	1	0	3
51036	10	1	0	3
51037	1	0	1	1
51037	2	0	1	1
51037	3	0	0	1
51037	4	0	1	1
51037	5	0	1	1
51037	6	0	1	1
51037	7	0	1	1
51037	8	0	1	1
51037	9	0	1	1
51037	10	0	1	88
51038	1	1	1	1
51038	2	1	1	6
51038	3	1	1	1
51038	4	1	1	6
51038	5	1	1	6
51038	6	1	1	6
51038	7	1	1	6
51038	8	1	1	2
51038	9	1	1	1
51038	10	0	1	2
51039	1	1	1	7
51039	2	1	1	7
51039	3	1	1	7
51039	4	1	1	7
51039	5	1	1	2
51039	6	0	1	1
51039	7	0	1	1
51039	8	1	0	3
51039	9	1	0	3
51039	10	1	0	3
51041	1	0	1	1
51041	2	1	1	1
51041	3	1	1	1
51041	4	1	1	1
51041	5	0	1	7
51041	6	0	1	1
51041	7	0	1	7
51041	8	0	1	7
51041	9	0	0	3
51041	10	0	0	3
51042	1	1	1	3
51042	2	1	1	6
51042	3	1	1	1
51042	4	0	1	3
51042	5	1	1	6
51042	6	0	1	6
51042	7	0	0	1
51042	8	0	0	3
51042	9	0	0	3
51042	10	0	0	3
51043	1	1	1	1
51043	2	1	1	1
51043	3	0	1	1
51043	4	1	1	7
51043	5	1	1	7
51043	6	0	1	7
51043	7	0	1	6
51043	8	0	1	7
51043	9	1	1	7
51043	10	0	0	88
51044	1	1	1	7
51044	2	1	1	7
51044	3	1	1	7
51044	4	1	1	7
51044	5	1	1	7
51044	6	0	1	1
51044	7	0	1	1
51044	8	1	1	3
51044	9	1	1	3
51044	10	1	0	3
51046	1	1	1	7
51046	2	1	1	1
51046	3	1	1	1
51046	4	1	1	7
51046	5	1	1	7
51046	6	0	1	1
51046	7	0	1	1
51046	8	0	1	7
51046	9	0	1	7
51046	10	1	1	7
51047	1	1	1	6
51047	2	1	79	6
51047	3	1	1	6
51047	4	1	1	6
51047	5	1	1	6
51047	6	1	1	6
51047	7	1	1	6
51047	8	1	1	6
51047	9	1	1	6
51047	10	0	0	88
51048	1	1	1	6
51048	2	1	1	2
51048	3	1	1	6
51048	4	1	1	1
51048	5	1	1	7
51048	6	1	1	6
51048	7	1	1	2
51048	8	1	1	2
51048	9	1	1	1
51048	10	1	1	6
51050	1	1	1	7
51050	2	1	1	1
51050	3	1	1	1
51050	4	1	1	1
51050	5	1	1	7
51050	6	1	1	1
51050	7	1	1	1
51050	8	1	1	3
51050	9	1	1	3
51050	10	1	1	3
61002	1	1	1	2
61002	2	1	1	2
61002	3	1	1	2
61002	4	1	1	2
61002	5	1	1	2
61002	6	1	1	3
61002	7	1	79	1
61002	8	1	1	3
61002	9	1	1	1
61002	10	1	1	2
61003	1	1	1	1
61003	2	1	1	1
61003	3	1	1	2
61003	4	1	1	2
61003	5	1	1	2
61003	6	1	1	3
61003	7	1	1	1
61003	8	1	1	2
61003	9	1	1	1
61003	10	0	0	88
61004	1	1	1	2
61004	2	1	1	2
61004	3	1	1	2
61004	4	1	1	2
61004	5	1	1	2
61004	6	1	1	3
61004	7	1	1	6
61004	8	1	1	2
61004	9	1	1	1
61004	10	1	1	2
61005	1	1	1	2
61005	2	1	1	1
61005	3	1	1	2
61005	4	1	1	2
61005	5	1	1	1
61005	6	1	1	3
61005	7	1	1	6
61005	8	1	1	6
61005	9	1	1	1
61005	10	1	1	2
61007	1	1	1	2
61007	2	1	1	2
61007	3	1	1	2
61007	4	1	1	2
61007	5	1	1	1
61007	6	1	1	3
61007	7	1	1	6
61007	8	1	1	2
61007	9	1	1	2
61007	10	0	0	88
61008	1	1	1	1
61008	2	1	1	1
61008	3	1	1	1
61008	4	1	1	1
61008	5	1	1	1
61008	6	1	1	1
61008	7	1	1	1
61008	8	1	1	3
61008	9	0	0	3
61008	10	1	1	3
61009	1	1	1	3
61009	2	1	1	1
61009	3	1	1	3
61009	4	1	1	1
61009	5	1	1	1
61009	6	1	1	7
61009	7	1	1	1
61009	8	1	1	1
61009	9	1	1	3
61009	10	1	1	3
61011	1	1	1	7
61011	2	1	1	7
61011	3	1	1	7
61011	4	1	1	1
61011	5	1	1	1
61011	6	1	1	1
61011	7	0	1	1
61011	8	1	1	7
61011	9	1	1	7
61011	10	1	1	7
61012	1	1	1	1
61012	2	1	1	1
61012	3	1	1	1
61012	4	1	1	1
61012	5	1	1	1
61012	6	1	1	1
61012	7	1	1	1
61012	8	1	1	8
61012	9	0	0	4
61012	10	1	1	8
61014	1	1	1	1
61014	2	1	1	1
61014	3	1	1	1
61014	4	1	1	1
61014	5	1	1	1
61014	6	1	1	1
61014	7	1	1	1
61014	8	1	1	1
61014	9	1	1	1
61014	10	0	0	88
61015	1	1	1	1
61015	2	1	1	7
61015	3	1	1	3
61015	4	1	1	1
61015	5	1	1	1
61015	6	1	1	1
61015	7	1	1	1
61015	8	1	1	7
61015	9	1	1	7
61015	10	1	1	7
61016	1	1	1	7
61016	2	1	1	1
61016	3	1	1	7
61016	4	1	1	1
61016	5	1	1	1
61016	6	1	1	3
61016	7	1	1	1
61016	8	1	1	3
61016	9	1	1	3
61016	10	1	1	3
61018	1	1	1	1
61018	2	1	1	1
61018	3	1	1	1
61018	4	1	1	1
61018	5	1	1	6
61018	6	1	1	1
61018	7	1	1	1
61018	8	1	1	3
61018	9	1	1	3
61018	10	1	1	88
61019	1	1	1	6
61019	2	1	1	6
61019	3	1	1	6
61019	4	1	1	6
61019	5	1	1	6
61019	6	1	79	6
61019	7	1	1	6
61019	8	1	1	6
61019	9	1	1	6
61019	10	1	1	6
61020	1	1	1	1
61020	2	1	1	1
61020	3	1	1	1
61020	4	1	1	1
61020	5	1	1	1
61020	6	1	1	1
61020	7	1	1	1
61020	8	1	1	3
61020	9	1	1	1
61020	10	1	1	3
61021	1	1	1	1
61021	2	1	1	1
61021	3	1	1	1
61021	4	1	1	1
61021	5	1	1	1
61021	6	1	1	1
61021	7	1	1	1
61021	8	1	1	1
61021	9	1	1	1
61021	10	0	0	88
61022	1	1	1	1
61022	2	1	1	1
61022	3	1	1	1
61022	4	1	1	1
61022	5	1	1	1
61022	6	1	1	1
61022	7	1	1	1
61022	8	1	1	1
61022	9	1	1	1
61022	10	1	1	5
61023	1	1	1	1
61023	2	1	1	1
61023	3	1	1	2
61023	4	1	1	2
61023	5	1	1	3
61023	6	1	1	3
61023	7	1	1	1
61023	8	1	1	2
61023	9	1	1	1
61023	10	1	1	2
61024	1	1	1	2
61024	2	1	1	2
61024	3	1	1	2
61024	4	1	1	2
61024	5	1	1	2
61024	6	1	1	3
61024	7	1	1	6
61024	8	1	1	2
61024	9	1	1	1
61024	10	1	1	2
61025	1	1	1	1
61025	2	1	1	1
61025	3	1	1	1
61025	4	1	1	1
61025	5	1	1	1
61025	6	0	1	1
61025	7	0	1	1
61025	8	1	1	7
61025	9	1	1	7
61025	10	0	1	7
61026	1	1	1	1
61026	2	1	1	1
61026	3	1	1	1
61026	4	1	1	1
61026	5	1	1	1
61026	6	1	1	1
61026	7	1	1	1
61026	8	1	1	3
61026	9	1	1	7
61026	10	1	1	3
61027	1	0	1	1
61027	2	0	1	1
61027	3	1	1	1
61027	4	0	1	1
61027	5	0	1	1
61027	6	1	1	1
61027	7	1	1	1
61027	8	0	0	3
61027	9	0	0	3
61027	10	1	1	3
61029	1	1	1	1
61029	2	1	1	1
61029	3	1	1	1
61029	4	1	1	1
61029	5	1	1	1
61029	6	1	1	1
61029	7	1	1	1
61029	8	1	1	4
61029	9	1	1	3
61029	10	1	1	4
61031	1	1	1	1
61031	2	1	1	1
61031	3	1	1	1
61031	4	1	1	1
61031	5	1	1	1
61031	6	1	1	1
61031	7	1	1	1
61031	8	1	1	3
61031	9	1	1	3
61031	10	1	1	3
61033	1	1	1	1
61033	2	1	1	1
61033	3	1	1	3
61033	4	1	1	3
61033	5	1	1	1
61033	6	1	1	3
61033	7	1	1	1
61033	8	1	1	3
61033	9	1	1	3
61033	10	1	1	3
61034	1	1	1	1
61034	2	1	1	3
61034	3	1	1	7
61034	4	1	1	1
61034	5	1	1	1
61034	6	1	1	1
61034	7	1	1	1
61034	8	1	1	3
61034	9	0	0	3
61034	10	1	1	3
61036	1	1	1	1
61036	2	1	1	1
61036	3	1	1	1
61036	4	1	1	1
61036	5	1	1	1
61036	6	1	1	1
61036	7	1	1	1
61036	8	1	1	1
61036	9	1	1	1
61036	10	1	1	1
61037	1	1	1	1
61037	2	1	1	1
61037	3	1	1	1
61037	4	1	1	1
61037	5	1	1	1
61037	6	1	1	7
61037	7	1	1	1
61037	8	1	1	3
61037	9	0	0	3
61037	10	1	1	7
61038	1	1	1	1
61038	2	1	1	1
61038	3	1	1	1
61038	4	1	1	1
61038	5	1	1	1
61038	6	1	1	3
61038	7	1	1	3
61038	8	1	1	3
61038	9	1	1	3
61038	10	1	1	3
61039	1	1	1	1
61039	2	0	0	1
61039	3	1	1	7
61039	4	1	1	3
61039	5	1	1	7
61039	6	1	1	3
61039	7	1	1	1
61039	8	1	1	7
61039	9	1	1	3
61039	10	0	0	3
61043	1	1	1	1
61043	2	1	1	1
61043	3	1	1	1
61043	4	1	1	1
61043	5	1	1	7
61043	6	1	1	1
61043	7	1	1	1
61043	8	1	1	3
61043	9	0	0	3
61043	10	1	1	7
61044	1	1	1	7
61044	2	1	1	7
61044	3	1	1	8
61044	4	1	1	7
61044	5	1	1	7
61044	6	0	1	1
61044	7	0	1	1
61044	8	1	0	3
61044	9	1	0	3
61044	10	1	0	3
61046	1	1	1	7
61046	2	1	1	7
61046	3	1	1	7
61046	4	1	1	7
61046	5	1	1	7
61046	6	1	1	7
61046	7	1	1	1
61046	8	1	1	7
61046	9	1	1	3
61046	10	1	1	7
61049	1	1	1	3
61049	2	1	1	3
61049	3	1	1	3
61049	4	1	1	3
61049	5	1	1	3
61049	6	1	1	3
61049	7	1	1	1
61049	8	1	1	3
61049	9	1	1	3
61049	10	1	1	3
61050	1	1	1	7
61050	2	1	1	7
61050	3	1	1	7
61050	4	1	1	7
61050	5	1	1	7
61050	6	0	1	2
61050	7	0	79	2
61050	8	1	0	3
61050	9	1	0	3
61050	10	1	0	3
61051	1	1	1	1
61051	2	1	1	1
61051	3	1	1	1
61051	4	1	1	1
61051	5	1	1	1
61051	6	1	1	1
61051	7	1	1	1
61051	8	1	1	1
61051	9	1	0	1
61051	10	0	0	88
61052	1	1	1	3
61052	2	1	1	3
61052	3	1	1	3
61052	4	1	1	3
61052	5	1	1	3
61052	6	1	1	3
61052	7	1	1	1
61052	8	1	1	3
61052	9	1	1	3
61052	10	1	1	3
61054	1	1	1	3
61054	2	1	1	3
61054	3	1	1	3
61054	4	1	1	3
61054	5	1	1	3
61054	6	1	1	3
61054	7	1	1	1
61054	8	1	1	3
61054	9	1	1	4
61054	10	1	1	5
61056	1	1	1	3
61056	2	1	1	3
61056	3	1	1	3
61056	4	1	1	3
61056	5	1	1	1
61056	6	1	1	3
61056	7	1	1	1
61056	8	1	1	3
61056	9	1	1	3
61056	10	0	0	88
61057	1	1	1	6
61057	2	1	1	8
61057	3	1	1	8
61057	4	1	1	1
61057	5	1	1	1
61057	6	0	1	1
61057	7	0	1	1
61057	8	1	0	2
61057	9	1	0	2
61057	10	0	0	1
61058	1	1	1	7
61058	2	1	1	7
61058	3	1	1	7
61058	4	0	1	1
61058	5	1	1	7
61058	6	1	1	1
61058	7	0	1	1
61058	8	1	1	7
61058	9	1	0	3
61058	10	1	1	7
61059	1	1	1	1
61059	2	1	1	1
61059	3	1	1	1
61059	4	1	1	7
61059	5	1	1	1
61059	6	1	1	1
61059	7	1	1	1
61059	8	1	1	3
61059	9	1	1	3
61059	10	1	1	7
71001	1	1	1	7
71001	2	1	1	7
71001	3	1	1	7
71001	4	1	1	1
71001	5	0	1	1
71001	6	0	1	1
71001	7	0	1	1
71001	8	1	0	3
71001	9	1	0	3
71001	10	1	1	7
71002	1	1	1	1
71002	2	1	1	1
71002	3	1	1	1
71002	4	1	1	1
71002	5	1	1	1
71002	6	1	1	1
71002	7	1	1	1
71002	8	1	1	1
71002	9	1	1	1
71002	10	1	1	1
71003	1	1	1	3
71003	2	1	1	1
71003	3	1	1	7
71003	4	1	1	7
71003	5	1	1	7
71003	6	1	1	1
71003	7	1	1	1
71003	8	1	1	3
71003	9	1	1	3
71003	10	1	1	7
71004	1	1	1	1
71004	2	1	1	1
71004	3	1	1	1
71004	4	1	1	1
71004	5	1	1	1
71004	6	1	1	1
71004	7	1	1	1
71004	8	1	1	1
71004	9	1	1	8
71004	10	0	0	88
71006	1	1	1	1
71006	2	1	1	4
71006	3	1	1	1
71006	4	1	1	1
71006	5	1	1	1
71006	6	1	1	5
71006	7	1	1	1
71006	8	1	1	4
71006	9	1	1	1
71006	10	1	1	3
71007	1	0	1	1
71007	2	0	1	1
71007	3	0	1	1
71007	4	0	1	1
71007	5	0	1	1
71007	6	0	1	1
71007	7	0	1	1
71007	8	1	1	8
71007	9	1	1	8
71007	10	1	1	8
71008	1	1	1	1
71008	2	1	1	1
71008	3	1	1	1
71008	4	1	1	1
71008	5	1	1	1
71008	6	1	1	1
71008	7	1	1	1
71008	8	1	1	1
71008	9	1	1	1
71008	10	0	0	5
71009	1	1	1	3
71009	2	1	1	3
71009	3	1	1	3
71009	4	1	1	1
71009	5	1	1	1
71009	6	1	79	1
71009	7	1	1	1
71009	8	1	1	3
71009	9	1	1	3
71009	10	1	1	3
71010	1	1	1	1
71010	2	1	1	1
71010	3	1	1	1
71010	4	1	1	1
71010	5	1	1	1
71010	6	0	1	1
71010	7	0	1	1
71010	8	1	1	7
71010	9	1	1	1
71010	10	1	0	3
71012	1	1	1	7
71012	2	1	1	7
71012	3	1	1	7
71012	4	1	1	7
71012	5	1	1	7
71012	6	1	1	1
71012	7	0	1	1
71012	8	1	0	3
71012	9	1	0	3
71012	10	1	1	3
71013	1	1	1	7
71013	2	0	1	1
71013	3	1	1	7
71013	4	1	1	7
71013	5	0	1	1
71013	6	1	1	7
71013	7	0	1	1
71013	8	1	0	3
71013	9	1	0	3
71013	10	1	0	3
71014	1	1	1	6
71014	2	1	1	1
71014	3	1	1	6
71014	4	1	1	6
71014	5	1	1	1
71014	6	1	1	5
71014	7	1	1	6
71014	8	1	1	6
71014	9	1	1	1
71014	10	1	1	2
71015	1	1	1	7
71015	2	0	1	1
71015	3	1	1	7
71015	4	1	1	7
71015	5	1	1	7
71015	6	0	1	1
71015	7	0	1	1
71015	8	1	0	3
71015	9	1	0	3
71015	10	1	0	3
71016	1	1	1	7
71016	2	0	1	7
71016	3	1	1	7
