CHILDCODE	EDCHSTR5	EDGRADER5	CMPGRDR5	TYSCR5	SMESCHR5	PROVR5	SCHNMER5
51026	13	24	1	1	0	98	295
51026	14	25	1	1	1	 	 
51026	15	26	1	1	1	 	 
51026	16	0	 	 	 	 	 
51028	13	0	 	 	 	 	 
51028	14	0	 	 	 	 	 
51028	15	0	 	 	 	 	 
51028	16	0	 	 	 	 	 
51029	13	0	 	 	 	 	 
51029	14	0	 	 	 	 	 
51029	15	0	 	 	 	 	 
51029	16	0	 	 	 	 	 
51031	13	29	1	3	1	98	314
51031	14	38	1	6	0	98	1170
51031	15	29	1	3	0	98	294
51031	16	30	4	3	1	 	 
51032	13	0	 	 	 	 	 
51032	14	0	 	 	 	 	 
51032	15	0	 	 	 	 	 
51032	16	0	 	 	 	 	 
51033	13	29	1	3	0	98	1160
51033	14	30	1	3	1	 	 
51033	15	31	1	3	1	 	 
51033	16	32	4	3	1	 	 
51034	13	29	1	3	0	98	302
51034	14	30	1	3	1	 	 
51034	15	31	1	3	1	 	 
51034	16	32	4	3	1	 	 
51035	13	21	3	3	0	2	1078
51035	14	0	 	 	 	 	 
51035	15	0	 	 	 	 	 
51035	16	0	 	 	 	 	 
51036	13	17	1	3	0	98	1167
51036	14	18	1	3	1	 	 
51036	15	20	1	3	1	 	 
51036	16	0	 	 	 	 	 
51037	13	24	1	3	0	98	350
51037	14	25	1	3	1	 	 
51037	15	23	1	3	1	 	 
51037	16	0	 	 	 	 	 
51038	13	0	 	 	 	 	 
51038	14	0	 	 	 	 	 
51038	15	0	 	 	 	 	 
51038	16	0	 	 	 	 	 
51039	13	0	 	 	 	 	 
51039	14	0	 	 	 	 	 
51039	15	0	 	 	 	 	 
51039	16	0	 	 	 	 	 
51040	13	0	 	 	 	 	 
51040	14	0	 	 	 	 	 
51040	15	0	 	 	 	 	 
51040	16	0	 	 	 	 	 
51041	13	24	1	3	0	98	292
51041	14	25	1	3	1	 	 
51041	15	23	1	3	1	 	 
51041	16	0	 	 	 	 	 
51042	13	21	1	3	0	2	1078
51042	14	22	1	3	1	 	 
51042	15	26	1	3	1	 	 
51042	16	0	 	 	 	 	 
51043	13	29	1	3	0	98	301
51043	14	30	1	3	1	 	 
51043	15	31	1	3	1	 	 
51043	16	32	4	3	1	 	 
51044	13	0	 	 	 	 	 
51044	14	0	 	 	 	 	 
51044	15	0	 	 	 	 	 
51044	16	0	 	 	 	 	 
51045	13	29	1	3	1	98	353
51045	14	30	1	3	1	 	 
51045	15	31	1	3	1	 	 
51045	16	32	4	3	1	 	 
51046	13	0	 	 	 	 	 
51046	14	0	 	 	 	 	 
51046	15	0	 	 	 	 	 
51046	16	0	 	 	 	 	 
51047	13	0	 	 	 	 	 
51047	14	0	 	 	 	 	 
51047	15	0	 	 	 	 	 
51047	16	0	 	 	 	 	 
51048	13	29	1	1	1	98	295
51048	14	30	1	1	1	 	 
51048	15	31	1	1	1	 	 
51048	16	32	4	1	1	 	 
51049	13	0	 	 	 	 	 
51049	14	0	 	 	 	 	 
51049	15	0	 	 	 	 	 
51049	16	0	 	 	 	 	 
51057	13	0	 	 	 	 	 
51057	14	0	 	 	 	 	 
51057	15	0	 	 	 	 	 
51057	16	0	 	 	 	 	 
51070	13	30	1	3	1	98	305
51070	14	31	1	3	1	 	 
51070	15	34	1	3	1	 	 
51070	16	0	 	 	 	 	 
61001	13	0	 	 	 	 	 
61001	14	0	 	 	 	 	 
61001	15	0	 	 	 	 	 
61001	16	0	 	 	 	 	 
61003	13	0	 	 	 	 	 
61003	14	0	 	 	 	 	 
61003	15	0	 	 	 	 	 
61003	16	0	 	 	 	 	 
61004	13	0	 	 	 	 	 
61004	14	0	 	 	 	 	 
61004	15	0	 	 	 	 	 
61004	16	0	 	 	 	 	 
61006	13	12	1	3	1	2	143
61006	14	0	 	 	 	 	 
61006	15	0	 	 	 	 	 
61006	16	0	 	 	 	 	 
61008	13	17	1	3	0	2	206
61008	14	18	1	3	1	 	 
61008	15	0	 	 	 	 	 
61008	16	0	 	 	 	 	 
61009	13	29	1	1	1	98	1226
61009	14	30	1	1	1	 	 
61009	15	31	1	1	1	 	 
61009	16	32	4	1	1	 	 
61011	13	0	 	 	 	 	 
61011	14	0	 	 	 	 	 
61011	15	0	 	 	 	 	 
61011	16	0	 	 	 	 	 
61012	13	0	 	 	 	 	 
61012	14	0	 	 	 	 	 
61012	15	0	 	 	 	 	 
61012	16	0	 	 	 	 	 
61013	13	0	 	 	 	 	 
61013	14	0	 	 	 	 	 
61013	15	0	 	 	 	 	 
61013	16	0	 	 	 	 	 
61014	13	0	 	 	 	 	 
61014	14	0	 	 	 	 	 
61014	15	0	 	 	 	 	 
61014	16	0	 	 	 	 	 
61015	13	0	 	 	 	 	 
61015	14	0	 	 	 	 	 
61015	15	0	 	 	 	 	 
61015	16	0	 	 	 	 	 
61016	13	0	 	 	 	 	 
61016	14	0	 	 	 	 	 
61016	15	0	 	 	 	 	 
61016	16	0	 	 	 	 	 
61017	13	21	3	7	0	98	1158
61017	14	0	 	 	 	 	 
61017	15	0	 	 	 	 	 
61017	16	0	 	 	 	 	 
61018	13	0	 	 	 	 	 
61018	14	0	 	 	 	 	 
61018	15	0	 	 	 	 	 
61018	16	0	 	 	 	 	 
61019	13	30	1	3	1	98	297
61019	14	31	1	3	1	 	 
61019	15	34	1	3	1	 	 
61019	16	0	 	 	 	 	 
61020	13	0	 	 	 	 	 
61020	14	0	 	 	 	 	 
61020	15	0	 	 	 	 	 
61020	16	0	 	 	 	 	 
61021	13	26	1	3	1	98	290
61021	14	0	 	 	 	 	 
61021	15	0	 	 	 	 	 
61021	16	0	 	 	 	 	 
61024	13	0	 	 	 	 	 
61024	14	0	 	 	 	 	 
61024	15	0	 	 	 	 	 
61024	16	0	 	 	 	 	 
61025	13	0	 	 	 	 	 
61025	14	0	 	 	 	 	 
61025	15	0	 	 	 	 	 
61025	16	0	 	 	 	 	 
61026	13	0	 	 	 	 	 
61026	14	0	 	 	 	 	 
61026	15	0	 	 	 	 	 
61026	16	0	 	 	 	 	 
61028	13	0	 	 	 	 	 
61028	14	0	 	 	 	 	 
61028	15	0	 	 	 	 	 
61028	16	0	 	 	 	 	 
61029	13	12	1	3	1	98	141
61029	14	21	1	7	0	98	1151
61029	15	25	1	7	1	 	 
61029	16	26	4	7	1	 	 
61030	13	29	1	3	1	98	311
61030	14	30	1	3	1	 	 
61030	15	31	1	3	1	 	 
61030	16	32	4	3	1	 	 
61031	13	29	1	3	0	98	1157
61031	14	30	1	3	1	 	 
61031	15	31	1	3	1	 	 
61031	16	34	4	3	1	 	 
61032	13	25	1	3	1	2	204
61032	14	26	1	3	1	 	 
61032	15	0	 	 	 	 	 
61032	16	0	 	 	 	 	 
61033	13	0	 	 	 	 	 
61033	14	0	 	 	 	 	 
61033	15	0	 	 	 	 	 
61033	16	0	 	 	 	 	 
61034	13	12	1	3	1	2	142
61034	14	0	 	 	 	 	 
61034	15	17	1	3	0	2	206
61034	16	18	4	3	1	 	 
61035	13	30	1	3	1	98	326
61035	14	31	1	3	1	 	 
61035	15	32	1	3	1	 	 
61035	16	33	4	3	1	 	 
61036	13	0	 	 	 	 	 
61036	14	0	 	 	 	 	 
61036	15	0	 	 	 	 	 
61036	16	0	 	 	 	 	 
61037	13	0	 	 	 	 	 
61037	14	17	1	3	0	98	1147
61037	15	18	1	3	1	 	 
61037	16	0	 	 	 	 	 
61038	13	0	 	 	 	 	 
61038	14	0	 	 	 	 	 
61038	15	0	 	 	 	 	 
61038	16	0	 	 	 	 	 
61039	13	15	1	3	1	2	205
61039	14	0	 	 	 	 	 
61039	15	0	 	 	 	 	 
61039	16	0	 	 	 	 	 
61040	13	22	3	3	1	98	329
61040	14	25	1	3	1	 	 
61040	15	26	1	3	1	 	 
61040	16	0	 	 	 	 	 
61041	13	0	 	 	 	 	 
61041	14	0	 	 	 	 	 
61041	15	14	1	3	0	98	1165
61041	16	18	4	3	1	 	 
61042	13	29	1	3	0	98	1160
61042	14	31	1	3	1	 	 
61042	15	32	1	3	1	 	 
61042	16	32	4	3	1	 	 
61043	13	0	 	 	 	 	 
61043	14	0	 	 	 	 	 
61043	15	0	 	 	 	 	 
61043	16	0	 	 	 	 	 
61044	13	29	1	3	0	98	297
61044	14	30	1	3	1	 	 
61044	15	31	1	3	1	 	 
61044	16	32	4	3	1	 	 
61046	13	0	 	 	 	 	 
61046	14	0	 	 	 	 	 
61046	15	0	 	 	 	 	 
61046	16	0	 	 	 	 	 
61047	13	30	1	1	1	98	295
61047	14	31	1	1	1	 	 
61047	15	32	1	1	1	 	 
61047	16	0	 	 	 	 	 
61048	13	12	1	3	1	2	147
61048	14	14	3	3	0	2	292
61048	15	0	 	 	 	 	 
61048	16	0	 	 	 	 	 
61049	13	0	 	 	 	 	 
61049	14	0	 	 	 	 	 
61049	15	0	 	 	 	 	 
61049	16	0	 	 	 	 	 
61050	13	0	 	 	 	 	 
61050	14	0	 	 	 	 	 
61050	15	0	 	 	 	 	 
61050	16	0	 	 	 	 	 
61052	13	0	 	 	 	 	 
61052	14	0	 	 	 	 	 
61052	15	0	 	 	 	 	 
61052	16	0	 	 	 	 	 
61055	13	18	1	3	1	2	206
61055	14	0	 	 	 	 	 
61055	15	0	 	 	 	 	 
61055	16	0	 	 	 	 	 
61056	13	0	 	 	 	 	 
61056	14	0	 	 	 	 	 
61056	15	0	 	 	 	 	 
61056	16	0	 	 	 	 	 
61057	13	0	 	 	 	 	 
61057	14	0	 	 	 	 	 
61057	15	0	 	 	 	 	 
61057	16	0	 	 	 	 	 
61076	13	0	 	 	 	 	 
61076	14	0	 	 	 	 	 
61076	15	0	 	 	 	 	 
61076	16	0	 	 	 	 	 
61079	13	0	 	 	 	 	 
61079	14	0	 	 	 	 	 
61079	15	0	 	 	 	 	 
61079	16	0	 	 	 	 	 
61104	13	0	 	 	 	 	 
61104	14	0	 	 	 	 	 
61104	15	0	 	 	 	 	 
61104	16	0	 	 	 	 	 
71001	13	0	 	 	 	 	 
71001	14	0	 	 	 	 	 
71001	15	0	 	 	 	 	 
71001	16	0	 	 	 	 	 
71002	13	0	 	 	 	 	 
71002	14	0	 	 	 	 	 
71002	15	0	 	 	 	 	 
71002	16	0	 	 	 	 	 
71003	13	0	 	 	 	 	 
71003	14	0	 	 	 	 	 
71003	15	0	 	 	 	 	 
71003	16	0	 	 	 	 	 
71004	13	24	1	1	0	98	1152
71004	14	25	1	1	1	 	 
71004	15	26	2	1	1	 	 
71004	16	0	 	 	 	 	 
71005	13	0	 	 	 	 	 
71005	14	0	 	 	 	 	 
71005	15	0	 	 	 	 	 
71005	16	0	 	 	 	 	 
71007	13	30	1	3	1	98	294
71007	14	31	3	3	1	 	 
71007	15	0	 	 	 	 	 
71007	16	0	 	 	 	 	 
71008	13	0	 	 	 	 	 
71008	14	0	 	 	 	 	 
71008	15	0	 	 	 	 	 
71008	16	0	 	 	 	 	 
71009	13	0	 	 	 	 	 
71009	14	0	 	 	 	 	 
71009	15	0	 	 	 	 	 
71009	16	0	 	 	 	 	 
71010	13	30	1	1	1	98	310
71010	14	31	1	1	1	 	 
71010	15	32	1	1	1	 	 
71010	16	38	4	6	0	98	1168
71011	13	0	 	 	 	 	 
71011	14	0	 	 	 	 	 
71011	15	0	 	 	 	 	 
71011	16	0	 	 	 	 	 
71013	13	0	 	 	 	 	 
71013	14	0	 	 	 	 	 
71013	15	0	 	 	 	 	 
71013	16	0	 	 	 	 	 
71014	13	0	 	 	 	 	 
71014	14	0	 	 	 	 	 
71014	15	0	 	 	 	 	 
71014	16	0	 	 	 	 	 
71015	13	0	 	 	 	 	 
71015	14	0	 	 	 	 	 
71015	15	0	 	 	 	 	 
71015	16	0	 	 	 	 	 
71018	13	0	 	 	 	 	 
71018	14	0	 	 	 	 	 
71018	15	0	 	 	 	 	 
71018	16	0	 	 	 	 	 
71019	13	30	1	3	1	98	324
71019	14	31	1	3	1	 	 
71019	15	32	1	3	1	 	 
71019	16	34	1	3	1	 	 
71020	13	9	1	3	0	2	100
71020	14	10	1	3	1	 	 
71020	15	11	1	3	1	 	 
71020	16	0	 	 	 	 	 
71021	13	29	1	1	0	98	1161
71021	14	30	1	1	1	 	 
71021	15	31	1	1	1	 	 
71021	16	32	1	1	1	 	 
71023	13	0	 	 	 	 	 
71023	14	0	 	 	 	 	 
71023	15	0	 	 	 	 	 
71023	16	0	 	 	 	 	 
71024	13	30	1	3	1	98	309
71024	14	31	1	3	1	 	 
71024	15	34	1	3	1	 	 
71024	16	0	 	 	 	 	 
71025	13	0	 	 	 	 	 
71025	14	0	 	 	 	 	 
71025	15	0	 	 	 	 	 
71025	16	0	 	 	 	 	 
71026	13	0	 	 	 	 	 
71026	14	0	 	 	 	 	 
71026	15	0	 	 	 	 	 
71026	16	0	 	 	 	 	 
71027	13	24	1	1	0	98	1152
71027	14	0	 	 	 	 	 
71027	15	17	1	1	0	98	317
71027	16	20	1	1	1	 	 
71028	13	0	 	 	 	 	 
71028	14	0	 	 	 	 	 
71028	15	0	 	 	 	 	 
71028	16	0	 	 	 	 	 
71029	13	0	 	 	 	 	 
71029	14	0	 	 	 	 	 
71029	15	0	 	 	 	 	 
71029	16	0	 	 	 	 	 
71031	13	0	 	 	 	 	 
71031	14	0	 	 	 	 	 
71031	15	0	 	 	 	 	 
71031	16	0	 	 	 	 	 
71032	13	0	 	 	 	 	 
71032	14	0	 	 	 	 	 
71032	15	0	 	 	 	 	 
71032	16	0	 	 	 	 	 
71033	13	0	 	 	 	 	 
71033	14	0	 	 	 	 	 
71033	15	0	 	 	 	 	 
71033	16	0	 	 	 	 	 
71034	13	0	 	 	 	 	 
71034	14	0	 	 	 	 	 
71034	15	0	 	 	 	 	 
71034	16	0	 	 	 	 	 
71035	13	12	1	7	1	2	151
71035	14	0	 	 	 	 	 
71035	15	0	 	 	 	 	 
71035	16	0	 	 	 	 	 
71036	13	0	 	 	 	 	 
71036	14	0	 	 	 	 	 
71036	15	0	 	 	 	 	 
71036	16	0	 	 	 	 	 
71037	13	30	1	3	1	98	311
71037	14	31	1	3	1	 	 
71037	15	32	1	3	1	 	 
71037	16	0	 	 	 	 	 
71038	13	25	1	3	0	2	204
71038	14	26	1	3	1	 	 
71038	15	0	 	 	 	 	 
71038	16	0	 	 	 	 	 
71039	13	0	 	 	 	 	 
71039	14	0	 	 	 	 	 
71039	15	0	 	 	 	 	 
71039	16	0	 	 	 	 	 
71041	13	24	1	3	0	98	1149
71041	14	25	1	3	1	 	 
71041	15	26	1	3	1	 	 
71041	16	0	 	 	 	 	 
71042	13	24	1	3	0	98	296
71042	14	25	1	3	1	 	 
71042	15	26	1	3	1	 	 
71042	16	0	 	 	 	 	 
71043	13	0	 	 	 	 	 
71043	14	0	 	 	 	 	 
71043	15	0	 	 	 	 	 
71043	16	0	 	 	 	 	 
71044	13	0	 	 	 	 	 
71044	14	0	 	 	 	 	 
71044	15	0	 	 	 	 	 
71044	16	0	 	 	 	 	 
71046	13	29	1	3	0	98	303
71046	14	30	1	3	1	 	 
71046	15	31	1	3	1	 	 
71046	16	32	4	3	1	 	 
71047	13	24	3	3	0	2	204
71047	14	13	1	5	0	98	1154
71047	15	0	 	 	 	 	 
71047	16	0	 	 	 	 	 
71048	13	14	1	3	0	98	1162
71048	14	15	1	3	1	 	 
71048	15	16	1	3	1	 	 
71048	16	0	 	 	 	 	 
71049	13	0	 	 	 	 	 
71049	14	0	 	 	 	 	 
71049	15	0	 	 	 	 	 
71049	16	0	 	 	 	 	 
71073	13	18	1	6	1	98	316
71073	14	19	1	6	1	 	 
71073	15	0	 	 	 	 	 
71073	16	0	 	 	 	 	 
71097	13	30	1	3	1	98	303
71097	14	31	1	3	1	 	 
71097	15	32	1	3	1	 	 
71097	16	0	 	 	 	 	 
71112	13	18	1	3	0	98	315
71112	14	19	1	3	1	 	 
71112	15	38	1	6	0	98	1171
71112	16	38	4	6	1	 	 
71120	13	29	1	7	0	98	295
71120	14	30	1	7	1	 	 
71120	15	31	1	7	1	 	 
71120	16	32	4	7	1	 	 
71121	13	0	 	 	 	 	 
71121	14	0	 	 	 	 	 
71121	15	0	 	 	 	 	 
71121	16	0	 	 	 	 	 
81001	13	0	 	 	 	 	 
81001	14	0	 	 	 	 	 
81001	15	0	 	 	 	 	 
81001	16	0	 	 	 	 	 
81003	13	2	1	3	1	98	311
81003	14	31	1	3	1	 	 
81003	15	32	1	3	1	 	 
81003	16	33	4	3	1	 	 
81004	13	0	 	 	 	 	 
81004	14	0	 	 	 	 	 
81004	15	0	 	 	 	 	 
81004	16	0	 	 	 	 	 
81005	13	0	 	 	 	 	 
81005	14	0	 	 	 	 	 
81005	15	0	 	 	 	 	 
81005	16	0	 	 	 	 	 
81006	13	12	1	3	1	2	372
81006	14	0	 	 	 	 	 
81006	15	0	 	 	 	 	 
81006	16	0	 	 	 	 	 
81007	13	14	1	3	0	98	1166
81007	14	15	1	3	1	 	 
81007	15	0	 	 	 	 	 
81007	16	0	 	 	 	 	 
81008	13	0	 	 	 	 	 
81008	14	0	 	 	 	 	 
81008	15	0	 	 	 	 	 
81008	16	0	 	 	 	 	 
81009	13	0	 	 	 	 	 
81009	14	0	 	 	 	 	 
81009	15	0	 	 	 	 	 
81009	16	0	 	 	 	 	 
81010	13	12	1	3	1	2	375
81010	14	0	 	 	 	 	 
81010	15	0	 	 	 	 	 
81010	16	0	 	 	 	 	 
81011	13	0	 	 	 	 	 
81011	14	0	 	 	 	 	 
81011	15	0	 	 	 	 	 
81011	16	0	 	 	 	 	 
81012	13	30	1	1	1	98	295
81012	14	31	1	1	1	 	 
81012	15	32	1	1	1	 	 
81012	16	0	 	 	 	 	 
81013	13	0	 	 	 	 	 
81013	14	0	 	 	 	 	 
81013	15	0	 	 	 	 	 
81013	16	0	 	 	 	 	 
81017	13	12	1	3	1	2	149
81017	14	0	 	 	 	 	 
81017	15	0	 	 	 	 	 
81017	16	0	 	 	 	 	 
81018	13	0	 	 	 	 	 
81018	14	0	 	 	 	 	 
81018	15	0	 	 	 	 	 
81018	16	0	 	 	 	 	 
81019	13	0	 	 	 	 	 
81019	14	0	 	 	 	 	 
81019	15	0	 	 	 	 	 
81019	16	0	 	 	 	 	 
81020	13	0	 	 	 	 	 
81020	14	0	 	 	 	 	 
81020	15	0	 	 	 	 	 
81020	16	0	 	 	 	 	 
81021	13	0	 	 	 	 	 
81021	14	0	 	 	 	 	 
81021	15	0	 	 	 	 	 
81021	16	0	 	 	 	 	 
81022	13	0	 	 	 	 	 
81022	14	0	 	 	 	 	 
81022	15	0	 	 	 	 	 
81022	16	0	 	 	 	 	 
81023	13	0	 	 	 	 	 
81023	14	0	 	 	 	 	 
81023	15	0	 	 	 	 	 
81023	16	0	 	 	 	 	 
81024	13	0	 	 	 	 	 
81024	14	0	 	 	 	 	 
81024	15	0	 	 	 	 	 
81024	16	0	 	 	 	 	 
81025	13	0	 	 	 	 	 
81025	14	0	 	 	 	 	 
81025	15	0	 	 	 	 	 
81025	16	0	 	 	 	 	 
81026	13	25	1	3	1	98	289
81026	14	26	1	3	1	 	 
81026	15	0	 	 	 	 	 
81026	16	0	 	 	 	 	 
81028	13	0	 	 	 	 	 
81028	14	0	 	 	 	 	 
81028	15	0	 	 	 	 	 
81028	16	0	 	 	 	 	 
81029	13	12	3	3	1	2	372
81029	14	0	 	 	 	 	 
81029	15	0	 	 	 	 	 
81029	16	0	 	 	 	 	 
81030	13	22	1	3	1	98	297
81030	14	23	1	3	1	 	 
81030	15	0	 	 	 	 	 
81030	16	0	 	 	 	 	 
81031	13	29	1	3	0	98	296
81031	14	30	1	3	1	 	 
81031	15	31	1	3	1	 	 
81031	16	34	1	3	1	 	 
81032	13	21	3	3	1	98	292
81032	14	0	 	 	 	 	 
81032	15	0	 	 	 	 	 
81032	16	0	 	 	 	 	 
81035	13	30	2	3	1	98	306
81035	14	31	1	3	1	 	 
81035	15	32	1	3	1	 	 
81035	16	34	1	3	1	 	 
81036	13	24	1	3	1	98	325
81036	14	25	1	3	1	 	 
81036	15	26	1	3	1	 	 
81036	16	29	4	1	1	 	 
81038	13	0	 	 	 	 	 
81038	14	0	 	 	 	 	 
81038	15	0	 	 	 	 	 
81038	16	0	 	 	 	 	 
81039	13	13	1	1	0	98	1234
81039	14	0	 	 	 	 	 
81039	15	0	 	 	 	 	 
81039	16	0	 	 	 	 	 
81041	13	21	1	3	0	2	372
81041	14	25	1	3	1	 	 
81041	15	26	1	3	1	 	 
81041	16	0	 	 	 	 	 
81042	13	0	 	 	 	 	 
81042	14	38	1	3	0	98	1223
81042	15	38	1	3	1	 	 
81042	16	0	 	 	 	 	 
81043	13	0	 	 	 	 	 
81043	14	0	 	 	 	 	 
81043	15	0	 	 	 	 	 
81043	16	0	 	 	 	 	 
81045	13	0	 	 	 	 	 
81045	14	0	 	 	 	 	 
81045	15	0	 	 	 	 	 
81045	16	0	 	 	 	 	 
81046	13	10	1	3	0	2	375
81046	14	11	1	3	1	 	 
81046	15	12	1	3	1	 	 
81046	16	0	 	 	 	 	 
81047	13	0	 	 	 	 	 
81047	14	0	 	 	 	 	 
81047	15	0	 	 	 	 	 
81047	16	0	 	 	 	 	 
81049	13	30	1	3	1	98	314
81049	14	31	1	3	1	 	 
81049	15	32	1	3	1	 	 
81049	16	0	 	 	 	 	 
81050	13	0	 	 	 	 	 
81050	14	0	 	 	 	 	 
81050	15	0	 	 	 	 	 
81050	16	0	 	 	 	 	 
81073	13	0	 	 	 	 	 
81073	14	0	 	 	 	 	 
81073	15	0	 	 	 	 	 
81073	16	0	 	 	 	 	 
81092	13	0	 	 	 	 	 
81092	14	0	 	 	 	 	 
81092	15	0	 	 	 	 	 
81092	16	0	 	 	 	 	 
81105	13	0	 	 	 	 	 
81105	14	0	 	 	 	 	 
81105	15	0	 	 	 	 	 
81105	16	0	 	 	 	 	 
81108	13	0	 	 	 	 	 
81108	14	0	 	 	 	 	 
81108	15	0	 	 	 	 	 
81108	16	0	 	 	 	 	 
81120	13	30	1	3	1	98	309
81120	14	31	1	3	1	 	 
81120	15	32	1	3	1	 	 
81120	16	0	 	 	 	 	 
81130	13	0	 	 	 	 	 
81130	14	0	 	 	 	 	 
81130	15	0	 	 	 	 	 
81130	16	0	 	 	 	 	 
81139	13	15	1	3	1	98	317
81139	14	16	1	3	1	 	 
81139	15	0	 	 	 	 	 
81139	16	0	 	 	 	 	 
81145	13	0	 	 	 	 	 
81145	14	0	 	 	 	 	 
81145	15	0	 	 	 	 	 
81145	16	0	 	 	 	 	 
81150	13	30	1	3	0	98	351
81150	14	31	1	3	1	 	 
81150	15	32	1	3	1	 	 
81150	16	0	 	 	 	 	 
81152	13	0	 	 	 	 	 
81152	14	0	 	 	 	 	 
81152	15	0	 	 	 	 	 
81152	16	0	 	 	 	 	 
91001	13	0	 	 	 	 	 
91001	14	0	 	 	 	 	 
91001	15	0	 	 	 	 	 
91001	16	0	 	 	 	 	 
91003	13	29	1	3	0	98	1129
91003	14	30	1	3	1	 	 
91003	15	0	 	 	 	 	 
91003	16	31	4	3	1	 	 
91005	13	29	1	3	0	98	1128
91005	14	30	1	3	1	 	 
91005	15	31	1	3	1	 	 
91005	16	32	4	3	1	 	 
91006	13	0	 	 	 	 	 
91006	14	0	 	 	 	 	 
91006	15	0	 	 	 	 	 
91006	16	0	 	 	 	 	 
91008	13	0	 	 	 	 	 
91008	14	0	 	 	 	 	 
91008	15	0	 	 	 	 	 
91008	16	0	 	 	 	 	 
91009	13	0	 	 	 	 	 
91009	14	0	 	 	 	 	 
91009	15	0	 	 	 	 	 
91009	16	0	 	 	 	 	 
91010	13	0	 	 	 	 	 
91010	14	0	 	 	 	 	 
91010	15	0	 	 	 	 	 
91010	16	0	 	 	 	 	 
91011	13	0	 	 	 	 	 
91011	14	0	 	 	 	 	 
91011	15	0	 	 	 	 	 
91011	16	0	 	 	 	 	 
91012	13	0	 	 	 	 	 
91012	14	0	 	 	 	 	 
91012	15	0	 	 	 	 	 
91012	16	0	 	 	 	 	 
91014	13	0	 	 	 	 	 
91014	14	0	 	 	 	 	 
91014	15	0	 	 	 	 	 
91014	16	0	 	 	 	 	 
91015	13	0	 	 	 	 	 
91015	14	0	 	 	 	 	 
91015	15	0	 	 	 	 	 
91015	16	0	 	 	 	 	 
91016	13	0	 	 	 	 	 
91016	14	0	 	 	 	 	 
91016	15	0	 	 	 	 	 
91016	16	0	 	 	 	 	 
91017	13	12	1	3	1	3	377
91017	14	0	 	 	 	 	 
91017	15	13	1	3	0	98	1132
91017	16	0	 	 	 	 	 
91019	13	0	 	 	 	 	 
91019	14	0	 	 	 	 	 
91019	15	0	 	 	 	 	 
91019	16	13	4	3	0	98	1132
91020	13	0	 	 	 	 	 
91020	14	0	 	 	 	 	 
91020	15	0	 	 	 	 	 
91020	16	0	 	 	 	 	 
91021	13	0	 	 	 	 	 
91021	14	0	 	 	 	 	 
91021	15	0	 	 	 	 	 
91021	16	0	 	 	 	 	 
91022	13	0	 	 	 	 	 
91022	14	0	 	 	 	 	 
91022	15	0	 	 	 	 	 
91022	16	0	 	 	 	 	 
91024	13	0	 	 	 	 	 
91024	14	0	 	 	 	 	 
91024	15	0	 	 	 	 	 
91024	16	0	 	 	 	 	 
91025	13	0	 	 	 	 	 
91025	14	0	 	 	 	 	 
91025	15	0	 	 	 	 	 
91025	16	0	 	 	 	 	 
91026	13	0	 	 	 	 	 
91026	14	0	 	 	 	 	 
91026	15	0	 	 	 	 	 
91026	16	0	 	 	 	 	 
91027	13	0	 	 	 	 	 
91027	14	0	 	 	 	 	 
91027	15	0	 	 	 	 	 
91027	16	0	 	 	 	 	 
91028	13	0	 	 	 	 	 
91028	14	0	 	 	 	 	 
91028	15	0	 	 	 	 	 
91028	16	0	 	 	 	 	 
91029	13	0	 	 	 	 	 
91029	14	0	 	 	 	 	 
91029	15	0	 	 	 	 	 
91029	16	0	 	 	 	 	 
91030	13	0	 	 	 	 	 
91030	14	0	 	 	 	 	 
91030	15	0	 	 	 	 	 
91030	16	0	 	 	 	 	 
91031	13	0	 	 	 	 	 
91031	14	0	 	 	 	 	 
91031	15	0	 	 	 	 	 
91031	16	0	 	 	 	 	 
91032	13	0	 	 	 	 	 
91032	14	0	 	 	 	 	 
91032	15	0	 	 	 	 	 
91032	16	0	 	 	 	 	 
91033	13	0	 	 	 	 	 
91033	14	0	 	 	 	 	 
91033	15	0	 	 	 	 	 
91033	16	0	 	 	 	 	 
91036	13	0	 	 	 	 	 
91036	14	0	 	 	 	 	 
91036	15	0	 	 	 	 	 
91036	16	0	 	 	 	 	 
91037	13	0	 	 	 	 	 
91037	14	0	 	 	 	 	 
91037	15	0	 	 	 	 	 
91037	16	0	 	 	 	 	 
91039	13	0	 	 	 	 	 
91039	14	0	 	 	 	 	 
91039	15	0	 	 	 	 	 
91039	16	0	 	 	 	 	 
91042	13	0	 	 	 	 	 
91042	14	0	 	 	 	 	 
91042	15	0	 	 	 	 	 
91042	16	0	 	 	 	 	 
91044	13	0	 	 	 	 	 
91044	14	0	 	 	 	 	 
91044	15	0	 	 	 	 	 
91044	16	0	 	 	 	 	 
91045	13	0	 	 	 	 	 
91045	14	0	 	 	 	 	 
91045	15	0	 	 	 	 	 
91045	16	0	 	 	 	 	 
91046	13	0	 	 	 	 	 
91046	14	0	 	 	 	 	 
91046	15	0	 	 	 	 	 
91046	16	0	 	 	 	 	 
91047	13	0	 	 	 	 	 
91047	14	0	 	 	 	 	 
91047	15	0	 	 	 	 	 
91047	16	0	 	 	 	 	 
91048	13	0	 	 	 	 	 
91048	14	0	 	 	 	 	 
91048	15	0	 	 	 	 	 
91048	16	0	 	 	 	 	 
91049	13	0	 	 	 	 	 
91049	14	0	 	 	 	 	 
