CHILDCODE	LVSKIDR4	AYANR4	NMAMR4	VLAMR4	CHDSANR4
11014	16	 	 	 	 
11014	17	 	 	 	 
11014	18	 	 	 	 
11014	19	 	 	 	 
11014	20	 	 	 	 
11015	1	 	 	 	 
11015	2	 	 	 	 
11015	3	 	 	 	 
11015	4	 	 	 	 
11015	5	 	 	 	 
11015	6	 	 	 	 
11015	7	 	 	 	 
11015	8	 	 	 	 
11015	9	 	 	 	 
11015	10	 	 	 	 
11015	11	 	 	 	 
11015	12	 	 	 	 
11015	13	 	 	 	 
11015	14	 	 	 	 
11015	15	 	 	 	 
11015	16	 	 	 	 
11015	17	 	 	 	 
11015	18	 	 	 	 
11015	19	 	 	 	 
11015	20	 	 	 	 
11016	1	 	 	 	 
11016	2	 	 	 	 
11016	3	 	 	 	 
11016	4	 	 	 	 
11016	5	 	 	 	 
11016	6	 	 	 	 
11016	7	 	 	 	 
11016	8	 	 	 	 
11016	9	 	 	 	 
11016	10	 	 	 	 
11016	11	 	 	 	 
11016	12	 	 	 	 
11016	13	 	 	 	 
11016	14	 	 	 	 
11016	15	 	 	 	 
11016	16	 	 	 	 
11016	17	 	 	 	 
11016	18	 	 	 	 
11016	19	 	 	 	 
11016	20	 	 	 	 
11018	1	N	 	 	 
11018	2	Y	2	40000	1
11018	3	Y	1	3500	1
11018	4	N	 	 	 
11018	5	Y	4	100000	1
11018	6	Y	2	5000	1
11018	7	N	 	 	 
11018	8	Y	2	30000	1
11018	9	N	 	 	 
11018	10	N	 	 	 
11018	11	N	 	 	 
11018	12	N	 	 	 
11018	13	N	 	 	 
11018	14	N	 	 	 
11018	15	N	 	 	 
11018	16	N	 	 	 
11018	17	N	 	 	 
11018	18	N	 	 	 
11018	19	N	 	 	 
11018	20	N	 	 	 
11019	1	 	 	 	 
11019	2	 	 	 	 
11019	3	 	 	 	 
11019	4	 	 	 	 
11019	5	 	 	 	 
11019	6	 	 	 	 
11019	7	 	 	 	 
11019	8	 	 	 	 
11019	9	 	 	 	 
11019	10	 	 	 	 
11019	11	 	 	 	 
11019	12	 	 	 	 
11019	13	 	 	 	 
11019	14	 	 	 	 
11019	15	 	 	 	 
11019	16	 	 	 	 
11019	17	 	 	 	 
11019	18	 	 	 	 
11019	19	 	 	 	 
11019	20	 	 	 	 
11021	1	 	 	 	 
11021	2	 	 	 	 
11021	3	 	 	 	 
11021	4	 	 	 	 
11021	5	 	 	 	 
11021	6	 	 	 	 
11021	7	 	 	 	 
11021	8	 	 	 	 
11021	9	 	 	 	 
11021	10	 	 	 	 
11021	11	 	 	 	 
11021	12	 	 	 	 
11021	13	 	 	 	 
11021	14	 	 	 	 
11021	15	 	 	 	 
11021	16	 	 	 	 
11021	17	 	 	 	 
11021	18	 	 	 	 
11021	19	 	 	 	 
11021	20	 	 	 	 
11022	1	 	 	 	 
11022	2	 	 	 	 
11022	3	 	 	 	 
11022	4	 	 	 	 
11022	5	 	 	 	 
11022	6	 	 	 	 
11022	7	 	 	 	 
11022	8	 	 	 	 
11022	9	 	 	 	 
11022	10	 	 	 	 
11022	11	 	 	 	 
11022	12	 	 	 	 
11022	13	 	 	 	 
11022	14	 	 	 	 
11022	15	 	 	 	 
11022	16	 	 	 	 
11022	17	 	 	 	 
11022	18	 	 	 	 
11022	19	 	 	 	 
11022	20	 	 	 	 
11023	1	 	 	 	 
11023	2	 	 	 	 
11023	3	 	 	 	 
11023	4	 	 	 	 
11023	5	 	 	 	 
11023	6	 	 	 	 
11023	7	 	 	 	 
11023	8	 	 	 	 
11023	9	 	 	 	 
11023	10	 	 	 	 
11023	11	 	 	 	 
11023	12	 	 	 	 
11023	13	 	 	 	 
11023	14	 	 	 	 
11023	15	 	 	 	 
11023	16	 	 	 	 
11023	17	 	 	 	 
11023	18	 	 	 	 
11023	19	 	 	 	 
11023	20	 	 	 	 
11024	1	 	 	 	 
11024	2	 	 	 	 
11024	3	 	 	 	 
11024	4	 	 	 	 
11024	5	 	 	 	 
11024	6	 	 	 	 
11024	7	 	 	 	 
11024	8	 	 	 	 
11024	9	 	 	 	 
11024	10	 	 	 	 
11024	11	 	 	 	 
11024	12	 	 	 	 
11024	13	 	 	 	 
11024	14	 	 	 	 
11024	15	 	 	 	 
11024	16	 	 	 	 
11024	17	 	 	 	 
11024	18	 	 	 	 
11024	19	 	 	 	 
11024	20	 	 	 	 
11025	1	 	 	 	 
11025	2	 	 	 	 
11025	3	 	 	 	 
11025	4	 	 	 	 
11025	5	 	 	 	 
11025	6	 	 	 	 
11025	7	 	 	 	 
11025	8	 	 	 	 
11025	9	 	 	 	 
11025	10	 	 	 	 
11025	11	 	 	 	 
11025	12	 	 	 	 
11025	13	 	 	 	 
11025	14	 	 	 	 
11025	15	 	 	 	 
11025	16	 	 	 	 
11025	17	 	 	 	 
11025	18	 	 	 	 
11025	19	 	 	 	 
11025	20	 	 	 	 
11026	1	 	 	 	 
11026	2	 	 	 	 
11026	3	 	 	 	 
11026	4	 	 	 	 
11026	5	 	 	 	 
11026	6	 	 	 	 
11026	7	 	 	 	 
11026	8	 	 	 	 
11026	9	 	 	 	 
11026	10	 	 	 	 
11026	11	 	 	 	 
11026	12	 	 	 	 
11026	13	 	 	 	 
11026	14	 	 	 	 
11026	15	 	 	 	 
11026	16	 	 	 	 
11026	17	 	 	 	 
11026	18	 	 	 	 
11026	19	 	 	 	 
11026	20	 	 	 	 
11027	1	 	 	 	 
11027	2	 	 	 	 
11027	3	 	 	 	 
11027	4	 	 	 	 
11027	5	 	 	 	 
11027	6	 	 	 	 
11027	7	 	 	 	 
11027	8	 	 	 	 
11027	9	 	 	 	 
11027	10	 	 	 	 
11027	11	 	 	 	 
11027	12	 	 	 	 
11027	13	 	 	 	 
11027	14	 	 	 	 
11027	15	 	 	 	 
11027	16	 	 	 	 
11027	17	 	 	 	 
11027	18	 	 	 	 
11027	19	 	 	 	 
11027	20	 	 	 	 
11029	1	 	 	 	 
11029	2	 	 	 	 
11029	3	 	 	 	 
11029	4	 	 	 	 
11029	5	 	 	 	 
11029	6	 	 	 	 
11029	7	 	 	 	 
11029	8	 	 	 	 
11029	9	 	 	 	 
11029	10	 	 	 	 
11029	11	 	 	 	 
11029	12	 	 	 	 
11029	13	 	 	 	 
11029	14	 	 	 	 
11029	15	 	 	 	 
11029	16	 	 	 	 
11029	17	 	 	 	 
11029	18	 	 	 	 
11029	19	 	 	 	 
11029	20	 	 	 	 
11030	1	 	 	 	 
11030	2	 	 	 	 
11030	3	 	 	 	 
11030	4	 	 	 	 
11030	5	 	 	 	 
11030	6	 	 	 	 
11030	7	 	 	 	 
11030	8	 	 	 	 
11030	9	 	 	 	 
11030	10	 	 	 	 
11030	11	 	 	 	 
11030	12	 	 	 	 
11030	13	 	 	 	 
11030	14	 	 	 	 
11030	15	 	 	 	 
11030	16	 	 	 	 
11030	17	 	 	 	 
11030	18	 	 	 	 
11030	19	 	 	 	 
11030	20	 	 	 	 
11031	1	 	 	 	 
11031	2	 	 	 	 
11031	3	 	 	 	 
11031	4	 	 	 	 
11031	5	 	 	 	 
11031	6	 	 	 	 
11031	7	 	 	 	 
11031	8	 	 	 	 
11031	9	 	 	 	 
11031	10	 	 	 	 
11031	11	 	 	 	 
11031	12	 	 	 	 
11031	13	 	 	 	 
11031	14	 	 	 	 
11031	15	 	 	 	 
11031	16	 	 	 	 
11031	17	 	 	 	 
11031	18	 	 	 	 
11031	19	 	 	 	 
11031	20	 	 	 	 
11032	1	 	 	 	 
11032	2	 	 	 	 
11032	3	 	 	 	 
11032	4	 	 	 	 
11032	5	 	 	 	 
11032	6	 	 	 	 
11032	7	 	 	 	 
11032	8	 	 	 	 
11032	9	 	 	 	 
11032	10	 	 	 	 
11032	11	 	 	 	 
11032	12	 	 	 	 
11032	13	 	 	 	 
11032	14	 	 	 	 
11032	15	 	 	 	 
11032	16	 	 	 	 
11032	17	 	 	 	 
11032	18	 	 	 	 
11032	19	 	 	 	 
11032	20	 	 	 	 
11034	1	 	 	 	 
11034	2	 	 	 	 
11034	3	 	 	 	 
11034	4	 	 	 	 
11034	5	 	 	 	 
11034	6	 	 	 	 
11034	7	 	 	 	 
11034	8	 	 	 	 
11034	9	 	 	 	 
11034	10	 	 	 	 
11034	11	 	 	 	 
11034	12	 	 	 	 
11034	13	 	 	 	 
11034	14	 	 	 	 
11034	15	 	 	 	 
11034	16	 	 	 	 
11034	17	 	 	 	 
11034	18	 	 	 	 
11034	19	 	 	 	 
11034	20	 	 	 	 
11035	1	 	 	 	 
11035	2	 	 	 	 
11035	3	 	 	 	 
11035	4	 	 	 	 
11035	5	 	 	 	 
11035	6	 	 	 	 
11035	7	 	 	 	 
11035	8	 	 	 	 
11035	9	 	 	 	 
11035	10	 	 	 	 
11035	11	 	 	 	 
11035	12	 	 	 	 
11035	13	 	 	 	 
11035	14	 	 	 	 
11035	15	 	 	 	 
11035	16	 	 	 	 
11035	17	 	 	 	 
11035	18	 	 	 	 
11035	19	 	 	 	 
11035	20	 	 	 	 
11036	1	 	 	 	 
11036	2	 	 	 	 
11036	3	 	 	 	 
11036	4	 	 	 	 
11036	5	 	 	 	 
11036	6	 	 	 	 
11036	7	 	 	 	 
11036	8	 	 	 	 
11036	9	 	 	 	 
11036	10	 	 	 	 
11036	11	 	 	 	 
11036	12	 	 	 	 
11036	13	 	 	 	 
11036	14	 	 	 	 
11036	15	 	 	 	 
11036	16	 	 	 	 
11036	17	 	 	 	 
11036	18	 	 	 	 
11036	19	 	 	 	 
11036	20	 	 	 	 
11037	1	 	 	 	 
11037	2	 	 	 	 
11037	3	 	 	 	 
11037	4	 	 	 	 
11037	5	 	 	 	 
11037	6	 	 	 	 
11037	7	 	 	 	 
11037	8	 	 	 	 
11037	9	 	 	 	 
11037	10	 	 	 	 
11037	11	 	 	 	 
11037	12	 	 	 	 
11037	13	 	 	 	 
11037	14	 	 	 	 
11037	15	 	 	 	 
11037	16	 	 	 	 
11037	17	 	 	 	 
11037	18	 	 	 	 
11037	19	 	 	 	 
11037	20	 	 	 	 
11038	1	 	 	 	 
11038	2	 	 	 	 
11038	3	 	 	 	 
11038	4	 	 	 	 
11038	5	 	 	 	 
11038	6	 	 	 	 
11038	7	 	 	 	 
11038	8	 	 	 	 
11038	9	 	 	 	 
11038	10	 	 	 	 
11038	11	 	 	 	 
11038	12	 	 	 	 
11038	13	 	 	 	 
11038	14	 	 	 	 
11038	15	 	 	 	 
11038	16	 	 	 	 
11038	17	 	 	 	 
11038	18	 	 	 	 
11038	19	 	 	 	 
11038	20	 	 	 	 
11039	1	 	 	 	 
11039	2	 	 	 	 
11039	3	 	 	 	 
11039	4	 	 	 	 
11039	5	 	 	 	 
11039	6	 	 	 	 
11039	7	 	 	 	 
11039	8	 	 	 	 
11039	9	 	 	 	 
11039	10	 	 	 	 
11039	11	 	 	 	 
11039	12	 	 	 	 
11039	13	 	 	 	 
11039	14	 	 	 	 
11039	15	 	 	 	 
11039	16	 	 	 	 
11039	17	 	 	 	 
11039	18	 	 	 	 
11039	19	 	 	 	 
11039	20	 	 	 	 
11040	1	 	 	 	 
11040	2	 	 	 	 
11040	3	 	 	 	 
11040	4	 	 	 	 
11040	5	 	 	 	 
11040	6	 	 	 	 
11040	7	 	 	 	 
11040	8	 	 	 	 
11040	9	 	 	 	 
11040	10	 	 	 	 
11040	11	 	 	 	 
11040	12	 	 	 	 
11040	13	 	 	 	 
11040	14	 	 	 	 
11040	15	 	 	 	 
11040	16	 	 	 	 
11040	17	 	 	 	 
11040	18	 	 	 	 
11040	19	 	 	 	 
11040	20	 	 	 	 
11041	1	 	 	 	 
11041	2	 	 	 	 
11041	3	 	 	 	 
11041	4	 	 	 	 
11041	5	 	 	 	 
11041	6	 	 	 	 
11041	7	 	 	 	 
11041	8	 	 	 	 
11041	9	 	 	 	 
11041	10	 	 	 	 
11041	11	 	 	 	 
11041	12	 	 	 	 
11041	13	 	 	 	 
11041	14	 	 	 	 
11041	15	 	 	 	 
11041	16	 	 	 	 
11041	17	 	 	 	 
11041	18	 	 	 	 
11041	19	 	 	 	 
11041	20	 	 	 	 
11042	1	 	 	 	 
11042	2	 	 	 	 
11042	3	 	 	 	 
11042	4	 	 	 	 
11042	5	 	 	 	 
11042	6	 	 	 	 
11042	7	 	 	 	 
11042	8	 	 	 	 
11042	9	 	 	 	 
11042	10	 	 	 	 
11042	11	 	 	 	 
11042	12	 	 	 	 
11042	13	 	 	 	 
11042	14	 	 	 	 
11042	15	 	 	 	 
11042	16	 	 	 	 
11042	17	 	 	 	 
11042	18	 	 	 	 
11042	19	 	 	 	 
11042	20	 	 	 	 
11043	1	 	 	 	 
11043	2	 	 	 	 
11043	3	 	 	 	 
11043	4	 	 	 	 
11043	5	 	 	 	 
11043	6	 	 	 	 
11043	7	 	 	 	 
11043	8	 	 	 	 
11043	9	 	 	 	 
11043	10	 	 	 	 
11043	11	 	 	 	 
11043	12	 	 	 	 
11043	13	 	 	 	 
11043	14	 	 	 	 
11043	15	 	 	 	 
11043	16	 	 	 	 
11043	17	 	 	 	 
11043	18	 	 	 	 
11043	19	 	 	 	 
11043	20	 	 	 	 
11044	1	 	 	 	 
11044	2	 	 	 	 
11044	3	 	 	 	 
11044	4	 	 	 	 
11044	5	 	 	 	 
11044	6	 	 	 	 
11044	7	 	 	 	 
11044	8	 	 	 	 
11044	9	 	 	 	 
11044	10	 	 	 	 
11044	11	 	 	 	 
11044	12	 	 	 	 
11044	13	 	 	 	 
11044	14	 	 	 	 
11044	15	 	 	 	 
11044	16	 	 	 	 
11044	17	 	 	 	 
11044	18	 	 	 	 
11044	19	 	 	 	 
11044	20	 	 	 	 
11045	1	 	 	 	 
11045	2	 	 	 	 
11045	3	 	 	 	 
11045	4	 	 	 	 
11045	5	 	 	 	 
11045	6	 	 	 	 
11045	7	 	 	 	 
11045	8	 	 	 	 
11045	9	 	 	 	 
11045	10	 	 	 	 
11045	11	 	 	 	 
11045	12	 	 	 	 
11045	13	 	 	 	 
11045	14	 	 	 	 
11045	15	 	 	 	 
11045	16	 	 	 	 
11045	17	 	 	 	 
11045	18	 	 	 	 
11045	19	 	 	 	 
11045	20	 	 	 	 
11046	1	 	 	 	 
11046	2	 	 	 	 
11046	3	 	 	 	 
11046	4	 	 	 	 
11046	5	 	 	 	 
11046	6	 	 	 	 
11046	7	 	 	 	 
11046	8	 	 	 	 
11046	9	 	 	 	 
11046	10	 	 	 	 
11046	11	 	 	 	 
11046	12	 	 	 	 
11046	13	 	 	 	 
11046	14	 	 	 	 
11046	15	 	 	 	 
11046	16	 	 	 	 
11046	17	 	 	 	 
11046	18	 	 	 	 
11046	19	 	 	 	 
11046	20	 	 	 	 
11047	1	 	 	 	 
11047	2	 	 	 	 
11047	3	 	 	 	 
11047	4	 	 	 	 
11047	5	 	 	 	 
11047	6	 	 	 	 
11047	7	 	 	 	 
11047	8	 	 	 	 
11047	9	 	 	 	 
11047	10	 	 	 	 
11047	11	 	 	 	 
11047	12	 	 	 	 
11047	13	 	 	 	 
11047	14	 	 	 	 
11047	15	 	 	 	 
11047	16	 	 	 	 
11047	17	 	 	 	 
11047	18	 	 	 	 
11047	19	 	 	 	 
11047	20	 	 	 	 
11048	1	N	 	 	 
11048	2	N	 	 	 
11048	3	N	 	 	 
11048	4	N	 	 	 
11048	5	Y	1	10000	0
11048	6	Y	1	500	0
11048	7	N	 	 	 
11048	8	N	 	 	 
11048	9	N	 	 	 
11048	10	N	 	 	 
11048	11	N	 	 	 
11048	12	N	 	 	 
11048	13	N	 	 	 
11048	14	N	 	 	 
11048	15	N	 	 	 
11048	16	N	 	 	 
11048	17	N	 	 	 
11048	18	N	 	 	 
11048	19	N	 	 	 
11048	20	N	 	 	 
11049	1	 	 	 	 
11049	2	 	 	 	 
11049	3	 	 	 	 
11049	4	 	 	 	 
11049	5	 	 	 	 
11049	6	 	 	 	 
11049	7	 	 	 	 
11049	8	 	 	 	 
11049	9	 	 	 	 
11049	10	 	 	 	 
11049	11	 	 	 	 
11049	12	 	 	 	 
11049	13	 	 	 	 
11049	14	 	 	 	 
11049	15	 	 	 	 
11049	16	 	 	 	 
11049	17	 	 	 	 
11049	18	 	 	 	 
11049	19	 	 	 	 
11049	20	 	 	 	 
11050	1	 	 	 	 
11050	2	 	 	 	 
11050	3	 	 	 	 
11050	4	 	 	 	 
11050	5	 	 	 	 
11050	6	 	 	 	 
11050	7	 	 	 	 
11050	8	 	 	 	 
11050	9	 	 	 	 
11050	10	 	 	 	 
11050	11	 	 	 	 
11050	12	 	 	 	 
11050	13	 	 	 	 
11050	14	 	 	 	 
11050	15	 	 	 	 
11050	16	 	 	 	 
11050	17	 	 	 	 
11050	18	 	 	 	 
11050	19	 	 	 	 
11050	20	 	 	 	 
21001	1	N	 	 	 
21001	2	N	 	 	 
21001	3	N	 	 	 
21001	4	N	 	 	 
21001	5	N	 	 	 
21001	6	N	 	 	 
21001	7	N	 	 	 
21001	8	N	 	 	 
21001	9	N	 	 	 
21001	10	N	 	 	 
21001	11	N	 	 	 
21001	12	Y	2	3000	1
21001	13	N	 	 	 
21001	14	Y	3	1000	0
21001	15	N	 	 	 
21001	16	N	 	 	 
21001	17	N	 	 	 
21001	18	N	 	 	 
21001	19	N	 	 	 
21001	20	N	 	 	 
21002	1	N	 	 	 
21002	2	N	 	 	 
21002	3	N	 	 	 
21002	4	N	 	 	 
21002	5	N	 	 	 
21002	6	N	 	 	 
21002	7	N	 	 	 
21002	8	N	 	 	 
21002	9	N	 	 	 
21002	10	N	 	 	 
21002	11	N	 	 	 
21002	12	N	 	 	 
21002	13	N	 	 	 
21002	14	Y	1	200	1
21002	15	N	 	 	 
21002	16	N	 	 	 
21002	17	N	 	 	 
21002	18	N	 	 	 
21002	19	N	 	 	 
21002	20	N	 	 	 
21003	1	 	 	 	 
21003	2	 	 	 	 
21003	3	 	 	 	 
21003	4	 	 	 	 
21003	5	 	 	 	 
21003	6	 	 	 	 
21003	7	 	 	 	 
21003	8	 	 	 	 
21003	9	 	 	 	 
21003	10	 	 	 	 
21003	11	 	 	 	 
21003	12	 	 	 	 
21003	13	 	 	 	 
21003	14	 	 	 	 
21003	15	 	 	 	 
21003	16	 	 	 	 
21003	17	 	 	 	 
21003	18	 	 	 	 
21003	19	 	 	 	 
21003	20	 	 	 	 
21004	1	N	 	 	 
21004	2	N	 	 	 
21004	3	N	 	 	 
21004	4	N	 	 	 
21004	5	N	 	 	 
21004	6	N	 	 	 
21004	7	N	 	 	 
21004	8	N	 	 	 
21004	9	N	 	 	 
21004	10	N	 	 	 
21004	11	N	 	 	 
21004	12	Y	2	2000	1
21004	13	N	 	 	 
21004	14	Y	1	300	1
21004	15	N	 	 	 
21004	16	N	 	 	 
21004	17	N	 	 	 
21004	18	N	 	 	 
21004	19	N	 	 	 
21004	20	N	 	 	 
21005	1	Y	1	5000	0
21005	2	N	 	 	 
21005	3	N	 	 	 
21005	4	N	 	 	 
21005	5	N	 	 	 
21005	6	N	 	 	 
21005	7	N	 	 	 
21005	8	Y	2	90000	0
21005	9	N	 	 	 
21005	10	N	 	 	 
21005	11	N	 	 	 
21005	12	N	 	 	 
21005	13	N	 	 	 
21005	14	Y	2	400	0
21005	15	N	 	 	 
21005	16	N	 	 	 
21005	17	N	 	 	 
21005	18	N	 	 	 
21005	19	N	 	 	 
21005	20	N	 	 	 
21006	1	N	 	 	 
21006	2	Y	10	50000	1
21006	3	Y	2	2000	1
21006	4	N	 	 	 
21006	5	N	 	 	 
21006	6	N	 	 	 
21006	7	N	 	 	 
21006	8	Y	2	40000	1
21006	9	N	 	 	 
21006	10	N	 	 	 
21006	11	N	 	 	 
21006	12	Y	6	18000	1
21006	13	N	 	 	 
21006	14	Y	5	2000	0
21006	15	N	 	 	 
21006	16	N	 	 	 
21006	17	N	 	 	 
21006	18	N	 	 	 
21006	19	N	 	 	 
21006	20	N	 	 	 
21007	1	N	 	 	 
21007	2	N	 	 	 
21007	3	N	 	 	 
21007	4	N	 	 	 
21007	5	N	 	 	 
21007	6	N	 	 	 
21007	7	N	 	 	 
21007	8	N	 	 	 
21007	9	N	 	 	 
21007	10	N	 	 	 
21007	11	N	 	 	 
21007	12	N	 	 	 
21007	13	N	 	 	 
21007	14	Y	3	1500	0
21007	15	N	 	 	 
21007	16	N	 	 	 
21007	17	N	 	 	 
21007	18	N	 	 	 
21007	19	N	 	 	 
21007	20	N	 	 	 
21008	1	N	 	 	 
21008	2	N	 	 	 
21008	3	N	 	 	 
21008	4	N	 	 	 
21008	5	N	 	 	 
21008	6	N	 	 	 
