PLACEID	PLPRIDR5	PROBLOCL	PRBAFCT	PRB3YRS
1603	9	0	 	 
1603	10	0	 	 
1603	11	0	 	 
1603	12	0	 	 
1603	13	0	 	 
1603	14	0	 	 
1603	15	0	 	 
1604	1	0	 	 
1604	2	0	 	 
1604	3	0	 	 
1604	4	0	 	 
1604	5	0	 	 
1604	6	0	 	 
1604	7	0	 	 
1604	8	0	 	 
1604	9	1	2	2
1604	10	0	 	 
1604	11	0	 	 
1604	12	1	2	2
1604	13	0	 	 
1604	14	0	 	 
1604	15	0	 	 
1605	1	0	 	 
1605	2	1	2	3
1605	3	0	 	 
1605	4	0	 	 
1605	5	0	 	 
1605	6	0	 	 
1605	7	0	 	 
1605	8	1	2	3
1605	9	1	2	3
1605	10	0	 	 
1605	11	0	 	 
1605	12	1	2	3
1605	13	0	 	 
1605	14	0	 	 
1605	15	0	 	 
1606	1	0	 	 
1606	2	0	 	 
1606	3	0	 	 
1606	4	0	 	 
1606	5	0	 	 
1606	6	0	 	 
1606	7	0	 	 
1606	8	1	2	3
1606	9	1	2	3
1606	10	0	 	 
1606	11	1	2	3
1606	12	1	2	2
1606	13	0	 	 
1606	14	0	 	 
1606	15	0	 	 
1607	1	0	 	 
1607	2	0	 	 
1607	3	0	 	 
1607	4	0	 	 
1607	5	0	 	 
1607	6	0	 	 
1607	7	0	 	 
1607	8	1	2	2
1607	9	1	2	2
1607	10	0	 	 
1607	11	1	2	2
1607	12	1	2	2
1607	13	1	2	2
1607	14	1	2	2
1607	15	0	 	 
1608	1	0	 	 
1608	2	0	 	 
1608	3	0	 	 
1608	4	0	 	 
1608	5	0	 	 
1608	6	0	 	 
1608	7	0	 	 
1608	8	1	2	2
1608	9	1	2	3
1608	10	0	 	 
1608	11	1	2	3
1608	12	1	2	3
1608	13	0	 	 
1608	14	0	 	 
1608	15	0	 	 
1701	1	0	 	 
1701	2	0	 	 
1701	3	0	 	 
1701	4	0	 	 
1701	5	0	 	 
1701	6	0	 	 
1701	7	0	 	 
1701	8	1	2	3
1701	9	1	2	3
1701	10	0	 	 
1701	11	0	 	 
1701	12	0	 	 
1701	13	0	 	 
1701	14	0	 	 
1701	15	0	 	 
1702	1	0	 	 
1702	2	0	 	 
1702	3	0	 	 
1702	4	0	 	 
1702	5	0	 	 
1702	6	0	 	 
1702	7	0	 	 
1702	8	1	2	2
1702	9	0	 	 
1702	10	0	 	 
1702	11	1	1	2
1702	12	1	2	2
1702	13	0	 	 
1702	14	0	 	 
1702	15	0	 	 
1703	1	0	 	 
1703	2	0	 	 
1703	3	0	 	 
1703	4	0	 	 
1703	5	0	 	 
1703	6	1	2	2
1703	7	0	 	 
1703	8	1	2	2
1703	9	1	2	2
1703	10	0	 	 
1703	11	0	 	 
1703	12	0	 	 
1703	13	0	 	 
1703	14	1	1	2
1703	15	0	 	 
1704	1	0	 	 
1704	2	0	 	 
1704	3	0	 	 
1704	4	0	 	 
1704	5	0	 	 
1704	6	1	2	2
1704	7	0	 	 
1704	8	0	 	 
1704	9	0	 	 
1704	10	0	 	 
1704	11	0	 	 
1704	12	0	 	 
1704	13	0	 	 
1704	14	0	 	 
1704	15	0	 	 
1705	1	0	 	 
1705	2	0	 	 
1705	3	0	 	 
1705	4	0	 	 
1705	5	0	 	 
1705	6	1	2	2
1705	7	0	 	 
1705	8	1	2	2
1705	9	1	2	2
1705	10	0	 	 
1705	11	0	 	 
1705	12	0	 	 
1705	13	0	 	 
1705	14	0	 	 
1705	15	0	 	 
1708	1	0	 	 
1708	2	0	 	 
1708	3	0	 	 
1708	4	0	 	 
1708	5	0	 	 
1708	6	0	 	 
1708	7	0	 	 
1708	8	1	2	3
1708	9	1	2	2
1708	10	0	 	 
1708	11	0	 	 
1708	12	0	 	 
1708	13	0	 	 
1708	14	0	 	 
1708	15	0	 	 
1709	1	0	 	 
1709	2	0	 	 
1709	3	0	 	 
1709	4	0	 	 
1709	5	0	 	 
1709	6	0	 	 
1709	7	0	 	 
1709	8	1	2	1
1709	9	1	1	1
1709	10	0	 	 
1709	11	0	 	 
1709	12	0	 	 
1709	13	1	1	3
1709	14	1	2	2
1709	15	0	 	 
1710	1	0	 	 
1710	2	0	 	 
1710	3	0	 	 
1710	4	0	 	 
1710	5	0	 	 
1710	6	1	2	1
1710	7	0	 	 
1710	8	1	2	3
1710	9	0	 	 
1710	10	0	 	 
1710	11	1	2	1
1710	12	0	 	 
1710	13	1	2	1
1710	14	0	 	 
1710	15	0	 	 
1711	1	0	 	 
1711	2	0	 	 
1711	3	0	 	 
1711	4	0	 	 
1711	5	0	 	 
1711	6	0	 	 
1711	7	1	2	2
1711	8	1	2	2
1711	9	1	2	2
1711	10	0	 	 
1711	11	1	2	3
1711	12	0	 	 
1711	13	1	2	3
1711	14	0	 	 
1711	15	0	 	 
1801	1	0	 	 
1801	2	0	 	 
1801	3	0	 	 
1801	4	0	 	 
1801	5	0	 	 
1801	6	0	 	 
1801	7	0	 	 
1801	8	1	2	3
1801	9	0	 	 
1801	10	0	 	 
1801	11	0	 	 
1801	12	0	 	 
1801	13	0	 	 
1801	14	1	2	3
1801	15	0	 	 
1802	1	0	 	 
1802	2	0	 	 
1802	3	0	 	 
1802	4	0	 	 
1802	5	0	 	 
1802	6	1	2	3
1802	7	0	 	 
1802	8	1	2	3
1802	9	1	2	3
1802	10	0	 	 
1802	11	0	 	 
1802	12	1	2	3
1802	13	1	2	3
1802	14	1	2	2
1802	15	0	 	 
1803	1	0	 	 
1803	2	0	 	 
1803	3	0	 	 
1803	4	0	 	 
1803	5	0	 	 
1803	6	0	 	 
1803	7	0	 	 
1803	8	1	2	2
1803	9	1	2	2
1803	10	0	 	 
1803	11	1	2	1
1803	12	1	2	2
1803	13	1	2	2
1803	14	0	 	 
1803	15	0	 	 
1804	1	0	 	 
1804	2	0	 	 
1804	3	0	 	 
1804	4	0	 	 
1804	5	0	 	 
1804	6	0	 	 
1804	7	0	 	 
1804	8	1	2	2
1804	9	1	2	2
1804	10	0	 	 
1804	11	1	2	3
1804	12	1	2	2
1804	13	0	 	 
1804	14	0	 	 
1804	15	0	 	 
1805	1	0	 	 
1805	2	0	 	 
1805	3	0	 	 
1805	4	0	 	 
1805	5	0	 	 
1805	6	0	 	 
1805	7	0	 	 
1805	8	1	2	2
1805	9	1	2	2
1805	10	0	 	 
1805	11	1	2	2
1805	12	1	2	2
1805	13	0	 	 
1805	14	1	2	3
1805	15	0	 	 
1806	1	0	 	 
1806	2	0	 	 
1806	3	0	 	 
1806	4	0	 	 
1806	5	0	 	 
1806	6	0	 	 
1806	7	0	 	 
1806	8	1	2	3
1806	9	1	2	3
1806	10	0	 	 
1806	11	0	 	 
1806	12	1	2	3
1806	13	0	 	 
1806	14	0	 	 
1806	15	0	 	 
1807	1	0	 	 
1807	2	0	 	 
1807	3	0	 	 
1807	4	0	 	 
1807	5	0	 	 
1807	6	0	 	 
1807	7	0	 	 
1807	8	1	2	2
1807	9	1	2	2
1807	10	0	 	 
1807	11	1	2	3
1807	12	1	2	3
1807	13	1	2	3
1807	14	0	 	 
1807	15	0	 	 
1901	1	0	 	 
1901	2	1	2	3
1901	3	0	 	 
1901	4	0	 	 
1901	5	0	 	 
1901	6	0	 	 
1901	7	0	 	 
1901	8	1	2	1
1901	9	0	 	 
1901	10	0	 	 
1901	11	1	2	3
1901	12	0	 	 
1901	13	1	2	3
1901	14	0	 	 
1901	15	0	 	 
1902	1	0	 	 
1902	2	0	 	 
1902	3	0	 	 
1902	4	0	 	 
1902	5	0	 	 
1902	6	0	 	 
1902	7	0	 	 
1902	8	1	2	3
1902	9	0	 	 
1902	10	0	 	 
1902	11	1	2	3
1902	12	1	2	3
1902	13	1	2	3
1902	14	1	2	3
1902	15	0	 	 
1903	1	0	 	 
1903	2	0	 	 
1903	3	0	 	 
1903	4	0	 	 
1903	5	0	 	 
1903	6	1	2	2
1903	7	0	 	 
1903	8	1	2	2
1903	9	1	2	2
1903	10	0	 	 
1903	11	0	 	 
1903	12	1	2	2
1903	13	0	 	 
1903	14	0	 	 
1903	15	0	 	 
1904	1	0	 	 
1904	2	0	 	 
1904	3	0	 	 
1904	4	0	 	 
1904	5	0	 	 
1904	6	0	 	 
1904	7	0	 	 
1904	8	0	 	 
1904	9	0	 	 
1904	10	0	 	 
1904	11	1	1	3
1904	12	1	1	3
1904	13	1	1	3
1904	14	1	1	3
1904	15	0	 	 
1905	1	0	 	 
1905	2	0	 	 
1905	3	0	 	 
1905	4	0	 	 
1905	5	0	 	 
1905	6	0	 	 
1905	7	0	 	 
1905	8	1	2	2
1905	9	0	 	 
1905	10	0	 	 
1905	11	1	2	2
1905	12	1	2	2
1905	13	1	2	2
1905	14	0	 	 
1905	15	0	 	 
2001	1	0	 	 
2001	2	0	 	 
2001	3	0	 	 
2001	4	0	 	 
2001	5	0	 	 
2001	6	0	 	 
2001	7	0	 	 
2001	8	1	2	3
2001	9	1	2	3
2001	10	0	 	 
2001	11	1	1	1
2001	12	0	 	 
2001	13	1	1	1
2001	14	1	2	2
2001	15	0	 	 
2002	1	0	 	 
2002	2	0	 	 
2002	3	0	 	 
2002	4	0	 	 
2002	5	1	2	2
2002	6	1	2	2
2002	7	0	 	 
2002	8	1	2	2
2002	9	1	2	1
2002	10	0	 	 
2002	11	1	2	3
2002	12	0	 	 
2002	13	1	2	3
2002	14	1	2	2
2002	15	0	 	 
2003	1	0	 	 
2003	2	0	 	 
2003	3	0	 	 
2003	4	0	 	 
2003	5	0	 	 
2003	6	1	2	2
2003	7	1	2	3
2003	8	1	2	3
2003	9	1	2	2
2003	10	0	 	 
2003	11	1	2	2
2003	12	0	 	 
2003	13	1	2	2
2003	14	1	2	2
2003	15	0	 	 
2004	1	0	 	 
2004	2	0	 	 
2004	3	0	 	 
2004	4	0	 	 
2004	5	0	 	 
2004	6	0	 	 
2004	7	0	 	 
2004	8	1	2	2
2004	9	1	2	1
2004	10	0	 	 
2004	11	1	2	1
2004	12	0	 	 
2004	13	1	2	1
2004	14	1	2	1
2004	15	0	 	 
2005	1	0	 	 
2005	2	0	 	 
2005	3	0	 	 
2005	4	0	 	 
2005	5	0	 	 
2005	6	1	2	3
2005	7	1	2	3
2005	8	1	2	3
2005	9	1	2	3
2005	10	0	 	 
2005	11	1	2	3
2005	12	0	 	 
2005	13	1	2	3
2005	14	0	 	 
2005	15	0	 	 
2006	1	0	 	 
2006	2	0	 	 
2006	3	0	 	 
2006	4	0	 	 
2006	5	0	 	 
2006	6	1	2	2
2006	7	0	 	 
2006	8	1	2	1
2006	9	1	2	1
2006	10	1	1	1
2006	11	1	2	1
2006	12	0	 	 
2006	13	1	2	1
2006	14	1	2	2
2006	15	0	 	 
2007	1	0	 	 
2007	2	0	 	 
2007	3	0	 	 
2007	4	0	 	 
2007	5	0	 	 
2007	6	1	1	2
2007	7	1	1	2
2007	8	1	2	3
2007	9	1	1	2
2007	10	0	 	 
2007	11	1	1	1
2007	12	0	 	 
2007	13	1	1	1
2007	14	1	2	2
2007	15	0	 	 
2008	1	0	 	 
2008	2	0	 	 
2008	3	0	 	 
2008	4	0	 	 
2008	5	1	1	3
2008	6	1	1	3
2008	7	1	1	3
2008	8	1	1	3
2008	9	1	1	3
2008	10	0	 	 
2008	11	0	 	 
2008	12	0	 	 
2008	13	0	 	 
2008	14	1	1	1
2008	15	0	 	 
8002	1	0	 	 
8002	2	0	 	 
8002	3	0	 	 
8002	4	0	 	 
8002	5	1	2	1
8002	6	0	 	 
8002	7	0	 	 
8002	8	1	2	2
8002	9	1	2	2
8002	10	0	 	 
8002	11	1	1	3
8002	12	0	 	 
8002	13	1	2	3
8002	14	1	2	3
8002	15	0	 	 
8003	1	0	 	 
8003	2	0	 	 
8003	3	0	 	 
8003	4	0	 	 
8003	5	0	 	 
8003	6	0	 	 
8003	7	0	 	 
8003	8	1	2	2
8003	9	0	 	 
8003	10	0	 	 
8003	11	1	2	2
8003	12	1	2	2
8003	13	0	 	 
8003	14	1	1	2
8003	15	0	 	 
8004	1	0	 	 
8004	2	0	 	 
8004	3	0	 	 
8004	4	0	 	 
8004	5	0	 	 
8004	6	0	 	 
8004	7	0	 	 
8004	8	0	 	 
8004	9	0	 	 
8004	10	0	 	 
8004	11	0	 	 
8004	12	0	 	 
8004	13	0	 	 
8004	14	1	2	1
8004	15	0	 	 
8006	1	0	 	 
8006	2	0	 	 
8006	3	1	2	3
8006	4	0	 	 
8006	5	0	 	 
8006	6	0	 	 
8006	7	0	 	 
8006	8	1	2	2
8006	9	0	 	 
8006	10	0	 	 
8006	11	0	 	 
8006	12	0	 	 
8006	13	1	2	3
8006	14	1	2	1
8006	15	0	 	 
8007	1	0	 	 
8007	2	0	 	 
8007	3	0	 	 
8007	4	0	 	 
8007	5	0	 	 
8007	6	1	2	2
8007	7	0	 	 
8007	8	1	2	2
8007	9	1	1	2
8007	10	0	 	 
8007	11	0	 	 
8007	12	0	 	 
8007	13	0	 	 
8007	14	1	2	2
8007	15	0	 	 
8008	1	0	 	 
8008	2	0	 	 
8008	3	0	 	 
8008	4	0	 	 
8008	5	0	 	 
8008	6	0	 	 
8008	7	0	 	 
8008	8	0	 	 
8008	9	1	2	3
8008	10	1	2	3
8008	11	1	2	3
8008	12	0	 	 
8008	13	1	2	3
8008	14	0	 	 
8008	15	0	 	 
8009	1	0	 	 
8009	2	0	 	 
8009	3	0	 	 
8009	4	0	 	 
8009	5	0	 	 
8009	6	0	 	 
8009	7	0	 	 
8009	8	0	 	 
8009	9	0	 	 
8009	10	0	 	 
8009	11	1	2	2
8009	12	0	 	 
8009	13	1	2	2
8009	14	0	 	 
8009	15	0	 	 
8010	1	0	 	 
8010	2	0	 	 
8010	3	0	 	 
8010	4	0	 	 
8010	5	0	 	 
8010	6	0	 	 
8010	7	0	 	 
8010	8	0	 	 
8010	9	0	 	 
8010	10	0	 	 
8010	11	0	 	 
8010	12	0	 	 
8010	13	1	2	2
8010	14	0	 	 
8010	15	0	 	 
8011	1	0	 	 
8011	2	0	 	 
8011	3	0	 	 
8011	4	0	 	 
8011	5	0	 	 
8011	6	1	2	3
8011	7	1	2	4
8011	8	1	2	2
8011	9	1	1	1
8011	10	1	2	4
8011	11	1	1	3
8011	12	0	 	 
8011	13	1	2	3
8011	14	1	2	3
8011	15	0	 	 
8012	1	0	 	 
8012	2	0	 	 
8012	3	0	 	 
8012	4	0	 	 
8012	5	0	 	 
8012	6	1	2	2
8012	7	0	 	 
8012	8	0	 	 
8012	9	1	2	2
8012	10	0	 	 
8012	11	1	2	2
8012	12	0	 	 
8012	13	1	2	2
8012	14	0	 	 
8012	15	0	 	 
8014	1	0	 	 
8014	2	0	 	 
8014	3	1	2	3
8014	4	0	 	 
8014	5	0	 	 
8014	6	0	 	 
8014	7	0	 	 
8014	8	0	 	 
8014	9	0	 	 
8014	10	0	 	 
8014	11	1	88	88
8014	12	0	 	 
8014	13	1	2	2
8014	14	0	 	 
8014	15	0	 	 
8015	1	0	 	 
8015	2	0	 	 
8015	3	0	 	 
8015	4	0	 	 
8015	5	0	 	 
8015	6	0	 	 
8015	7	0	 	 
8015	8	0	 	 
8015	9	0	 	 
8015	10	0	 	 
8015	11	0	 	 
8015	12	0	 	 
8015	13	0	 	 
8015	14	0	 	 
8015	15	0	 	 
8016	1	0	 	 
8016	2	0	 	 
8016	3	1	2	3
8016	4	0	 	 
8016	5	0	 	 
8016	6	0	 	 
8016	7	0	 	 
8016	8	0	 	 
8016	9	0	 	 
8016	10	0	 	 
8016	11	1	2	2
8016	12	0	 	 
8016	13	1	2	2
8016	14	0	 	 
8016	15	0	 	 
8017	1	0	 	 
8017	2	0	 	 
8017	3	0	 	 
8017	4	0	 	 
8017	5	0	 	 
8017	6	0	 	 
8017	7	0	 	 
8017	8	0	 	 
8017	9	0	 	 
8017	10	0	 	 
8017	11	0	 	 
8017	12	0	 	 
8017	13	1	2	2
8017	14	0	 	 
8017	15	0	 	 
8018	1	0	 	 
8018	2	0	 	 
8018	3	0	 	 
8018	4	0	 	 
8018	5	0	 	 
8018	6	0	 	 
8018	7	0	 	 
8018	8	1	2	3
8018	9	0	 	 
8018	10	0	 	 
8018	11	1	2	3
8018	12	0	 	 
8018	13	1	2	3
8018	14	0	 	 
8018	15	0	 	 
8019	1	0	 	 
8019	2	0	 	 
8019	3	0	 	 
8019	4	0	 	 
8019	5	0	 	 
8019	6	0	 	 
8019	7	1	1	1
8019	8	0	 	 
8019	9	0	 	 
8019	10	0	 	 
8019	11	1	1	1
8019	12	0	 	 
8019	13	1	1	1
8019	14	0	 	 
8019	15	0	 	 
8020	1	0	 	 
8020	2	0	 	 
8020	3	0	 	 
8020	4	0	 	 
8020	5	0	 	 
8020	6	0	 	 
8020	7	0	 	 
8020	8	0	 	 
8020	9	0	 	 
8020	10	0	 	 
8020	11	0	 	 
8020	12	0	 	 
8020	13	0	 	 
8020	14	0	 	 
8020	15	0	 	 
8021	1	0	 	 
8021	2	0	 	 
8021	3	0	 	 
8021	4	0	 	 
8021	5	0	 	 
8021	6	1	2	2
8021	7	0	 	 
8021	8	0	 	 
8021	9	1	2	2
8021	10	0	 	 
8021	11	1	2	2
8021	12	0	 	 
8021	13	1	2	2
8021	14	0	 	 
8021	15	0	 	 
8022	1	0	 	 
8022	2	0	 	 
8022	3	0	 	 
8022	4	0	 	 
8022	5	0	 	 
8022	6	0	 	 
8022	7	0	 	 
8022	8	1	1	3
8022	9	0	 	 
8022	10	0	 	 
8022	11	1	1	3
8022	12	1	2	2
8022	13	0	 	 
8022	14	1	1	2
8022	15	0	 	 
8023	1	0	 	 
8023	2	0	 	 
8023	3	0	 	 
8023	4	0	 	 
8023	5	0	 	 
8023	6	0	 	 
8023	7	0	 	 
8023	8	1	2	2
8023	9	1	2	2
8023	10	1	2	2
8023	11	1	2	2
8023	12	1	2	3
8023	13	0	 	 
8023	14	0	 	 
8023	15	0	 	 
8024	1	0	 	 
8024	2	0	 	 
8024	3	0	 	 
8024	4	0	 	 
8024	5	0	 	 
8024	6	0	 	 
8024	7	0	 	 
8024	8	0	 	 
8024	9	1	2	1
8024	10	0	 	 
8024	11	0	 	 
8024	12	1	2	1
8024	13	0	 	 
8024	14	1	2	1
8024	15	0	 	 
8025	1	0	 	 
8025	2	0	 	 
8025	3	0	 	 
8025	4	0	 	 
8025	5	0	 	 
8025	6	0	 	 
8025	7	0	 	 
8025	8	0	 	 
8025	9	0	 	 
8025	10	1	2	2
8025	11	0	 	 
8025	12	1	2	2
8025	13	0	 	 
8025	14	0	 	 
8025	15	1	1	1
8026	1	0	 	 
8026	2	0	 	 
8026	3	1	2	3
8026	4	0	 	 
8026	5	0	 	 
8026	6	0	 	 
8026	7	0	 	 
8026	8	0	 	 
8026	9	0	 	 
8026	10	0	 	 
8026	11	1	2	3
8026	12	0	 	 
8026	13	1	2	3
8026	14	1	2	2
8026	15	0	 	 
8027	1	0	 	 
8027	2	0	 	 
8027	3	0	 	 
8027	4	0	 	 
8027	5	0	 	 
8027	6	1	2	1
8027	7	0	 	 
8027	8	1	2	1
8027	9	1	2	2
8027	10	0	 	 
8027	11	1	2	2
8027	12	1	1	2
8027	13	1	2	1
8027	14	1	2	2
8027	15	0	 	 
8028	1	0	 	 
8028	2	0	 	 
8028	3	0	 	 
8028	4	0	 	 
8028	5	0	 	 
8028	6	0	 	 
8028	7	0	 	 
8028	8	1	1	1
8028	9	0	 	 
8028	10	0	 	 
8028	11	1	2	2
8028	12	0	 	 
8028	13	1	2	3
8028	14	0	 	 
8028	15	1	1	1
8029	1	0	 	 
8029	2	0	 	 
8029	3	0	 	 
8029	4	0	 	 
8029	5	0	 	 
8029	6	1	1	3
8029	7	0	 	 
8029	8	0	 	 
8029	9	1	1	3
8029	10	0	 	 
8029	11	0	 	 
8029	12	0	 	 
8029	13	0	 	 
8029	14	1	1	3
8029	15	0	 	 
8030	1	0	 	 
8030	2	0	 	 
8030	3	0	 	 
8030	4	0	 	 
8030	5	0	 	 
8030	6	1	2	1
8030	7	0	 	 
8030	8	1	1	1
8030	9	0	 	 
8030	10	0	 	 
8030	11	1	2	3
8030	12	0	 	 
8030	13	0	 	 
8030	14	0	 	 
8030	15	1	1	3
8031	1	0	 	 
8031	2	0	 	 
8031	3	0	 	 
8031	4	0	 	 
8031	5	0	 	 
8031	6	0	 	 
8031	7	0	 	 
8031	8	0	 	 
8031	9	0	 	 
8031	10	0	 	 
8031	11	0	 	 
8031	12	0	 	 
8031	13	0	 	 
8031	14	0	 	 
8031	15	0	 	 
8032	1	0	 	 
8032	2	0	 	 
8032	3	0	 	 
8032	4	0	 	 
8032	5	0	 	 
8032	6	0	 	 
8032	7	0	 	 
8032	8	0	 	 
8032	9	1	1	2
8032	10	0	 	 
8032	11	0	 	 
8032	12	0	 	 
8032	13	1	2	2
8032	14	0	 	 
8032	15	0	 	 
8033	1	0	 	 
8033	2	0	 	 
8033	3	0	 	 
8033	4	0	 	 
8033	5	0	 	 
8033	6	1	2	2
8033	7	0	 	 
8033	8	0	 	 
8033	9	1	2	3
8033	10	0	 	 
8033	11	1	2	3
8033	12	1	2	3
8033	13	1	2	3
8033	14	1	2	3
8033	15	0	 	 
8034	1	0	 	 
8034	2	0	 	 
8034	3	0	 	 
8034	4	0	 	 
8034	5	0	 	 
8034	6	1	2	3
8034	7	0	 	 
8034	8	0	 	 
8034	9	0	 	 
8034	10	0	 	 
8034	11	1	2	3
8034	12	0	 	 
8034	13	0	 	 
8034	14	1	1	3
8034	15	0	 	 
