CHILDCODE	NONFODR4	SPYRR4
41012	1	500
41012	2	1000
41012	3	600
41012	4	300
41012	5	300
41012	6	500
41012	7	100
41012	8	100
41012	17	100
41012	18	700
41012	19	0
41012	20	0
41012	32	0
41013	1	100
41013	2	100
41013	3	0
41013	4	0
41013	5	0
41013	6	0
41013	7	0
41013	8	0
41013	17	0
41013	18	360
41013	19	0
41013	20	0
41013	32	0
41014	1	1000
41014	2	0
41014	3	0
41014	4	1500
41014	5	540
41014	6	50
41014	7	0
41014	8	100
41014	17	120
41014	18	5000
41014	19	0
41014	20	150
41014	32	0
41015	1	300
41015	2	400
41015	3	0
41015	4	0
41015	5	50
41015	6	70
41015	7	0
41015	8	0
41015	17	2000
41015	18	600
41015	19	0
41015	20	200
41015	32	1200
41016	1	2000
41016	2	2000
41016	3	1500
41016	4	0
41016	5	1000
41016	6	500
41016	7	300
41016	8	0
41016	17	300
41016	18	5000
41016	19	0
41016	20	0
41016	32	1500
41017	1	2500
41017	2	2500
41017	3	0
41017	4	0
41017	5	300
41017	6	200
41017	7	0
41017	8	0
41017	17	100
41017	18	1500
41017	19	0
41017	20	0
41017	32	0
41019	1	0
41019	2	3000
41019	3	0
41019	4	0
41019	5	0
41019	6	0
41019	7	0
41019	8	0
41019	17	0
41019	18	300
41019	19	0
41019	20	0
41019	32	0
41021	1	200
41021	2	700
41021	3	630
41021	4	0
41021	5	160
41021	6	350
41021	7	300
41021	8	0
41021	17	0
41021	18	140
41021	19	0
41021	20	0
41021	32	250
41022	1	3000
41022	2	1000
41022	3	0
41022	4	0
41022	5	1000
41022	6	300
41022	7	0
41022	8	0
41022	17	0
41022	18	200
41022	19	0
41022	20	0
41022	32	0
41023	1	800
41023	2	900
41023	3	500
41023	4	500
41023	5	200
41023	6	200
41023	7	300
41023	8	300
41023	17	0
41023	18	300
41023	19	0
41023	20	0
41023	32	1700
41024	1	500
41024	2	500
41024	3	300
41024	4	0
41024	5	200
41024	6	300
41024	7	150
41024	8	0
41024	17	500
41024	18	1300
41024	19	0
41024	20	0
41024	32	290
41025	1	1000
41025	2	2000
41025	3	0
41025	4	0
41025	5	300
41025	6	600
41025	7	0
41025	8	0
41025	17	2000
41025	18	2000
41025	19	0
41025	20	300
41025	32	780
41026	1	4000
41026	2	2000
41026	3	0
41026	4	0
41026	5	1000
41026	6	600
41026	7	0
41026	8	0
41026	17	0
41026	18	2000
41026	19	0
41026	20	300
41026	32	580
41027	1	760
41027	2	380
41027	3	0
41027	4	0
41027	5	180
41027	6	100
41027	7	0
41027	8	0
41027	17	0
41027	18	200
41027	19	0
41027	20	0
41027	32	567
41028	1	4100
41028	2	1040
41028	3	0
41028	4	0
41028	5	620
41028	6	0
41028	7	0
41028	8	0
41028	17	0
41028	18	160
41028	19	0
41028	20	0
41028	32	0
41030	1	1000
41030	2	4000
41030	3	0
41030	4	0
41030	5	500
41030	6	1200
41030	7	0
41030	8	0
41030	17	1000
41030	18	280
41030	19	0
41030	20	0
41030	32	540
41031	1	150
41031	2	500
41031	3	0
41031	4	400
41031	5	50
41031	6	50
41031	7	0
41031	8	30
41031	17	7900
41031	18	5700
41031	19	300
41031	20	3000
41031	32	290
41032	1	3500
41032	2	1000
41032	3	1700
41032	4	0
41032	5	700
41032	6	200
41032	7	600
41032	8	0
41032	17	2000
41032	18	600
41032	19	0
41032	20	0
41032	32	530
41034	1	2100
41034	2	1200
41034	3	0
41034	4	0
41034	5	930
41034	6	110
41034	7	0
41034	8	0
41034	17	0
41034	18	3750
41034	19	0
41034	20	0
41034	32	0
41036	1	2090
41036	2	5055
41036	3	0
41036	4	2470
41036	5	1230
41036	6	580
41036	7	0
41036	8	0
41036	17	250
41036	18	746
41036	19	0
41036	20	0
41036	32	2360
41037	1	1500
41037	2	2000
41037	3	0
41037	4	1200
41037	5	300
41037	6	300
41037	7	0
41037	8	400
41037	17	800
41037	18	1000
41037	19	0
41037	20	0
41037	32	290
41038	1	530
41038	2	500
41038	3	0
41038	4	350
41038	5	45
41038	6	56
41038	7	0
41038	8	470
41038	17	0
41038	18	470
41038	19	0
41038	20	0
41038	32	290
41039	1	1000
41039	2	0
41039	3	0
41039	4	300
41039	5	100
41039	6	30
41039	7	0
41039	8	50
41039	17	400
41039	18	2000
41039	19	0
41039	20	400
41039	32	290
41041	1	2000
41041	2	500
41041	3	700
41041	4	0
41041	5	200
41041	6	30
41041	7	150
41041	8	0
41041	17	500
41041	18	800
41041	19	0
41041	20	0
41041	32	290
41042	1	800
41042	2	800
41042	3	0
41042	4	120
41042	5	300
41042	6	30
41042	7	0
41042	8	0
41042	17	1680
41042	18	970
41042	19	2000
41042	20	800
41042	32	1340
41043	1	430
41043	2	2760
41043	3	0
41043	4	0
41043	5	160
41043	6	690
41043	7	0
41043	8	0
41043	17	0
41043	18	545
41043	19	0
41043	20	0
41043	32	425
41046	1	200
41046	2	700
41046	3	0
41046	4	0
41046	5	0
41046	6	0
41046	7	0
41046	8	0
41046	17	0
41046	18	200
41046	19	0
41046	20	0
41046	32	0
41047	1	1000
41047	2	700
41047	3	0
41047	4	0
41047	5	200
41047	6	400
41047	7	0
41047	8	0
41047	17	500
41047	18	500
41047	19	0
41047	20	0
41047	32	1300
41049	1	500
41049	2	200
41049	3	8
41049	4	0
41049	5	400
41049	6	100
41049	7	0
41049	8	0
41049	17	0
41049	18	0
41049	19	0
41049	20	0
41049	32	340
41050	1	1500
41050	2	1200
41050	3	1500
41050	4	0
41050	5	400
41050	6	200
41050	7	200
41050	8	0
41050	17	280
41050	18	3000
41050	19	0
41050	20	0
41050	32	190
41059	1	500
41059	2	3000
41059	3	0
41059	4	0
41059	5	100
41059	6	500
41059	7	0
41059	8	0
41059	17	2000
41059	18	40000
41059	19	500
41059	20	0
41059	32	290
41092	1	100
41092	2	1500
41092	3	0
41092	4	400
41092	5	50
41092	6	300
41092	7	0
41092	8	50
41092	17	2000
41092	18	100
41092	19	0
41092	20	0
41092	32	0
41106	1	1000
41106	2	600
41106	3	1000
41106	4	0
41106	5	300
41106	6	300
41106	7	400
41106	8	0
41106	17	0
41106	18	500
41106	19	0
41106	20	0
41106	32	0
41109	1	500
41109	2	700
41109	3	1500
41109	4	500
41109	5	300
41109	6	100
41109	7	200
41109	8	100
41109	17	1000
41109	18	1500
41109	19	0
41109	20	0
41109	32	580
41110	1	1000
41110	2	0
41110	3	0
41110	4	1000
41110	5	200
41110	6	20
41110	7	0
41110	8	200
41110	17	400
41110	18	400
41110	19	0
41110	20	0
41110	32	0
41114	1	2000
41114	2	3000
41114	3	0
41114	4	0
41114	5	500
41114	6	500
41114	7	0
41114	8	0
41114	17	100
41114	18	1000
41114	19	0
41114	20	50
41114	32	290
41130	1	280
41130	2	1400
41130	3	1000
41130	4	0
41130	5	130
41130	6	350
41130	7	480
41130	8	0
41130	17	0
41130	18	250
41130	19	0
41130	20	0
41130	32	580
51002	1	2300
51002	2	3000
51002	3	0
51002	4	0
51002	5	2000
51002	6	1500
51002	7	0
51002	8	0
51002	17	100
51002	18	200
51002	19	0
51002	20	120
51002	32	700
51004	1	0
51004	2	2000
51004	3	0
51004	4	0
51004	5	0
51004	6	1000
51004	7	0
51004	8	0
51004	17	200
51004	18	1000
51004	19	0
51004	20	0
51004	32	0
51005	1	500
51005	2	400
51005	3	0
51005	4	0
51005	5	200
51005	6	200
51005	7	0
51005	8	0
51005	17	300
51005	18	3000
51005	19	0
51005	20	0
51005	32	0
51006	1	2000
51006	2	1000
51006	3	2000
51006	4	0
51006	5	200
51006	6	100
51006	7	300
51006	8	0
51006	17	200
51006	18	2000
51006	19	0
51006	20	0
51006	32	290
51008	1	800
51008	2	400
51008	3	0
51008	4	200
51008	5	120
51008	6	60
51008	7	0
51008	8	100
51008	17	100
51008	18	1300
51008	19	0
51008	20	220
51008	32	0
51009	1	0
51009	2	1000
51009	3	600
51009	4	500
51009	5	100
51009	6	-77
51009	7	120
51009	8	80
51009	17	-77
51009	18	4000
51009	19	0
51009	20	0
51009	32	-77
51010	1	2000
51010	2	1500
51010	3	0
51010	4	0
51010	5	1000
51010	6	200
51010	7	0
51010	8	0
51010	17	2000
51010	18	6000
51010	19	0
51010	20	0
51010	32	0
51011	1	2000
51011	2	3500
51011	3	0
51011	4	0
51011	5	1500
51011	6	2000
51011	7	0
51011	8	0
51011	17	200
51011	18	4000
51011	19	0
51011	20	0
51011	32	580
51013	1	400
51013	2	1000
51013	3	0
51013	4	0
51013	5	60
51013	6	300
51013	7	0
51013	8	0
51013	17	300
51013	18	3000
51013	19	0
51013	20	1200
51013	32	680
51015	1	0
51015	2	0
51015	3	100
51015	4	0
51015	5	0
51015	6	0
51015	7	100
51015	8	0
51015	17	500
51015	18	1000
51015	19	0
51015	20	0
51015	32	1000
51016	1	10000
51016	2	1500
51016	3	0
51016	4	0
51016	5	500
51016	6	500
51016	7	0
51016	8	0
51016	17	1500
51016	18	1000
51016	19	0
51016	20	0
51016	32	-77
51017	1	1000
51017	2	1000
51017	3	0
51017	4	700
51017	5	200
51017	6	300
51017	7	0
51017	8	400
51017	17	5000
51017	18	1500
51017	19	0
51017	20	0
51017	32	-77
51018	1	1000
51018	2	15000
51018	3	300
51018	4	300
51018	5	500
51018	6	500
51018	7	200
51018	8	200
51018	17	300
51018	18	1000
51018	19	0
51018	20	0
51018	32	-77
51019	1	0
51019	2	0
51019	3	0
51019	4	0
51019	5	0
51019	6	0
51019	7	0
51019	8	0
51019	17	0
51019	18	0
51019	19	0
51019	20	0
51019	32	0
51020	1	600
51020	2	1500
51020	3	0
51020	4	500
51020	5	100
51020	6	150
51020	7	0
51020	8	200
51020	17	3000
51020	18	4000
51020	19	0
51020	20	1500
51020	32	350
51021	1	1200
51021	2	600
51021	3	500
51021	4	0
51021	5	300
51021	6	50
51021	7	200
51021	8	0
51021	17	200
51021	18	1500
51021	19	0
51021	20	0
51021	32	290
51022	1	0
51022	2	2000
51022	3	0
51022	4	0
51022	5	100
51022	6	300
51022	7	0
51022	8	0
51022	17	1000
51022	18	5000
51022	19	0
51022	20	0
51022	32	-777
51023	1	200
51023	2	200
51023	3	0
51023	4	0
51023	5	30
51023	6	25
51023	7	0
51023	8	0
51023	17	12000
51023	18	0
51023	19	0
51023	20	0
51023	32	0
51024	1	1500
51024	2	3000
51024	3	0
51024	4	0
51024	5	300
51024	6	600
51024	7	0
51024	8	0
51024	17	100
51024	18	1000
51024	19	0
51024	20	0
51024	32	0
51025	1	500
51025	2	1000
51025	3	0
51025	4	600
51025	5	100
51025	6	200
51025	7	0
51025	8	200
51025	17	300
51025	18	1000
51025	19	0
51025	20	0
51025	32	290
51026	1	1500
51026	2	2000
51026	3	0
51026	4	0
51026	5	600
51026	6	1000
51026	7	0
51026	8	0
51026	17	100
51026	18	1500
51026	19	0
51026	20	0
51026	32	0
51027	1	300
51027	2	200
51027	3	0
51027	4	300
51027	5	200
51027	6	0
51027	7	0
51027	8	100
51027	17	0
51027	18	3000
51027	19	0
51027	20	0
51027	32	285
51028	1	300
51028	2	200
51028	3	0
51028	4	0
51028	5	100
51028	6	30
51028	7	0
51028	8	0
51028	17	0
51028	18	1300
51028	19	0
51028	20	0
51028	32	0
51029	1	1200
51029	2	300
51029	3	0
51029	4	0
51029	5	500
51029	6	100
51029	7	0
51029	8	0
51029	17	200
51029	18	150
51029	19	0
51029	20	0
51029	32	0
51030	1	1200
51030	2	520
51030	3	100
51030	4	0
51030	5	570
51030	6	210
51030	7	250
51030	8	0
51030	17	0
51030	18	2500
51030	19	0
51030	20	0
51030	32	560
51031	1	2000
51031	2	3000
51031	3	0
51031	4	0
51031	5	400
51031	6	900
51031	7	0
51031	8	0
51031	17	0
51031	18	5000
51031	19	0
51031	20	0
51031	32	1600
51032	1	0
51032	2	500
51032	3	0
51032	4	150
51032	5	0
51032	6	180
51032	7	0
51032	8	200
51032	17	500
51032	18	1000
51032	19	0
51032	20	0
51032	32	-77
51033	1	1000
51033	2	3000
51033	3	600
51033	4	0
51033	5	300
51033	6	1200
51033	7	200
51033	8	0
51033	17	0
51033	18	1000
51033	19	0
51033	20	0
51033	32	720
51034	1	2000
51034	2	1000
51034	3	0
51034	4	0
51034	5	300
51034	6	100
51034	7	0
51034	8	0
51034	17	-77
51034	18	1500
51034	19	0
51034	20	0
51034	32	-77
51035	1	5000
51035	2	4000
51035	3	0
51035	4	300
51035	5	1200
51035	6	600
51035	7	0
51035	8	150
51035	17	2000
51035	18	12000
51035	19	0
51035	20	0
51035	32	260
51036	1	500
51036	2	2000
51036	3	0
51036	4	0
51036	5	100
51036	6	600
51036	7	0
51036	8	0
51036	17	200
51036	18	800
51036	19	0
51036	20	0
51036	32	0
51037	1	2000
51037	2	3000
51037	3	0
51037	4	1200
51037	5	300
51037	6	600
51037	7	0
51037	8	200
51037	17	450
51037	18	3500
51037	19	0
51037	20	0
51037	32	570
51038	1	1200
51038	2	3000
51038	3	300
51038	4	0
51038	5	300
51038	6	300
51038	7	12
51038	8	0
51038	17	3000
51038	18	800
51038	19	0
51038	20	400
51038	32	0
51040	1	1000
51040	2	1000
51040	3	500
51040	4	300
51040	5	200
51040	6	60
51040	7	30
51040	8	40
51040	17	200
51040	18	1000
51040	19	0
51040	20	300
51040	32	145
51041	1	400
51041	2	500
51041	3	0
51041	4	300
51041	5	50
51041	6	50
51041	7	0
51041	8	200
51041	17	600
51041	18	700
51041	19	0
51041	20	300
51041	32	580
51042	1	2000
51042	2	600
51042	3	0
51042	4	0
51042	5	600
51042	6	100
51042	7	0
51042	8	0
51042	17	0
51042	18	1000
51042	19	0
51042	20	0
51042	32	0
51043	1	4000
51043	2	5000
51043	3	2000
51043	4	0
51043	5	2000
51043	6	1500
51043	7	1000
51043	8	0
51043	17	500
51043	18	3000
51043	19	0
51043	20	1000
51043	32	750
51044	1	400
51044	2	590
51044	3	200
51044	4	0
51044	5	80
51044	6	100
51044	7	0
51044	8	0
51044	17	50
51044	18	100
51044	19	0
51044	20	0
51044	32	570
51045	1	4000
51045	2	1000
51045	3	2000
51045	4	0
51045	5	500
51045	6	240
51045	7	300
51045	8	0
51045	17	200
51045	18	450
51045	19	0
51045	20	0
51045	32	520
51046	1	200
51046	2	200
51046	3	0
51046	4	200
51046	5	50
51046	6	100
51046	7	0
51046	8	100
51046	17	300
51046	18	500
51046	19	0
51046	20	200
51046	32	0
51047	1	1000
51047	2	700
51047	3	0
51047	4	0
51047	5	200
51047	6	200
51047	7	0
51047	8	0
51047	17	0
51047	18	1000
51047	19	0
51047	20	0
51047	32	0
51048	1	1800
51048	2	500
51048	3	450
51048	4	150
51048	5	120
51048	6	320
51048	7	125
51048	8	0
51048	17	0
51048	18	620
51048	19	0
51048	20	0
51048	32	1820
51049	1	200
51049	2	500
51049	3	0
51049	4	0
51049	5	0
51049	6	70
51049	7	0
51049	8	0
51049	17	500
51049	18	1000
51049	19	0
51049	20	0
51049	32	-77
51050	1	400
51050	2	200
51050	3	0
51050	4	0
51050	5	500
51050	6	0
51050	7	0
51050	8	0
51050	17	200
51050	18	500
51050	19	1000
51050	20	700
51050	32	0
51057	1	500
51057	2	200
51057	3	0
51057	4	0
51057	5	300
51057	6	0
51057	7	0
51057	8	0
51057	17	0
51057	18	100
51057	19	0
51057	20	0
51057	32	0
51070	1	0
51070	2	700
51070	3	0
51070	4	0
51070	5	0
51070	6	300
51070	7	0
51070	8	0
51070	17	0
51070	18	120
51070	19	0
51070	20	80
51070	32	600
61001	1	300
61001	2	500
61001	3	0
61001	4	0
61001	5	100
61001	6	100
61001	7	0
61001	8	0
61001	17	0
61001	18	100
61001	19	0
61001	20	0
61001	32	720
61003	1	1200
61003	2	2300
61003	3	0
61003	4	0
61003	5	280
61003	6	420
61003	7	0
61003	8	0
61003	17	200
61003	18	350
61003	19	0
61003	20	150
61003	32	650
61004	1	1500
61004	2	2000
61004	3	0
61004	4	0
61004	5	150
61004	6	150
61004	7	0
61004	8	0
61004	17	0
61004	18	300
61004	19	0
61004	20	0
61004	32	0
61006	1	1500
61006	2	1000
61006	3	0
61006	4	0
61006	5	500
61006	6	100
61006	7	0
61006	8	0
61006	17	0
61006	18	100
61006	19	0
61006	20	0
61006	32	290
61009	1	570
61009	2	2850
61009	3	750
61009	4	0
61009	5	350
61009	6	2300
61009	7	160
61009	8	0
61009	17	0
61009	18	2400
61009	19	0
61009	20	0
61009	32	580
61011	1	300
61011	2	200
61011	3	0
61011	4	100
61011	5	100
61011	6	50
61011	7	0
61011	8	50
61011	17	1000
61011	18	300
61011	19	0
61011	20	0
61011	32	0
61012	1	55
61012	2	480
61012	3	325
61012	4	0
61012	5	30
61012	6	85
61012	7	30
61012	8	0
61012	17	0
61012	18	520
61012	19	655
61012	20	0
61012	32	0
61013	1	180
61013	2	0
61013	3	0
61013	4	155
61013	5	130
61013	6	0
61013	7	0
61013	8	80
61013	17	0
61013	18	650
61013	19	0
61013	20	170
61013	32	0
61014	1	1000
61014	2	2000
61014	3	0
61014	4	600
61014	5	300
61014	6	300
61014	7	0
61014	8	100
61014	17	0
61014	18	500
61014	19	0
61014	20	0
61014	32	290
61015	1	1200
61015	2	2000
61015	3	0
61015	4	800
61015	5	800
61015	6	500
61015	7	0
61015	8	200
61015	17	200
61015	18	500
61015	19	300
61015	20	0
61015	32	0
61016	1	2000
61016	2	1500
61016	3	0
61016	4	2000
61016	5	200
61016	6	100
61016	7	0
61016	8	100
61016	17	0
61016	18	2000
61016	19	0
61016	20	0
61016	32	1120
61017	1	1600
61017	2	1400
61017	3	0
61017	4	1000
61017	5	950
61017	6	1160
61017	7	0
61017	8	450
61017	17	2700
61017	18	6800
61017	19	0
61017	20	450
61017	32	0
61018	1	1000
61018	2	1500
61018	3	0
61018	4	500
61018	5	300
61018	6	500
61018	7	0
61018	8	100
61018	17	1000
61018	18	5000
61018	19	0
61018	20	0
61018	32	290
61019	1	850
61019	2	3100
61019	3	0
61019	4	0
61019	5	560
61019	6	2700
61019	7	0
61019	8	0
61019	17	450
61019	18	3855
61019	19	0
61019	20	225
61019	32	580
61020	1	1000
61020	2	1000
61020	3	0
61020	4	0
61020	5	100
61020	6	100
61020	7	0
61020	8	0
61020	17	200
61020	18	300
61020	19	0
61020	20	0
61020	32	0
61021	1	750
61021	2	2660
61021	3	0
61021	4	1300
61021	5	545
61021	6	1100
61021	7	0
61021	8	135
61021	17	455
61021	18	2350
61021	19	0
61021	20	0
61021	32	290
61023	1	600
61023	2	400
61023	3	0
61023	4	0
61023	5	150
61023	6	200
61023	7	0
61023	8	0
61023	17	200
61023	18	1500
61023	19	0
61023	20	0
61023	32	0
61024	1	570
61024	2	330
61024	3	0
61024	4	0
61024	5	250
61024	6	75
61024	7	0
61024	8	0
61024	17	455
61024	18	4500
61024	19	0
61024	20	120
61024	32	0
61025	1	170
61025	2	350
61025	3	0
61025	4	0
61025	5	60
61025	6	75
61025	7	0
61025	8	0
61025	17	0
61025	18	750
61025	19	0
61025	20	250
61025	32	0
61026	1	1000
61026	2	500
61026	3	480
61026	4	0
61026	5	280
61026	6	120
61026	7	200
61026	8	0
61026	17	0
61026	18	150
61026	19	0
61026	20	0
61026	32	290
61028	1	0
61028	2	300
61028	3	0
61028	4	0
61028	5	120
61028	6	160
61028	7	0
61028	8	0
61028	17	400
61028	18	200
61028	19	0
61028	20	300
61028	32	0
61029	1	0
61029	2	0
61029	3	0
61029	4	0
61029	5	0
61029	6	0
61029	7	0
61029	8	0
61029	17	0
61029	18	500
61029	19	0
61029	20	0
61029	32	290
61030	1	1500
61030	2	1000
61030	3	500
61030	4	0
61030	5	200
61030	6	500
61030	7	200
61030	8	0
61030	17	0
61030	18	200
61030	19	0
61030	20	0
61030	32	290
61031	1	1500
61031	2	500
61031	3	0
61031	4	0
61031	5	360
61031	6	75
61031	7	0
61031	8	0
61031	17	120
61031	18	200
61031	19	0
61031	20	0
61031	32	650
61032	1	1000
61032	2	2000
61032	3	1000
61032	4	0
61032	5	200
61032	6	500
61032	7	200
61032	8	0
61032	17	0
61032	18	0
61032	19	0
61032	20	0
61032	32	1680
61033	1	100
61033	2	0
61033	3	0
61033	4	120
61033	5	140
61033	6	90
61033	7	0
61033	8	70
61033	17	400
61033	18	3000
61033	19	0
61033	20	100
61033	32	0
61034	1	500
61034	2	500
61034	3	1000
61034	4	500
61034	5	200
61034	6	300
61034	7	0
61034	8	0
61034	17	0
61034	18	300
61034	19	0
61034	20	0
61034	32	290
61035	1	1800
61035	2	700
61035	3	500
61035	4	800
61035	5	500
61035	6	150
61035	7	250
61035	8	200
61035	17	200
61035	18	350
61035	19	0
61035	20	150
61035	32	860
61036	1	400
61036	2	1000
61036	3	0
61036	4	0
61036	5	100
61036	6	200
61036	7	0
61036	8	0
61036	17	0
61036	18	200
61036	19	0
61036	20	0
61036	32	0
61037	1	1500
61037	2	1700
61037	3	0
61037	4	0
61037	5	300
61037	6	250
61037	7	0
61037	8	0
61037	17	25000
61037	18	35000
61037	19	7500
61037	20	12000
61037	32	0
61038	1	2000
61038	2	1000
61038	3	0
61038	4	500
61038	5	500
61038	6	200
61038	7	0
61038	8	200
61038	17	0
61038	18	2000
61038	19	0
61038	20	0
61038	32	1866
61039	1	2000
61039	2	1500
61039	3	0
61039	4	0
61039	5	1000
61039	6	500
61039	7	0
61039	8	0
61039	17	5000
61039	18	2000
61039	19	0
61039	20	2000
61039	32	1584
61040	1	500
61040	2	280
61040	3	0
61040	4	0
61040	5	50
61040	6	50
61040	7	0
61040	8	0
61040	17	0
61040	18	300
61040	19	0
61040	20	0
61040	32	1534
61041	1	1000
61041	2	1500
61041	3	0
61041	4	0
61041	5	100
61041	6	200
61041	7	0
61041	8	0
61041	17	200
61041	18	1800
61041	19	0
61041	20	0
61041	32	0
61042	1	0
61042	2	0
61042	3	0
61042	4	0
61042	5	100
61042	6	200
61042	7	200
61042	8	0
61042	17	400
61042	18	1600
61042	19	0
61042	20	0
61042	32	580
61043	1	1000
61043	2	0
61043	3	500
61043	4	100
61043	5	100
61043	6	100
61043	7	100
61043	8	100
61043	17	0
61043	18	240
61043	19	0
61043	20	0
61043	32	0
61044	1	2500
61044	2	500
61044	3	0
61044	4	0
61044	5	500
61044	6	70
61044	7	0
61044	8	0
61044	17	200
61044	18	3000
61044	19	0
61044	20	0
61044	32	1290
61046	1	1000
61046	2	2000
61046	3	1300
61046	4	500
61046	5	500
61046	6	600
61046	7	300
61046	8	0
61046	17	1000
61046	18	1000
61046	19	0
61046	20	0
61046	32	900
61047	1	2000
61047	2	1000
61047	3	0
61047	4	500
61047	5	100
61047	6	300
61047	7	0
61047	8	200
61047	17	0
61047	18	0
61047	19	0
61047	20	0
61047	32	1740
61048	1	200
61048	2	300
61048	3	0
61048	4	200
61048	5	100
61048	6	50
61048	7	0
61048	8	100
61048	17	200
61048	18	500
61048	19	0
61048	20	0
61048	32	580
61049	1	200
61049	2	1200
61049	3	500
61049	4	0
61049	5	60
61049	6	250
61049	7	180
61049	8	0
61049	17	150
61049	18	250
61049	19	0
61049	20	50
61049	32	520
61050	1	1000
61050	2	1000
61050	3	0
61050	4	500
61050	5	100
61050	6	100
61050	7	0
61050	8	100
61050	17	0
61050	18	500
61050	19	0
61050	20	0
61050	32	0
61052	1	2000
61052	2	2000
61052	3	0
61052	4	0
61052	5	300
61052	6	200
61052	7	0
61052	8	0
61052	17	200
61052	18	100
61052	19	0
61052	20	0
61052	32	0
61055	1	3000
61055	2	1000
61055	3	0
61055	4	0
61055	5	500
61055	6	50
61055	7	0
61055	8	0
61055	17	5000
61055	18	20000
61055	19	3000
61055	20	0
61055	32	860
61056	1	1500
61056	2	650
61056	3	0
61056	4	0
61056	5	250
61056	6	120
61056	7	0
61056	8	0
61056	17	250
61056	18	300
61056	19	0
61056	20	0
61056	32	680
61057	1	90
61057	2	750
61057	3	0
61057	4	0
61057	5	55
61057	6	210
61057	7	0
61057	8	0
61057	17	610
61057	18	1550
61057	19	0
61057	20	230
61057	32	621
61076	1	500
61076	2	1000
61076	3	1000
61076	4	0
61076	5	150
61076	6	100
61076	7	160
61076	8	0
61076	17	0
61076	18	5000
61076	19	0
61076	20	0
61076	32	621
61079	1	665
61079	2	920
61079	3	0
61079	4	0
61079	5	130
61079	6	80
61079	7	0
61079	8	75
61079	17	420
61079	18	510
61079	19	0
61079	20	0
61079	32	0
61104	1	800
61104	2	1000
61104	3	1000
61104	4	0
61104	5	180
61104	6	700
61104	7	160
61104	8	0
61104	17	0
61104	18	3300
61104	19	0
61104	20	0
61104	32	0
71001	1	2000
71001	2	1500
71001	3	0
71001	4	0
71001	5	500
71001	6	400
71001	7	0
71001	8	0
71001	17	50
71001	18	150
71001	19	0
71001	20	0
71001	32	0
71002	1	0
71002	2	0
71002	3	0
71002	4	0
71002	5	50
71002	6	30
71002	7	0
71002	8	100
71002	17	0
71002	18	7300
71002	19	0
71002	20	0
71002	32	0
71003	1	200
71003	2	500
71003	3	0
71003	4	0
71003	5	50
71003	6	200
71003	7	0
71003	8	0
71003	17	500
71003	18	4000
71003	19	0
71003	20	0
71003	32	0
71004	1	1500
71004	2	1800
71004	3	0
71004	4	800
71004	5	60
71004	6	300
71004	7	0
71004	8	300
71004	17	2200
71004	18	0
71004	19	0
71004	20	0
71004	32	1120
71005	1	0
71005	2	360
71005	3	0
71005	4	0
71005	5	200
71005	6	330
71005	7	0
71005	8	0
71005	17	300
71005	18	3000
71005	19	-77
71005	20	0
71005	32	0
71006	1	-77
71006	2	200
71006	3	0
71006	4	0
71006	5	0
71006	6	100
71006	7	0
71006	8	0
71006	17	0
71006	18	200
71006	19	0
71006	20	0
71006	32	-77
71007	1	3000
71007	2	2000
71007	3	0
71007	4	0
71007	5	1500
71007	6	500
71007	7	0
71007	8	0
71007	17	5000
71007	18	1000
71007	19	0
71007	20	0
71007	32	1700
71008	1	5000
71008	2	5600
71008	3	0
71008	4	400
71008	5	1000
71008	6	1000
71008	7	0
71008	8	1500
71008	17	0
71008	18	5000
71008	19	0
71008	20	0
71008	32	290
71009	1	300
71009	2	4000
71009	3	600
71009	4	0
71009	5	500
71009	6	1200
71009	7	400
71009	8	0
71009	17	0
71009	18	500
71009	19	0
71009	20	0
71009	32	560
71010	1	1000
71010	2	1500
71010	3	500
71010	4	0
71010	5	0
71010	6	600
71010	7	200
71010	8	0
71010	17	500
71010	18	1000
71010	19	0
71010	20	0
71010	32	290
71011	1	-77
71011	2	-77
71011	3	0
71011	4	0
71011	5	30
71011	6	25
71011	7	0
71011	8	0
71011	17	0
71011	18	300
71011	19	0
71011	20	0
71011	32	550
71013	1	3000
71013	2	4500
71013	3	0
71013	4	0
71013	5	650
71013	6	890
71013	7	0
71013	8	250
71013	17	0
71013	18	1500
71013	19	0
71013	20	0
71013	32	0
71015	1	1200
71015	2	2700
71015	3	0
71015	4	1000
71015	5	450
71015	6	1050
71015	7	0
71015	8	10
71015	17	1200
71015	18	300
71015	19	0
71015	20	450
71015	32	560
71019	1	500
71019	2	500
71019	3	0
71019	4	0
71019	5	100
71019	6	100
71019	7	0
71019	8	0
71019	17	0
71019	18	200
71019	19	0
71019	20	0
71019	32	0
71020	1	130
71020	2	450
71020	3	130
71020	4	60
71020	5	0
71020	6	60
71020	7	0
71020	8	0
71020	17	1400
71020	18	13600
71020	19	120
71020	20	3000
71020	32	83
71021	1	250
71021	2	1000
71021	3	500
71021	4	0
71021	5	150
71021	6	600
71021	7	120
71021	8	0
71021	17	0
71021	18	350
71021	19	0
71021	20	0
71021	32	1675
71023	1	1500
71023	2	1000
71023	3	0
71023	4	0
71023	5	200
71023	6	500
71023	7	0
71023	8	0
71023	17	300
71023	18	700
71023	19	0
71023	20	200
71023	32	600
71024	1	5000
71024	2	5000
71024	3	0
71024	4	3000
71024	5	1000
71024	6	1200
71024	7	0
71024	8	500
