CHILDCODE	SCHCSTIDR5	FEESR5
111034	1	1030
111034	2	390
111034	3	0
111034	4	0
111035	1	 
111035	2	 
111035	3	 
111035	4	 
111036	1	2000
111036	2	3000
111036	3	35000
111036	4	0
111038	1	 
111038	2	 
111038	3	 
111038	4	 
111039	1	1500
111039	2	2200
111039	3	24000
111039	4	0
111040	1	2500
111040	2	450
111040	3	0
111040	4	6000
111041	1	 
111041	2	 
111041	3	 
111041	4	 
111044	1	 
111044	2	 
111044	3	 
111044	4	 
111045	1	 
111045	2	 
111045	3	 
111045	4	 
111046	1	 
111046	2	 
111046	3	 
111046	4	 
111047	1	0
111047	2	1500
111047	3	0
111047	4	0
111048	1	 
111048	2	 
111048	3	 
111048	4	 
111049	1	 
111049	2	 
111049	3	 
111049	4	 
111050	1	1000
111050	2	3000
111050	3	25000
111050	4	0
111051	1	 
111051	2	 
111051	3	 
111051	4	 
111053	1	4000
111053	2	3000
111053	3	41000
111053	4	0
111054	1	 
111054	2	 
111054	3	 
111054	4	 
111055	1	 
111055	2	 
111055	3	 
111055	4	 
111056	1	350
111056	2	420
111056	3	12000
111056	4	0
111057	1	 
111057	2	 
111057	3	 
111057	4	 
121001	1	11000
121001	2	600
121001	3	0
121001	4	0
121002	1	2000
121002	2	1000
121002	3	0
121002	4	0
121003	1	 
121003	2	 
121003	3	 
121003	4	 
121004	1	10000
121004	2	3000
121004	3	37000
121004	4	0
121005	1	15000
121005	2	2700
121005	3	2500
121005	4	0
121006	1	 
121006	2	 
121006	3	 
121006	4	 
121007	1	12500
121007	2	1000
121007	3	0
121007	4	0
121008	1	300
121008	2	800
121008	3	2000
121008	4	11000
121009	1	500
121009	2	1000
121009	3	12500
121009	4	0
121010	1	1000
121010	2	2600
121010	3	52000
121010	4	0
121011	1	350
121011	2	700
121011	3	38500
121011	4	6000
121012	1	1500
121012	2	1000
121012	3	11000
121012	4	500
121013	1	 
121013	2	 
121013	3	 
121013	4	 
121014	1	0
121014	2	1500
121014	3	0
121014	4	0
121015	1	 
121015	2	 
121015	3	 
121015	4	 
121016	1	0
121016	2	800
121016	3	0
121016	4	0
121017	1	10000
121017	2	2000
121017	3	0
121017	4	30000
121018	1	1000
121018	2	1500
121018	3	40500
121018	4	0
121019	1	 
121019	2	 
121019	3	 
121019	4	 
121020	1	10000
121020	2	2000
121020	3	70000
121020	4	0
121021	1	0
121021	2	1500
121021	3	22500
121021	4	0
121022	1	15000
121022	2	2500
121022	3	0
121022	4	0
121023	1	500
121023	2	500
121023	3	9000
121023	4	0
121025	1	0
121025	2	980
121025	3	0
121025	4	300
121026	1	 
121026	2	 
121026	3	 
121026	4	 
121027	1	11500
121027	2	400
121027	3	0
121027	4	0
121028	1	1000
121028	2	500
121028	3	0
121028	4	0
121029	1	 
121029	2	 
121029	3	 
121029	4	 
121030	1	 
121030	2	 
121030	3	 
121030	4	 
121031	1	 
121031	2	 
121031	3	 
121031	4	 
121032	1	2000
121032	2	1500
121032	3	0
121032	4	0
121033	1	 
121033	2	 
121033	3	 
121033	4	 
121034	1	 
121034	2	 
121034	3	 
121034	4	 
121035	1	1000
121035	2	2075
121035	3	0
121035	4	600
121036	1	1000
121036	2	1000
121036	3	3000
121036	4	0
121037	1	 
121037	2	 
121037	3	 
121037	4	 
121038	1	 
121038	2	 
121038	3	 
121038	4	 
121039	1	 
121039	2	 
121039	3	 
121039	4	 
121040	1	 
121040	2	 
121040	3	 
121040	4	 
121041	1	 
121041	2	 
121041	3	 
121041	4	 
121042	1	 
121042	2	 
121042	3	 
121042	4	 
121043	1	500
121043	2	3500
121043	3	0
121043	4	5000
121044	1	0
121044	2	700
121044	3	0
121044	4	0
121045	1	 
121045	2	 
121045	3	 
121045	4	 
121046	1	 
121046	2	 
121046	3	 
121046	4	 
121047	1	 
121047	2	 
121047	3	 
121047	4	 
121048	1	 
121048	2	 
121048	3	 
121048	4	 
121049	1	 
121049	2	 
121049	3	 
121049	4	 
121050	1	100
121050	2	600
121050	3	0
121050	4	0
131001	1	800
131001	2	850
131001	3	0
131001	4	0
131002	1	 
131002	2	 
131002	3	 
131002	4	 
131003	1	 
131003	2	 
131003	3	 
131003	4	 
131004	1	 
131004	2	 
131004	3	 
131004	4	 
131005	1	1750
131005	2	0
131005	3	0
131005	4	0
131006	1	1000
131006	2	1000
131006	3	0
131006	4	0
131008	1	0
131008	2	200
131008	3	0
131008	4	0
131009	1	 
131009	2	 
131009	3	 
131009	4	 
131010	1	1100
131010	2	1600
131010	3	62000
131010	4	3000
131011	1	550
131011	2	1000
131011	3	10000
131011	4	500
131012	1	0
131012	2	0
131012	3	40000
131012	4	0
131013	1	1100
131013	2	2200
131013	3	30000
131013	4	3000
131014	1	1000
131014	2	1500
131014	3	30000
131014	4	0
131015	1	1000
131015	2	900
131015	3	0
131015	4	0
131016	1	2000
131016	2	1500
131016	3	62000
131016	4	0
131017	1	 
131017	2	 
131017	3	 
131017	4	 
131018	1	 
131018	2	 
131018	3	 
131018	4	 
131019	1	 
131019	2	 
131019	3	 
131019	4	 
131020	1	 
131020	2	 
131020	3	 
131020	4	 
131021	1	 
131021	2	 
131021	3	 
131021	4	 
131022	1	 
131022	2	 
131022	3	 
131022	4	 
131023	1	 
131023	2	 
131023	3	 
131023	4	 
131024	1	 
131024	2	 
131024	3	 
131024	4	 
131025	1	 
131025	2	 
131025	3	 
131025	4	 
131026	1	 
131026	2	 
131026	3	 
131026	4	 
131027	1	250
131027	2	1000
131027	3	5000
131027	4	0
131028	1	 
131028	2	 
131028	3	 
131028	4	 
131029	1	 
131029	2	 
131029	3	 
131029	4	 
131030	1	 
131030	2	 
131030	3	 
131030	4	 
131031	1	 
131031	2	 
131031	3	 
131031	4	 
131032	1	 
131032	2	 
131032	3	 
131032	4	 
131034	1	0
131034	2	600
131034	3	0
131034	4	0
131035	1	 
131035	2	 
131035	3	 
131035	4	 
131036	1	 
131036	2	 
131036	3	 
131036	4	 
131037	1	4000
131037	2	750
131037	3	0
131037	4	0
131038	1	 
131038	2	 
131038	3	 
131038	4	 
131039	1	 
131039	2	 
131039	3	 
131039	4	 
131040	1	8500
131040	2	1000
131040	3	0
131040	4	0
131041	1	 
131041	2	 
131041	3	 
131041	4	 
131042	1	1000
131042	2	500
131042	3	300
131042	4	0
131043	1	 
131043	2	 
131043	3	 
131043	4	 
131044	1	1000
131044	2	2200
131044	3	15000
131044	4	0
131045	1	 
131045	2	 
131045	3	 
131045	4	 
131046	1	60
131046	2	510
131046	3	3500
131046	4	0
131047	1	 
131047	2	 
131047	3	 
131047	4	 
131048	1	 
131048	2	 
131048	3	 
131048	4	 
131049	1	 
131049	2	 
131049	3	 
131049	4	 
131050	1	6500
131050	2	1500
131050	3	0
131050	4	1000
141001	1	0
141001	2	1000
141001	3	0
141001	4	0
141002	1	0
141002	2	630
141002	3	0
141002	4	0
141004	1	 
141004	2	 
141004	3	 
141004	4	 
141005	1	 
141005	2	 
141005	3	 
141005	4	 
141006	1	1000
141006	2	1700
141006	3	0
141006	4	0
141007	1	 
141007	2	 
141007	3	 
141007	4	 
141008	1	0
141008	2	1200
141008	3	5000
141008	4	0
141009	1	0
141009	2	1500
141009	3	0
141009	4	0
141010	1	0
141010	2	600
141010	3	0
141010	4	0
141011	1	300
141011	2	1500
141011	3	0
141011	4	0
141012	1	0
141012	2	1500
141012	3	0
141012	4	0
141013	1	0
141013	2	0
141013	3	0
141013	4	0
141014	1	0
141014	2	550
141014	3	0
141014	4	1000
141015	1	 
141015	2	 
141015	3	 
141015	4	 
141016	1	0
141016	2	2000
141016	3	10000
141016	4	0
141017	1	0
141017	2	1500
141017	3	0
141017	4	2000
141018	1	 
141018	2	 
141018	3	 
141018	4	 
141020	1	1000
141020	2	2300
141020	3	26000
141020	4	7000
141021	1	 
141021	2	 
141021	3	 
141021	4	 
141022	1	0
141022	2	1300
141022	3	0
141022	4	0
141023	1	0
141023	2	3000
141023	3	31500
141023	4	0
141024	1	0
141024	2	550
141024	3	0
141024	4	500
141025	1	1000
141025	2	5500
141025	3	0
141025	4	0
141026	1	0
141026	2	800
141026	3	0
141026	4	0
141027	1	8675
141027	2	0
141027	3	0
141027	4	0
141028	1	0
141028	2	1500
141028	3	0
141028	4	90000
141029	1	1500
141029	2	700
141029	3	28000
141029	4	0
141030	1	0
141030	2	1600
141030	3	0
141030	4	9500
141031	1	 
141031	2	 
141031	3	 
141031	4	 
141032	1	0
141032	2	1200
141032	3	0
141032	4	0
141033	1	2500
141033	2	4000
141033	3	0
141033	4	0
141034	1	0
141034	2	1000
141034	3	0
141034	4	0
141035	1	3000
141035	2	15000
141035	3	0
141035	4	0
141036	1	5000
141036	2	13500
141036	3	0
141036	4	0
141037	1	 
141037	2	 
141037	3	 
141037	4	 
141038	1	 
141038	2	 
141038	3	 
141038	4	 
141040	1	0
141040	2	700
141040	3	0
141040	4	0
141041	1	0
141041	2	1000
141041	3	0
141041	4	15000
141042	1	0
141042	2	6750
141042	3	0
141042	4	0
141043	1	30000
141043	2	5000
141043	3	200000
141043	4	0
141044	1	0
141044	2	1500
141044	3	0
141044	4	0
141045	1	0
141045	2	1400
141045	3	0
141045	4	0
141046	1	0
141046	2	2000
141046	3	78000
141046	4	0
141048	1	0
141048	2	2000
141048	3	0
141048	4	0
141049	1	30000
141049	2	4000
141049	3	0
141049	4	0
141050	1	0
141050	2	2500
141050	3	50000
141050	4	0
151001	1	1000
151001	2	1800
151001	3	0
151001	4	0
151002	1	0
151002	2	6000
151002	3	0
151002	4	4500
151003	1	 
151003	2	 
151003	3	 
151003	4	 
151004	1	500
151004	2	1000
151004	3	0
151004	4	0
151005	1	 
151005	2	 
151005	3	 
151005	4	 
151006	1	0
151006	2	2000
151006	3	0
151006	4	30000
151007	1	 
151007	2	 
151007	3	 
151007	4	 
151008	1	0
151008	2	1200
151008	3	0
151008	4	0
151009	1	 
151009	2	 
151009	3	 
151009	4	 
151010	1	0
151010	2	15000
151010	3	0
151010	4	0
151011	1	700
151011	2	1900
151011	3	0
151011	4	0
151012	1	0
151012	2	1150
151012	3	0
151012	4	0
151013	1	 
151013	2	 
151013	3	 
151013	4	 
151014	1	 
151014	2	 
151014	3	 
151014	4	 
151015	1	450
151015	2	1000
151015	3	0
151015	4	1000
151016	1	 
151016	2	 
151016	3	 
151016	4	 
151017	1	 
151017	2	 
151017	3	 
151017	4	 
151018	1	 
151018	2	 
151018	3	 
151018	4	 
151019	1	1000
151019	2	2200
151019	3	3000
151019	4	1000
151020	1	5700
151020	2	1200
151020	3	35000
151020	4	2000
151021	1	 
151021	2	 
151021	3	 
151021	4	 
151022	1	 
151022	2	 
151022	3	 
151022	4	 
151023	1	0
151023	2	1800
151023	3	0
151023	4	0
151024	1	0
151024	2	1000
151024	3	0
151024	4	0
151025	1	 
151025	2	 
151025	3	 
151025	4	 
151026	1	 
151026	2	 
151026	3	 
151026	4	 
151027	1	 
151027	2	 
151027	3	 
151027	4	 
151028	1	 
151028	2	 
151028	3	 
151028	4	 
151029	1	 
151029	2	 
151029	3	 
151029	4	 
151030	1	 
151030	2	 
151030	3	 
151030	4	 
151031	1	 
151031	2	 
151031	3	 
151031	4	 
151032	1	0
151032	2	0
151032	3	0
151032	4	0
151033	1	4000
151033	2	2800
151033	3	0
151033	4	0
151034	1	 
151034	2	 
151034	3	 
151034	4	 
151035	1	 
151035	2	 
151035	3	 
151035	4	 
151036	1	0
151036	2	1500
151036	3	0
151036	4	0
151037	1	 
151037	2	 
151037	3	 
151037	4	 
151038	1	0
151038	2	1500
151038	3	30000
151038	4	0
151039	1	0
151039	2	500
151039	3	0
151039	4	0
151040	1	28000
151040	2	1150
151040	3	0
151040	4	60000
151041	1	0
151041	2	150
151041	3	0
151041	4	0
151042	1	 
151042	2	 
151042	3	 
151042	4	 
151043	1	 
151043	2	 
151043	3	 
151043	4	 
151045	1	0
151045	2	500
151045	3	0
151045	4	0
151046	1	500
151046	2	1050
151046	3	0
151046	4	0
151047	1	 
151047	2	 
151047	3	 
151047	4	 
151048	1	 
151048	2	 
151048	3	 
151048	4	 
151049	1	 
151049	2	 
151049	3	 
151049	4	 
161001	1	 
161001	2	 
161001	3	 
161001	4	 
161002	1	0
161002	2	4000
161002	3	30000
161002	4	0
161003	1	 
161003	2	 
161003	3	 
161003	4	 
161004	1	 
161004	2	 
161004	3	 
161004	4	 
161005	1	0
161005	2	1000
161005	3	0
161005	4	0
161006	1	 
161006	2	 
161006	3	 
161006	4	 
161007	1	 
161007	2	 
161007	3	 
161007	4	 
161008	1	550
161008	2	1350
161008	3	0
161008	4	0
161009	1	500
161009	2	1200
161009	3	0
161009	4	0
161010	1	0
161010	2	1050
161010	3	0
161010	4	0
161011	1	 
161011	2	 
161011	3	 
161011	4	 
161012	1	 
161012	2	 
161012	3	 
161012	4	 
161013	1	5000
161013	2	5000
161013	3	0
161013	4	50000
161014	1	0
161014	2	3000
161014	3	0
161014	4	0
161015	1	5000
161015	2	4000
161015	3	25000
161015	4	0
161016	1	1000
161016	2	2200
161016	3	0
161016	4	500
161017	1	 
161017	2	 
161017	3	 
161017	4	 
161018	1	 
161018	2	 
161018	3	 
161018	4	 
161019	1	250
161019	2	1500
161019	3	0
161019	4	0
161020	1	10000
161020	2	720
161020	3	0
161020	4	0
161021	1	0
161021	2	0
161021	3	0
161021	4	0
161022	1	 
161022	2	 
161022	3	 
161022	4	 
161023	1	 
161023	2	 
161023	3	 
161023	4	 
161024	1	 
161024	2	 
161024	3	 
161024	4	 
161025	1	500
161025	2	1200
161025	3	0
161025	4	0
161026	1	 
161026	2	 
161026	3	 
161026	4	 
161027	1	0
161027	2	1700
161027	3	0
161027	4	0
161028	1	0
161028	2	1500
161028	3	0
161028	4	5000
161029	1	 
161029	2	 
161029	3	 
161029	4	 
161030	1	1000
161030	2	900
161030	3	0
161030	4	0
161031	1	 
161031	2	 
161031	3	 
161031	4	 
161032	1	 
161032	2	 
161032	3	 
161032	4	 
161033	1	1000
161033	2	950
161033	3	0
161033	4	0
161034	1	0
161034	2	250
161034	3	0
161034	4	0
161035	1	 
161035	2	 
161035	3	 
161035	4	 
161036	1	 
161036	2	 
161036	3	 
161036	4	 
161037	1	 
161037	2	 
161037	3	 
161037	4	 
161038	1	 
161038	2	 
161038	3	 
161038	4	 
161039	1	0
161039	2	500
161039	3	0
161039	4	0
161040	1	0
161040	2	1200
161040	3	0
161040	4	0
161041	1	0
161041	2	1500
161041	3	0
161041	4	500
161042	1	1500
161042	2	1200
161042	3	0
161042	4	0
161043	1	10000
161043	2	10000
161043	3	0
161043	4	0
161044	1	 
161044	2	 
161044	3	 
161044	4	 
161045	1	1500
161045	2	1300
161045	3	0
161045	4	0
161046	1	0
161046	2	200
161046	3	160000
161046	4	0
161047	1	120
161047	2	1300
161047	3	11500
161047	4	2000
161048	1	0
161048	2	1500
161048	3	10000
161048	4	0
161049	1	150
161049	2	800
161049	3	6000
161049	4	0
161050	1	 
161050	2	 
161050	3	 
161050	4	 
171002	1	 
171002	2	 
171002	3	 
171002	4	 
171003	1	2500
171003	2	1300
171003	3	35000
171003	4	0
171004	1	1600
171004	2	1300
171004	3	8000
171004	4	0
171005	1	 
171005	2	 
171005	3	 
171005	4	 
171006	1	 
171006	2	 
171006	3	 
171006	4	 
171007	1	850
171007	2	1300
171007	3	0
171007	4	0
171008	1	0
171008	2	1400
171008	3	50
171008	4	0
171009	1	 
171009	2	 
171009	3	 
171009	4	 
171010	1	10000
171010	2	1500
171010	3	0
171010	4	0
171011	1	0
171011	2	1000
171011	3	0
171011	4	0
171012	1	 
171012	2	 
171012	3	 
171012	4	 
171013	1	 
171013	2	 
171013	3	 
171013	4	 
171014	1	700
171014	2	1800
171014	3	6000
171014	4	0
171015	1	 
171015	2	 
171015	3	 
171015	4	 
171016	1	 
171016	2	 
171016	3	 
171016	4	 
171017	1	 
171017	2	 
171017	3	 
171017	4	 
171018	1	 
171018	2	 
171018	3	 
171018	4	 
171019	1	1250
171019	2	900
171019	3	4500
171019	4	0
171020	1	 
171020	2	 
171020	3	 
171020	4	 
171021	1	 
171021	2	 
171021	3	 
171021	4	 
171022	1	 
171022	2	 
171022	3	 
171022	4	 
171023	1	3250
171023	2	1250
171023	3	0
171023	4	0
171024	1	 
171024	2	 
171024	3	 
171024	4	 
171025	1	0
171025	2	1165
171025	3	0
171025	4	0
171026	1	1200
171026	2	1600
171026	3	10000
171026	4	4000
171027	1	2000
171027	2	0
171027	3	6000
171027	4	2000
171028	1	 
171028	2	 
171028	3	 
171028	4	 
171029	1	360
171029	2	350
171029	3	2000
171029	4	0
171030	1	 
171030	2	 
171030	3	 
171030	4	 
171031	1	650
171031	2	2200
171031	3	4500
171031	4	0
171032	1	2000
171032	2	1800
171032	3	5400
171032	4	1000
171033	1	 
171033	2	 
171033	3	 
171033	4	 
171035	1	700
171035	2	500
171035	3	0
171035	4	0
171036	1	 
171036	2	 
171036	3	 
171036	4	 
171037	1	250
171037	2	0
171037	3	0
171037	4	0
171038	1	 
171038	2	 
171038	3	 
171038	4	 
171039	1	 
171039	2	 
171039	3	 
171039	4	 
171040	1	 
171040	2	 
171040	3	 
171040	4	 
171041	1	 
171041	2	 
171041	3	 
171041	4	 
171042	1	60
171042	2	1050
171042	3	0
171042	4	0
171043	1	2000
171043	2	1700
171043	3	4500
171043	4	0
171044	1	 
171044	2	 
171044	3	 
171044	4	 
171045	1	800
171045	2	500
171045	3	0
171045	4	0
171046	1	 
171046	2	 
171046	3	 
171046	4	 
171047	1	 
171047	2	 
171047	3	 
171047	4	 
171048	1	1500
171048	2	3000
171048	3	25000
171048	4	1000
171049	1	 
171049	2	 
171049	3	 
171049	4	 
171050	1	-77
171050	2	-77
171050	3	-77
171050	4	-77
181001	1	3500
181001	2	1500
181001	3	16000
181001	4	0
181002	1	 
181002	2	 
181002	3	 
181002	4	 
181003	1	 
181003	2	 
181003	3	 
181003	4	 
181004	1	1500
181004	2	2000
181004	3	3900
181004	4	1000
181005	1	1000
181005	2	1300
181005	3	0
181005	4	0
181006	1	 
181006	2	 
181006	3	 
181006	4	 
181007	1	 
181007	2	 
181007	3	 
181007	4	 
181008	1	 
181008	2	 
181008	3	 
181008	4	 
181009	1	2000
181009	2	1325
181009	3	9000
181009	4	0
181010	1	 
181010	2	 
181010	3	 
181010	4	 
181011	1	 
181011	2	 
181011	3	 
181011	4	 
181012	1	 
181012	2	 
181012	3	 
181012	4	 
181013	1	 
181013	2	 
181013	3	 
181013	4	 
181014	1	 
181014	2	 
181014	3	 
181014	4	 
181015	1	 
181015	2	 
181015	3	 
181015	4	 
181016	1	 
181016	2	 
181016	3	 
181016	4	 
181017	1	 
181017	2	 
181017	3	 
181017	4	 
181018	1	 
181018	2	 
181018	3	 
181018	4	 
181019	1	 
181019	2	 
181019	3	 
181019	4	 
181020	1	 
181020	2	 
181020	3	 
181020	4	 
181021	1	3000
181021	2	250
181021	3	25000
181021	4	0
181023	1	1500
181023	2	15
181023	3	6000
181023	4	0
181024	1	 
181024	2	 
181024	3	 
181024	4	 
181025	1	 
181025	2	 
181025	3	 
181025	4	 
181026	1	 
181026	2	 
181026	3	 
181026	4	 
181027	1	 
181027	2	 
181027	3	 
181027	4	 
181028	1	 
181028	2	 
181028	3	 
181028	4	 
181029	1	400
181029	2	1500
181029	3	3000
181029	4	560
181030	1	 
181030	2	 
181030	3	 
181030	4	 
181031	1	500
181031	2	1500
181031	3	23000
181031	4	0
181032	1	 
181032	2	 
181032	3	 
181032	4	 
181033	1	300
181033	2	500
181033	3	15000
181033	4	0
181035	1	 
181035	2	 
181035	3	 
181035	4	 
181036	1	 
181036	2	 
181036	3	 
181036	4	 
181037	1	 
181037	2	 
181037	3	 
181037	4	 
181038	1	 
181038	2	 
181038	3	 
181038	4	 
181039	1	1500
181039	2	1500
181039	3	4500
181039	4	0
181040	1	 
181040	2	 
181040	3	 
181040	4	 
181041	1	 
181041	2	 
181041	3	 
181041	4	 
181042	1	2000
181042	2	1550
181042	3	12000
181042	4	0
181043	1	 
181043	2	 
181043	3	 
181043	4	 
181044	1	 
181044	2	 
181044	3	 
181044	4	 
181045	1	 
181045	2	 
181045	3	 
181045	4	 
181046	1	5000
181046	2	1200
181046	3	500
181046	4	2000
181047	1	 
181047	2	 
181047	3	 
181047	4	 
181048	1	6000
181048	2	3000
181048	3	0
181048	4	0
181049	1	5000
181049	2	1150
181049	3	0
181049	4	50
181050	1	0
181050	2	2500
181050	3	3000
181050	4	0
191001	1	 
191001	2	 
191001	3	 
191001	4	 
191002	1	1500
191002	2	2300
191002	3	0
191002	4	0
191003	1	 
191003	2	 
191003	3	 
191003	4	 
191004	1	 
191004	2	 
191004	3	 
191004	4	 
191005	1	 
191005	2	 
191005	3	 
191005	4	 
191006	1	 
191006	2	 
191006	3	 
191006	4	 
191007	1	500
191007	2	2500
191007	3	0
191007	4	0
191008	1	 
191008	2	 
191008	3	 
191008	4	 
191010	1	 
191010	2	 
191010	3	 
191010	4	 
191011	1	 
191011	2	 
191011	3	 
191011	4	 
191012	1	 
191012	2	 
191012	3	 
191012	4	 
191013	1	 
191013	2	 
191013	3	 
191013	4	 
191014	1	450
191014	2	890
191014	3	0
191014	4	0
191015	1	 
191015	2	 
191015	3	 
191015	4	 
191016	1	500
191016	2	2000
191016	3	15000
191016	4	0
191017	1	 
191017	2	 
191017	3	 
191017	4	 
191018	1	 
191018	2	 
191018	3	 
191018	4	 
191019	1	 
191019	2	 
191019	3	 
191019	4	 
191020	1	 
191020	2	 
191020	3	 
191020	4	 
191021	1	 
191021	2	 
191021	3	 
191021	4	 
191022	1	 
191022	2	 
191022	3	 
191022	4	 
191023	1	 
191023	2	 
191023	3	 
191023	4	 
191024	1	 
191024	2	 
191024	3	 
191024	4	 
191025	1	 
191025	2	 
191025	3	 
191025	4	 
191026	1	 
191026	2	 
191026	3	 
191026	4	 
191027	1	1000
191027	2	500
191027	3	18000
191027	4	0
191028	1	 
191028	2	 
191028	3	 
191028	4	 
191029	1	 
191029	2	 
191029	3	 
191029	4	 
191030	1	1500
191030	2	2000
191030	3	0
191030	4	0
191031	1	1500
191031	2	550
191031	3	1600
191031	4	400
191032	1	200
191032	2	1200
191032	3	12000
191032	4	0
191033	1	500
191033	2	1050
191033	3	4500
191033	4	300
191034	1	650
191034	2	1000
191034	3	0
191034	4	0
191035	1	600
191035	2	1200
191035	3	18000
191035	4	1200
191036	1	 
191036	2	 
191036	3	 
191036	4	 
191037	1	 
191037	2	 
191037	3	 
191037	4	 
191038	1	 
191038	2	 
191038	3	 
191038	4	 
191039	1	1000
191039	2	850
191039	3	0
191039	4	0
191040	1	 
191040	2	 
191040	3	 
191040	4	 
191041	1	 
191041	2	 
191041	3	 
191041	4	 
191042	1	 
191042	2	 
191042	3	 
191042	4	 
191043	1	3000
191043	2	400
191043	3	5000
191043	4	0
191044	1	 
191044	2	 
191044	3	 
191044	4	 
191045	1	5000
191045	2	750
191045	3	35000
191045	4	0
191046	1	 
191046	2	 
191046	3	 
191046	4	 
191047	1	 
191047	2	 
191047	3	 
191047	4	 
191048	1	 
191048	2	 
191048	3	 
191048	4	 
191049	1	 
191049	2	 
191049	3	 
191049	4	 
191050	1	 
191050	2	 
191050	3	 
191050	4	 
201001	1	-77
201001	2	-77
201001	3	-77
201001	4	-77
201002	1	-77
201002	2	-77
201002	3	-77
201002	4	-77
201003	1	0
201003	2	900
201003	3	3000
201003	4	0
201004	1	0
201004	2	1200
201004	3	110000
201004	4	0
201005	1	2000
201005	2	1800
201005	3	0
201005	4	0
201006	1	-77
201006	2	-77
201006	3	-77
201006	4	-77
201007	1	10000
201007	2	1700
201007	3	0
201007	4	2000
201008	1	0
201008	2	900
201008	3	6700
201008	4	0
201009	1	250
201009	2	1000
201009	3	15000
201009	4	0
201010	1	500
201010	2	1000
201010	3	5000
201010	4	0
201011	1	 
201011	2	 
201011	3	 
201011	4	 
201012	1	1350
201012	2	630
201012	3	0
201012	4	0
201013	1	-77
201013	2	-77
201013	3	-77
201013	4	-77
201014	1	 
201014	2	 
201014	3	 
201014	4	 
201015	1	10000
201015	2	1200
201015	3	400
201015	4	0
201016	1	 
201016	2	 
201016	3	 
201016	4	 
201017	1	11000
201017	2	1000
201017	3	0
201017	4	3000
201018	1	0
201018	2	0
201018	3	0
201018	4	0
201019	1	 
201019	2	 
201019	3	 
201019	4	 
201020	1	0
201020	2	0
201020	3	30000
201020	4	0
201021	1	 
201021	2	 
201021	3	 
201021	4	 
201023	1	0
201023	2	600
201023	3	27000
201023	4	0
201024	1	 
201024	2	 
201024	3	 
201024	4	 
201026	1	 
201026	2	 
201026	3	 
201026	4	 
201027	1	1000
201027	2	1500
201027	3	6000
201027	4	0
201029	1	 
201029	2	 
201029	3	 
201029	4	 
201032	1	-77
201032	2	-77
201032	3	-77
201032	4	-77
201033	1	0
201033	2	1200
201033	3	0
201033	4	7000
201034	1	500
201034	2	1200
201034	3	16000
201034	4	0
201036	1	3500
201036	2	1500
201036	3	0
201036	4	10000
201038	1	0
201038	2	4000
201038	3	35000
201038	4	0
201039	1	1000
201039	2	1500
201039	3	14000
201039	4	0
201040	1	 
201040	2	 
201040	3	 
201040	4	 
201041	1	 
201041	2	 
201041	3	 
201041	4	 
201042	1	2000
201042	2	2500
201042	3	0
201042	4	0
201044	1	 
201044	2	 
201044	3	 
201044	4	 
201045	1	 
201045	2	 
201045	3	 
201045	4	 
201047	1	 
201047	2	 
201047	3	 
201047	4	 
201048	1	 
201048	2	 
201048	3	 
201048	4	 
201049	1	 
201049	2	 
201049	3	 
201049	4	 
201050	1	0
201050	2	1000
201050	3	0
201050	4	2000
201051	1	 
201051	2	 
201051	3	 
201051	4	 
