CHILDCODE	LANGIDR5	LNCNSPR5	LNSPKR5	LNREADR5	LNWRTER5
111034	1	1	1	1	1
111034	2	7	4	2	3
111035	1	1	1	4	4
111036	1	1	1	1	1
111036	2	7	2	1	1
111036	3	5	2	3	3
111038	1	1	2	3	4
111039	1	1	1	1	1
111039	2	7	3	1	1
111039	3	5	4	2	3
111039	4	3	4	4	5
111040	1	1	1	1	1
111040	2	7	4	3	3
111041	1	1	1	3	4
111044	1	1	1	4	4
111045	1	1	1	2	2
111045	2	3	2	5	5
111046	1	1	1	2	2
111046	2	3	3	5	5
111047	1	1	1	1	1
111047	2	7	4	2	3
111048	1	1	1	1	1
111049	1	1	1	2	3
111050	1	1	1	1	1
111050	2	7	2	1	1
111050	3	5	5	1	1
111051	1	1	1	1	1
111051	2	5	1	3	3
111051	3	7	5	4	4
111053	1	7	1	1	1
111053	2	1	1	2	2
111053	3	3	2	3	4
111053	4	5	3	3	3
111054	1	1	1	2	2
111054	2	3	3	5	5
111055	1	1	1	2	2
111056	1	1	1	2	2
111056	2	7	5	4	4
111057	1	1	1	2	3
121001	1	1	1	1	1
121001	2	7	3	2	2
121001	3	5	2	4	4
121001	4	6	1	88	88
121002	1	1	1	2	2
121002	2	7	2	2	2
121002	3	5	3	3	4
121003	1	6	1	1	1
121003	2	1	4	4	4
121004	1	1	1	1	1
121004	2	7	3	1	1
121004	3	5	4	3	2
121004	4	6	1	88	88
121005	1	1	1	1	1
121005	2	3	2	2	5
121005	3	5	2	2	3
121005	4	7	4	3	3
121006	1	1	1	2	2
121007	1	1	1	1	1
121007	2	7	3	2	2
121007	3	3	4	5	5
121007	4	5	5	3	3
121008	1	1	1	1	1
121008	2	7	2	2	2
121008	3	5	2	2	3
121009	1	1	1	1	1
121009	2	7	2	2	2
121010	1	1	1	1	2
121010	2	7	2	2	2
121010	3	3	2	3	3
121010	4	5	3	4	4
121011	1	1	1	1	1
121011	2	7	3	2	2
121011	3	5	4	3	3
121012	1	1	1	1	1
121012	2	7	3	2	2
121013	1	1	2	3	3
121014	1	1	1	1	1
121014	2	7	2	1	1
121014	3	5	4	2	2
121015	1	1	1	1	1
121015	2	7	4	3	3
121015	3	5	4	3	3
121016	1	1	1	1	1
121016	2	7	3	2	3
121017	1	1	1	1	1
121017	2	7	2	1	1
121017	3	5	4	3	3
121018	1	1	1	1	1
121018	2	2	2	3	3
121018	3	7	2	2	2
121018	4	5	2	2	2
121019	1	1	1	2	2
121019	2	3	1	5	5
121019	3	5	3	4	4
121019	4	6	3	5	5
121020	1	1	1	1	1
121020	2	3	3	4	5
121020	3	7	1	1	2
121021	1	1	1	1	1
121021	2	7	3	1	1
121021	3	5	5	2	2
121022	1	2	1	2	4
121022	2	1	1	1	1
121022	3	7	1	1	1
121022	4	5	1	1	1
121023	1	1	1	1	1
121023	2	7	4	3	4
121023	3	5	5	4	5
121025	1	1	1	1	3
121025	2	7	4	2	2
121025	3	5	5	4	5
121026	1	1	1	2	2
121026	2	7	5	4	4
121027	1	1	1	1	1
121027	2	7	4	3	4
121028	1	1	1	1	1
121028	2	7	3	2	3
121029	1	1	1	2	2
121029	2	3	1	4	5
121029	3	7	4	4	4
121030	1	1	1	1	1
121031	1	1	1	1	1
121032	1	1	1	1	1
121032	2	7	5	4	4
121032	3	5	5	4	4
121033	1	1	1	1	1
121033	2	7	4	4	4
121034	1	1	1	1	1
121034	2	3	2	4	5
121034	3	5	2	5	5
121034	4	6	2	5	5
121035	1	1	1	1	1
121035	2	5	4	4	4
121035	3	7	4	2	2
121036	1	1	1	1	2
121036	2	7	2	1	2
121036	3	5	4	3	3
121037	1	1	2	2	2
121037	2	3	2	3	5
121037	3	7	4	3	4
121038	1	1	1	3	3
121039	1	1	1	1	1
121039	2	3	2	5	5
121039	3	7	4	3	4
121040	1	1	1	3	2
121040	2	2	4	5	5
121041	1	1	1	4	4
121042	1	1	1	2	2
121043	1	1	1	2	2
121043	2	7	4	4	4
121044	1	1	1	2	2
121044	2	7	4	3	4
121045	1	1	1	1	1
121045	2	3	2	5	5
121046	1	1	1	4	4
121047	1	1	1	3	3
121048	1	1	1	1	1
121048	2	7	4	3	3
121049	1	1	1	1	1
121049	2	7	4	4	4
121049	3	5	4	4	4
121050	1	1	1	1	1
121050	2	7	4	4	4
121050	3	5	4	4	4
131001	1	1	2	2	2
131001	2	3	1	4	4
131001	3	7	5	4	4
131002	1	1	1	1	1
131002	2	3	2	5	5
131003	1	1	1	1	1
131003	2	3	1	1	5
131004	1	1	1	1	1
131004	2	3	2	4	5
131004	3	5	3	5	5
131005	1	1	1	1	1
131005	2	3	1	1	1
131005	3	7	4	3	3
131005	4	5	4	4	5
131006	1	1	1	1	1
131006	2	3	2	2	2
131006	3	7	3	2	2
131006	4	5	4	4	4
131008	1	1	1	1	2
131008	2	3	1	4	4
131008	3	7	4	2	2
131009	1	1	1	2	2
131009	2	3	2	4	5
131009	3	7	4	4	4
131010	1	1	1	2	2
131010	2	3	1	3	3
131010	3	7	2	2	2
131011	1	1	2	2	2
131011	2	3	1	3	5
131011	3	7	3	3	4
131012	1	1	1	1	1
131012	2	7	1	1	1
131012	3	3	1	1	3
131012	4	5	4	2	2
131012	5	6	4	5	5
131013	1	3	1	1	1
131013	2	1	1	1	2
131013	3	7	3	1	1
131014	1	1	1	1	1
131014	2	7	2	1	1
131014	3	3	1	2	3
131014	4	5	4	3	2
131015	1	1	1	1	1
131015	2	3	3	3	4
131015	3	7	4	1	1
131015	4	5	4	4	4
131016	1	1	1	1	1
131016	2	3	1	1	1
131016	3	7	1	1	1
131016	4	5	5	2	3
131017	1	1	1	1	1
131017	2	3	1	2	4
131017	3	7	4	3	4
131018	1	1	1	2	2
131018	2	3	1	4	5
131018	3	7	4	4	4
131018	4	6	2	5	5
131019	1	1	2	2	2
131019	2	3	1	2	4
131020	1	3	1	5	5
131020	2	1	2	4	4
131021	1	1	2	2	2
131021	2	3	1	2	3
131022	1	3	1	3	5
131022	2	1	2	2	2
131022	3	7	4	4	4
131023	1	3	1	2	5
131023	2	1	3	3	3
131023	3	5	4	5	5
131024	1	1	2	2	2
131024	2	3	2	4	5
131024	3	7	5	4	4
131025	1	1	1	1	1
131025	2	3	2	2	5
131025	3	5	3	5	5
131025	4	6	3	5	5
131025	5	7	3	4	4
131026	1	3	2	4	4
131026	2	1	2	4	4
131027	1	3	1	1	1
131027	2	1	2	3	4
131027	3	7	5	4	4
131028	1	1	2	2	2
131028	2	3	1	1	5
131028	3	7	4	4	4
131028	4	5	3	4	5
131029	1	1	2	5	5
131029	2	3	1	5	5
131030	1	1	1	2	3
131030	2	3	1	2	5
131030	3	7	5	4	4
131031	1	1	1	2	2
131031	2	3	1	3	4
131032	1	1	1	1	1
131032	2	3	1	5	5
131032	3	7	3	2	2
131034	1	1	1	1	1
131034	2	3	2	4	5
131034	3	7	4	3	4
131035	1	1	2	2	2
131035	2	3	2	4	5
131035	3	7	77	4	4
131036	1	1	1	1	1
131036	2	3	2	4	5
131037	1	1	1	1	1
131037	2	3	3	4	5
131037	3	7	4	3	3
131037	4	5	4	3	3
131038	1	1	1	2	2
131038	2	3	2	3	5
131038	3	7	5	4	4
131039	1	1	1	1	1
131039	2	3	1	2	2
131039	3	7	4	4	4
131040	1	1	1	1	1
131040	2	7	2	2	2
131040	3	5	4	3	3
131040	4	3	2	4	5
131040	5	6	4	5	5
131041	1	1	2	3	3
131041	2	3	2	5	5
131042	1	1	1	1	1
131042	2	7	3	2	2
131042	3	5	4	2	2
131042	4	3	1	2	4
131043	1	1	1	1	1
131043	2	3	1	1	5
131043	3	7	2	2	2
131043	4	5	2	3	4
131044	1	1	1	1	1
131044	2	3	1	1	1
131044	3	7	1	1	1
131044	4	5	3	2	2
131044	5	6	5	2	2
131045	1	1	1	1	1
131045	2	3	2	5	5
131045	3	7	4	4	4
131046	1	1	1	1	2
131046	2	3	1	2	3
131046	3	7	4	3	3
131047	1	1	1	1	1
131047	2	3	1	4	4
131047	3	7	5	4	4
131048	1	1	1	2	3
131048	2	3	1	5	5
131049	1	1	2	3	3
131049	2	3	2	5	5
131050	1	1	1	1	1
131050	2	7	2	2	2
131050	3	3	2	2	5
131050	4	5	5	3	3
141001	1	2	1	1	1
141001	2	7	2	2	2
141001	3	1	4	3	3
141002	1	1	1	1	1
141002	2	7	1	1	1
141002	3	5	2	2	2
141004	1	1	2	2	2
141004	2	5	2	3	4
141004	3	7	2	3	3
141005	1	1	2	2	2
141005	2	7	4	2	2
141005	3	5	4	4	5
141006	1	1	1	1	1
141006	2	7	3	2	2
141006	3	5	5	3	2
141007	1	1	1	1	1
141007	2	7	4	4	4
141008	1	2	1	4	4
141008	2	7	2	2	2
141008	3	1	4	4	4
141008	4	5	4	4	4
141009	1	1	3	5	5
141009	2	5	2	5	5
141009	3	7	5	2	2
141010	1	2	1	2	3
141010	2	7	1	2	2
141010	3	1	4	5	5
141011	1	2	1	1	1
141011	2	7	2	1	1
141011	3	1	3	2	2
141012	1	2	2	2	2
141012	2	7	3	2	2
141012	3	5	2	5	5
141012	4	1	4	2	2
141013	1	1	1	1	1
141013	2	7	2	3	3
141013	3	5	4	3	3
141014	1	1	2	3	3
141014	2	5	2	3	5
141014	3	7	2	2	2
141015	1	5	1	2	2
141015	2	1	2	3	3
141015	3	7	3	4	3
141016	1	7	1	1	1
141016	2	5	2	2	2
141016	3	2	2	2	2
141016	4	1	4	4	4
141017	1	5	2	2	4
141017	2	1	3	5	5
141017	3	7	4	2	2
141018	1	1	1	1	1
141018	2	7	4	4	3
141018	3	5	4	5	4
141020	1	1	1	1	1
141020	2	7	2	2	2
141020	3	5	4	4	4
141021	1	1	1	1	1
141021	2	7	4	4	4
141022	1	1	1	1	1
141022	2	7	2	1	1
141022	3	5	3	2	2
141022	4	6	1	88	88
141023	1	1	1	2	3
141023	2	7	1	1	1
141023	3	5	3	4	4
141024	1	1	1	1	1
141024	2	5	3	2	2
141024	3	7	3	2	2
141025	1	2	1	3	4
141025	2	5	1	1	2
141025	3	7	1	1	1
141025	4	1	2	3	2
141026	1	1	1	1	1
141026	2	7	3	2	2
141026	3	5	4	4	4
141027	1	7	1	1	1
141027	2	1	2	1	1
141027	3	5	4	2	3
141028	1	1	1	1	1
141028	2	7	3	2	2
141028	3	5	5	3	3
141029	1	1	1	1	1
141029	2	7	2	2	1
141029	3	5	3	3	2
141030	1	7	3	2	2
141030	2	1	2	2	2
141030	3	5	4	3	3
141031	1	1	1	1	2
141031	2	7	3	3	3
141032	1	1	2	2	2
141032	2	7	2	2	2
141032	3	5	2	2	2
141033	1	7	2	2	2
141033	2	1	2	2	2
141033	3	5	2	2	2
141033	4	2	2	5	5
141034	1	7	3	2	2
141034	2	1	2	2	2
141034	3	5	5	3	3
141035	1	1	1	1	1
141035	2	7	1	1	1
141035	3	5	1	1	1
141036	1	1	1	1	1
141036	2	7	2	1	1
141037	1	1	1	2	2
141037	2	7	5	4	4
141038	1	1	2	4	4
141038	2	5	1	3	3
141038	3	2	1	5	5
141040	1	1	2	2	2
141040	2	7	4	2	2
141041	1	1	2	2	2
141041	2	7	2	1	1
141041	3	5	4	3	3
141042	1	1	1	1	1
141042	2	7	3	2	2
141042	3	5	2	3	3
141044	1	1	2	2	2
141044	2	7	4	2	2
141044	3	5	4	4	5
141045	1	1	1	1	1
141045	2	7	1	1	1
141045	3	5	2	2	2
141046	1	7	1	1	1
141046	2	1	2	3	3
141046	3	5	2	2	3
141048	1	5	2	5	5
141048	2	1	2	2	2
141048	3	7	3	2	2
141049	1	7	1	1	1
141049	2	1	1	1	1
141049	3	5	1	1	1
141049	4	2	1	1	1
141050	1	7	1	1	1
141050	2	5	2	2	2
141050	3	2	1	4	4
141050	4	1	2	2	2
151001	1	1	1	1	1
151001	2	7	3	2	2
151001	3	5	5	2	3
151002	1	1	2	2	2
151002	2	7	3	1	1
151002	3	5	3	3	4
151003	1	1	2	4	4
151004	1	1	1	1	1
151004	2	7	3	2	2
151004	3	5	5	4	4
151005	1	1	1	2	3
151005	2	5	5	4	4
151005	3	7	5	4	4
151006	1	1	3	2	1
151006	2	7	4	2	2
151007	1	1	1	2	3
151007	2	7	3	3	3
151008	1	1	1	1	1
151008	2	7	3	2	2
151008	3	5	5	4	4
151009	1	1	1	2	2
151010	1	1	1	1	1
151010	2	7	3	2	2
151010	3	5	5	3	2
151011	1	1	1	1	1
151011	2	7	4	3	1
151011	3	5	4	3	4
151012	1	1	1	1	1
151012	2	7	4	2	2
151012	3	5	5	4	4
151013	1	1	1	3	3
151013	2	7	4	5	5
151013	3	8	1	5	5
151014	1	1	1	3	4
151015	1	1	2	1	1
151015	2	7	3	2	2
151015	3	5	3	2	2
151016	1	1	1	3	4
151016	2	5	5	4	4
151016	3	7	5	4	4
151017	1	1	1	1	2
151017	2	7	4	4	4
151017	3	5	4	4	4
151018	1	1	2	2	2
151018	2	5	5	4	3
151018	3	7	5	3	3
151019	1	1	2	2	1
151019	2	7	3	2	2
151019	3	5	4	4	4
151020	1	1	2	2	2
151020	2	7	2	2	2
151021	1	1	1	2	2
151022	1	1	1	2	3
151022	2	7	4	4	4
151023	1	1	1	1	1
151023	2	7	3	2	2
151023	3	5	4	2	2
151024	1	1	1	2	2
151024	2	7	4	3	3
151025	1	1	2	2	2
151025	2	5	5	4	4
151026	1	1	2	2	2
151026	2	5	3	5	5
151027	1	1	1	2	2
151027	2	7	5	4	4
151028	1	1	2	2	2
151028	2	7	3	3	3
151028	3	5	4	4	4
151029	1	1	2	2	2
151030	1	1	1	2	3
151030	2	7	5	4	4
151032	1	1	1	1	1
151032	2	5	1	1	1
151032	3	7	3	2	2
151033	1	1	1	1	1
151033	2	5	5	2	2
151033	3	7	4	2	2
151034	1	1	1	2	2
151034	2	7	4	5	4
151035	1	1	1	2	2
151035	2	7	5	3	3
151035	3	5	5	4	4
151036	1	1	1	1	1
151036	2	7	3	3	3
151036	3	5	3	3	3
151037	1	5	2	2	5
151037	2	2	2	2	2
151037	3	1	2	2	2
151038	1	1	2	1	1
151038	2	7	3	2	2
151038	3	2	4	77	77
151039	1	1	1	1	1
151039	2	7	2	2	2
151039	3	5	3	3	3
151040	1	1	2	2	2
151040	2	7	1	1	1
151040	3	5	3	2	2
151041	1	1	1	2	2
151041	2	7	3	3	3
151041	3	5	4	4	4
151042	1	1	2	2	2
151043	1	1	2	3	4
151045	1	1	1	1	1
151045	2	1	2	2	2
151045	3	5	4	3	3
151046	1	1	2	1	1
151046	2	5	5	3	2
151046	3	7	3	2	1
151047	1	1	1	4	4
151048	1	1	2	4	4
151049	1	1	2	4	3
161001	1	1	2	3	3
161002	1	1	1	1	1
161002	2	7	2	1	1
161002	3	5	2	2	2
161003	1	1	1	4	4
161004	1	1	1	3	3
161005	1	1	2	2	2
161005	2	7	5	3	3
161006	1	1	1	1	1
161006	2	2	1	3	4
161006	3	5	2	3	3
161006	4	7	4	3	4
161007	1	1	2	2	2
161007	2	5	1	5	4
161009	1	1	1	1	1
161009	2	7	3	3	2
161010	1	1	1	1	1
161010	2	7	4	3	3
161011	1	1	1	2	2
161011	2	7	5	4	4
161012	1	1	1	3	3
161013	1	1	1	1	1
161013	2	5	3	2	2
161013	3	7	4	2	2
161014	1	1	1	1	1
161014	2	7	3	1	1
161014	3	5	5	2	2
161015	1	1	1	1	1
161015	2	7	2	2	2
161015	3	5	3	3	3
161018	1	1	1	2	3
161018	2	5	4	4	5
161018	3	7	5	4	4
161019	1	1	2	2	2
161019	2	5	3	3	3
161020	1	1	1	1	1
161020	2	5	4	4	4
161020	3	7	4	4	4
161020	4	6	1	88	88
161021	1	6	1	88	88
161021	2	1	1	1	1
161021	3	7	3	3	3
161022	1	1	1	3	4
161023	1	1	1	2	2
161023	2	7	5	4	4
161024	1	1	2	2	3
161025	1	1	2	2	2
161025	2	7	4	3	2
161025	3	5	3	2	2
161026	1	6	1	88	88
161026	2	1	2	2	2
161027	1	6	1	88	88
161027	2	1	3	2	2
161027	3	7	4	4	3
161028	1	1	2	1	1
161028	2	7	3	2	2
161029	1	1	2	3	3
161030	1	1	1	1	1
161030	2	7	5	4	3
161031	1	1	1	2	2
161031	2	7	3	3	3
161031	3	5	5	3	4
161032	1	1	1	3	3
161033	1	1	3	2	2
161034	1	1	1	1	2
161034	2	7	4	3	3
161034	3	5	5	4	4
161035	1	1	2	2	1
161035	2	7	5	2	2
161036	1	1	1	1	1
161036	2	2	1	4	4
161036	3	5	1	2	2
161036	4	7	4	4	4
161037	1	1	2	3	3
161037	2	6	1	88	88
161038	1	1	1	2	2
161039	1	1	1	1	1
161039	2	7	4	3	3
161040	1	1	2	2	2
161040	2	7	4	2	2
161041	1	1	1	1	1
161041	2	7	1	1	1
161041	3	5	5	5	3
161042	1	1	1	1	1
161042	2	5	2	3	3
161042	3	7	3	3	3
161043	1	1	1	1	1
161043	2	7	1	1	1
161043	3	5	3	3	3
161044	1	1	2	2	3
161045	1	1	1	1	1
161045	2	7	3	2	2
161046	1	1	2	1	1
161046	2	5	4	2	2
161046	3	7	3	2	2
161047	1	1	1	1	1
161047	2	7	2	2	2
161047	3	5	1	2	2
161048	1	1	1	1	1
161048	2	7	3	3	3
161049	1	1	1	1	1
161049	2	5	4	2	2
161049	3	7	3	2	2
161049	4	6	1	88	88
161050	1	1	1	3	3
161050	2	6	1	88	88
171002	1	1	1	1	1
171002	2	7	4	2	4
171002	3	5	4	2	3
171003	1	7	1	1	1
171003	2	1	1	1	1
171003	3	5	2	3	3
171004	1	1	1	1	1
171004	2	7	4	3	3
171004	3	5	5	4	4
171005	1	1	1	2	3
171005	2	7	5	3	4
171006	1	1	1	1	1
171006	2	7	5	4	4
171007	1	1	1	2	2
171007	2	7	4	3	3
171007	3	5	5	4	4
171008	1	1	1	1	1
171008	2	7	4	2	2
171008	3	5	5	2	2
171009	1	1	1	88	88
171010	1	1	1	1	1
171010	2	7	4	2	2
171010	3	5	4	2	2
171011	1	1	1	2	2
171011	2	5	3	5	5
171011	3	7	4	3	3
171012	1	1	1	2	3
171012	2	5	3	5	5
171013	1	1	1	5	5
171014	1	2	1	5	5
171014	2	1	1	1	1
171014	3	5	1	1	1
171014	4	7	4	2	2
171015	1	6	1	88	88
171015	2	1	2	5	5
171016	1	1	1	1	1
171016	2	5	2	4	4
171017	1	6	1	88	88
171017	2	1	1	5	5
171018	1	1	1	1	1
171018	2	5	3	4	4
171018	3	7	5	4	4
171019	1	1	1	1	2
171019	2	7	4	2	4
171020	1	1	2	1	1
171020	2	5	4	5	5
171021	1	1	1	1	1
171021	2	5	1	3	4
171021	3	7	4	4	5
171022	1	1	1	4	4
171023	1	1	1	1	1
171023	2	7	4	2	2
171023	3	5	5	4	5
171024	1	1	1	3	3
171025	1	1	1	1	1
171025	2	5	4	5	5
171026	1	1	1	1	1
171026	2	7	3	1	1
171026	3	5	3	5	5
171027	1	1	1	2	2
171027	2	5	2	3	4
171027	3	7	4	4	2
171028	1	1	1	1	1
171028	2	7	5	4	4
171029	1	1	1	1	1
171029	2	7	5	4	4
171030	1	1	2	2	2
171030	2	2	2	5	5
171030	3	5	3	4	4
171030	4	7	4	3	2
171031	1	1	1	1	1
171031	2	5	2	3	3
171032	1	1	1	1	1
171032	2	5	3	3	1
171032	3	7	4	1	1
171033	1	1	2	3	4
171035	1	1	1	1	1
171035	2	7	2	1	2
171036	1	1	1	2	2
171037	1	1	1	1	1
171037	2	5	3	4	4
171038	1	1	1	1	1
171038	2	7	5	4	4
171038	3	5	5	4	4
171039	1	1	1	1	1
171039	2	7	4	2	3
171039	3	5	3	3	3
171040	1	1	1	2	3
171041	1	1	1	1	1
171041	2	5	4	5	5
171042	1	1	1	1	1
171042	2	5	3	4	4
171042	3	7	3	2	2
171043	1	1	1	1	1
171043	2	5	3	2	3
171044	1	1	1	1	1
171044	2	7	4	3	3
171044	3	5	4	4	4
171045	1	1	1	1	1
171045	2	7	4	4	2
171046	1	1	1	1	1
171046	2	7	4	4	4
171046	3	5	3	4	4
171047	1	1	1	1	1
171047	2	5	3	3	3
171047	3	7	4	2	2
171048	1	1	1	1	1
171048	2	5	5	5	5
171048	3	7	4	1	1
171049	1	1	1	1	1
171049	2	5	5	4	4
171049	3	7	5	4	4
171050	1	1	1	1	1
171050	2	7	4	1	1
171050	3	5	3	1	1
181001	1	1	1	1	1
181001	2	5	3	4	3
181001	3	7	2	1	1
181002	1	1	1	5	5
181003	1	1	1	1	1
181003	2	2	1	5	5
181003	3	5	2	3	4
181003	4	7	4	2	3
181004	1	1	1	1	1
181004	2	5	1	1	1
181004	3	7	4	1	1
181005	1	1	1	1	1
181005	2	5	3	3	3
181005	3	7	4	4	4
181006	1	1	1	1	1
181006	2	5	3	3	4
181006	3	7	5	3	3
181007	1	1	1	1	1
181007	2	5	2	2	2
181007	3	7	3	2	2
181008	1	1	1	1	1
181008	2	5	3	2	2
181008	3	7	4	2	2
181009	1	5	1	1	1
181009	2	1	1	1	1
181009	3	7	4	4	4
181010	1	1	1	1	1
181010	2	5	5	3	3
181010	3	7	5	3	3
181011	1	1	1	1	1
181011	2	5	1	1	2
181011	3	7	4	1	1
181012	1	1	1	1	1
181012	2	5	3	3	3
181012	3	7	5	2	2
181013	1	1	1	2	3
181013	2	5	3	5	5
181014	1	1	1	1	1
181014	2	5	3	2	2
181014	3	7	4	2	2
181015	1	1	1	1	1
181015	2	7	5	4	4
181015	3	5	5	4	4
181016	1	1	1	1	1
181016	2	7	5	3	3
181016	3	5	4	3	4
181017	1	5	1	3	4
181017	2	1	1	2	3
181017	3	3	4	5	5
181017	4	6	4	5	5
181018	1	1	1	3	5
181018	2	5	3	5	5
181019	2	1	1	1	1
181019	3	5	4	4	4
181019	4	7	5	4	4
181020	1	1	1	1	1
181020	2	5	1	3	3
181021	1	1	1	1	1
181021	2	7	2	1	1
181021	3	5	3	2	2
181023	1	1	1	1	1
181023	2	7	4	3	3
181024	1	1	1	1	1
181024	2	5	3	4	5
181025	1	1	1	1	1
181025	2	7	4	2	2
181026	1	1	1	4	4
181026	2	5	4	5	5
181026	3	7	5	5	5
181027	1	1	1	2	2
181027	2	5	3	4	4
181028	1	1	2	3	2
181029	1	1	1	1	1
181029	2	5	2	2	2
181029	3	7	4	2	1
181030	1	1	1	2	1
181031	1	1	1	1	1
181031	2	5	2	2	3
181031	3	7	4	3	3
181032	1	1	1	4	4
181032	2	5	4	4	4
181032	3	7	5	5	5
181033	1	1	1	1	1
181033	2	5	1	1	1
181033	3	3	1	1	1
181033	4	7	3	4	4
181035	1	1	1	1	2
181035	2	7	5	3	3
181035	3	5	4	4	5
181036	1	1	1	2	1
181036	2	5	1	3	5
181036	3	7	4	4	4
181037	1	1	1	5	5
181038	1	1	1	5	5
181039	1	1	2	1	2
181039	2	7	4	3	3
181039	3	5	4	4	4
181040	1	1	1	5	5
181041	1	1	1	1	1
181041	2	7	3	3	3
181042	1	1	1	1	1
181042	2	5	1	1	1
181042	3	7	1	1	1
181043	1	1	1	4	4
181044	1	1	1	2	2
181044	2	7	5	4	5
181045	1	1	1	1	1
181045	2	5	1	3	3
181046	1	7	2	2	2
181046	2	5	1	2	2
181046	3	1	1	1	1
181047	1	1	1	2	2
181047	2	5	4	4	3
181047	3	7	4	4	3
181048	1	1	1	1	1
181048	2	7	4	4	3
181048	3	5	4	4	4
181049	1	1	1	1	1
181049	2	7	3	1	1
181049	3	5	3	3	3
181050	1	1	1	1	1
181050	2	5	2	2	2
181050	3	7	3	2	2
181050	4	6	1	1	1
191001	1	1	1	2	2
191002	1	1	1	1	1
191002	2	7	5	3	3
191002	3	5	5	3	3
191003	1	1	1	4	4
191003	2	5	4	5	5
191003	3	7	4	4	4
191004	1	1	1	1	1
191004	2	5	4	5	5
191004	3	7	4	5	5
191005	1	1	1	1	1
191005	2	7	4	1	1
191006	1	1	1	2	2
191007	1	1	1	1	1
191007	2	7	3	1	1
191007	3	5	4	4	3
191008	1	1	1	1	2
191008	2	5	5	4	1
191008	3	7	4	1	1
191010	1	1	1	1	1
191010	2	7	4	4	4
191010	3	5	4	4	4
191011	1	1	1	1	1
191011	2	3	1	1	3
191012	1	1	1	5	5
191013	1	1	1	1	1
191014	1	1	1	1	1
191014	2	7	5	3	3
191014	3	5	5	4	4
191015	1	1	1	1	3
191016	1	1	2	1	1
191016	2	7	4	3	3
191016	3	5	2	4	4
191017	1	1	1	1	1
191017	2	3	2	3	3
191018	1	1	1	1	1
191018	2	5	3	4	4
191018	3	7	4	1	1
191018	4	6	1	5	5
191019	1	1	1	2	2
191019	2	3	4	77	5
191020	1	1	1	88	88
191020	2	3	2	88	88
191021	1	1	1	1	1
191021	2	5	4	1	1
191021	3	7	4	1	1
191021	4	3	4	4	4
191022	1	1	1	4	5
191023	1	1	1	1	1
191023	2	7	3	1	1
191024	1	1	1	5	5
191025	1	1	1	5	5
191025	2	3	4	5	5
191026	1	1	1	4	4
191028	1	1	1	1	1
191028	2	3	1	4	4
191029	1	1	1	1	2
191029	2	7	4	3	3
191029	3	5	4	3	3
191029	4	3	4	5	5
191030	1	1	1	1	1
191030	2	7	4	2	2
191030	3	5	5	2	2
191031	1	1	1	1	1
191031	2	5	4	1	1
191031	3	7	4	1	1
191032	1	1	1	1	1
191032	2	7	2	1	1
191032	3	5	2	1	1
191033	1	1	1	1	1
191033	2	5	4	1	1
191033	3	7	4	1	1
191034	1	1	1	1	1
191034	2	7	3	2	2
191034	3	5	3	3	3
191035	1	1	1	1	1
191035	2	7	4	1	1
191035	3	5	4	1	1
191035	4	6	1	1	1
191036	1	1	1	1	1
191036	2	3	2	2	2
191037	1	1	1	1	1
191037	2	7	4	1	1
191037	3	5	4	1	1
191038	1	1	1	1	1
191038	2	7	4	1	1
191039	1	1	1	1	1
191039	2	5	2	1	1
191039	3	7	3	1	1
191040	1	1	2	5	5
191041	1	1	1	4	4
191042	1	1	1	1	1
191042	2	7	5	3	3
191042	3	5	4	1	1
191043	1	1	1	1	1
191043	2	5	1	2	2
191044	1	1	2	2	2
191044	2	7	3	2	2
191045	1	1	1	1	1
191045	2	5	1	2	2
191045	3	7	2	1	1
191046	1	1	1	5	5
191047	1	1	1	1	1
191047	2	5	3	4	4
191048	1	1	3	5	5
191049	1	1	1	5	5
191050	1	1	1	5	5
201001	1	1	1	1	1
201001	2	5	2	1	2
201001	3	7	3	2	2
201002	1	1	1	1	1
201002	2	5	1	2	2
201003	1	1	1	1	1
201003	2	5	5	3	3
201003	3	7	5	2	3
201006	1	1	1	1	1
201006	2	5	1	3	2
201006	3	7	3	2	2
201007	1	7	1	1	1
201007	2	1	1	1	1
201007	3	5	4	5	5
201008	1	1	1	1	1
201008	2	7	3	2	1
201008	3	5	5	3	3
201009	1	1	2	2	2
201009	2	7	2	2	1
201010	1	1	1	2	1
201010	2	7	2	1	2
201010	3	5	3	2	3
201011	1	1	1	1	1
201011	2	7	5	4	4
201012	1	1	1	1	1
201012	2	5	3	4	4
201012	3	7	5	3	3
201013	1	1	1	2	1
201013	2	7	4	4	4
201013	3	5	3	4	3
201015	1	1	1	1	1
201015	2	7	4	2	3
201016	1	1	1	1	1
201018	1	1	1	1	1
201018	2	7	4	4	4
201019	1	1	1	3	4
201019	2	5	3	5	5
201019	3	7	5	4	4
201020	1	1	1	1	1
201020	2	7	2	2	2
201020	3	5	4	4	4
201021	1	1	1	1	1
201021	2	7	2	1	1
201023	1	1	1	1	1
201023	2	7	2	1	2
201023	3	5	1	2	2
201024	1	1	1	3	3
201024	2	7	4	2	3
201024	3	5	1	4	4
201027	1	1	1	1	1
201027	2	5	2	2	2
201027	3	7	5	3	3
201029	1	5	1	2	2
201029	2	1	2	2	2
201029	3	7	2	2	2
201032	1	1	1	1	1
201032	2	7	4	2	2
201032	3	5	1	3	3
