CHILDCODE	NONFODR4	PURITMR4	SPYRR4	SPNMR4
40050	1	0	 	 
40050	2	1	300	 
40050	3	1	250	4
40050	4	1	400	88
40050	5	0	 	 
40050	6	1	150	 
40050	7	1	150	4
40050	8	1	300	88
40050	9	1	200	88
40050	10	1	220	4
40050	11	0	 	 
40050	12	0	 	 
40050	13	0	 	 
40050	14	0	 	 
40050	15	1	200	2
40050	16	0	 	 
40050	17	0	 	 
40050	18	0	 	 
40050	19	0	 	 
40050	20	0	 	 
40050	21	0	 	 
40050	22	0	 	 
40050	23	0	 	 
40050	24	0	 	 
40050	25	0	 	 
40050	26	1	2880	0
40050	27	0	 	 
40050	28	0	 	 
40050	29	0	 	 
40050	30	0	 	 
40050	31	0	 	 
40051	1	1	3000	 
40051	2	1	1500	 
40051	3	1	1000	4
40051	4	1	500	0
40051	5	1	1800	 
40051	6	1	1200	 
40051	7	1	500	4
40051	8	1	400	0
40051	9	1	160	0
40051	10	1	170	4
40051	11	1	180	0
40051	12	1	120	4
40051	13	0	 	 
40051	14	0	 	 
40051	15	1	1500	1
40051	16	0	 	 
40051	17	1	1500	0
40051	18	1	500	0
40051	19	0	 	 
40051	20	0	 	 
40051	21	0	 	 
40051	22	0	 	 
40051	23	0	 	 
40051	24	0	 	 
40051	25	0	 	 
40051	26	0	 	 
40051	27	0	 	 
40051	28	0	 	 
40051	29	0	 	 
40051	30	0	 	 
40051	31	0	 	 
40052	1	1	6000	 
40052	2	1	4000	 
40052	3	1	1000	88
40052	4	1	8000	2
40052	5	1	1000	 
40052	6	1	1000	 
40052	7	1	500	88
40052	8	1	2000	2
40052	9	1	400	2
40052	10	0	 	 
40052	11	1	21500	3
40052	12	0	 	 
40052	13	1	600	0
40052	14	0	 	 
40052	15	1	200	2
40052	16	1	220	0
40052	17	1	144000	0
40052	18	1	6000	0
40052	19	0	 	 
40052	20	0	 	 
40052	21	0	 	 
40052	22	0	 	 
40052	23	0	 	 
40052	24	0	 	 
40052	25	0	 	 
40052	26	0	 	 
40052	27	0	 	 
40052	28	0	 	 
40052	29	0	 	 
40052	30	0	 	 
40052	31	0	 	 
40053	1	1	1000	 
40053	2	1	1000	 
40053	3	1	800	0
40053	4	1	500	2
40053	5	1	1000	 
40053	6	1	900	 
40053	7	1	400	0
40053	8	1	1200	1
40053	9	1	900	1
40053	10	0	 	 
40053	11	1	180	1
40053	12	0	 	 
40053	13	1	600	1
40053	14	0	 	 
40053	15	1	800	1
40053	16	0	 	 
40053	17	1	200	1
40053	18	0	 	 
40053	19	0	 	 
40053	20	0	 	 
40053	21	0	 	 
40053	22	0	 	 
40053	23	1	60	0
40053	24	0	 	 
40053	25	0	 	 
40053	26	1	3000	0
40053	27	0	 	 
40053	28	1	100	1
40053	29	0	 	 
40053	30	0	 	 
40053	31	0	 	 
40054	1	1	1880	 
40054	2	1	1650	 
40054	3	1	600	1
40054	4	0	 	 
40054	5	1	500	 
40054	6	0	 	 
40054	7	1	270	1
40054	8	0	 	 
40054	9	0	 	 
40054	10	1	400	2
40054	11	0	 	 
40054	12	1	30	2
40054	13	0	 	 
40054	14	1	100	4
40054	15	1	170	1
40054	16	0	 	 
40054	17	0	 	 
40054	18	0	 	 
40054	19	0	 	 
40054	20	0	 	 
40054	21	1	25	1
40054	22	0	 	 
40054	23	1	8750	0
40054	24	0	 	 
40054	25	1	780	 
40054	26	0	 	 
40054	27	0	 	 
40054	28	0	 	 
40054	29	0	 	 
40054	30	0	 	 
40054	31	0	 	 
40055	1	0	 	 
40055	2	0	 	 
40055	3	1	290	0
40055	4	1	370	3
40055	5	1	200	 
40055	6	1	45	 
40055	7	1	300	0
40055	8	1	400	3
40055	9	0	 	 
40055	10	0	 	 
40055	11	1	15	4
40055	12	1	15	0
40055	13	0	 	 
40055	14	0	 	 
40055	15	1	150	2
40055	16	0	 	 
40055	17	0	 	 
40055	18	0	 	 
40055	19	0	 	 
40055	20	0	 	 
40055	21	0	 	 
40055	22	0	 	 
40055	23	0	 	 
40055	24	0	 	 
40055	25	0	 	 
40055	26	0	 	 
40055	27	0	 	 
40055	28	0	 	 
40055	29	0	 	 
40055	30	0	 	 
40055	31	0	 	 
40056	1	0	 	 
40056	2	1	525	 
40056	3	0	 	 
40056	4	1	450	4
40056	5	1	250	 
40056	6	1	100	 
40056	7	0	 	 
40056	8	1	300	4
40056	9	1	140	4
40056	10	0	 	 
40056	11	1	60	4
40056	12	0	 	 
40056	13	0	 	 
40056	14	0	 	 
40056	15	1	90	4
40056	16	0	 	 
40056	17	1	130	0
40056	18	0	 	 
40056	19	0	 	 
40056	20	0	 	 
40056	21	0	 	 
40056	22	0	 	 
40056	23	0	 	 
40056	24	0	 	 
40056	25	0	 	 
40056	26	0	 	 
40056	27	1	150	0
40056	28	1	100	4
40056	29	0	 	 
40056	30	0	 	 
40056	31	0	 	 
40057	1	1	1000	 
40057	2	1	2000	 
40057	3	0	 	 
40057	4	1	500	4
40057	5	1	900	 
40057	6	1	1370	 
40057	7	0	 	 
40057	8	0	 	 
40057	9	0	 	 
40057	10	0	 	 
40057	11	0	 	 
40057	12	0	 	 
40057	13	0	 	 
40057	14	0	 	 
40057	15	0	 	 
40057	16	0	 	 
40057	17	1	7000	0
40057	18	1	1300	0
40057	19	0	 	 
40057	20	0	 	 
40057	21	0	 	 
40057	22	0	 	 
40057	23	0	 	 
40057	24	0	 	 
40057	25	0	 	 
40057	26	1	500	0
40057	27	0	 	 
40057	28	0	 	 
40057	29	0	 	 
40057	30	0	 	 
40057	31	0	 	 
40058	1	0	 	 
40058	2	1	60	 
40058	3	1	160	0
40058	4	1	185	2
40058	5	1	95	 
40058	6	1	120	 
40058	7	1	150	0
40058	8	1	98	2
40058	9	0	 	 
40058	10	0	 	 
40058	11	0	 	 
40058	12	0	 	 
40058	13	0	 	 
40058	14	0	 	 
40058	15	1	45	0
40058	16	0	 	 
40058	17	0	 	 
40058	18	0	 	 
40058	19	0	 	 
40058	20	0	 	 
40058	21	0	 	 
40058	22	0	 	 
40058	23	0	 	 
40058	24	0	 	 
40058	25	0	 	 
40058	26	0	 	 
40058	27	0	 	 
40058	28	0	 	 
40058	29	0	 	 
40058	30	0	 	 
40058	31	0	 	 
40059	1	1	1200	 
40059	2	0	 	 
40059	3	1	300	0
40059	4	1	600	2
40059	5	1	400	 
40059	6	1	120	 
40059	7	1	75	0
40059	8	1	150	2
40059	9	0	 	 
40059	10	0	 	 
40059	11	1	30	2
40059	12	1	15	0
40059	13	0	 	 
40059	14	0	 	 
40059	15	0	 	 
40059	16	0	 	 
40059	17	0	 	 
40059	18	0	 	 
40059	19	0	 	 
40059	20	0	 	 
40059	21	0	 	 
40059	22	0	 	 
40059	23	0	 	 
40059	24	0	 	 
40059	25	0	 	 
40059	26	0	 	 
40059	27	0	 	 
40059	28	0	 	 
40059	29	0	 	 
40059	30	0	 	 
40059	31	0	 	 
40060	1	0	 	 
40060	2	1	200	 
40060	3	0	 	 
40060	4	1	70	4
40060	5	0	 	 
40060	6	1	60	 
40060	7	1	45	4
40060	8	0	 	 
40060	9	0	 	 
40060	10	0	 	 
40060	11	0	 	 
40060	12	1	15	4
40060	13	0	 	 
40060	14	0	 	 
40060	15	1	75	4
40060	16	0	 	 
40060	17	1	10	4
40060	18	1	50	4
40060	19	0	 	 
40060	20	0	 	 
40060	21	0	 	 
40060	22	0	 	 
40060	23	0	 	 
40060	24	0	 	 
40060	25	0	 	 
40060	26	0	 	 
40060	27	0	 	 
40060	28	0	 	 
40060	29	0	 	 
40060	30	0	 	 
40060	31	0	 	 
40061	1	0	 	 
40061	2	1	900	 
40061	3	1	600	2
40061	4	1	680	0
40061	5	0	 	 
40061	6	1	400	 
40061	7	1	600	1
40061	8	1	200	0
40061	9	1	260	0
40061	10	1	260	2
40061	11	1	1300	0
40061	12	0	 	 
40061	13	0	 	 
40061	14	0	 	 
40061	15	1	544	1
40061	16	0	 	 
40061	17	0	 	 
40061	18	1	40	0
40061	19	0	 	 
40061	20	0	 	 
40061	21	0	 	 
40061	22	0	 	 
40061	23	0	 	 
40061	24	0	 	 
40061	25	0	 	 
40061	26	0	 	 
40061	27	0	 	 
40061	28	0	 	 
40061	29	0	 	 
40061	30	0	 	 
40061	31	0	 	 
40064	1	0	 	 
40064	2	0	 	 
40064	3	0	 	 
40064	4	0	 	 
40064	5	1	300	 
40064	6	1	35	 
40064	7	1	70	2
40064	8	1	45	0
40064	9	0	 	 
40064	10	1	70	3
40064	11	0	 	 
40064	12	1	120	2
40064	13	0	 	 
40064	14	1	450	1
40064	15	0	 	 
40064	16	0	 	 
40064	17	1	70	1
40064	18	1	20	4
40064	19	0	 	 
40064	20	0	 	 
40064	21	0	 	 
40064	22	0	 	 
40064	23	0	 	 
40064	24	1	190	 
40064	25	0	 	 
40064	26	0	 	 
40064	27	0	 	 
40064	28	0	 	 
40064	29	1	30	2
40064	30	0	 	 
40064	31	0	 	 
40065	1	0	 	 
40065	2	0	 	 
40065	3	0	 	 
40065	4	0	 	 
40065	5	0	 	 
40065	6	1	46	 
40065	7	1	30	4
40065	8	0	 	 
40065	9	1	150	0
40065	10	1	150	4
40065	11	1	15	0
40065	12	1	15	4
40065	13	0	 	 
40065	14	0	 	 
40065	15	1	175	3
40065	16	0	 	 
40065	17	1	1000	0
40065	18	1	1000	0
40065	19	0	 	 
40065	20	0	 	 
40065	21	0	 	 
40065	22	0	 	 
40065	23	0	 	 
40065	24	0	 	 
40065	25	0	 	 
40065	26	0	 	 
40065	27	0	 	 
40065	28	0	 	 
40065	29	0	 	 
40065	30	0	 	 
40065	31	0	 	 
40067	1	0	 	 
40067	2	1	400	 
40067	3	1	300	4
40067	4	0	 	 
40067	5	0	 	 
40067	6	1	90	 
40067	7	1	90	4
40067	8	0	 	 
40067	9	0	 	 
40067	10	0	 	 
40067	11	0	 	 
40067	12	1	40	4
40067	13	0	 	 
40067	14	0	 	 
40067	15	1	50	4
40067	16	0	 	 
40067	17	0	 	 
40067	18	0	 	 
40067	19	0	 	 
40067	20	0	 	 
40067	21	0	 	 
40067	22	0	 	 
40067	23	0	 	 
40067	24	0	 	 
40067	25	0	 	 
40067	26	0	 	 
40067	27	0	 	 
40067	28	0	 	 
40067	29	0	 	 
40067	30	0	 	 
40067	31	0	 	 
40068	1	0	 	 
40068	2	1	460	 
40068	3	0	 	 
40068	4	1	120	0
40068	5	0	 	 
40068	6	1	200	 
40068	7	1	26	4
40068	8	1	55	0
40068	9	0	 	 
40068	10	1	160	4
40068	11	0	 	 
40068	12	1	15	4
40068	13	0	 	 
40068	14	0	 	 
40068	15	1	75	2
40068	16	0	 	 
40068	17	1	10	4
40068	18	1	40	4
40068	19	0	 	 
40068	20	0	 	 
40068	21	0	 	 
40068	22	0	 	 
40068	23	0	 	 
40068	24	0	 	 
40068	25	1	415	 
40068	26	0	 	 
40068	27	0	 	 
40068	28	0	 	 
40068	29	0	 	 
40068	30	0	 	 
40068	31	0	 	 
40070	1	0	 	 
40070	2	1	200	 
40070	3	1	140	3
40070	4	0	 	 
40070	5	0	 	 
40070	6	1	120	 
40070	7	1	35	4
40070	8	0	 	 
40070	9	0	 	 
40070	10	0	 	 
40070	11	0	 	 
40070	12	1	15	4
40070	13	0	 	 
40070	14	0	 	 
40070	15	0	 	 
40070	16	0	 	 
40070	17	0	 	 
40070	18	0	 	 
40070	19	0	 	 
40070	20	0	 	 
40070	21	0	 	 
40070	22	0	 	 
40070	23	0	 	 
40070	24	0	 	 
40070	25	0	 	 
40070	26	0	 	 
40070	27	0	 	 
40070	28	0	 	 
40070	29	0	 	 
40070	30	0	 	 
40070	31	0	 	 
40071	1	1	1600	 
40071	2	0	 	 
40071	3	0	 	 
40071	4	1	230	4
40071	5	1	790	 
40071	6	1	250	 
40071	7	1	430	88
40071	8	1	180	4
40071	9	0	 	 
40071	10	1	240	88
40071	11	1	40	4
40071	12	1	300	88
40071	13	0	 	 
40071	14	0	 	 
40071	15	1	250	1
40071	16	1	1200	0
40071	17	0	 	 
40071	18	0	 	 
40071	19	0	 	 
40071	20	0	 	 
40071	21	0	 	 
40071	22	0	 	 
40071	23	1	20	0
40071	24	0	 	 
40071	25	0	 	 
40071	26	1	2500	0
40071	27	0	 	 
40071	28	1	25	4
40071	29	0	 	 
40071	30	0	 	 
40071	31	0	 	 
40072	1	0	 	 
40072	2	1	200	 
40072	3	0	 	 
40072	4	0	 	 
40072	5	0	 	 
40072	6	1	90	 
40072	7	1	55	0
40072	8	1	150	3
40072	9	0	 	 
40072	10	0	 	 
40072	11	1	50	4
40072	12	0	 	 
40072	13	0	 	 
40072	14	0	 	 
40072	15	1	100	4
40072	16	0	 	 
40072	17	0	 	 
40072	18	0	 	 
40072	19	0	 	 
40072	20	0	 	 
40072	21	0	 	 
40072	22	0	 	 
40072	23	0	 	 
40072	24	0	 	 
40072	25	0	 	 
40072	26	1	130	1
40072	27	0	 	 
40072	28	1	23	4
40072	29	0	 	 
40072	30	0	 	 
40072	31	0	 	 
40073	1	0	 	 
40073	2	0	 	 
40073	3	0	 	 
40073	4	0	 	 
40073	5	0	 	 
40073	6	1	60	 
40073	7	1	60	0
40073	8	1	90	0
40073	9	0	 	 
40073	10	0	 	 
40073	11	1	60	4
40073	12	1	30	0
40073	13	0	 	 
40073	14	0	 	 
40073	15	0	 	 
40073	16	0	 	 
40073	17	0	 	 
40073	18	0	 	 
40073	19	0	 	 
40073	20	0	 	 
40073	21	0	 	 
40073	22	0	 	 
40073	23	0	 	 
40073	24	0	 	 
40073	25	0	 	 
40073	26	0	 	 
40073	27	0	 	 
40073	28	0	 	 
40073	29	0	 	 
40073	30	0	 	 
40073	31	0	 	 
40074	1	0	 	 
40074	2	1	400	 
40074	3	0	 	 
40074	4	0	 	 
40074	5	0	 	 
40074	6	1	30	 
40074	7	0	 	 
40074	8	0	 	 
40074	9	0	 	 
40074	10	0	 	 
40074	11	1	60	0
40074	12	1	60	4
40074	13	0	 	 
40074	14	0	 	 
40074	15	1	160	3
40074	16	0	 	 
40074	17	1	1000	1
40074	18	1	195	1
40074	19	0	 	 
40074	20	0	 	 
40074	21	0	 	 
40074	22	0	 	 
40074	23	0	 	 
40074	24	0	 	 
40074	25	0	 	 
40074	26	0	 	 
40074	27	0	 	 
40074	28	0	 	 
40074	29	0	 	 
40074	30	0	 	 
40074	31	0	 	 
40075	1	0	 	 
40075	2	0	 	 
40075	3	1	95	4
40075	4	1	200	0
40075	5	0	 	 
40075	6	1	25	 
40075	7	1	70	4
40075	8	1	52	0
40075	9	0	 	 
40075	10	0	 	 
40075	11	1	50	0
40075	12	1	50	4
40075	13	0	 	 
40075	14	0	 	 
40075	15	1	180	3
40075	16	0	 	 
40075	17	1	80	0
40075	18	0	 	 
40075	19	0	 	 
40075	20	0	 	 
40075	21	0	 	 
40075	22	0	 	 
40075	23	0	 	 
40075	24	0	 	 
40075	25	0	 	 
40075	26	1	48	0
40075	27	0	 	 
40075	28	0	 	 
40075	29	0	 	 
40075	30	0	 	 
40075	31	0	 	 
40076	1	0	 	 
40076	2	0	 	 
40076	3	1	85	3
40076	4	1	80	0
40076	5	0	 	 
40076	6	1	60	 
40076	7	1	90	3
40076	8	1	40	0
40076	9	1	150	0
40076	10	1	260	3
40076	11	1	110	0
40076	12	1	150	3
40076	13	0	 	 
40076	14	0	 	 
40076	15	1	100	1
40076	16	0	 	 
40076	17	1	65	0
40076	18	1	45	0
40076	19	0	 	 
40076	20	0	 	 
40076	21	0	 	 
40076	22	0	 	 
40076	23	0	 	 
40076	24	0	 	 
40076	25	0	 	 
40076	26	0	 	 
40076	27	0	 	 
40076	28	0	 	 
40076	29	0	 	 
40076	30	0	 	 
40076	31	0	 	 
40077	1	0	 	 
40077	2	1	400	 
40077	3	0	 	 
40077	4	0	 	 
40077	5	0	 	 
40077	6	1	200	 
40077	7	1	200	2
40077	8	0	 	 
40077	9	0	 	 
40077	10	1	300	2
40077	11	1	60	0
40077	12	1	120	2
40077	13	0	 	 
40077	14	0	 	 
40077	15	1	450	1
40077	16	0	 	 
40077	17	0	 	 
40077	18	0	 	 
40077	19	0	 	 
40077	20	0	 	 
40077	21	0	 	 
40077	22	0	 	 
40077	23	0	 	 
40077	24	0	 	 
40077	25	0	 	 
40077	26	0	 	 
40077	27	0	 	 
40077	28	0	 	 
40077	29	0	 	 
40077	30	0	 	 
40077	31	0	 	 
40078	1	1	770	 
40078	2	1	2450	 
40078	3	1	540	3
40078	4	0	 	 
40078	5	1	490	 
40078	6	1	1030	 
40078	7	1	105	3
40078	8	0	 	 
40078	9	0	 	 
40078	10	1	175	4
40078	11	1	60	88
40078	12	1	60	0
40078	13	0	 	 
40078	14	0	 	 
40078	15	1	450	1
40078	16	0	 	 
40078	17	1	370	4
40078	18	1	255	4
40078	19	0	 	 
40078	20	0	 	 
40078	21	0	 	 
40078	22	0	 	 
40078	23	0	 	 
40078	24	0	 	 
40078	25	0	 	 
40078	26	1	600	0
40078	27	0	 	 
40078	28	0	 	 
40078	29	0	 	 
40078	30	0	 	 
40078	31	0	 	 
40079	1	1	3000	 
40079	2	1	1200	 
40079	3	1	1500	2
40079	4	0	 	 
40079	5	1	600	 
40079	6	0	 	 
40079	7	1	500	2
40079	8	1	500	88
40079	9	1	350	88
40079	10	1	400	2
40079	11	1	150	88
40079	12	1	3080	1
40079	13	0	 	 
40079	14	1	1000	4
40079	15	1	300	1
40079	16	0	 	 
40079	17	0	 	 
40079	18	0	 	 
40079	19	0	 	 
40079	20	0	 	 
40079	21	0	 	 
40079	22	1	300	2
40079	23	1	20	2
40079	24	1	10000	 
40079	25	0	 	 
40079	26	1	2500	1
40079	27	0	 	 
40079	28	0	 	 
40079	29	0	 	 
40079	30	0	 	 
40079	31	0	 	 
40080	1	0	 	 
40080	2	0	 	 
40080	3	0	 	 
40080	4	0	 	 
40080	5	0	 	 
40080	6	1	100	 
40080	7	1	80	4
40080	8	0	 	 
40080	9	0	 	 
40080	10	1	230	4
40080	11	0	 	 
40080	12	1	60	4
40080	13	0	 	 
40080	14	0	 	 
40080	15	1	110	4
40080	16	0	 	 
40080	17	1	200	0
40080	18	0	 	 
40080	19	0	 	 
40080	20	0	 	 
40080	21	0	 	 
40080	22	0	 	 
40080	23	0	 	 
40080	24	0	 	 
40080	25	0	 	 
40080	26	1	280	0
40080	27	1	500	0
40080	28	0	 	 
40080	29	1	80	4
40080	30	0	 	 
40080	31	0	 	 
40081	1	1	500	 
40081	2	1	750	 
40081	3	1	500	0
40081	4	1	600	2
40081	5	1	75	 
40081	6	1	45	 
40081	7	1	100	0
40081	8	1	50	2
40081	9	1	100	4
40081	10	1	180	0
40081	11	1	30	2
40081	12	1	120	0
40081	13	0	 	 
40081	14	0	 	 
40081	15	1	400	1
40081	16	0	 	 
40081	17	0	 	 
40081	18	0	 	 
40081	19	0	 	 
40081	20	0	 	 
40081	21	0	 	 
40081	22	0	 	 
40081	23	0	 	 
40081	24	0	 	 
40081	25	0	 	 
40081	26	0	 	 
40081	27	0	 	 
40081	28	0	 	 
40081	29	0	 	 
40081	30	0	 	 
40081	31	0	 	 
40082	1	0	 	 
40082	2	1	150	 
40082	3	1	70	4
40082	4	0	 	 
40082	5	0	 	 
40082	6	1	300	 
40082	7	1	60	4
40082	8	0	 	 
40082	9	0	 	 
40082	10	0	 	 
40082	11	0	 	 
40082	12	1	160	2
40082	13	0	 	 
40082	14	0	 	 
40082	15	1	300	3
40082	16	0	 	 
40082	17	0	 	 
40082	18	0	 	 
40082	19	0	 	 
40082	20	0	 	 
40082	21	0	 	 
40082	22	0	 	 
40082	23	0	 	 
40082	24	0	 	 
40082	25	0	 	 
40082	26	0	 	 
40082	27	0	 	 
40082	28	0	 	 
40082	29	1	120	2
40082	30	0	 	 
40082	31	0	 	 
40083	1	1	1000	 
40083	2	1	500	 
40083	3	0	 	 
40083	4	0	 	 
40083	5	1	500	 
40083	6	1	100	 
40083	7	1	50	4
40083	8	1	35	0
40083	9	1	200	0
40083	10	1	160	4
40083	11	1	60	0
40083	12	1	60	4
40083	13	0	 	 
40083	14	0	 	 
40083	15	1	240	2
40083	16	0	 	 
40083	17	1	2000	0
40083	18	1	70	0
40083	19	0	 	 
40083	20	0	 	 
40083	21	0	 	 
40083	22	0	 	 
40083	23	0	 	 
40083	24	0	 	 
40083	25	0	 	 
40083	26	1	768	1
40083	27	0	 	 
40083	28	1	50	0
40083	29	1	50	4
40083	30	0	 	 
40083	31	0	 	 
40084	1	1	1200	 
40084	2	1	1000	 
40084	3	1	600	1
40084	4	1	150	0
40084	5	1	160	 
40084	6	1	150	 
40084	7	1	120	2
40084	8	1	70	0
40084	9	0	 	 
40084	10	0	 	 
40084	11	0	 	 
40084	12	1	120	2
40084	13	0	 	 
40084	14	0	 	 
40084	15	1	200	1
40084	16	0	 	 
40084	17	1	8	0
40084	18	1	142	0
40084	19	0	 	 
40084	20	0	 	 
40084	21	0	 	 
40084	22	0	 	 
40084	23	0	 	 
40084	24	1	425	 
40084	25	0	 	 
40084	26	0	 	 
40084	27	0	 	 
40084	28	0	 	 
40084	29	0	 	 
40084	30	0	 	 
40084	31	0	 	 
40085	1	1	800	 
40085	2	1	450	 
40085	3	1	440	1
40085	4	0	 	 
40085	5	1	350	 
40085	6	1	150	 
40085	7	1	450	1
40085	8	0	 	 
40085	9	0	 	 
40085	10	1	200	2
40085	11	0	 	 
40085	12	1	75	1
40085	13	0	 	 
40085	14	0	 	 
40085	15	1	150	2
40085	16	0	 	 
40085	17	0	 	 
40085	18	0	 	 
40085	19	0	 	 
40085	20	0	 	 
40085	21	0	 	 
40085	22	0	 	 
40085	23	0	 	 
40085	24	0	 	 
40085	25	0	 	 
40085	26	0	 	 
40085	27	0	 	 
40085	28	0	 	 
40085	29	0	 	 
40085	30	0	 	 
40085	31	0	 	 
40086	1	1	2000	 
40086	2	1	2000	 
40086	3	1	1500	2
40086	4	0	 	 
40086	5	1	500	 
40086	6	1	500	 
40086	7	1	300	2
40086	8	1	300	0
40086	9	0	 	 
40086	10	1	550	2
40086	11	0	 	 
40086	12	1	160	1
40086	13	0	 	 
40086	14	0	 	 
40086	15	1	120	2
40086	16	0	 	 
40086	17	1	50	0
40086	18	0	 	 
40086	19	0	 	 
40086	20	0	 	 
40086	21	0	 	 
40086	22	0	 	 
40086	23	0	 	 
40086	24	0	 	 
40086	25	0	 	 
40086	26	0	 	 
40086	27	0	 	 
40086	28	0	 	 
40086	29	0	 	 
40086	30	0	 	 
40086	31	0	 	 
40087	1	1	1500	 
40087	2	1	2000	 
40087	3	0	 	 
40087	4	1	1200	2
40087	5	1	500	 
40087	6	1	750	 
40087	7	0	 	 
40087	8	1	150	2
40087	9	1	400	2
40087	10	0	 	 
40087	11	1	75	1
40087	12	0	 	 
40087	13	0	 	 
40087	14	0	 	 
40087	15	1	250	1
40087	16	0	 	 
40087	17	1	1400	0
40087	18	1	500	0
40087	19	0	 	 
40087	20	0	 	 
40087	21	0	 	 
40087	22	0	 	 
40087	23	0	 	 
40087	24	0	 	 
40087	25	0	 	 
40087	26	0	 	 
40087	27	0	 	 
40087	28	0	 	 
40087	29	0	 	 
40087	30	0	 	 
40087	31	0	 	 
40089	1	0	 	 
40089	2	1	500	 
40089	3	1	420	1
40089	4	0	 	 
40089	5	0	 	 
40089	6	1	150	 
40089	7	1	120	4
40089	8	1	500	0
40089	9	0	 	 
40089	10	1	200	0
40089	11	1	30	0
40089	12	1	30	2
40089	13	0	 	 
40089	14	0	 	 
40089	15	1	250	1
40089	16	0	 	 
40089	17	0	 	 
40089	18	0	 	 
40089	19	0	 	 
40089	20	0	 	 
40089	21	0	 	 
40089	22	0	 	 
40089	23	0	 	 
40089	24	0	 	 
40089	25	0	 	 
40089	26	0	 	 
40089	27	0	 	 
40089	28	0	 	 
40089	29	0	 	 
40089	30	0	 	 
40089	31	0	 	 
40090	1	1	460	 
40090	2	1	1500	 
40090	3	0	 	 
40090	4	1	200	4
40090	5	1	250	 
40090	6	1	140	 
40090	7	0	 	 
40090	8	1	70	4
40090	9	1	100	4
40090	10	0	 	 
40090	11	1	15	4
40090	12	0	 	 
40090	13	0	 	 
40090	14	0	 	 
40090	15	1	150	2
40090	16	0	 	 
40090	17	1	3000	0
40090	18	1	500	0
40090	19	0	 	 
40090	20	0	 	 
40090	21	0	 	 
40090	22	0	 	 
40090	23	0	 	 
40090	24	0	 	 
40090	25	1	15	 
40090	26	1	1000	0
40090	27	0	 	 
40090	28	0	 	 
40090	29	0	 	 
40090	30	0	 	 
40090	31	0	 	 
40091	1	1	640	 
40091	2	1	860	 
40091	3	1	980	1
40091	4	1	320	88
40091	5	1	200	 
40091	6	1	250	 
40091	7	1	225	1
40091	8	0	 	 
40091	9	0	 	 
40091	10	1	200	0
40091	11	0	 	 
40091	12	1	120	2
40091	13	0	 	 
40091	14	1	540	4
40091	15	1	397	1
40091	16	0	 	 
40091	17	1	250	1
40091	18	1	215	1
40091	19	0	 	 
40091	20	0	 	 
40091	21	0	 	 
40091	22	0	 	 
40091	23	0	 	 
40091	24	0	 	 
40091	25	1	60	 
40091	26	0	 	 
40091	27	0	 	 
40091	28	0	 	 
40091	29	1	100	4
40091	30	0	 	 
40091	31	1	100	 
40092	1	1	1500	 
40092	2	0	 	 
40092	3	1	500	2
40092	4	1	250	88
40092	5	1	600	 
40092	6	1	130	 
40092	7	1	250	2
40092	8	1	70	88
40092	9	0	 	 
40092	10	1	400	2
40092	11	0	 	 
40092	12	0	 	 
40092	13	0	 	 
40092	14	1	600	2
40092	15	1	445	1
40092	16	0	 	 
40092	17	1	100	1
40092	18	0	 	 
40092	19	0	 	 
40092	20	0	 	 
40092	21	0	 	 
40092	22	0	 	 
40092	23	1	50	0
40092	24	1	2000	 
40092	25	0	 	 
40092	26	1	200	0
40092	27	1	900	0
40092	28	0	 	 
40092	29	1	120	2
40092	30	0	 	 
40092	31	0	 	 
40093	1	0	 	 
40093	2	0	 	 
40093	3	1	2400	4
40093	4	0	 	 
40093	5	0	 	 
40093	6	0	 	 
40093	7	1	250	4
40093	8	0	 	 
40093	9	0	 	 
40093	10	0	 	 
40093	11	0	 	 
40093	12	1	4500	4
40093	13	0	 	 
40093	14	1	2000	4
40093	15	0	 	 
40093	16	1	480	4
40093	17	0	 	 
40093	18	0	 	 
40093	19	0	 	 
40093	20	0	 	 
40093	21	1	4800	4
40093	22	0	 	 
40093	23	0	 	 
40093	24	0	 	 
40093	25	0	 	 
40093	26	1	4600	0
40093	27	0	 	 
40093	28	0	 	 
40093	29	0	 	 
40093	30	0	 	 
40093	31	0	 	 
40094	1	1	0	 
40094	2	1	1400	 
40094	3	0	 	 
40094	4	0	 	 
40094	5	0	 	 
40094	6	1	300	 
40094	7	1	150	4
40094	8	0	 	 
40094	9	0	 	 
40094	10	0	 	 
40094	11	0	 	 
40094	12	1	60	4
40094	13	0	 	 
40094	14	0	 	 
40094	15	1	154	4
40094	16	0	 	 
40094	17	1	400	1
40094	18	0	 	 
40094	19	0	 	 
40094	20	0	 	 
40094	21	0	 	 
40094	22	0	 	 
40094	23	0	 	 
40094	24	0	 	 
40094	25	0	 	 
40094	26	0	 	 
40094	27	0	 	 
40094	28	0	 	 
40094	29	1	15	4
40094	30	0	 	 
40094	31	0	 	 
40095	1	1	3500	 
40095	2	1	3000	 
40095	3	1	1200	0
40095	4	1	2700	1
40095	5	1	1800	 
40095	6	1	1400	 
40095	7	1	800	0
40095	8	1	1500	1
40095	9	0	 	 
40095	10	0	 	 
40095	11	1	4300	1
40095	12	1	350	0
40095	13	1	1400	1
40095	14	1	400	0
40095	15	1	350	1
40095	16	0	 	 
40095	17	0	 	 
40095	18	0	 	 
40095	19	0	 	 
40095	20	0	 	 
40095	21	0	 	 
40095	22	0	 	 
