CHILDCODE	LVSKIDR4	AYANR4	NMAMR4	VLAMR4
10001	1	 	 	 
10001	2	 	 	 
10001	3	 	 	 
10001	4	 	 	 
10001	5	 	 	 
10001	6	 	 	 
10001	7	 	 	 
10001	8	 	 	 
10001	9	 	 	 
10001	10	 	 	 
10001	11	 	 	 
10001	12	 	 	 
10001	13	 	 	 
10001	14	 	 	 
10001	15	 	 	 
10001	16	 	 	 
10001	17	 	 	 
10001	31	 	 	 
10001	32	 	 	 
10002	1	 	 	 
10002	2	 	 	 
10002	3	 	 	 
10002	4	 	 	 
10002	5	 	 	 
10002	6	 	 	 
10002	7	 	 	 
10002	8	 	 	 
10002	9	 	 	 
10002	10	 	 	 
10002	11	 	 	 
10002	12	 	 	 
10002	13	 	 	 
10002	14	 	 	 
10002	15	 	 	 
10002	16	 	 	 
10002	17	 	 	 
10002	31	 	 	 
10002	32	 	 	 
10004	1	 	 	 
10004	2	 	 	 
10004	3	 	 	 
10004	4	 	 	 
10004	5	 	 	 
10004	6	 	 	 
10004	7	 	 	 
10004	8	 	 	 
10004	9	 	 	 
10004	10	 	 	 
10004	11	 	 	 
10004	12	 	 	 
10004	13	 	 	 
10004	14	 	 	 
10004	15	 	 	 
10004	16	 	 	 
10004	17	 	 	 
10004	31	 	 	 
10004	32	 	 	 
10005	1	 	 	 
10005	2	 	 	 
10005	3	 	 	 
10005	4	 	 	 
10005	5	 	 	 
10005	6	 	 	 
10005	7	 	 	 
10005	8	 	 	 
10005	9	 	 	 
10005	10	 	 	 
10005	11	 	 	 
10005	12	 	 	 
10005	13	 	 	 
10005	14	 	 	 
10005	15	 	 	 
10005	16	 	 	 
10005	17	 	 	 
10005	31	 	 	 
10005	32	 	 	 
10006	1	 	 	 
10006	2	 	 	 
10006	3	 	 	 
10006	4	 	 	 
10006	5	 	 	 
10006	6	 	 	 
10006	7	 	 	 
10006	8	 	 	 
10006	9	 	 	 
10006	10	 	 	 
10006	11	 	 	 
10006	12	 	 	 
10006	13	 	 	 
10006	14	 	 	 
10006	15	 	 	 
10006	16	 	 	 
10006	17	 	 	 
10006	31	 	 	 
10006	32	 	 	 
10007	1	 	 	 
10007	2	 	 	 
10007	3	 	 	 
10007	4	 	 	 
10007	5	 	 	 
10007	6	 	 	 
10007	7	 	 	 
10007	8	 	 	 
10007	9	 	 	 
10007	10	 	 	 
10007	11	 	 	 
10007	12	 	 	 
10007	13	 	 	 
10007	14	 	 	 
10007	15	 	 	 
10007	16	 	 	 
10007	17	 	 	 
10007	31	 	 	 
10007	32	 	 	 
10008	1	 	 	 
10008	2	 	 	 
10008	3	 	 	 
10008	4	 	 	 
10008	5	 	 	 
10008	6	 	 	 
10008	7	 	 	 
10008	8	 	 	 
10008	9	 	 	 
10008	10	 	 	 
10008	11	 	 	 
10008	12	 	 	 
10008	13	 	 	 
10008	14	 	 	 
10008	15	 	 	 
10008	16	 	 	 
10008	17	 	 	 
10008	31	 	 	 
10008	32	 	 	 
10009	1	 	 	 
10009	2	 	 	 
10009	3	 	 	 
10009	4	 	 	 
10009	5	 	 	 
10009	6	 	 	 
10009	7	 	 	 
10009	8	 	 	 
10009	9	 	 	 
10009	10	 	 	 
10009	11	 	 	 
10009	12	 	 	 
10009	13	 	 	 
10009	14	 	 	 
10009	15	 	 	 
10009	16	 	 	 
10009	17	 	 	 
10009	31	 	 	 
10009	32	 	 	 
10010	1	 	 	 
10010	2	 	 	 
10010	3	 	 	 
10010	4	 	 	 
10010	5	 	 	 
10010	6	 	 	 
10010	7	 	 	 
10010	8	 	 	 
10010	9	 	 	 
10010	10	 	 	 
10010	11	 	 	 
10010	12	 	 	 
10010	13	 	 	 
10010	14	 	 	 
10010	15	 	 	 
10010	16	 	 	 
10010	17	 	 	 
10010	31	 	 	 
10010	32	 	 	 
10011	1	 	 	 
10011	2	 	 	 
10011	3	 	 	 
10011	4	 	 	 
10011	5	 	 	 
10011	6	 	 	 
10011	7	 	 	 
10011	8	 	 	 
10011	9	 	 	 
10011	10	 	 	 
10011	11	 	 	 
10011	12	 	 	 
10011	13	 	 	 
10011	14	 	 	 
10011	15	 	 	 
10011	16	 	 	 
10011	17	 	 	 
10011	31	 	 	 
10011	32	 	 	 
10012	1	 	 	 
10012	2	 	 	 
10012	3	 	 	 
10012	4	 	 	 
10012	5	 	 	 
10012	6	 	 	 
10012	7	 	 	 
10012	8	 	 	 
10012	9	 	 	 
10012	10	 	 	 
10012	11	 	 	 
10012	12	 	 	 
10012	13	 	 	 
10012	14	 	 	 
10012	15	 	 	 
10012	16	 	 	 
10012	17	 	 	 
10012	31	 	 	 
10012	32	 	 	 
10014	1	0	 	 
10014	2	0	 	 
10014	3	0	 	 
10014	4	0	 	 
10014	5	0	 	 
10014	6	0	 	 
10014	7	0	 	 
10014	8	0	 	 
10014	9	0	 	 
10014	10	0	 	 
10014	11	0	 	 
10014	12	0	 	 
10014	13	0	 	 
10014	14	0	 	 
10014	15	0	 	 
10014	16	1	1	110
10014	17	0	 	 
10014	31	0	 	 
10014	32	0	 	 
10015	1	 	 	 
10015	2	 	 	 
10015	3	 	 	 
10015	4	 	 	 
10015	5	 	 	 
10015	6	 	 	 
10015	7	 	 	 
10015	8	 	 	 
10015	9	 	 	 
10015	10	 	 	 
10015	11	 	 	 
10015	12	 	 	 
10015	13	 	 	 
10015	14	 	 	 
10015	15	 	 	 
10015	16	 	 	 
10015	17	 	 	 
10015	31	 	 	 
10015	32	 	 	 
10016	1	 	 	 
10016	2	 	 	 
10016	3	 	 	 
10016	4	 	 	 
10016	5	 	 	 
10016	6	 	 	 
10016	7	 	 	 
10016	8	 	 	 
10016	9	 	 	 
10016	10	 	 	 
10016	11	 	 	 
10016	12	 	 	 
10016	13	 	 	 
10016	14	 	 	 
10016	15	 	 	 
10016	16	 	 	 
10016	17	 	 	 
10016	31	 	 	 
10016	32	 	 	 
10017	1	 	 	 
10017	2	 	 	 
10017	3	 	 	 
10017	4	 	 	 
10017	5	 	 	 
10017	6	 	 	 
10017	7	 	 	 
10017	8	 	 	 
10017	9	 	 	 
10017	10	 	 	 
10017	11	 	 	 
10017	12	 	 	 
10017	13	 	 	 
10017	14	 	 	 
10017	15	 	 	 
10017	16	 	 	 
10017	17	 	 	 
10017	31	 	 	 
10017	32	 	 	 
10018	1	 	 	 
10018	2	 	 	 
10018	3	 	 	 
10018	4	 	 	 
10018	5	 	 	 
10018	6	 	 	 
10018	7	 	 	 
10018	8	 	 	 
10018	9	 	 	 
10018	10	 	 	 
10018	11	 	 	 
10018	12	 	 	 
10018	13	 	 	 
10018	14	 	 	 
10018	15	 	 	 
10018	16	 	 	 
10018	17	 	 	 
10018	31	 	 	 
10018	32	 	 	 
10020	1	 	 	 
10020	2	 	 	 
10020	3	 	 	 
10020	4	 	 	 
10020	5	 	 	 
10020	6	 	 	 
10020	7	 	 	 
10020	8	 	 	 
10020	9	 	 	 
10020	10	 	 	 
10020	11	 	 	 
10020	12	 	 	 
10020	13	 	 	 
10020	14	 	 	 
10020	15	 	 	 
10020	16	 	 	 
10020	17	 	 	 
10020	31	 	 	 
10020	32	 	 	 
10021	1	 	 	 
10021	2	 	 	 
10021	3	 	 	 
10021	4	 	 	 
10021	5	 	 	 
10021	6	 	 	 
10021	7	 	 	 
10021	8	 	 	 
10021	9	 	 	 
10021	10	 	 	 
10021	11	 	 	 
10021	12	 	 	 
10021	13	 	 	 
10021	14	 	 	 
10021	15	 	 	 
10021	16	 	 	 
10021	17	 	 	 
10021	31	 	 	 
10021	32	 	 	 
10022	1	 	 	 
10022	2	 	 	 
10022	3	 	 	 
10022	4	 	 	 
10022	5	 	 	 
10022	6	 	 	 
10022	7	 	 	 
10022	8	 	 	 
10022	9	 	 	 
10022	10	 	 	 
10022	11	 	 	 
10022	12	 	 	 
10022	13	 	 	 
10022	14	 	 	 
10022	15	 	 	 
10022	16	 	 	 
10022	17	 	 	 
10022	31	 	 	 
10022	32	 	 	 
10023	1	 	 	 
10023	2	 	 	 
10023	3	 	 	 
10023	4	 	 	 
10023	5	 	 	 
10023	6	 	 	 
10023	7	 	 	 
10023	8	 	 	 
10023	9	 	 	 
10023	10	 	 	 
10023	11	 	 	 
10023	12	 	 	 
10023	13	 	 	 
10023	14	 	 	 
10023	15	 	 	 
10023	16	 	 	 
10023	17	 	 	 
10023	31	 	 	 
10023	32	 	 	 
10024	1	 	 	 
10024	2	 	 	 
10024	3	 	 	 
10024	4	 	 	 
10024	5	 	 	 
10024	6	 	 	 
10024	7	 	 	 
10024	8	 	 	 
10024	9	 	 	 
10024	10	 	 	 
10024	11	 	 	 
10024	12	 	 	 
10024	13	 	 	 
10024	14	 	 	 
10024	15	 	 	 
10024	16	 	 	 
10024	17	 	 	 
10024	31	 	 	 
10024	32	 	 	 
10025	1	 	 	 
10025	2	 	 	 
10025	3	 	 	 
10025	4	 	 	 
10025	5	 	 	 
10025	6	 	 	 
10025	7	 	 	 
10025	8	 	 	 
10025	9	 	 	 
10025	10	 	 	 
10025	11	 	 	 
10025	12	 	 	 
10025	13	 	 	 
10025	14	 	 	 
10025	15	 	 	 
10025	16	 	 	 
10025	17	 	 	 
10025	31	 	 	 
10025	32	 	 	 
10026	1	 	 	 
10026	2	 	 	 
10026	3	 	 	 
10026	4	 	 	 
10026	5	 	 	 
10026	6	 	 	 
10026	7	 	 	 
10026	8	 	 	 
10026	9	 	 	 
10026	10	 	 	 
10026	11	 	 	 
10026	12	 	 	 
10026	13	 	 	 
10026	14	 	 	 
10026	15	 	 	 
10026	16	 	 	 
10026	17	 	 	 
10026	31	 	 	 
10026	32	 	 	 
10028	1	 	 	 
10028	2	 	 	 
10028	3	 	 	 
10028	4	 	 	 
10028	5	 	 	 
10028	6	 	 	 
10028	7	 	 	 
10028	8	 	 	 
10028	9	 	 	 
10028	10	 	 	 
10028	11	 	 	 
10028	12	 	 	 
10028	13	 	 	 
10028	14	 	 	 
10028	15	 	 	 
10028	16	 	 	 
10028	17	 	 	 
10028	31	 	 	 
10028	32	 	 	 
10029	1	 	 	 
10029	2	 	 	 
10029	3	 	 	 
