CHILDCODE	NONFODR4	SPYRR4
61025	1	700
61025	2	600
61025	3	150
61025	4	-88
61025	5	300
61025	6	250
61025	7	100
61025	8	-88
61026	1	495
61026	2	110
61026	3	425
61026	4	-88
61026	5	58
61026	6	20
61026	7	161
61026	8	-88
61027	1	220
61027	2	0
61027	3	300
61027	4	-88
61027	5	30
61027	6	25
61027	7	70
61027	8	-88
61029	1	500
61029	2	0
61029	3	350
61029	4	-88
61029	5	190
61029	6	0
61029	7	50
61029	8	-88
61031	1	700
61031	2	0
61031	3	60
61031	4	190
61031	5	200
61031	6	25
61031	7	25
61031	8	64
61033	1	1400
61033	2	600
61033	3	300
61033	4	-88
61033	5	390
61033	6	200
61033	7	100
61033	8	-88
61034	1	1500
61034	2	600
61034	3	600
61034	4	350
61034	5	200
61034	6	50
61034	7	150
61034	8	150
61036	1	1100
61036	2	0
61036	3	220
61036	4	-88
61036	5	400
61036	6	50
61036	7	100
61036	8	-88
61037	1	700
61037	2	730
61037	3	350
61037	4	-88
61037	5	240
61037	6	150
61037	7	150
61037	8	-88
61038	1	1370
61038	2	615
61038	3	-88
61038	4	280
61038	5	274
61038	6	36
61038	7	-88
61038	8	93
61039	1	0
61039	2	100
61039	3	90
61039	4	110
61039	5	33
61039	6	124
61039	7	40
61039	8	27
61041	1	0
61041	2	1000
61041	3	0
61041	4	0
61041	5	0
61041	6	1000
61041	7	0
61041	8	0
61044	1	1000
61044	2	325
61044	3	95
61044	4	576
61044	5	100
61044	6	80
61044	7	18
61044	8	90
61046	1	300
61046	2	425
61046	3	310
61046	4	-88
61046	5	50
61046	6	210
61046	7	152
61046	8	-88
61047	1	0
61047	2	500
61047	3	0
61047	4	0
61047	5	0
61047	6	150
61047	7	0
61047	8	0
61049	1	300
61049	2	364
61049	3	0
61049	4	-88
61049	5	70
61049	6	120
61049	7	140
61049	8	-88
61050	1	0
61050	2	295
61050	3	100
61050	4	390
61050	5	50
61050	6	200
61050	7	50
61050	8	192
61051	1	410
61051	2	220
61051	3	310
61051	4	-88
61051	5	190
61051	6	50
61051	7	200
61051	8	-88
61052	1	915
61052	2	1370
61052	3	110
61052	4	140
61052	5	80
61052	6	240
61052	7	60
61052	8	60
61054	1	300
61054	2	1255
61054	3	-88
61054	4	240
61054	5	30
61054	6	200
61054	7	-88
61054	8	40
61056	1	-88
61056	2	300
61056	3	400
61056	4	-88
61056	5	-88
61056	6	30
61056	7	60
61056	8	-88
61057	1	680
61057	2	1020
61057	3	-88
61057	4	25
61057	5	500
61057	6	64
61057	7	-88
61057	8	45
61058	1	1100
61058	2	200
61058	3	40
61058	4	-88
61058	5	594
61058	6	95
61058	7	-88
61058	8	36
61059	1	180
61059	2	670
61059	3	85
61059	4	160
61059	5	60
61059	6	25
61059	7	50
61059	8	60
71001	1	600
71001	2	520
71001	3	70
71001	4	340
71001	5	60
71001	6	100
71001	7	14
71001	8	60
71002	1	700
71002	2	400
71002	3	220
71002	4	220
71002	5	0
71002	6	200
71002	7	80
71002	8	80
71003	1	1300
71003	2	330
71003	3	0
71003	4	500
71003	5	370
71003	6	108
71003	7	0
71003	8	100
71004	1	0
71004	2	300
71004	3	180
71004	4	225
71004	5	50
71004	6	0
71004	7	45
71004	8	25
71005	1	3480
71005	2	2000
71005	3	100
71005	4	0
71005	5	3350
71005	6	500
71005	7	80
71005	8	0
71006	1	2000
71006	2	600
71006	3	200
71006	4	800
71006	5	400
71006	6	100
71006	7	40
71006	8	120
71007	1	300
71007	2	150
71007	3	100
71007	4	300
71007	5	200
71007	6	160
71007	7	60
71007	8	30
71008	1	1100
71008	2	150
71008	3	-88
71008	4	350
71008	5	860
71008	6	0
71008	7	-88
71008	8	270
71009	1	815
71009	2	900
71009	3	250
71009	4	150
71009	5	90
71009	6	90
71009	7	30
71009	8	25
71010	1	380
71010	2	1830
71010	3	0
71010	4	620
71010	5	0
71010	6	720
71010	7	0
71010	8	270
71011	1	300
71011	2	240
71011	3	0
71011	4	50
71011	5	70
71011	6	0
71011	7	40
71011	8	30
71012	1	640
71012	2	220
71012	3	250
71012	4	-88
71012	5	56
71012	6	45
71012	7	75
71012	8	-88
71013	1	320
71013	2	0
71013	3	240
71013	4	0
71013	5	140
71013	6	39
71013	7	124
71013	8	0
71014	1	600
71014	2	300
71014	3	400
71014	4	-88
71014	5	200
71014	6	150
71014	7	200
71014	8	-88
71015	1	610
71015	2	1530
71015	3	200
71015	4	0
71015	5	156
71015	6	441
71015	7	56
71015	8	0
71016	1	870
71016	2	400
71016	3	450
71016	4	50
71016	5	375
71016	6	140
71016	7	45
71016	8	40
71017	1	740
71017	2	180
71017	3	-88
71017	4	180
71017	5	330
71017	6	30
71017	7	-88
71017	8	60
71018	1	450
71018	2	340
71018	3	30
71018	4	270
71018	5	200
71018	6	85
71018	7	40
71018	8	126
71019	1	200
71019	2	350
71019	3	250
71019	4	0
71019	5	150
71019	6	200
71019	7	90
71019	8	0
71020	1	1400
71020	2	500
71020	3	450
71020	4	30
71020	5	350
71020	6	60
71020	7	200
71020	8	50
71021	1	800
71021	2	450
71021	3	-88
71021	4	300
71021	5	400
71021	6	110
71021	7	-88
71021	8	50
71022	1	390
71022	2	500
71022	3	0
71022	4	390
71022	5	140
71022	6	105
71022	7	72
71022	8	55
71024	1	1460
71024	2	200
71024	3	120
71024	4	220
71024	5	360
71024	6	60
71024	7	120
71024	8	40
71025	1	2300
71025	2	1500
71025	3	-88
71025	4	200
71025	5	1200
71025	6	400
71025	7	-88
71025	8	100
71026	1	150
71026	2	0
71026	3	-88
71026	4	0
71026	5	25
71026	6	0
71026	7	-88
71026	8	0
71027	1	530
71027	2	0
71027	3	100
71027	4	-88
71027	5	85
71027	6	45
71027	7	44
71027	8	-88
71028	1	400
71028	2	540
71028	3	220
71028	4	450
71028	5	170
71028	6	56
71028	7	42
71028	8	70
71029	1	150
71029	2	0
71029	3	-88
71029	4	0
71029	5	60
71029	6	0
71029	7	-88
71029	8	0
71030	1	-88
71030	2	780
71030	3	250
71030	4	-88
71030	5	-88
71030	6	200
71030	7	200
71030	8	-88
71031	1	0
71031	2	0
71031	3	0
71031	4	400
71031	5	0
71031	6	0
71031	7	0
71031	8	35
71032	1	1300
71032	2	600
71032	3	0
71032	4	0
71032	5	600
71032	6	450
71032	7	0
71032	8	0
71033	1	1320
71033	2	465
71033	3	300
71033	4	175
71033	5	367
71033	6	125
71033	7	110
71033	8	20
71034	1	800
71034	2	580
71034	3	300
71034	4	240
71034	5	410
71034	6	260
71034	7	50
71034	8	62
71035	1	1000
71035	2	200
71035	3	300
71035	4	100
71035	5	236
71035	6	52
71035	7	90
71035	8	0
71036	1	3000
71036	2	6500
71036	3	1000
71036	4	0
71036	5	3000
71036	6	5000
71036	7	600
71036	8	0
71037	1	200
71037	2	0
71037	3	-88
71037	4	0
71037	5	60
71037	6	180
71037	7	-88
71037	8	60
71038	1	1000
71038	2	520
71038	3	380
71038	4	125
71038	5	185
71038	6	36
71038	7	30
71038	8	53
71039	1	0
71039	2	1110
71039	3	0
71039	4	800
71039	5	35
71039	6	143
71039	7	0
71039	8	210
71040	1	0
71040	2	0
71040	3	0
71040	4	0
71040	5	60
71040	6	0
71040	7	0
71040	8	30
71041	1	70
71041	2	500
71041	3	100
71041	4	200
71041	5	235
71041	6	150
71041	7	14
71041	8	18
71042	1	300
71042	2	400
71042	3	70
71042	4	100
71042	5	214
71042	6	30
71042	7	0
71042	8	100
71043	1	600
71043	2	400
71043	3	130
71043	4	250
71043	5	124
71043	6	30
71043	7	50
71043	8	60
71044	1	0
71044	2	760
71044	3	-88
71044	4	-88
71044	5	70
71044	6	140
71044	7	-88
71044	8	-88
71045	1	400
71045	2	715
71045	3	130
71045	4	0
71045	5	120
71045	6	100
71045	7	50
71045	8	0
71046	1	400
71046	2	660
71046	3	445
71046	4	0
71046	5	240
71046	6	80
71046	7	150
71046	8	0
71047	1	300
71047	2	180
71047	3	15
71047	4	0
71047	5	320
71047	6	67
71047	7	40
71047	8	0
71048	1	-88
71048	2	300
71048	3	65
71048	4	0
71048	5	-88
71048	6	0
71048	7	50
71048	8	100
71049	1	380
71049	2	1000
71049	3	-88
71049	4	0
71049	5	850
71049	6	600
71049	7	-88
71049	8	0
81001	1	0
81001	2	3500
81001	3	3000
81001	4	4500
81001	5	0
81001	6	450
81001	7	500
81001	8	670
81002	1	440
81002	2	350
81002	3	0
81002	4	150
81002	5	300
81002	6	130
81002	7	0
81002	8	0
81003	1	900
81003	2	600
81003	3	60
81003	4	860
81003	5	200
81003	6	70
81003	7	150
81003	8	400
81004	1	2000
81004	2	5000
81004	3	2000
81004	4	2000
81004	5	20
81004	6	500
81004	7	200
81004	8	150
81005	1	400
81005	2	350
81005	3	0
81005	4	150
81005	5	200
81005	6	60
81005	7	0
81005	8	30
81006	1	300
81006	2	0
81006	3	0
81006	4	0
81006	5	100
81006	6	0
81006	7	0
81006	8	0
81007	1	1500
81007	2	450
81007	3	600
81007	4	100
81007	5	400
81007	6	120
81007	7	70
81007	8	54
81009	1	0
81009	2	800
81009	3	0
81009	4	700
81009	5	0
81009	6	200
81009	7	0
81009	8	120
81010	1	0
81010	2	200
81010	3	0
81010	4	140
81010	5	0
81010	6	225
81010	7	0
81010	8	60
81011	1	600
81011	2	300
81011	3	150
81011	4	0
81011	5	350
81011	6	160
81011	7	120
81011	8	0
81012	1	420
81012	2	0
81012	3	0
81012	4	15
81012	5	0
81012	6	150
81012	7	0
81012	8	0
81013	1	1500
81013	2	2500
81013	3	0
81013	4	800
81013	5	500
81013	6	430
81013	7	0
81013	8	120
81014	1	1600
81014	2	850
81014	3	518
81014	4	470
81014	5	725
81014	6	380
81014	7	180
81014	8	250
81015	1	600
81015	2	150
81015	3	0
81015	4	0
81015	5	200
81015	6	50
81015	7	0
81015	8	0
81016	1	4500
81016	2	2738
81016	3	1135
81016	4	1000
81016	5	860
81016	6	400
81016	7	205
81016	8	260
81017	1	1670
81017	2	745
81017	3	300
81017	4	0
81017	5	162
81017	6	177
81017	7	56
81017	8	0
81018	1	700
81018	2	400
81018	3	0
81018	4	500
81018	5	240
81018	6	30
81018	7	0
81018	8	40
81019	1	2500
81019	2	1300
81019	3	500
81019	4	150
81019	5	760
81019	6	400
81019	7	120
81019	8	50
81020	1	300
81020	2	330
81020	3	120
81020	4	70
81020	5	60
81020	6	35
81020	7	85
81020	8	35
81021	1	480
81021	2	790
81021	3	0
81021	4	0
81021	5	215
81021	6	95
81021	7	0
81021	8	0
81023	1	300
81023	2	250
81023	3	0
81023	4	0
81023	5	40
81023	6	30
81023	7	0
81023	8	0
81024	1	0
81024	2	0
81024	3	0
81024	4	0
81024	5	0
81024	6	0
81024	7	0
81024	8	0
81025	1	3000
81025	2	1000
81025	3	1500
81025	4	1000
81025	5	1500
81025	6	500
81025	7	500
81025	8	400
81026	1	2000
81026	2	800
81026	3	400
81026	4	600
81026	5	460
81026	6	300
81026	7	100
81026	8	100
81027	1	280
81027	2	400
81027	3	350
81027	4	100
81027	5	910
81027	6	70
81027	7	90
81027	8	12
81028	1	1400
81028	2	400
81028	3	120
81028	4	200
81028	5	350
81028	6	35
81028	7	35
81028	8	12
81029	1	450
81029	2	340
81029	3	260
81029	4	40
81029	5	35
81029	6	0
81029	7	35
81029	8	35
81030	1	500
81030	2	600
81030	3	300
81030	4	0
81030	5	0
81030	6	210
81030	7	70
81030	8	0
81031	1	2000
81031	2	600
81031	3	300
81031	4	500
81031	5	300
81031	6	150
81031	7	75
81031	8	200
81032	1	250
81032	2	800
81032	3	0
81032	4	0
81032	5	30
81032	6	65
81032	7	0
81032	8	0
81033	1	2600
81033	2	500
81033	3	400
81033	4	0
81033	5	200
81033	6	850
81033	7	60
81033	8	0
81034	1	1500
81034	2	1200
81034	3	100
81034	4	200
81034	5	700
81034	6	600
81034	7	70
81034	8	64
81035	1	1440
81035	2	480
81035	3	0
81035	4	120
81035	5	250
81035	6	143
81035	7	0
81035	8	84
81036	1	1350
81036	2	330
81036	3	400
81036	4	300
81036	5	900
81036	6	150
81036	7	150
81036	8	150
81037	1	900
81037	2	300
81037	3	0
81037	4	0
81037	5	366
81037	6	30
81037	7	0
81037	8	0
81038	1	1920
81038	2	300
81038	3	280
81038	4	0
81038	5	570
81038	6	90
81038	7	60
81038	8	0
81039	1	280
81039	2	250
81039	3	80
81039	4	85
81039	5	30
81039	6	60
81039	7	30
81039	8	10
81040	1	700
81040	2	366
81040	3	130
81040	4	0
81040	5	178
81040	6	190
81040	7	0
81040	8	0
81041	1	670
81041	2	540
81041	3	250
81041	4	475
81041	5	260
81041	6	355
81041	7	35
81041	8	35
81042	1	1400
81042	2	440
81042	3	150
81042	4	110
81042	5	140
81042	6	105
81042	7	108
81042	8	50
81043	1	5000
81043	2	2000
81043	3	400
81043	4	300
81043	5	1500
81043	6	500
81043	7	200
81043	8	200
81044	1	1000
81044	2	800
81044	3	0
81044	4	0
81044	5	300
81044	6	200
81044	7	0
81044	8	0
81045	1	1546
81045	2	1070
81045	3	0
81045	4	0
81045	5	850
81045	6	70
81045	7	0
81045	8	0
81046	1	80
81046	2	120
81046	3	560
81046	4	0
81046	5	16
81046	6	90
81046	7	50
81046	8	0
81047	1	0
81047	2	350
81047	3	160
81047	4	300
81047	5	0
81047	6	150
81047	7	0
81047	8	30
81048	1	400
81048	2	120
81048	3	450
81048	4	480
81048	5	0
81048	6	120
81048	7	55
81048	8	100
81049	1	2050
81049	2	1200
81049	3	0
81049	4	0
81049	5	600
81049	6	390
81049	7	0
81049	8	0
81050	1	900
81050	2	300
81050	3	0
81050	4	300
81050	5	50
81050	6	30
81050	7	0
81050	8	30
91001	1	2400
91001	2	500
91001	3	400
91001	4	1000
91001	5	1100
91001	6	60
91001	7	75
91001	8	150
91002	1	1500
91002	2	630
91002	3	0
91002	4	0
91002	5	280
91002	6	200
91002	7	0
91002	8	0
91003	1	0
91003	2	850
91003	3	0
91003	4	0
91003	5	0
91003	6	250
91003	7	0
91003	8	0
91004	1	4000
91004	2	2000
91004	3	0
91004	4	2000
91004	5	1200
91004	6	850
91004	7	0
91004	8	1500
91005	1	200
91005	2	425
91005	3	0
91005	4	0
91005	5	260
91005	6	160
91005	7	0
91005	8	0
91006	1	300
91006	2	150
91006	3	0
91006	4	435
91006	5	0
91006	6	90
91006	7	0
91006	8	57
91007	1	810
91007	2	640
91007	3	570
91007	4	230
91007	5	260
91007	6	460
91007	7	60
91007	8	180
91008	1	1200
91008	2	3700
91008	3	1500
91008	4	450
91008	5	480
91008	6	175
91008	7	90
91008	8	150
91010	1	1500
91010	2	500
91010	3	0
91010	4	850
91010	5	600
91010	6	120
91010	7	0
91010	8	350
91011	1	300
91011	2	500
91011	3	300
91011	4	770
91011	5	0
91011	6	90
91011	7	55
91011	8	60
91012	1	690
91012	2	500
91012	3	500
91012	4	0
91012	5	600
91012	6	240
91012	7	520
91012	8	0
91013	1	2300
91013	2	1200
91013	3	300
91013	4	1000
91013	5	900
91013	6	750
91013	7	200
91013	8	600
91014	1	1560
91014	2	354
91014	3	269
91014	4	200
91014	5	456
91014	6	90
91014	7	90
91014	8	120
91015	1	4500
91015	2	3080
91015	3	800
91015	4	0
91015	5	2000
91015	6	1300
91015	7	200
91015	8	0
91017	1	810
91017	2	890
91017	3	800
91017	4	1500
91017	5	200
91017	6	95
91017	7	130
91017	8	400
91018	1	1500
91018	2	350
91018	3	0
91018	4	600
91018	5	2000
91018	6	200
91018	7	0
91018	8	400
91019	1	0
91019	2	730
91019	3	1160
91019	4	0
91019	5	260
91019	6	530
91019	7	460
91019	8	0
91020	1	850
91020	2	1250
91020	3	1200
91020	4	1050
91020	5	420
91020	6	400
91020	7	500
91020	8	350
91021	1	500
91021	2	310
91021	3	0
91021	4	700
91021	5	0
91021	6	30
91021	7	0
91021	8	30
91022	1	4900
91022	2	1010
91022	3	1355
91022	4	2400
91022	5	660
91022	6	280
91022	7	395
91022	8	235
91023	1	1180
91023	2	900
91023	3	0
91023	4	260
91023	5	400
91023	6	220
91023	7	0
91023	8	90
91024	1	320
91024	2	650
91024	3	370
91024	4	170
91024	5	0
91024	6	190
91024	7	190
91024	8	25
91025	1	523
91025	2	324
91025	3	300
91025	4	1200
91025	5	200
91025	6	90
91025	7	50
91025	8	523
91026	1	700
91026	2	0
91026	3	0
91026	4	0
91026	5	300
91026	6	0
91026	7	0
91026	8	0
91027	1	2340
91027	2	800
91027	3	900
91027	4	0
91027	5	660
91027	6	60
91027	7	210
91027	8	0
91028	1	400
91028	2	130
91028	3	0
91028	4	0
91028	5	0
91028	6	70
91028	7	0
91028	8	0
91029	1	700
91029	2	600
91029	3	0
91029	4	0
91029	5	220
91029	6	150
91029	7	0
91029	8	0
91030	1	0
91030	2	2000
91030	3	0
91030	4	1400
91030	5	0
91030	6	400
91030	7	0
91030	8	420
91031	1	850
91031	2	700
91031	3	0
91031	4	360
91031	5	425
91031	6	60
91031	7	0
91031	8	20
91032	1	3250
91032	2	0
91032	3	1200
91032	4	710
91032	5	250
91032	6	110
91032	7	213
91032	8	210
91033	1	520
91033	2	300
91033	3	0
91033	4	0
91033	5	320
91033	6	40
91033	7	0
91033	8	0
91034	1	0
91034	2	0
91034	3	200
91034	4	300
91034	5	350
91034	6	200
91034	7	0
91034	8	100
91035	1	280
91035	2	140
91035	3	300
91035	4	0
91035	5	180
91035	6	60
91035	7	70
91035	8	0
91036	1	3000
91036	2	500
91036	3	0
91036	4	0
91036	5	1200
91036	6	200
91036	7	0
91036	8	0
91037	1	1000
91037	2	600
91037	3	320
91037	4	2250
91037	5	200
91037	6	190
91037	7	80
91037	8	980
91038	1	1000
91038	2	1400
91038	3	1000
91038	4	0
91038	5	2000
91038	6	500
91038	7	700
91038	8	0
91039	1	700
91039	2	0
91039	3	470
91039	4	500
91039	5	2
91039	6	0
91039	7	130
91039	8	200
91040	1	570
91040	2	760
91040	3	0
91040	4	0
91040	5	0
91040	6	240
91040	7	0
91040	8	0
91041	1	700
91041	2	225
91041	3	0
91041	4	400
91041	5	0
91041	6	140
91041	7	0
91041	8	0
91042	1	180
91042	2	600
91042	3	0
91042	4	500
91042	5	200
91042	6	240
91042	7	0
91042	8	0
91043	1	3700
91043	2	900
91043	3	0
91043	4	1100
91043	5	500
91043	6	250
91043	7	0
91043	8	370
91044	1	1250
91044	2	900
91044	3	300
91044	4	700
91044	5	150
91044	6	120
91044	7	250
91044	8	90
91045	1	0
91045	2	500
91045	3	900
91045	4	360
91045	5	0
91045	6	180
91045	7	115
91045	8	20
91046	1	1075
91046	2	380
91046	3	0
91046	4	940
91046	5	350
91046	6	30
91046	7	0
91046	8	0
91047	1	800
91047	2	400
91047	3	0
91047	4	0
91047	5	0
91047	6	0
91047	7	0
91047	8	0
91048	1	2100
91048	2	900
91048	3	800
91048	4	400
91048	5	500
91048	6	105
91048	7	500
91048	8	80
91049	1	450
91049	2	1320
91049	3	0
91049	4	0
91049	5	0
91049	6	120
91049	7	0
91049	8	0
91050	1	200
91050	2	400
91050	3	550
91050	4	810
91050	5	0
91050	6	160
91050	7	260
91050	8	120
101001	1	0
101001	2	300
101001	3	0
101001	4	0
101001	5	0
101001	6	150
101001	7	0
101001	8	150
101002	1	0
101002	2	0
101002	3	0
101002	4	400
101002	5	0
101002	6	0
101002	7	0
101002	8	320
101003	1	2560
101003	2	500
101003	3	720
101003	4	0
101003	5	1370
101003	6	400
101003	7	600
101003	8	0
101004	1	400
101004	2	900
101004	3	0
101004	4	120
101004	5	100
101004	6	200
101004	7	0
101004	8	25
101005	1	0
101005	2	500
101005	3	0
101005	4	0
101005	5	0
101005	6	155
101005	7	0
101005	8	0
101006	1	500
101006	2	500
101006	3	250
101006	4	0
101006	5	250
101006	6	225
101006	7	50
101006	8	0
101007	1	3000
101007	2	200
101007	3	600
101007	4	550
101007	5	1000
101007	6	300
101007	7	400
101007	8	400
101009	1	500
101009	2	500
101009	3	0
101009	4	130
101009	5	200
101009	6	130
101009	7	25
101009	8	0
101010	1	900
101010	2	0
101010	3	700
101010	4	0
101010	5	500
101010	6	0
101010	7	340
101010	8	0
101011	1	300
101011	2	2500
101011	3	500
101011	4	0
101011	5	500
101011	6	1800
101011	7	450
101011	8	0
101012	1	4000
101012	2	3000
101012	3	4000
101012	4	0
101012	5	3000
101012	6	2000
101012	7	3000
101012	8	0
101013	1	650
101013	2	1000
101013	3	0
101013	4	0
101013	5	400
101013	6	500
101013	7	0
101013	8	0
101014	1	12000
101014	2	4000
101014	3	0
101014	4	2000
101014	5	4800
101014	6	2000
101014	7	0
101014	8	800
101015	1	0
101015	2	0
101015	3	0
101015	4	0
101015	5	35
101015	6	70
101015	7	0
101015	8	150
101016	1	2000
101016	2	2000
101016	3	0
101016	4	1500
101016	5	300
101016	6	800
101016	7	0
101016	8	400
101017	1	1000
101017	2	1500
101017	3	550
101017	4	220
101017	5	80
101017	6	200
101017	7	230
101017	8	150
101018	1	1600
101018	2	2000
101018	3	200
101018	4	0
101018	5	500
101018	6	120
101018	7	160
101018	8	250
101019	1	1000
101019	2	1000
101019	3	250
101019	4	0
101019	5	0
101019	6	90
101019	7	0
101019	8	0
101020	1	1400
101020	2	400
101020	3	0
101020	4	500
101020	5	190
101020	6	100
101020	7	0
101020	8	60
101021	1	2400
101021	2	1240
101021	3	0
101021	4	2150
101021	5	2600
101021	6	700
101021	7	0
101021	8	700
101022	1	1500
101022	2	1200
101022	3	1100
101022	4	0
101022	5	1000
101022	6	195
101022	7	205
101022	8	0
101023	1	720
101023	2	0
101023	3	0
101023	4	0
101023	5	0
101023	6	400
101023	7	0
101023	8	0
101024	1	800
101024	2	750
101024	3	900
101024	4	600
101024	5	300
101024	6	300
101024	7	70
101024	8	300
101025	1	0
101025	2	800
101025	3	0
101025	4	200
101025	5	0
101025	6	300
101025	7	0
101025	8	20
101027	1	0
101027	2	0
101027	3	0
101027	4	0
101027	5	0
101027	6	0
101027	7	0
101027	8	0
101028	1	520
101028	2	690
101028	3	575
101028	4	0
101028	5	580
101028	6	485
101028	7	0
101028	8	0
101029	1	2500
101029	2	3200
101029	3	450
101029	4	0
101029	5	1500
101029	6	680
101029	7	60
101029	8	0
101030	1	1500
101030	2	500
101030	3	0
101030	4	800
101030	5	600
101030	6	160
101030	7	0
101030	8	120
101031	1	0
101031	2	590
101031	3	800
101031	4	0
101031	5	0
101031	6	70
101031	7	120
101031	8	0
101032	1	600
101032	2	0
101032	3	0
101032	4	700
101032	5	420
101032	6	0
101032	7	0
101032	8	160
101033	1	2000
101033	2	500
101033	3	1000
101033	4	0
101033	5	300
101033	6	150
101033	7	200
101033	8	0
101034	1	0
101034	2	325
101034	3	0
101034	4	0
101034	5	200
101034	6	100
101034	7	0
101034	8	0
101035	1	2000
101035	2	5500
101035	3	1500
101035	4	1000
101035	5	650
101035	6	750
101035	7	500
101035	8	400
101036	1	800
101036	2	470
101036	3	0
101036	4	0
101036	5	300
101036	6	240
101036	7	0
101036	8	540
101037	1	5000
101037	2	2000
101037	3	3000
101037	4	4000
101037	5	1500
101037	6	1000
101037	7	1500
101037	8	500
101038	1	0
101038	2	500
101038	3	0
101038	4	300
101038	5	0
101038	6	0
101038	7	0
101038	8	45
101040	1	0
101040	2	500
101040	3	0
101040	4	0
101040	5	0
101040	6	50
101040	7	0
101040	8	0
101041	1	5200
101041	2	4620
101041	3	2000
101041	4	1500
101041	5	3000
101041	6	1400
101041	7	450
101041	8	520
101042	1	1250
101042	2	3500
101042	3	0
101042	4	0
101042	5	970
101042	6	720
101042	7	0
101042	8	0
101044	1	1430
101044	2	500
101044	3	1500
101044	4	4000
101044	5	600
101044	6	500
101044	7	500
101044	8	1000
101045	1	4000
101045	2	230
101045	3	0
101045	4	0
101045	5	0
101045	6	28
101045	7	0
101045	8	0
101046	1	6000
101046	2	6500
101046	3	1000
101046	4	0
101046	5	2000
101046	6	1800
101046	7	200
101046	8	0
101047	1	130
101047	2	0
101047	3	0
101047	4	0
101047	5	180
101047	6	28
101047	7	0
101047	8	0
101048	1	920
101048	2	850
101048	3	510
101048	4	800
101048	5	1000
101048	6	585
101048	7	360
101048	8	400
101049	1	0
101049	2	1000
101049	3	2500
101049	4	500
101049	5	0
101049	6	400
101049	7	350
101049	8	300
101050	1	450
101050	2	0
101050	3	85
101050	4	160
101050	5	100
101050	6	15
101050	7	30
101050	8	175
111002	1	480
111002	2	300
111002	3	0
111002	4	300
111002	5	200
111002	6	90
111002	7	0
111002	8	150
111003	1	2350
111003	2	1700
111003	3	0
111003	4	1800
111003	5	1050
111003	6	1250
111003	7	0
111003	8	600
111004	1	800
111004	2	600
111004	3	1500
111004	4	500
111004	5	300
111004	6	150
111004	7	340
111004	8	250
111005	1	2500
111005	2	700
111005	3	450
111005	4	500
111005	5	1700
111005	6	100
111005	7	40
111005	8	150
111006	1	600
111006	2	540
111006	3	0
111006	4	0
111006	5	200
111006	6	110
111006	7	0
111006	8	60
111008	1	800
111008	2	1400
111008	3	850
111008	4	600
111008	5	250
111008	6	240
111008	7	450
111008	8	0
111009	1	4600
111009	2	2000
111009	3	1600
111009	4	2600
111009	5	900
111009	6	130
111009	7	240
111009	8	590
111010	1	4000
111010	2	2000
111010	3	1000
111010	4	500
111010	5	1160
111010	6	250
111010	7	235
111010	8	150
111011	1	2500
111011	2	1200
111011	3	300
111011	4	0
111011	5	1700
111011	6	300
111011	7	250
111011	8	0
111012	1	800
111012	2	1000
111012	3	500
111012	4	600
111012	5	0
111012	6	290
111012	7	100
111012	8	250
111013	1	2100
111013	2	200
111013	3	0
111013	4	0
111013	5	300
111013	6	60
111013	7	0
111013	8	0
111015	1	0
111015	2	0
111015	3	1000
111015	4	800
111015	5	0
111015	6	280
111015	7	200
111015	8	360
111016	1	1800
111016	2	250
111016	3	400
111016	4	420
111016	5	800
111016	6	95
111016	7	110
111016	8	82
111017	1	900
111017	2	700
111017	3	0
111017	4	200
111017	5	300
111017	6	200
111017	7	0
111017	8	150
111018	1	0
111018	2	400
111018	3	200
111018	4	0
111018	5	0
111018	6	150
111018	7	12
111018	8	0
111019	1	2300
111019	2	800
111019	3	500
111019	4	800
111019	5	1350
111019	6	50
111019	7	65
111019	8	700
111020	1	1300
111020	2	1800
111020	3	2000
111020	4	1500
111020	5	450
111020	6	1000
111020	7	1500
111020	8	1680
111021	1	1700
111021	2	300
111021	3	170
111021	4	600
111021	5	600
111021	6	35
111021	7	35
111021	8	0
111022	1	1350
111022	2	250
111022	3	0
111022	4	300
111022	5	1050
111022	6	120
111022	7	0
111022	8	80
111023	1	2400
111023	2	700
111023	3	1000
111023	4	500
111023	5	1600
111023	6	500
111023	7	300
111023	8	200
111024	1	0
111024	2	500
111024	3	0
111024	4	0
111024	5	0
111024	6	0
111024	7	0
111024	8	0
111025	1	600
111025	2	800
111025	3	0
111025	4	600
111025	5	450
111025	6	200
111025	7	0
111025	8	300
111027	1	0
111027	2	0
111027	3	0
111027	4	350
111027	5	0
111027	6	150
111027	7	70
111027	8	0
111028	1	1500
111028	2	1000
111028	3	600
111028	4	0
111028	5	800
111028	6	300
111028	7	200
111028	8	0
111029	1	3000
111029	2	700
111029	3	0
111029	4	320
111029	5	500
111029	6	100
111029	7	0
111029	8	310
111030	1	0
111030	2	500
111030	3	0
111030	4	0
111030	5	400
111030	6	140
111030	7	0
111030	8	0
111031	1	3700
111031	2	800
111031	3	900
111031	4	300
111031	5	1400
111031	6	200
111031	7	150
111031	8	400
111032	1	4000
111032	2	4000
111032	3	1000
111032	4	3000
111032	5	2000
111032	6	2000
111032	7	250
111032	8	1000
111033	1	1000
111033	2	1000
111033	3	1500
111033	4	500
111033	5	120
111033	6	195
111033	7	200
111033	8	50
111034	1	700
111034	2	500
111034	3	500
111034	4	300
111034	5	0
111034	6	35
111034	7	200
