CHILDCODE	HHITMIDR4	OWNITMR4	NUMOWNR4
68021	8	0	 
68021	9	0	 
68021	10	1	2
68021	11	0	 
68021	12	1	1
68021	15	0	 
68021	20	0	 
68021	21	0	 
68021	22	0	 
68021	23	1	1
68021	24	0	 
68021	25	0	 
68021	26	0	 
68021	27	0	 
68021	28	0	 
68021	29	0	 
68021	30	0	 
68021	31	0	 
68022	3	0	 
68022	4	1	1
68022	5	1	1
68022	6	0	 
68022	7	0	 
68022	8	0	 
68022	9	0	 
68022	10	1	2
68022	11	0	 
68022	12	1	1
68022	15	0	 
68022	20	0	 
68022	21	0	 
68022	22	1	1
68022	23	1	1
68022	24	0	 
68022	25	0	 
68022	26	0	 
68022	27	0	 
68022	28	0	 
68022	29	0	 
68022	30	0	 
68022	31	0	 
68023	3	0	 
68023	4	1	1
68023	5	1	1
68023	6	0	 
68023	7	1	1
68023	8	0	 
68023	9	0	 
68023	10	1	1
68023	11	1	1
68023	12	1	1
68023	15	1	1
68023	20	0	 
68023	21	0	 
68023	22	1	1
68023	23	1	1
68023	24	1	1
68023	25	1	1
68023	26	0	 
68023	27	0	 
68023	28	0	 
68023	29	0	 
68023	30	0	 
68023	31	0	 
68024	3	0	 
68024	4	1	1
68024	5	0	 
68024	6	0	 
68024	7	1	1
68024	8	0	 
68024	9	1	1
68024	10	1	2
68024	11	0	 
68024	12	1	1
68024	15	0	 
68024	20	0	 
68024	21	1	1
68024	22	1	1
68024	23	1	1
68024	24	0	 
68024	25	1	1
68024	26	0	 
68024	27	0	 
68024	28	0	 
68024	29	0	 
68024	30	0	 
68024	31	0	 
68025	3	0	 
68025	4	1	2
68025	5	1	1
68025	6	0	 
68025	7	0	 
68025	8	0	 
68025	9	0	 
68025	10	1	1
68025	11	1	1
68025	12	1	1
68025	15	1	1
68025	20	0	 
68025	21	0	 
68025	22	1	1
68025	23	1	1
68025	24	1	1
68025	25	0	 
68025	26	0	 
68025	27	0	 
68025	28	0	 
68025	29	0	 
68025	30	0	 
68025	31	0	 
78001	3	0	 
78001	4	1	2
78001	5	1	1
78001	6	1	1
78001	7	1	1
78001	8	0	 
78001	9	1	1
78001	10	1	2
78001	11	1	1
78001	12	1	1
78001	15	0	 
78001	20	1	1
78001	21	1	1
78001	22	1	1
78001	23	1	1
78001	24	1	1
78001	25	0	 
78001	26	0	 
78001	27	0	 
78001	28	1	1
78001	29	0	 
78001	30	0	 
78001	31	0	 
78002	3	0	 
78002	4	1	2
78002	5	0	 
78002	6	0	 
78002	7	1	1
78002	8	1	1
78002	9	1	1
78002	10	1	2
78002	11	0	 
78002	12	1	1
78002	15	0	 
78002	20	1	2
78002	21	1	1
78002	22	1	1
78002	23	1	1
78002	24	0	 
78002	25	1	1
78002	26	1	1
78002	27	0	 
78002	28	0	 
78002	29	0	 
78002	30	0	 
78002	31	1	2
78003	3	0	 
78003	4	1	1
78003	5	0	 
78003	6	0	 
78003	7	0	 
78003	8	0	 
78003	9	0	 
78003	10	1	4
78003	11	1	1
78003	12	1	1
78003	15	0	 
78003	20	1	1
78003	21	1	2
78003	22	1	1
78003	23	1	1
78003	24	1	1
78003	25	1	1
78003	26	1	1
78003	27	0	 
78003	28	0	 
78003	29	0	 
78003	30	0	 
78003	31	0	 
78005	3	0	 
78005	4	1	1
78005	5	0	 
78005	6	0	 
78005	7	0	 
78005	8	0	 
78005	9	0	 
78005	10	1	1
78005	11	0	 
78005	12	1	1
78005	15	0	 
78005	20	0	 
78005	21	0	 
78005	22	1	1
78005	23	1	1
78005	24	0	 
78005	25	0	 
78005	26	0	 
78005	27	0	 
78005	28	0	 
78005	29	0	 
78005	30	0	 
78005	31	0	 
78006	3	0	 
78006	4	1	3
78006	5	1	1
78006	6	0	 
78006	7	0	 
78006	8	0	 
78006	9	1	1
78006	10	1	4
78006	11	1	1
78006	12	1	1
78006	15	0	 
78006	20	1	1
78006	21	0	 
78006	22	1	1
78006	23	1	1
78006	24	1	1
78006	25	1	1
78006	26	1	1
78006	27	0	 
78006	28	1	1
78006	29	0	 
78006	30	0	 
78006	31	0	 
78007	3	1	1
78007	4	1	3
78007	5	1	1
78007	6	1	1
78007	7	0	 
78007	8	1	1
78007	9	1	1
78007	10	1	3
78007	11	1	1
78007	12	1	1
78007	15	0	 
78007	20	0	 
78007	21	1	2
78007	22	1	2
78007	23	1	1
78007	24	1	1
78007	25	1	2
78007	26	1	1
78007	27	0	 
78007	28	0	 
78007	29	0	 
78007	30	0	 
78007	31	1	1
78008	3	0	 
78008	4	1	3
78008	5	0	 
78008	6	0	 
78008	7	0	 
78008	8	0	 
78008	9	1	1
78008	10	1	3
78008	11	1	1
78008	12	1	1
78008	15	0	 
78008	20	0	 
78008	21	1	1
78008	22	1	1
78008	23	1	1
78008	24	0	 
78008	25	1	1
78008	26	1	1
78008	27	0	 
78008	28	0	 
78008	29	0	 
78008	30	0	 
78008	31	0	 
78009	3	1	1
78009	4	1	2
78009	5	1	2
78009	6	0	 
78009	7	0	 
78009	8	1	1
78009	9	0	 
78009	10	1	3
78009	11	1	1
78009	12	1	1
78009	15	0	 
78009	20	0	 
78009	21	1	1
78009	22	1	1
78009	23	1	2
78009	24	1	1
78009	25	1	1
78009	26	1	1
78009	27	0	 
78009	28	1	1
78009	29	0	 
78009	30	0	 
78009	31	0	 
78010	3	1	2
78010	4	1	2
78010	5	1	1
78010	6	1	2
78010	7	0	 
78010	8	0	 
78010	9	1	1
78010	10	1	3
78010	11	1	1
78010	12	1	1
78010	15	0	 
78010	20	1	1
78010	21	1	3
78010	22	1	1
78010	23	1	1
78010	24	1	2
78010	25	1	2
78010	26	1	1
78010	27	0	 
78010	28	1	2
78010	29	0	 
78010	30	0	 
78010	31	1	1
78011	3	0	 
78011	4	1	1
78011	5	0	 
78011	6	0	 
78011	7	0	 
78011	8	0	 
78011	9	1	1
78011	10	1	2
78011	11	0	 
78011	12	1	1
78011	15	0	 
78011	20	0	 
78011	21	1	1
78011	22	0	 
78011	23	1	1
78011	24	0	 
78011	25	1	1
78011	26	0	 
78011	27	0	 
78011	28	0	 
78011	29	0	 
78011	30	0	 
78011	31	0	 
78012	3	0	 
78012	4	1	2
78012	5	1	1
78012	6	0	 
78012	7	0	 
78012	8	0	 
78012	9	1	1
78012	10	1	1
78012	11	0	 
78012	12	1	1
78012	15	0	 
78012	20	0	 
78012	21	1	1
78012	22	1	1
78012	23	1	1
78012	24	0	 
78012	25	1	1
78012	26	1	1
78012	27	0	 
78012	28	0	 
78012	29	0	 
78012	30	0	 
78012	31	0	 
78013	3	0	 
78013	4	1	4
78013	5	0	 
78013	6	0	 
78013	7	0	 
78013	8	1	2
78013	9	0	 
78013	10	1	4
78013	11	1	1
78013	12	1	1
78013	15	0	 
78013	20	0	 
78013	21	1	1
78013	22	1	1
78013	23	1	1
78013	24	1	2
78013	25	1	2
78013	26	0	 
78013	27	0	 
78013	28	1	1
78013	29	0	 
78013	30	0	 
78013	31	0	 
78014	3	0	 
78014	4	1	2
78014	5	1	1
78014	6	0	 
78014	7	0	 
78014	8	1	1
78014	9	1	3
78014	10	1	3
78014	11	1	1
78014	12	1	1
78014	15	0	 
78014	20	0	 
78014	21	1	1
78014	22	1	1
78014	23	1	1
78014	24	0	 
78014	25	1	1
78014	26	0	 
78014	27	0	 
78014	28	0	 
78014	29	0	 
78014	30	0	 
78014	31	0	 
78015	3	0	 
78015	4	1	3
78015	5	1	1
78015	6	0	 
78015	7	0	 
78015	8	1	1
78015	9	1	1
78015	10	1	8
78015	11	1	1
78015	12	1	1
78015	15	0	 
78015	20	0	 
78015	21	1	4
78015	22	1	3
78015	23	1	1
78015	24	1	1
78015	25	1	1
78015	26	0	 
78015	27	0	 
78015	28	1	1
78015	29	0	 
78015	30	1	1
78015	31	0	 
78016	3	0	 
78016	4	1	1
78016	5	1	1
78016	6	0	 
78016	7	0	 
78016	8	1	1
78016	9	0	 
78016	10	1	2
78016	11	0	 
78016	12	1	2
78016	15	0	 
78016	20	0	 
78016	21	0	 
78016	22	1	1
78016	23	0	 
78016	24	0	 
78016	25	1	1
78016	26	0	 
78016	27	0	 
78016	28	0	 
78016	29	0	 
78016	30	0	 
78016	31	0	 
78017	3	1	1
78017	4	1	2
78017	5	0	 
78017	6	1	1
78017	7	1	1
78017	8	0	 
78017	9	0	 
78017	10	1	4
78017	11	1	1
78017	12	1	1
78017	15	0	 
78017	20	0	 
78017	21	1	1
78017	22	1	1
78017	23	1	1
78017	24	1	1
78017	25	1	1
78017	26	1	1
78017	27	0	 
78017	28	1	1
78017	29	0	 
78017	30	0	 
78017	31	0	 
78018	3	0	 
78018	4	1	1
78018	5	0	 
78018	6	0	 
78018	7	0	 
78018	8	0	 
78018	9	0	 
78018	10	1	1
78018	11	0	 
78018	12	1	1
78018	15	0	 
78018	20	0	 
78018	21	1	1
78018	22	0	 
78018	23	0	 
78018	24	0	 
78018	25	0	 
78018	26	0	 
78018	27	0	 
78018	28	0	 
78018	29	0	 
78018	30	0	 
78018	31	0	 
78019	3	0	 
78019	4	1	1
78019	5	1	1
78019	6	0	 
78019	7	0	 
78019	8	0	 
78019	9	0	 
78019	10	1	2
78019	11	0	 
78019	12	1	1
78019	15	0	 
78019	20	0	 
78019	21	0	 
78019	22	1	1
78019	23	0	 
78019	24	0	 
78019	25	0	 
78019	26	0	 
78019	27	0	 
78019	28	0	 
78019	29	0	 
78019	30	0	 
78019	31	0	 
78020	3	0	 
78020	4	1	1
78020	5	0	 
78020	6	0	 
78020	7	0	 
78020	8	0	 
78020	9	1	1
78020	10	1	3
78020	11	1	1
78020	12	1	1
78020	15	0	 
78020	20	0	 
78020	21	0	 
78020	22	1	1
78020	23	1	1
78020	24	1	1
78020	25	1	1
78020	26	0	 
78020	27	0	 
78020	28	1	1
78020	29	0	 
78020	30	0	 
78020	31	0	 
78021	3	1	1
78021	4	1	2
78021	5	0	 
78021	6	0	 
78021	7	0	 
78021	8	0	 
78021	9	1	1
78021	10	1	4
78021	11	1	1
78021	12	1	1
78021	15	0	 
78021	20	0	 
78021	21	1	1
78021	22	1	1
78021	23	1	1
78021	24	0	 
78021	25	1	1
78021	26	1	1
78021	27	0	 
78021	28	0	 
78021	29	0	 
78021	30	0	 
78021	31	0	 
78022	3	1	1
78022	4	1	3
78022	5	1	1
78022	6	0	 
78022	7	0	 
78022	8	0	 
78022	9	1	1
78022	10	1	4
78022	11	1	1
78022	12	1	1
78022	15	0	 
78022	20	1	2
78022	21	1	1
78022	22	1	1
78022	23	1	1
78022	24	1	1
78022	25	1	1
78022	26	1	1
78022	27	0	 
78022	28	1	1
78022	29	0	 
78022	30	0	 
78022	31	0	 
78024	3	1	1
78024	4	1	5
78024	5	1	2
78024	6	1	1
78024	7	0	 
78024	8	0	 
78024	9	0	 
78024	10	1	3
78024	11	1	1
78024	12	1	1
78024	15	0	 
78024	20	1	1
78024	21	1	1
78024	22	1	1
78024	23	1	1
78024	24	1	1
78024	25	1	1
78024	26	1	1
78024	27	0	 
78024	28	1	1
78024	29	0	 
78024	30	0	 
78024	31	0	 
78026	3	0	 
78026	4	1	2
78026	5	0	 
78026	6	0	 
78026	7	0	 
78026	8	0	 
78026	9	0	 
78026	10	1	3
78026	11	0	 
78026	12	1	1
78026	15	0	 
78026	20	1	1
78026	21	1	1
78026	22	1	1
78026	23	1	1
78026	24	0	 
78026	25	0	 
78026	26	0	 
78026	27	0	 
78026	28	0	 
78026	29	0	 
78026	30	0	 
78026	31	0	 
78027	3	0	 
78027	4	1	1
78027	5	1	1
78027	6	0	 
78027	7	0	 
78027	8	0	 
78027	9	0	 
78027	10	1	1
78027	11	1	1
78027	12	1	1
78027	15	0	 
78027	20	0	 
78027	21	1	1
78027	22	1	2
78027	23	1	1
78027	24	1	1
78027	25	0	 
78027	26	0	 
78027	27	0	 
78027	28	0	 
78027	29	0	 
78027	30	0	 
78027	31	0	 
78028	3	1	1
78028	4	1	1
78028	5	1	1
78028	6	0	 
78028	7	1	2
78028	8	0	 
78028	9	0	 
78028	10	1	3
78028	11	0	 
78028	12	1	1
78028	15	0	 
78028	20	0	 
78028	21	1	1
78028	22	1	1
78028	23	1	1
78028	24	0	 
78028	25	0	 
78028	26	0	 
78028	27	0	 
78028	28	0	 
78028	29	0	 
78028	30	0	 
78028	31	0	 
78029	3	1	1
78029	4	1	2
78029	5	0	 
78029	6	0	 
78029	7	0	 
78029	8	1	2
78029	9	1	1
78029	10	1	3
78029	11	1	2
78029	12	1	2
78029	15	0	 
78029	20	0	 
78029	21	1	2
78029	22	1	1
78029	23	1	2
78029	24	1	1
78029	25	1	2
78029	26	1	1
78029	27	0	 
78029	28	1	1
78029	29	0	 
78029	30	1	1
78029	31	0	 
78030	3	1	1
78030	4	1	1
78030	5	1	1
78030	6	0	 
78030	7	0	 
78030	8	0	 
78030	9	0	 
78030	10	1	1
78030	11	0	 
78030	12	1	1
78030	15	0	 
78030	20	0	 
78030	21	0	 
78030	22	1	1
78030	23	1	1
78030	24	0	 
78030	25	0	 
78030	26	0	 
78030	27	0	 
78030	28	0	 
78030	29	0	 
78030	30	0	 
78030	31	0	 
78031	3	0	 
78031	4	1	1
78031	5	0	 
78031	6	0	 
78031	7	0	 
78031	8	0	 
78031	9	0	 
78031	10	0	 
78031	11	0	 
78031	12	0	 
78031	15	0	 
78031	20	0	 
78031	21	0	 
78031	22	0	 
78031	23	0	 
78031	24	0	 
78031	25	0	 
78031	26	0	 
78031	27	0	 
78031	28	0	 
78031	29	0	 
78031	30	0	 
78031	31	0	 
78032	3	0	 
78032	4	1	2
78032	5	0	 
78032	6	0	 
78032	7	0	 
78032	8	1	1
78032	9	1	1
78032	10	1	1
78032	11	1	1
78032	12	1	1
78032	15	0	 
78032	20	0	 
78032	21	1	1
78032	22	0	 
78032	23	1	1
78032	24	1	1
78032	25	1	1
78032	26	0	 
78032	27	0	 
78032	28	1	1
78032	29	0	 
78032	30	0	 
78032	31	0	 
78033	3	0	 
78033	4	1	1
78033	5	1	1
78033	6	0	 
78033	7	0	 
78033	8	0	 
78033	9	0	 
78033	10	1	2
78033	11	0	 
78033	12	1	1
78033	15	0	 
78033	20	0	 
78033	21	0	 
78033	22	1	1
78033	23	1	1
78033	24	0	 
78033	25	1	1
78033	26	0	 
78033	27	0	 
78033	28	0	 
78033	29	0	 
78033	30	0	 
78033	31	0	 
78034	3	0	 
78034	4	1	1
78034	5	1	1
78034	6	0	 
78034	7	0	 
78034	8	0	 
78034	9	0	 
78034	10	1	4
78034	11	0	 
78034	12	1	1
78034	15	0	 
78034	20	0	 
78034	21	1	1
78034	22	1	1
78034	23	1	1
78034	24	0	 
78034	25	1	1
78034	26	0	 
78034	27	0	 
78034	28	1	1
78034	29	0	 
78034	30	0	 
78034	31	0	 
78035	3	0	 
78035	4	1	2
78035	5	0	 
78035	6	0	 
78035	7	0	 
78035	8	0	 
78035	9	1	1
78035	10	1	2
78035	11	1	1
78035	12	1	1
78035	15	0	 
78035	20	0	 
78035	21	1	1
78035	22	1	1
78035	23	1	2
78035	24	1	1
78035	25	0	 
78035	26	0	 
78035	27	0	 
78035	28	0	 
78035	29	0	 
78035	30	0	 
78035	31	0	 
78036	3	1	1
78036	4	1	1
78036	5	0	 
78036	6	0	 
78036	7	0	 
78036	8	0	 
78036	9	0	 
78036	10	1	3
78036	11	0	 
78036	12	1	1
78036	15	0	 
78036	20	0	 
78036	21	0	 
78036	22	0	 
78036	23	1	1
78036	24	0	 
78036	25	0	 
78036	26	0	 
78036	27	0	 
78036	28	0	 
78036	29	0	 
78036	30	0	 
78036	31	0	 
78037	3	0	 
78037	4	1	1
78037	5	1	1
78037	6	0	 
78037	7	0	 
78037	8	0	 
78037	9	0	 
78037	10	1	3
78037	11	1	1
78037	12	1	1
78037	15	0	 
78037	20	0	 
78037	21	0	 
78037	22	1	1
78037	23	1	1
78037	24	1	1
78037	25	1	1
78037	26	0	 
78037	27	0	 
78037	28	0	 
78037	29	0	 
78037	30	0	 
78037	31	0	 
78038	3	0	 
78038	4	1	2
78038	5	1	1
78038	6	1	1
78038	7	1	1
78038	8	0	 
78038	9	1	1
78038	10	1	4
78038	11	1	1
78038	12	1	1
78038	15	0	 
78038	20	1	1
78038	21	1	3
78038	22	1	1
78038	23	1	1
78038	24	1	1
78038	25	1	1
78038	26	1	1
78038	27	0	 
78038	28	0	 
78038	29	0	 
78038	30	1	1
78038	31	1	1
78039	3	0	 
78039	4	1	1
78039	5	1	1
78039	6	0	 
78039	7	0	 
78039	8	1	1
78039	9	0	 
78039	10	1	3
78039	11	0	 
78039	12	1	1
78039	15	0	 
78039	20	0	 
78039	21	0	 
78039	22	0	 
78039	23	1	1
78039	24	0	 
78039	25	0	 
78039	26	1	1
78039	27	0	 
78039	28	0	 
78039	29	0	 
78039	30	0	 
78039	31	0	 
78040	3	0	 
78040	4	1	1
78040	5	1	1
78040	6	0	 
78040	7	0	 
78040	8	0	 
78040	9	0	 
78040	10	1	3
78040	11	0	 
78040	12	1	1
78040	15	0	 
78040	20	0	 
78040	21	0	 
78040	22	0	 
78040	23	0	 
78040	24	0	 
78040	25	0	 
78040	26	0	 
78040	27	0	 
78040	28	0	 
78040	29	0	 
78040	30	0	 
78040	31	0	 
78041	3	0	 
78041	4	1	3
78041	5	0	 
78041	6	0	 
78041	7	0	 
78041	8	0	 
78041	9	1	1
78041	10	1	2
78041	11	1	1
78041	12	1	1
78041	15	0	 
78041	20	0	 
78041	21	1	2
78041	22	1	1
78041	23	1	1
78041	24	1	1
78041	25	1	1
78041	26	0	 
78041	27	0	 
78041	28	1	1
78041	29	0	 
78041	30	0	 
78041	31	0	 
78042	3	0	 
78042	4	1	1
78042	5	1	1
78042	6	1	1
78042	7	0	 
78042	8	1	2
78042	9	0	 
78042	10	1	4
78042	11	0	 
78042	12	1	1
78042	15	0	 
78042	20	1	1
78042	21	1	1
78042	22	1	1
78042	23	1	1
78042	24	0	 
78042	25	1	1
78042	26	1	1
78042	27	0	 
78042	28	0	 
78042	29	0	 
78042	30	1	1
78042	31	0	 
78043	3	1	2
78043	4	1	1
78043	5	0	 
78043	6	0	 
78043	7	0	 
78043	8	0	 
78043	9	0	 
78043	10	1	4
78043	11	1	1
78043	12	1	1
78043	15	0	 
78043	20	0	 
78043	21	1	2
78043	22	1	1
78043	23	1	1
78043	24	0	 
78043	25	1	1
78043	26	0	 
78043	27	0	 
78043	28	1	1
78043	29	0	 
78043	30	0	 
78043	31	0	 
78044	3	1	1
78044	4	1	3
78044	5	1	1
78044	6	0	 
78044	7	0	 
78044	8	1	1
78044	9	0	 
78044	10	1	3
78044	11	1	1
78044	12	1	1
78044	15	0	 
78044	20	0	 
78044	21	1	1
78044	22	1	1
78044	23	1	1
78044	24	1	1
78044	25	1	1
78044	26	1	1
78044	27	0	 
78044	28	1	1
78044	29	0	 
78044	30	0	 
78044	31	0	 
78045	3	0	 
78045	4	1	1
78045	5	1	1
78045	6	0	 
78045	7	0	 
78045	8	1	1
78045	9	1	1
78045	10	1	4
78045	11	1	1
78045	12	1	1
78045	15	0	 
78045	20	0	 
78045	21	1	1
78045	22	1	1
78045	23	1	1
78045	24	0	 
78045	25	1	1
78045	26	0	 
78045	27	0	 
78045	28	0	 
78045	29	0	 
78045	30	0	 
78045	31	0	 
78046	3	0	 
78046	4	1	1
78046	5	0	 
78046	6	0	 
78046	7	0	 
78046	8	0	 
78046	9	0	 
78046	10	1	2
78046	11	1	1
78046	12	1	1
78046	15	0	 
78046	20	0	 
78046	21	0	 
78046	22	1	1
78046	23	1	1
78046	24	1	1
78046	25	1	1
78046	26	0	 
78046	27	0	 
78046	28	0	 
78046	29	0	 
78046	30	0	 
78046	31	0	 
78047	3	0	 
78047	4	1	3
78047	5	1	1
78047	6	0	 
78047	7	1	1
78047	8	0	 
78047	9	1	1
78047	10	1	4
78047	11	1	1
78047	12	1	1
78047	15	0	 
78047	20	0	 
78047	21	1	1
78047	22	1	1
78047	23	0	 
78047	24	0	 
78047	25	1	1
78047	26	0	 
78047	27	0	 
78047	28	0	 
78047	29	0	 
78047	30	0	 
78047	31	0	 
78048	3	0	 
78048	4	1	1
78048	5	1	1
78048	6	0	 
78048	7	0	 
78048	8	0	 
78048	9	0	 
78048	10	1	1
78048	11	0	 
78048	12	1	1
78048	15	0	 
78048	20	0	 
78048	21	0	 
78048	22	0	 
78048	23	0	 
78048	24	0	 
78048	25	0	 
78048	26	0	 
78048	27	0	 
78048	28	0	 
78048	29	0	 
78048	30	0	 
78048	31	0	 
78049	3	0	 
78049	4	1	1
78049	5	0	 
78049	6	0	 
78049	7	0	 
78049	8	1	1
78049	9	0	 
78049	10	1	2
78049	11	1	1
78049	12	1	1
78049	15	0	 
78049	20	0	 
78049	21	1	1
78049	22	1	1
78049	23	1	1
78049	24	0	 
78049	25	1	1
78049	26	0	 
78049	27	0	 
78049	28	0	 
78049	29	0	 
78049	30	0	 
78049	31	0	 
78050	3	0	 
78050	4	1	1
78050	5	1	1
78050	6	0	 
78050	7	0	 
78050	8	0	 
78050	9	0	 
78050	10	1	5
78050	11	0	 
78050	12	1	1
78050	15	0	 
78050	20	0	 
78050	21	0	 
78050	22	0	 
78050	23	1	1
78050	24	0	 
78050	25	0	 
78050	26	0	 
78050	27	0	 
78050	28	0	 
78050	29	0	 
78050	30	0	 
78050	31	0	 
78051	3	0	 
78051	4	1	2
78051	5	1	1
78051	6	0	 
78051	7	0	 
78051	8	1	4
78051	9	0	 
78051	10	1	4
78051	11	1	1
78051	12	1	1
78051	15	0	 
78051	20	0	 
78051	21	1	1
78051	22	0	 
78051	23	0	 
78051	24	0	 
78051	25	1	1
78051	26	0	 
78051	27	0	 
78051	28	0	 
78051	29	0	 
78051	30	0	 
78051	31	0	 
78052	3	1	1
78052	4	1	1
78052	5	0	 
78052	6	1	1
78052	7	1	1
78052	8	0	 
78052	9	0	 
78052	10	1	6
78052	11	1	1
78052	12	1	1
78052	15	0	 
78052	20	0	 
78052	21	0	 
78052	22	1	1
78052	23	1	2
78052	24	1	1
78052	25	1	1
78052	26	0	 
78052	27	0	 
78052	28	0	 
78052	29	0	 
78052	30	0	 
78052	31	0	 
88001	3	0	 
88001	4	1	1
88001	5	1	1
88001	6	0	 
88001	7	0	 
88001	8	1	1
88001	9	0	 
88001	10	1	2
88001	11	1	1
88001	12	1	1
88001	15	0	 
88001	20	0	 
88001	21	0	 
88001	22	1	1
88001	23	1	3
88001	24	0	 
88001	25	0	 
88001	26	0	 
88001	27	0	 
88001	28	0	 
88001	29	0	 
88001	30	0	 
88001	31	0	 
88002	3	0	 
88002	4	1	4
88002	5	1	1
88002	6	1	1
88002	7	0	 
88002	8	1	2
88002	9	1	1
88002	10	1	5
88002	11	1	1
88002	12	1	1
88002	15	0	 
88002	20	0	 
88002	21	1	1
88002	22	1	1
88002	23	1	1
88002	24	1	1
88002	25	1	1
88002	26	0	 
88002	27	0	 
88002	28	0	 
88002	29	0	 
88002	30	0	 
88002	31	0	 
88003	3	0	 
88003	4	1	2
88003	5	1	1
88003	6	0	 
88003	7	0	 
88003	8	1	2
88003	9	1	1
88003	10	1	2
88003	11	0	 
88003	12	1	1
88003	15	0	 
88003	20	0	 
88003	21	1	1
88003	22	1	1
88003	23	1	1
88003	24	0	 
88003	25	1	1
88003	26	0	 
88003	27	0	 
88003	28	0	 
88003	29	0	 
88003	30	0	 
88003	31	0	 
88004	3	0	 
88004	4	1	2
88004	5	1	1
88004	6	0	 
88004	7	0	 
88004	8	0	 
88004	9	1	1
88004	10	1	5
88004	11	1	1
88004	12	1	1
88004	15	0	 
88004	20	0	 
88004	21	1	1
88004	22	1	1
88004	23	1	1
88004	24	0	 
88004	25	0	 
88004	26	1	1
88004	27	0	 
88004	28	0	 
88004	29	0	 
88004	30	0	 
88004	31	0	 
88005	3	0	 
88005	4	1	1
88005	5	1	1
88005	6	0	 
88005	7	0	 
88005	8	0	 
88005	9	0	 
88005	10	1	2
88005	11	1	1
88005	12	1	1
88005	15	0	 
88005	20	0	 
88005	21	0	 
88005	22	1	1
88005	23	1	1
88005	24	0	 
88005	25	0	 
88005	26	0	 
88005	27	0	 
88005	28	0	 
88005	29	0	 
88005	30	0	 
88005	31	0	 
88007	3	0	 
88007	4	1	1
88007	5	0	 
88007	6	0	 
88007	7	0	 
88007	8	0	 
88007	9	0	 
88007	10	1	1
88007	11	1	1
88007	12	1	1
88007	15	0	 
88007	20	0	 
88007	21	0	 
88007	22	1	1
88007	23	1	1
88007	24	0	 
88007	25	1	1
88007	26	0	 
88007	27	0	 
88007	28	0	 
88007	29	0	 
88007	30	0	 
88007	31	0	 
88008	3	0	 
88008	4	1	1
88008	5	1	1
88008	6	0	 
88008	7	0	 
88008	8	0	 
88008	9	1	1
88008	10	1	3
88008	11	1	1
88008	12	1	1
88008	15	0	 
88008	20	0	 
88008	21	0	 
88008	22	1	1
88008	23	1	1
88008	24	0	 
88008	25	0	 
88008	26	0	 
88008	27	0	 
88008	28	0	 
88008	29	0	 
88008	30	0	 
88008	31	0	 
88009	3	0	 
88009	4	1	1
88009	5	1	1
88009	6	0	 
88009	7	0	 
88009	8	0	 
88009	9	0	 
88009	10	1	1
88009	11	0	 
88009	12	1	1
88009	15	0	 
88009	20	0	 
88009	21	0	 
88009	22	1	1
88009	23	0	 
88009	24	0	 
88009	25	1	1
88009	26	0	 
88009	27	0	 
88009	28	0	 
88009	29	0	 
88009	30	0	 
88009	31	0	 
88010	3	0	 
88010	4	1	2
88010	5	1	1
88010	6	0	 
88010	7	0	 
88010	8	0	 
88010	9	0	 
88010	10	1	3
88010	11	0	 
88010	12	1	1
88010	15	0	 
88010	20	0	 
88010	21	0	 
88010	22	1	1
88010	23	0	 
88010	24	0	 
88010	25	1	1
88010	26	0	 
88010	27	0	 
88010	28	0	 
88010	29	0	 
88010	30	0	 
88010	31	0	 
88011	3	0	 
88011	4	1	1
88011	5	0	 
88011	6	0	 
88011	7	0	 
88011	8	0	 
88011	9	1	1
88011	10	1	3
88011	11	0	 
88011	12	1	1
88011	15	0	 
88011	20	0	 
88011	21	0	 
88011	22	1	1
88011	23	1	1
88011	24	0	 
88011	25	1	1
88011	26	0	 
88011	27	0	 
88011	28	0	 
88011	29	0	 
88011	30	0	 
88011	31	0	 
88012	3	0	 
88012	4	1	1
88012	5	0	 
88012	6	0	 
88012	7	0	 
88012	8	0	 
88012	9	0	 
88012	10	1	1
88012	11	0	 
88012	12	1	1
88012	15	0	 
88012	20	0	 
88012	21	1	2
88012	22	1	1
88012	23	1	1
88012	24	1	1
88012	25	1	1
88012	26	1	1
88012	27	0	 
88012	28	0	 
88012	29	0	 
88012	30	0	 
88012	31	0	 
88013	3	0	 
88013	4	1	2
88013	5	1	1
88013	6	0	 
88013	7	0	 
88013	8	0	 
88013	9	0	 
88013	10	1	2
88013	11	0	 
88013	12	1	1
88013	15	0	 
88013	20	0	 
88013	21	1	1
88013	22	1	1
88013	23	0	 
88013	24	0	 
88013	25	1	1
88013	26	0	 
88013	27	0	 
88013	28	1	1
88013	29	0	 
88013	30	0	 
88013	31	0	 
88014	3	1	1
88014	4	1	1
88014	5	0	 
88014	6	0	 
88014	7	0	 
88014	8	0	 
88014	9	0	 
88014	10	1	1
88014	11	0	 
88014	12	1	1
88014	15	0	 
88014	20	0	 
88014	21	0	 
88014	22	1	2
88014	23	0	 
88014	24	1	1
88014	25	0	 
88014	26	0	 
88014	27	0	 
88014	28	0	 
88014	29	0	 
88014	30	0	 
88014	31	0	 
88015	3	0	 
88015	4	1	1
88015	5	0	 
88015	6	0	 
88015	7	0	 
88015	8	0	 
88015	9	1	1
88015	10	1	1
88015	11	0	 
88015	12	1	1
88015	15	0	 
88015	20	0	 
88015	21	0	 
88015	22	1	1
88015	23	1	1
