CHILDID	CDINT	ENRSCHR3	MISSCHR3	TMABSTR3	SCWHYR31	SCWHYR32	SCWHYR33	BSTSCHR3	WRSTSCR3	CMPOTHR3	DNGSCHR3	SCRISKR3	TCPHOTHR3	TCPHYUR3	CHWRKR3	MNPDACR3	MSTLKR3	LSTLKR3	MISFWRR3	STNPRSR3	ASPWHLR3	ASPMNYR3	ASPHLHR3	ASPGATR3	ASPGETR3	ASPSFER3	ASPAWYR3	ASPHPNR3	CTRUSTR3	CSFEOWR3	CFRNSTR3	CTRYHDR3	CASHSHR3	CPLDECR3	CFTRWRR3	CCLTRGR3	CASHCLR3	CEMBBKR3	CWRUNIR3	CBRJOBR3	CASHWKR3	CNOCHCR3	NUMTHGR3	PPLTRTR3	ARESFER3	ANYHLPR3	NMFRNDR3	LEADERR3	INCGMER3	HRDTLKR3	HLPCHLR3	FTRWRKR3	WHUSIR31	WHUSIR32	WHUSIR33	TMONINR3	SASDAY	SASMNT	SASYEAR	VSIMPR3	PPVTLOW	PPVTHIGH	STRTHRPP	STRTMNPP	PPVT001	PPVT002	PPVT003	PPVT004	PPVT005	PPVT006	PPVT007	PPVT008	PPVT009	PPVT010	PPVT011	PPVT012	SET01ERR	PPVT013	PPVT014	PPVT015	PPVT016	PPVT017	PPVT018	PPVT019	PPVT020	PPVT021	PPVT022	PPVT023	PPVT024	SET02ERR	PPVT025	PPVT026	PPVT027	PPVT028	PPVT029	PPVT030	PPVT031	PPVT032	PPVT033	PPVT034	PPVT035	PPVT036	SET03ERR	PPVT037	PPVT038	PPVT039	PPVT040	PPVT041	PPVT042	PPVT043	PPVT044	PPVT045	PPVT046	PPVT047	PPVT048	SET04ERR	PPVT049	PPVT050	PPVT051	PPVT052	PPVT053	PPVT054	PPVT055	PPVT056	PPVT057	PPVT058	PPVT059	PPVT060	SET05ERR	PPVT061	PPVT062	PPVT063	PPVT064	PPVT065	PPVT066	PPVT067	PPVT068	PPVT069	PPVT070	PPVT071	PPVT072	SET06ERR	PPVT073	PPVT074	PPVT075	PPVT076	PPVT077	PPVT078	PPVT079	PPVT080	PPVT081	PPVT082	PPVT083	PPVT084	SET07ERR	PPVT085	PPVT086	PPVT087	PPVT088	PPVT089	PPVT090	PPVT091	PPVT092	PPVT093	PPVT094	PPVT095	PPVT096	SET08ERR	sasdate	PPVT097	PPVT098	PPVT099	PPVT100	PPVT101	PPVT102	PPVT103	PPVT104	PPVT105	PPVT106	PPVT107	PPVT108	SET09ERR	PPVT109	PPVT110	PPVT111	PPVT112	PPVT113	PPVT114	PPVT115	PPVT116	PPVT117	PPVT118	PPVT119	PPVT120	SET10ERR	PPVT121	PPVT122	PPVT123	PPVT124	PPVT125	PPVT126	PPVT127	PPVT128	PPVT129	PPVT130	PPVT131	PPVT132	SET11ERR	PPVT133	PPVT134	PPVT135	PPVT136	PPVT137	PPVT138	PPVT139	PPVT140	PPVT141	PPVT142	PPVT143	PPVT144	SET12ERR	PPVT145	PPVT146	PPVT147	PPVT148	PPVT149	PPVT150	PPVT151	PPVT152	PPVT153	PPVT154	PPVT155	PPVT156	SET13ERR	PPVT157	PPVT158	PPVT159	PPVT160	PPVT161	PPVT162	PPVT163	PPVT164	PPVT165	PPVT166	PPVT167	PPVT168	SET14ERR	PPVT169	PPVT170	PPVT171	PPVT172	PPVT173	PPVT174	PPVT175	PPVT176	PPVT177	PPVT178	PPVT179	PPVT180	SET15ERR	PPVT181	PPVT182	PPVT183	PPVT184	PPVT185	PPVT186	PPVT187	PPVT188	PPVT189	PPVT190	PPVT191	PPVT192	SET16ERR	PPVT193	PPVT194	PPVT195	PPVT196	PPVT197	PPVT198	PPVT199	PPVT200	PPVT201	PPVT202	PPVT203	PPVT204	SET17ERR	FINHRPP	FINMNPP	CEILING	MINERR	RAWSCRE	STDSCRE	PPFWLANG	PPCDLANG	TESTLANG	VRBSTHR	VRBSTMN	VRBITM01	VRBITM02	VRBENHR	VRBENMN	EGRASTHR	EGRASTMN	WRIDONEX	WRIDREAD	WRIDINCR	WRIDCRCT	WRIDSECS	CANREAD	CHRDREAD	CHRDINCR	CHRDCRCT	CHRDSECS	READPS01	READPS02	READPS03	READPS04	READPS05	READPS06	READPS07	READPS08	LSNTCM01	LSNTCM02	LSNTCM03	LSNTCM04	LSNTCM05	LSNTCM06	EGRAENHR	EGRAENMN	vrblngad	vrblngch	vrblngts	CNDSTHR	CNDSTMN	MTHITM01	MTHITM02	MTHITM03	MTHITM04	MTHITM05	MTHITM06	MTHITM07	MTHITM08	MTHITM09	CNDENHR	CNDENMN	CMPSTHR	CMPSTMN	MTHITM10	MTHITM11	MTHITM12	MTHITM13	MTHITM14	MTHITM15	MTHITM16	MTHITM17	MTHITM18	MTHITM19	MTHITM20	MTHITM21	MTHITM22	MTHITM23	MTHITM24	MTHITM25	MTHITM26	MTHITM27	MTHITM28	MTHITM29	MTHLST5	MTHLST10	CMPENHR	CMPENMN	MTHLNGAD	MTHLNGCH	MTHLNGTS	EASDAY	EASMNT	EASYEAR	easdate	SIBID	SBVSIMR3	SPPVTLOW	SPPVTHGH	SSTRHRPP	SSTRMNPP	SPPVT001	SPPVT002	SPPVT003	SPPVT004	SPPVT005	SPPVT006	SPPVT007	SPPVT008	SPPVT009	SPPVT010	SPPVT011	SPPVT012	SBS01ERR	SPPVT013	SPPVT014	SPPVT015	SPPVT016	SPPVT017	SPPVT018	SPPVT019	SPPVT020	SPPVT021	SPPVT022	SPPVT023	SPPVT024	SBS02ERR	SPPVT025	SPPVT026	SPPVT027	SPPVT028	SPPVT029	SPPVT030	SPPVT031	SPPVT032	SPPVT033	SPPVT034	SPPVT035	SPPVT036	SBS03ERR	SPPVT037	SPPVT038	SPPVT039	SPPVT040	SPPVT041	SPPVT042	SPPVT043	SPPVT044	SPPVT045	SPPVT046	SPPVT047	SPPVT048	SBS04ERR	SPPVT049	SPPVT050	SPPVT051	SPPVT052	SPPVT053	SPPVT054	SPPVT055	SPPVT056	SPPVT057	SPPVT058	SPPVT059	SPPVT060	SBS05ERR	SPPVT061	SPPVT062	SPPVT063	SPPVT064	SPPVT065	SPPVT066	SPPVT067	SPPVT068	SPPVT069	SPPVT070	SPPVT071	SPPVT072	SBS06ERR	SPPVT073	SPPVT074	SPPVT075	SPPVT076	SPPVT077	SPPVT078	SPPVT079	SPPVT080	SPPVT081	SPPVT082	SPPVT083	SPPVT084	SBS07ERR	SPPVT085	SPPVT086	SPPVT087	SPPVT088	SPPVT089	SPPVT090	SPPVT091	SPPVT092	SPPVT093	SPPVT094	SPPVT095	SPPVT096	SBS08ERR	sbssdate	SPPVT097	SPPVT098	SPPVT099	SPPVT100	SPPVT101	SPPVT102	SPPVT103	SPPVT104	SPPVT105	SPPVT106	SPPVT107	SPPVT108	sbs09err	SPPVT109	SPPVT110	SPPVT111	SPPVT112	SPPVT113	SPPVT114	SPPVT115	SPPVT116	SPPVT117	SPPVT118	SPPVT119	SPPVT120	sbs10err	SPPVT121	SPPVT122	SPPVT123	SPPVT124	SPPVT125	SPPVT126	SPPVT127	SPPVT128	SPPVT129	SPPVT130	SPPVT131	SPPVT132	sbs11err	SPPVT133	SPPVT134	SPPVT135	SPPVT136	SPPVT137	SPPVT138	SPPVT139	SPPVT140	SPPVT141	SPPVT142	SPPVT143	SPPVT144	sbs12err	SPPVT145	SPPVT146	SPPVT147	SPPVT148	SPPVT149	SPPVT150	SPPVT151	SPPVT152	SPPVT153	SPPVT154	SPPVT155	SPPVT156	sbs13err	SPPVT157	SPPVT158	SPPVT159	SPPVT160	SPPVT161	SPPVT162	SPPVT163	SPPVT164	SPPVT165	SPPVT166	SPPVT167	SPPVT168	sbs14err	SPPVT169	SPPVT170	SPPVT171	SPPVT172	SPPVT173	SPPVT174	SPPVT175	SPPVT176	SPPVT177	SPPVT178	SPPVT179	SPPVT180	sbs15err	SPPVT181	SPPVT182	SPPVT183	SPPVT184	SPPVT185	SPPVT186	SPPVT187	SPPVT188	SPPVT189	SPPVT190	SPPVT191	SPPVT192	sbs16err	SPPVT193	SPPVT194	SPPVT195	SPPVT196	SPPVT197	SPPVT198	SPPVT199	SPPVT200	SPPVT201	SPPVT202	SPPVT203	SPPVT204	sbs17err	sbfnhrpp	sbfnmnpp	SCEILING	SMINERR	SRAWSCRE	SSTDSCRE	sbfwlang	sbcdlang	sbtslang	saedate	chlang_gr	chsex	ppvtlang2	egralang2	mathlang2	bppvtlang2	wordrec	readflu	egra	math	ppvt	sppvt	egra_co	math_co	rppvt_co	rsppvt_co	regra_co	rmath_co	gegra	gegra_co	rgegra_co	readci	writeci	numerci	bmi	zwfa	zhfa	zbfa	fwfa	fhfa	fbfa
VN010001	 	1	0	0	88	88	88	5	15	2	1	1	1	0	0	88	88	88	88	5	4	3	3	3	3	3	1	3	3	3	3	4	4	3	3	4	4	4	4	5	88	88	2	2	1	1	6	1	1	2	1	37	1	88	88	-88	24	10	2009	0	25	144	7	2	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	3	4	4	1	2	3	2	2	1	4	3	0	3	4	4	2	2	2	3	4	4	2	3	1	4	3	1	1	2	2	2	1	2	2	3	3	4	2	4	2	2	3	4	4	2	1	4	2	4	1	3	2	4	3	3	1	3	2	1	2	4	3	4	1	2	3	3	4	3	1	4	3	3	1	3	1	4	10/24/2009	3	3	4	2	4	1	3	4	1	4	3	3	5	3	2	3	3	2	1	4	2	3	2	4	1	4	2	4	3	3	4	2	2	1	4	1	2	3	4	3	2	1	2	3	4	3	2	4	1	2	88	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	7	14	144	35	109	 	1	1	1	7	15	4	3	7	16	7	17	1	60	6	54	44	1	96	2	94	-99	2	1	1	1	1	1	1	1	1	1	1	1	2	2	7	27	1	1	1	7	28	1	1	1	1	1	2	1	1	1	7	30	7	31	5	5	79	15	67	165	3	21	875	767	624	45	76	9	-77	9	-77	2	-77	-77	18	27	7	39	1	1	1	24	10	2009	10/24/2009	 	0	97	204	7	46	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	10/24/2009	2	2	4	3	4	4	3	4	1	2	1	3	1	3	2	3	3	4	1	4	2	1	2	4	2	3	2	4	3	4	3	2	2	1	4	1	4	3	2	3	2	1	4	4	4	4	4	2	3	2	3	2	4	3	2	3	3	3	4	1	2	2	1	4	1	2	1	4	3	4	4	2	4	4	2	3	4	3	4	1	1	1	1	2	3	2	4	2	4	3	6	4	1	3	4	3	3	2	4	2	3	1	1	2	1	2	3	1	1	1	3	1	4	1	3	2	3	7	52	204	23	181	 	1	1	1	10/24/2009	4	1	1	1	1	1	73.636360168457	94	13	24	109	181	13	23	309.893402099609	 	319.281066894531	308.578979492188	305.700103759766	305.700103759766	306.351043701172	4	3	1	13.5993655538091	-2	-1.38	-1.67	0	0	0
VN010002	10/25/2009	1	0	88	88	88	88	5	30	2	0	88	1	0	0	88	88	88	88	5	4	5	2	3	4	4	2	2	3	2	5	4	2	5	4	4	4	1	4	4	99	99	2	1	77	77	2	2	2	2	1	11	1	88	88	-88	25	10	2009	0	25	156	7	58	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	3	4	4	1	2	3	2	2	1	4	3	0	2	4	3	4	2	2	3	4	4	2	3	1	2	3	1	1	2	4	2	2	3	2	2	4	4	4	4	3	2	3	4	1	2	1	4	2	3	1	2	1	4	3	1	1	3	3	1	2	4	3	4	2	2	4	1	4	4	1	4	2	3	3	3	1	2	10/25/2009	3	2	4	3	4	4	3	4	1	3	3	3	4	4	2	3	3	1	1	4	3	3	2	4	3	2	1	4	3	4	3	4	2	3	4	1	4	3	4	3	4	3	4	3	4	4	2	2	1	2	3	6	3	4	2	3	1	4	3	2	3	4	1	88	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	10	156	36	120	 	1	1	1	8	11	2	3	8	13	8	13	1	43	4	39	-99	1	65	4	51	-99	1	99	1	2	2	1	1	1	1	1	1	2	3	2	8	26	1	1	1	8	27	1	1	1	1	1	1	2	1	1	8	29	8	30	5	5	79	15	67	185	3	21	875	777	624	45	-77	-77	-77	-77	-77	-77	-77	-77	16	21	8	38	1	1	1	25	10	2009	10/25/2009	 	0	25	96	8	46	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	3	4	4	1	2	3	2	2	1	4	3	1	2	4	4	3	2	2	4	4	4	1	3	1	5	3	4	3	2	4	4	4	3	2	3	4	4	6	4	2	2	3	3	3	2	3	4	2	3	1	3	2	4	3	4	4	4	2	2	2	4	4	4	5	4	3	4	4	4	3	4	3	3	1	2	2	9	10/25/2009	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	56	96	29	67	 	1	1	1	10/25/2009	4	1	1	1	1	1	39	51	9	18	120	67	9	17	313.800506591797	289.747406005859	292.115081787109	296.234954833984	281.099060058594	281.099060058594	280.510375976563	2	3	1	13.7611922360435	-.94	.05	-1.6	0	0	0
VN010003	 	1	0	0	88	88	88	4	15	2	0	88	1	0	1	88	88	88	88	4	4	3	4	4	4	4	1	3	4	4	4	4	4	4	4	4	4	2	4	4	4	3	2	2	1	1	5	3	1	3	2	37	1	99	99	-99	20	10	2009	0	49	96	7	52	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	3	3	1	2	4	2	1	4	2	3	3	4	1	4	2	2	3	4	4	3	1	4	2	1	1	4	4	4	3	1	1	3	2	1	3	4	3	4	2	1	3	3	4	2	2	1	1	3	3	4	4	10	10/20/2009	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	1	96	17	79	 	1	1	1	8	2	2	3	8	4	8	5	1	60	0	60	50	1	76	0	76	-99	1	2	1	2	2	1	1	1	1	1	1	1	2	2	8	16	1	1	1	8	17	1	1	1	1	2	1	1	1	1	8	19	8	20	5	5	79	15	67	165	3	21	875	767	614	45	76	9	56	9	240	2	-77	135	20	29	8	28	1	1	1	20	10	2009	10/20/2009	 	0	1	72	8	35	4	3	1	1	2	1	2	3	4	2	2	3	1	2	1	3	1	4	1	1	3	3	1	2	4	4	2	3	2	4	1	2	2	2	2	1	3	2	5	2	3	2	1	2	4	1	4	3	1	3	1	6	3	2	3	2	3	1	1	3	1	3	2	4	7	4	2	2	1	3	2	1	1	3	2	1	2	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	10/20/2009	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	42	72	31	41	 	1	1	1	10/20/2009	4	0	1	1	1	1	72	76	11	26	79	41	11	25	300.980316162109	273.996917724609	302.740905761719	314.584167480469	297.824340820313	297.824340820313	296.885711669922	2	3	1	13.6386982428034	-1.56	-.99	-1.43	0	0	0
VN010004	 	1	0	0	88	88	88	4	14	2	0	88	0	0	1	99	88	88	88	9	5	4	4	5	5	4	2	4	4	4	5	4	4	4	4	4	4	2	4	4	4	2	2	2	1	1	8	1	1	3	1	11	1	99	99	-99	25	10	2009	0	25	96	9	13	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	3	4	4	1	2	3	2	2	1	4	3	0	3	4	1	3	1	4	3	4	3	2	3	1	6	3	1	1	2	3	3	1	1	3	3	3	4	4	4	2	2	3	4	2	1	1	4	2	3	1	3	4	4	3	3	1	3	2	1	2	4	3	2	3	1	3	3	2	3	3	1	2	3	1	1	2	9	10/25/2009	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	9	21	96	25	71	 	1	1	1	9	22	4	3	9	24	9	25	1	53	2	51	-99	1	92	5	87	-99	1	2	1	1	2	1	1	1	1	1	1	1	2	2	9	36	1	1	1	9	37	1	1	1	1	1	1	1	1	1	9	39	9	40	5	5	79	15	67	165	3	21	875	767	624	45	76	9	56	9	240	2	-77	135	18	29	9	48	1	1	1	25	10	2009	10/25/2009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	0	1	1	1	 	51	87	12	28	71	 	12	27	294.87548828125	 	309.356964111328	327.061645507813	296.938934326172	296.938934326172	296.213714599609	4	3	1	15.0972956613078	-1.18	-1.52	-.37	0	0	0
VN010005	 	1	0	0	88	88	88	5	14	2	0	88	0	0	1	88	88	88	88	4	4	4	2	5	3	3	2	3	4	2	4	4	4	5	4	2	2	4	4	5	4	3	3	2	1	1	4	3	1	2	1	11	1	99	99	-99	21	10	2009	0	37	96	14	52	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	2	1	3	4	4	2	3	1	0	3	3	1	4	4	3	2	1	2	3	3	4	5	4	2	2	3	4	3	1	1	4	2	3	1	2	4	4	1	1	4	3	2	1	2	4	2	3	5	1	1	3	4	4	1	4	3	3	1	2	2	8	10/21/2009	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	14	59	96	20	76	 	1	1	1	15	2	3	3	15	4	15	6	1	60	0	60	36	1	130	3	127	-99	1	2	1	2	1	1	1	1	2	1	1	1	2	2	15	17	1	1	1	15	18	1	1	1	1	2	2	1	1	1	15	20	15	21	5	5	79	15	67	154	3	21	875	767	624	45	76	9	56	9	240	2	3	135	21	29	15	29	1	1	1	21	10	2009	10/21/2009	 	0	73	168	15	41	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	4	3	1	1	3	2	1	2	4	3	4	1	1	3	1	4	3	1	2	2	3	2	3	1	3	10/21/2009	2	1	3	3	4	1	3	4	2	2	1	3	3	3	2	3	3	2	1	4	2	1	2	4	3	2	2	4	3	2	2	1	2	1	4	1	4	3	1	3	2	1	3	2	1	4	4	2	3	2	3	2	4	2	2	3	1	3	4	2	2	2	1	4	2	2	3	4	2	4	2	1	4	4	1	2	1	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	15	50	168	22	146	 	1	1	1	10/21/2009	4	0	1	1	1	1	100	127	11	26	76	146	11	25	300.003540039063	 	302.740905761719	314.584167480469	314.407531738281	314.407531738281	313.564453125	3	3	1	13.9808899159067	-1.57	-1.35	-1.08	0	0	0
VN010006	 	1	0	0	88	88	88	11	15	2	0	88	0	0	1	88	88	88	88	5	5	5	2	5	5	3	2	5	4	4	4	4	3	4	4	4	4	2	4	5	4	2	3	2	1	0	3	1	1	3	1	11	1	99	99	-99	25	10	2009	0	49	96	11	22	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	3	1	1	2	4	2	1	1	2	3	3	4	1	4	4	2	4	4	2	2	1	4	2	2	1	4	1	4	3	2	4	3	2	1	2	1	3	1	5	4	3	1	4	1	1	2	4	3	1	4	2	8	10/25/2009	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	11	32	96	18	78	 	1	1	1	11	33	2	3	11	36	11	37	1	48	4	44	-99	1	109	5	104	-99	1	2	1	2	2	1	1	1	1	1	1	1	2	3	11	43	1	1	1	11	44	1	1	1	1	2	2	1	1	1	11	46	11	47	5	5	79	15	67	165	3	21	975	200	1015	45	86	9	56	9	240	2	-77	135	18	29	11	55	1	1	1	25	10	2009	10/25/2009	 	0	73	156	12	1	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	3	2	4	3	4	1	4	4	1	4	4	1	1	1	3	2	3	1	4	10/25/2009	2	1	4	1	4	4	3	4	3	2	1	3	4	2	2	4	3	1	1	4	2	2	2	4	2	4	1	4	3	4	4	2	2	1	4	4	1	2	7	3	3	1	3	4	1	4	3	2	1	2	3	5	2	1	2	3	2	3	1	4	4	4	2	4	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	12	16	156	33	123	 	1	1	1	10/25/2009	1	1	1	1	1	1	44	104	10	22	78	123	10	21	298.416290283203	 	297.127258300781	304.108428955078	294.572906494141	294.572906494141	293.741027832031	2	3	1	15.1228733459357	-1.89	-2.28	-.45	0	0	0
VN010007	 	1	0	0	88	88	88	11	15	2	1	5	1	0	1	88	88	88	88	6	4	5	4	5	3	3	1	77	4	3	4	4	4	4	4	4	4	4	4	5	4	3	2	2	1	1	3	3	1	3	2	37	1	99	99	-99	23	10	2009	0	73	144	10	21	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	3	4	3	1	1	3	2	1	2	4	3	4	1	2	3	4	4	1	1	1	4	3	1	3	1	6	10/23/2009	2	4	4	3	4	4	3	4	1	2	1	3	2	1	2	2	3	1	1	2	1	2	2	4	3	5	2	1	2	3	4	1	2	1	4	1	4	3	4	1	4	3	3	4	3	4	2	2	3	2	1	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	10	31	144	26	118	 	1	1	1	10	32	4	3	10	33	10	34	1	60	2	58	45	1	98	4	94	-99	1	2	1	2	2	1	1	1	1	1	1	1	2	2	10	42	1	1	1	10	43	1	1	1	1	2	2	1	1	1	10	45	10	46	5	5	79	15	67	165	4	21	875	767	624	45	76	9	56	9	240	2	-77	145	19	29	10	54	1	1	1	23	10	2009	10/23/2009	 	0	1	48	11	0	4	4	1	3	4	2	2	3	4	2	4	3	4	2	1	1	1	4	4	4	4	3	4	4	4	5	4	4	4	4	1	2	4	2	4	4	4	3	5	4	4	2	3	4	2	4	2	4	3	2	4	10	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	10/23/2009	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	11	16	48	26	22	 	1	1	1	10/23/2009	1	0	1	1	1	1	77.3333358764648	94	11	24	118	24	11	23	313.922607421875	262.641906738281	302.740905761719	308.578979492188	302.590667724609	302.590667724609	301.679962158203	4	3	1	15.5233643077073	-.68	-.97	-.18	0	0	0
