CHILDCODE	SRMNIDR5	SRCRECR5	RCVLSTR5	OFTRCVR5	RCVAMTR5
41053	1	0	 	 	 
41053	2	0	 	 	 
41053	3	0	 	 	 
41054	1	1	200	6	1200
41054	2	0	 	 	 
41054	3	0	 	 	 
41055	1	1	200	6	1200
41055	2	0	 	 	 
41055	3	0	 	 	 
41056	1	0	 	 	 
41056	2	0	 	 	 
41056	3	0	 	 	 
41057	1	0	 	 	 
41057	2	0	 	 	 
41057	3	0	 	 	 
41059	1	1	200	6	1200
41059	2	0	 	 	 
41059	3	0	 	 	 
41060	1	1	6	200	1200
41060	2	0	 	 	 
41060	3	0	 	 	 
41061	1	1	200	6	1200
41061	2	0	 	 	 
41061	3	1	16	12	192
41062	1	0	 	 	 
41062	2	0	 	 	 
41062	3	0	 	 	 
41063	1	1	200	6	1200
41063	2	0	 	 	 
41063	3	0	 	 	 
41064	1	1	200	6	1200
41064	2	0	 	 	 
41064	3	0	 	 	 
41065	1	0	 	 	 
41065	2	0	 	 	 
41065	3	0	 	 	 
41066	1	0	 	 	 
41066	2	0	 	 	 
41066	3	0	 	 	 
41067	1	0	 	 	 
41067	2	0	 	 	 
41067	3	0	 	 	 
41068	1	1	200	5	1000
41068	2	0	 	 	 
41068	3	0	 	 	 
41069	1	1	200	6	1200
41069	2	0	 	 	 
41069	3	0	 	 	 
41070	1	1	200	6	1200
41070	2	0	 	 	 
41070	3	0	 	 	 
41071	1	1	200	6	1200
41071	2	0	 	 	 
41071	3	0	 	 	 
41072	1	1	200	6	1200
41072	2	1	250	6	1500
41072	3	1	17	12	204
41073	1	1	200	6	1200
41073	2	0	 	 	 
41073	3	0	 	 	 
41074	1	0	 	 	 
41074	2	0	 	 	 
41074	3	0	 	 	 
41075	1	1	200	6	1200
41075	2	0	 	 	 
41075	3	0	 	 	 
41076	1	1	6	200	1200
41076	2	0	 	 	 
41076	3	0	 	 	 
41077	1	0	 	 	 
41077	2	0	 	 	 
41077	3	0	 	 	 
41078	1	0	 	 	 
41078	2	0	 	 	 
41078	3	0	 	 	 
41079	1	0	 	 	 
41079	2	0	 	 	 
41079	3	0	 	 	 
41080	1	0	 	 	 
41080	2	0	 	 	 
41080	3	0	 	 	 
41081	1	1	200	6	1200
41081	2	0	 	 	 
41081	3	0	 	 	 
41082	1	0	 	 	 
41082	2	0	 	 	 
41082	3	0	 	 	 
41083	1	0	 	 	 
41083	2	0	 	 	 
41083	3	0	 	 	 
41084	1	0	 	 	 
41084	2	0	 	 	 
41084	3	0	 	 	 
41085	1	1	200	6	1200
41085	2	0	 	 	 
41085	3	0	 	 	 
41086	1	1	200	6	1200
41086	2	0	 	 	 
41086	3	0	 	 	 
41087	1	0	 	 	 
41087	2	1	250	6	1500
41087	3	0	 	 	 
41088	1	0	 	 	 
41088	2	0	 	 	 
41088	3	0	 	 	 
41089	1	1	200	6	1200
41089	2	0	 	 	 
41089	3	0	 	 	 
41090	1	0	 	 	 
41090	2	0	 	 	 
41090	3	0	 	 	 
41091	1	0	 	 	 
41091	2	0	 	 	 
41091	3	0	 	 	 
41092	1	1	200	6	1200
41092	2	0	 	 	 
41092	3	0	 	 	 
41093	1	0	 	 	 
41093	2	0	 	 	 
41093	3	0	 	 	 
41094	1	0	 	 	 
41094	2	0	 	 	 
41094	3	0	 	 	 
41096	1	0	 	 	 
41096	2	0	 	 	 
41096	3	0	 	 	 
41097	1	1	200	6	1200
41097	2	0	 	 	 
41097	3	0	 	 	 
41098	1	0	 	 	 
41098	2	0	 	 	 
41098	3	0	 	 	 
41099	1	1	200	6	1200
41099	2	0	 	 	 
41099	3	0	 	 	 
41100	1	1	200	6	1200
41100	2	1	250	6	1500
41100	3	0	 	 	 
41101	1	0	 	 	 
41101	2	0	 	 	 
41101	3	0	 	 	 
51001	1	0	 	 	 
51001	2	0	 	 	 
51001	3	0	 	 	 
51002	1	0	 	 	 
51002	2	0	 	 	 
51002	3	1	16	6	72
51003	1	0	 	 	 
51003	2	0	 	 	 
51003	3	0	 	 	 
51004	1	0	 	 	 
51004	2	0	 	 	 
51004	3	0	 	 	 
51005	1	0	 	 	 
51005	2	0	 	 	 
51005	3	0	 	 	 
51007	1	1	200	6	1200
51007	2	0	 	 	 
51007	3	0	 	 	 
51008	1	1	200	6	1200
51008	2	0	 	 	 
51008	3	1	16	4	48
51009	1	0	 	 	 
51009	2	0	 	 	 
51009	3	0	 	 	 
51010	1	0	 	 	 
51010	2	0	 	 	 
51010	3	0	 	 	 
51011	1	0	 	 	 
51011	2	0	 	 	 
51011	3	0	 	 	 
51012	1	0	 	 	 
51012	2	0	 	 	 
51012	3	0	 	 	 
51013	1	0	 	 	 
51013	2	0	 	 	 
51013	3	0	 	 	 
51014	1	0	 	 	 
51014	2	0	 	 	 
51014	3	0	 	 	 
51015	1	1	200	6	1200
51015	2	0	 	 	 
51015	3	0	 	 	 
51016	1	1	200	6	1200
51016	2	0	 	 	 
51016	3	0	 	 	 
51017	1	0	 	 	 
51017	2	0	 	 	 
51017	3	0	 	 	 
51018	1	0	 	 	 
51018	2	0	 	 	 
51018	3	0	 	 	 
51020	1	0	 	 	 
51020	2	0	 	 	 
51020	3	0	 	 	 
51021	1	0	 	 	 
51021	2	0	 	 	 
51021	3	0	 	 	 
51022	1	0	 	 	 
51022	2	0	 	 	 
51022	3	0	 	 	 
51023	1	0	 	 	 
51023	2	0	 	 	 
51023	3	1	18	12	216
51024	1	0	 	 	 
51024	2	0	 	 	 
51024	3	0	 	 	 
51025	1	0	 	 	 
51025	2	0	 	 	 
51025	3	0	 	 	 
51026	1	1	200	6	1200
51026	2	0	 	 	 
51026	3	0	 	 	 
51027	1	0	 	 	 
51027	2	0	 	 	 
51027	3	0	 	 	 
51028	1	1	200	6	1200
51028	2	0	 	 	 
51028	3	0	 	 	 
51029	1	0	 	 	 
51029	2	0	 	 	 
51029	3	0	 	 	 
51030	1	0	 	 	 
51030	2	0	 	 	 
51030	3	0	 	 	 
51031	1	1	200	6	1200
51031	2	1	250	5	1250
51031	3	0	 	 	 
51032	1	0	 	 	 
51032	2	0	 	 	 
51032	3	0	 	 	 
51033	1	1	200	6	1200
51033	2	0	 	 	 
51033	3	0	 	 	 
51034	1	0	 	 	 
51034	2	0	 	 	 
51034	3	0	 	 	 
51035	1	1	200	6	1200
51035	2	0	 	 	 
51035	3	0	 	 	 
51036	1	0	 	 	 
51036	2	0	 	 	 
51036	3	0	 	 	 
51037	1	0	 	 	 
51037	2	0	 	 	 
51037	3	0	 	 	 
51038	1	1	200	6	1200
51038	2	0	 	 	 
51038	3	0	 	 	 
51039	1	1	6	200	1200
51039	2	0	 	 	 
51039	3	0	 	 	 
51040	1	1	200	6	1200
51040	2	0	 	 	 
51040	3	0	 	 	 
51041	1	1	200	4	800
51041	2	0	 	 	 
51041	3	1	18	6	108
51042	1	0	 	 	 
51042	2	0	 	 	 
51042	3	0	 	 	 
51043	1	0	 	 	 
51043	2	0	 	 	 
51043	3	0	 	 	 
51044	1	1	200	6	1200
51044	2	0	 	 	 
51044	3	1	16	12	192
51045	1	1	200	6	1200
51045	2	0	 	 	 
51045	3	1	18	10	180
51046	1	0	 	 	 
51046	2	0	 	 	 
51046	3	0	 	 	 
51047	1	0	 	 	 
51047	2	0	 	 	 
51047	3	0	 	 	 
51048	1	0	 	 	 
51048	2	0	 	 	 
51048	3	0	 	 	 
51049	1	1	200	6	1200
51049	2	0	 	 	 
51049	3	0	 	 	 
51052	1	0	 	 	 
51052	2	0	 	 	 
51052	3	0	 	 	 
51056	1	1	200	6	1200
51056	2	0	 	 	 
51056	3	1	24	12	288
51058	1	1	200	6	1200
51058	2	0	 	 	 
51058	3	0	 	 	 
51059	1	1	200	6	1200
51059	2	0	 	 	 
51059	3	0	 	 	 
51060	1	1	200	6	1200
51060	2	0	 	 	 
51060	3	0	 	 	 
51061	1	0	 	 	 
51061	2	0	 	 	 
51061	3	0	 	 	 
51062	1	1	200	6	1200
51062	2	0	 	 	 
51062	3	0	 	 	 
51063	1	0	 	 	 
51063	2	0	 	 	 
51063	3	0	 	 	 
51064	1	1	200	3	600
51064	2	1	250	2	500
51064	3	0	 	 	 
51065	1	1	200	6	1200
51065	2	0	 	 	 
51065	3	0	 	 	 
51067	1	0	 	 	 
51067	2	0	 	 	 
51067	3	0	 	 	 
51068	1	0	 	 	 
51068	2	0	 	 	 
51068	3	0	 	 	 
51069	1	0	 	 	 
51069	2	0	 	 	 
51069	3	0	 	 	 
51070	1	0	 	 	 
51070	2	0	 	 	 
51070	3	0	 	 	 
51071	1	0	 	 	 
51071	2	0	 	 	 
51071	3	0	 	 	 
51072	1	1	200	6	1200
51072	2	0	 	 	 
51072	3	0	 	 	 
51074	1	0	 	 	 
51074	2	0	 	 	 
51074	3	0	 	 	 
51075	1	0	 	 	 
51075	2	1	250	5	1500
51075	3	0	 	 	 
51077	1	0	 	 	 
51077	2	0	 	 	 
51077	3	0	 	 	 
51078	1	0	 	 	 
51078	2	0	 	 	 
51078	3	0	 	 	 
51080	1	0	 	 	 
51080	2	0	 	 	 
51080	3	0	 	 	 
51081	1	0	 	 	 
51081	2	0	 	 	 
51081	3	0	 	 	 
51082	1	1	200	6	1200
51082	2	0	 	 	 
51082	3	1	16	12	192
51083	1	0	 	 	 
51083	2	0	 	 	 
51083	3	0	 	 	 
51084	1	0	 	 	 
51084	2	0	 	 	 
51084	3	0	 	 	 
51085	1	0	 	 	 
51085	2	0	 	 	 
51085	3	0	 	 	 
51086	1	0	 	 	 
51086	2	0	 	 	 
51086	3	0	 	 	 
51087	1	0	 	 	 
51087	2	0	 	 	 
51087	3	0	 	 	 
51088	1	0	 	 	 
51088	2	0	 	 	 
51088	3	0	 	 	 
51089	1	1	200	6	1200
51089	2	0	 	 	 
51089	3	0	 	 	 
51090	1	0	 	 	 
51090	2	0	 	 	 
51090	3	0	 	 	 
51091	1	0	 	 	 
51091	2	0	 	 	 
51091	3	0	 	 	 
51092	1	0	 	 	 
51092	2	0	 	 	 
51092	3	0	 	 	 
51094	1	0	 	 	 
51094	2	0	 	 	 
51094	3	0	 	 	 
51095	1	0	 	 	 
51095	2	0	 	 	 
51095	3	0	 	 	 
51099	1	1	200	6	1200
51099	2	0	 	 	 
51099	3	0	 	 	 
51100	1	0	 	 	 
51100	2	0	 	 	 
51100	3	0	 	 	 
51101	1	77	 	 	 
51101	2	0	 	 	 
51101	3	0	 	 	 
51102	1	0	 	 	 
51102	2	0	 	 	 
51102	3	0	 	 	 
51103	1	1	200	6	1200
51103	2	0	 	 	 
51103	3	0	 	 	 
51104	1	1	200	6	1200
51104	2	0	 	 	 
51104	3	1	16	12	192
51105	1	0	 	 	 
51105	2	1	250	6	1500
51105	3	0	 	 	 
61001	1	0	 	 	 
61001	2	0	 	 	 
61001	3	0	 	 	 
61002	1	0	 	 	 
61002	2	0	 	 	 
61002	3	0	 	 	 
61003	1	0	 	 	 
61003	2	0	 	 	 
61003	3	0	 	 	 
61004	1	0	 	 	 
61004	2	0	 	 	 
61004	3	0	 	 	 
61005	1	0	 	 	 
61005	2	0	 	 	 
61005	3	0	 	 	 
61006	1	0	 	 	 
61006	2	0	 	 	 
61006	3	0	 	 	 
61007	1	0	 	 	 
61007	2	0	 	 	 
61007	3	0	 	 	 
61008	1	0	 	 	 
61008	2	0	 	 	 
61008	3	0	 	 	 
61009	1	0	 	 	 
61009	2	0	 	 	 
61009	3	0	 	 	 
61010	1	0	 	 	 
61010	2	0	 	 	 
61010	3	0	 	 	 
61011	1	0	 	 	 
61011	2	0	 	 	 
61011	3	0	 	 	 
61012	1	0	 	 	 
61012	2	0	 	 	 
61012	3	0	 	 	 
61013	1	0	 	 	 
61013	2	0	 	 	 
61013	3	0	 	 	 
61014	1	0	 	 	 
61014	2	0	 	 	 
61014	3	0	 	 	 
61015	1	0	 	 	 
61015	2	0	 	 	 
61015	3	0	 	 	 
61016	1	0	 	 	 
61016	2	0	 	 	 
61016	3	0	 	 	 
61017	1	0	 	 	 
61017	2	0	 	 	 
61017	3	0	 	 	 
61018	1	0	 	 	 
61018	2	0	 	 	 
61018	3	0	 	 	 
61019	1	0	 	 	 
61019	2	0	 	 	 
61019	3	0	 	 	 
61021	1	0	 	 	 
61021	2	0	 	 	 
61021	3	0	 	 	 
61022	1	0	 	 	 
61022	2	0	 	 	 
61022	3	0	 	 	 
61023	1	0	 	 	 
61023	2	0	 	 	 
61023	3	0	 	 	 
61024	1	0	 	 	 
61024	2	0	 	 	 
61024	3	0	 	 	 
61025	1	0	 	 	 
61025	2	0	 	 	 
61025	3	0	 	 	 
61026	1	0	 	 	 
61026	2	0	 	 	 
61026	3	0	 	 	 
61027	1	0	 	 	 
61027	2	0	 	 	 
61027	3	0	 	 	 
61028	1	0	 	 	 
61028	2	0	 	 	 
61028	3	0	 	 	 
61029	1	0	 	 	 
61029	2	0	 	 	 
61029	3	0	 	 	 
61031	1	0	 	 	 
61031	2	0	 	 	 
61031	3	0	 	 	 
61032	1	0	 	 	 
61032	2	0	 	 	 
61032	3	0	 	 	 
61033	1	0	 	 	 
61033	2	0	 	 	 
61033	3	0	 	 	 
61034	1	0	 	 	 
61034	2	0	 	 	 
61034	3	0	 	 	 
61035	1	0	 	 	 
61035	2	0	 	 	 
61035	3	0	 	 	 
61036	1	0	 	 	 
61036	2	0	 	 	 
61036	3	0	 	 	 
61037	1	0	 	 	 
61037	2	0	 	 	 
61037	3	0	 	 	 
61038	1	0	 	 	 
61038	2	0	 	 	 
61038	3	0	 	 	 
61039	1	0	 	 	 
61039	2	0	 	 	 
61039	3	0	 	 	 
61040	1	0	 	 	 
61040	2	0	 	 	 
61040	3	0	 	 	 
61041	1	0	 	 	 
61041	2	0	 	 	 
61041	3	0	 	 	 
61043	1	0	 	 	 
61043	2	0	 	 	 
61043	3	0	 	 	 
61044	1	0	 	 	 
61044	2	0	 	 	 
61044	3	0	 	 	 
61045	1	0	 	 	 
61045	2	0	 	 	 
61045	3	0	 	 	 
61046	1	0	 	 	 
61046	2	0	 	 	 
61046	3	0	 	 	 
61047	1	0	 	 	 
61047	2	0	 	 	 
61047	3	0	 	 	 
61048	1	0	 	 	 
61048	2	0	 	 	 
61048	3	0	 	 	 
61049	1	0	 	 	 
61049	2	0	 	 	 
61049	3	0	 	 	 
61050	1	0	 	 	 
61050	2	0	 	 	 
61050	3	0	 	 	 
61051	1	0	 	 	 
61051	2	0	 	 	 
61051	3	0	 	 	 
61052	1	0	 	 	 
61052	2	0	 	 	 
61052	3	0	 	 	 
61053	1	0	 	 	 
61053	2	0	 	 	 
61053	3	0	 	 	 
61054	1	0	 	 	 
61054	2	0	 	 	 
61054	3	0	 	 	 
61056	1	0	 	 	 
61056	2	0	 	 	 
61056	3	0	 	 	 
61057	1	0	 	 	 
61057	2	0	 	 	 
61057	3	0	 	 	 
61059	1	0	 	 	 
61059	2	0	 	 	 
61059	3	0	 	 	 
61060	1	0	 	 	 
61060	2	0	 	 	 
61060	3	0	 	 	 
61061	1	0	 	 	 
61061	2	0	 	 	 
61061	3	0	 	 	 
61062	1	0	 	 	 
61062	2	0	 	 	 
61062	3	0	 	 	 
61063	1	0	 	 	 
61063	2	0	 	 	 
61063	3	0	 	 	 
61064	1	0	 	 	 
61064	2	0	 	 	 
61064	3	0	 	 	 
61065	1	0	 	 	 
61065	2	0	 	 	 
61065	3	0	 	 	 
61066	1	0	 	 	 
61066	2	0	 	 	 
61066	3	0	 	 	 
61067	1	0	 	 	 
61067	2	0	 	 	 
61067	3	0	 	 	 
61068	1	0	 	 	 
61068	2	0	 	 	 
61068	3	0	 	 	 
61069	1	0	 	 	 
61069	2	0	 	 	 
61069	3	0	 	 	 
61071	1	0	 	 	 
61071	2	0	 	 	 
61071	3	0	 	 	 
61072	1	0	 	 	 
61072	2	0	 	 	 
61072	3	0	 	 	 
61074	1	1	6	200	1200
61074	2	0	 	 	 
61074	3	0	 	 	 
61075	1	0	 	 	 
61075	2	0	 	 	 
61075	3	0	 	 	 
61076	1	0	 	 	 
61076	2	0	 	 	 
61076	3	0	 	 	 
61077	1	0	 	 	 
61077	2	0	 	 	 
61077	3	0	 	 	 
61078	1	0	 	 	 
61078	2	0	 	 	 
61078	3	0	 	 	 
61079	1	0	 	 	 
61079	2	0	 	 	 
61079	3	0	 	 	 
61080	1	0	 	 	 
61080	2	0	 	 	 
61080	3	0	 	 	 
61081	1	0	 	 	 
61081	2	0	 	 	 
61081	3	0	 	 	 
61082	1	0	 	 	 
61082	2	0	 	 	 
61082	3	0	 	 	 
61083	1	0	 	 	 
61083	2	0	 	 	 
61083	3	0	 	 	 
61084	1	0	 	 	 
61084	2	0	 	 	 
61084	3	0	 	 	 
61085	1	0	 	 	 
61085	2	0	 	 	 
61085	3	0	 	 	 
61086	1	0	 	 	 
61086	2	0	 	 	 
61086	3	0	 	 	 
61087	1	0	 	 	 
61087	2	1	250	6	1500
61087	3	0	 	 	 
61089	1	0	 	 	 
61089	2	0	 	 	 
61089	3	0	 	 	 
61090	1	0	 	 	 
61090	2	1	250	6	1500
61090	3	0	 	 	 
61091	1	0	 	 	 
61091	2	0	 	 	 
61091	3	0	 	 	 
61092	1	0	 	 	 
61092	2	0	 	 	 
61092	3	0	 	 	 
61093	1	0	 	 	 
61093	2	0	 	 	 
61093	3	0	 	 	 
61094	1	0	 	 	 
61094	2	0	 	 	 
61094	3	0	 	 	 
61095	1	1	200	6	1200
61095	2	0	 	 	 
61095	3	0	 	 	 
61096	1	0	 	 	 
61096	2	0	 	 	 
61096	3	0	 	 	 
61097	1	0	 	 	 
61097	2	1	250	6	1500
61097	3	0	 	 	 
61098	1	 	 	 	 
61098	2	 	 	 	 
61098	3	 	 	 	 
61099	1	0	 	 	 
61099	2	0	 	 	 
61099	3	0	 	 	 
61100	1	0	 	 	 
61100	2	0	 	 	 
61100	3	0	 	 	 
61101	1	0	 	 	 
61101	2	0	 	 	 
61101	3	0	 	 	 
61102	1	0	 	 	 
61102	2	0	 	 	 
61102	3	0	 	 	 
61103	1	0	 	 	 
61103	2	0	 	 	 
61103	3	0	 	 	 
71001	1	0	 	 	 
71001	2	0	 	 	 
71001	3	0	 	 	 
71002	1	0	 	 	 
71002	2	0	 	 	 
71002	3	0	 	 	 
71003	1	0	 	 	 
71003	2	0	 	 	 
71003	3	0	 	 	 
71004	1	0	 	 	 
71004	2	0	 	 	 
71004	3	0	 	 	 
71005	1	0	 	 	 
71005	2	0	 	 	 
71005	3	0	 	 	 
71007	1	0	 	 	 
71007	2	0	 	 	 
71007	3	0	 	 	 
71008	1	0	 	 	 
71008	2	0	 	 	 
71008	3	0	 	 	 
71009	1	0	 	 	 
71009	2	0	 	 	 
71009	3	0	 	 	 
71011	1	0	 	 	 
71011	2	0	 	 	 
71011	3	0	 	 	 
71012	1	0	 	 	 
71012	2	0	 	 	 
71012	3	0	 	 	 
71013	1	0	 	 	 
71013	2	0	 	 	 
71013	3	0	 	 	 
71014	1	0	 	 	 
71014	2	0	 	 	 
71014	3	0	 	 	 
71015	1	0	 	 	 
71015	2	0	 	 	 
71015	3	0	 	 	 
71017	1	0	 	 	 
71017	2	0	 	 	 
71017	3	0	 	 	 
71018	1	0	 	 	 
71018	2	0	 	 	 
71018	3	0	 	 	 
71019	1	0	 	 	 
71019	2	0	 	 	 
71019	3	0	 	 	 
71020	1	 	 	 	 
71020	2	 	 	 	 
71020	3	 	 	 	 
71021	1	0	 	 	 
71021	2	0	 	 	 
71021	3	0	 	 	 
71022	1	0	 	 	 
71022	2	0	 	 	 
71022	3	0	 	 	 
71023	1	0	 	 	 
71023	2	0	 	 	 
71023	3	0	 	 	 
71024	1	0	 	 	 
71024	2	0	 	 	 
71024	3	0	 	 	 
71026	1	0	 	 	 
71026	2	0	 	 	 
71026	3	0	 	 	 
71028	1	0	 	 	 
71028	2	0	 	 	 
71028	3	0	 	 	 
71030	1	0	 	 	 
71030	2	0	 	 	 
71030	3	0	 	 	 
71031	1	0	 	 	 
71031	2	0	 	 	 
71031	3	0	 	 	 
71032	1	0	 	 	 
71032	2	0	 	 	 
71032	3	0	 	 	 
71033	1	0	 	 	 
71033	2	0	 	 	 
71033	3	0	 	 	 
71034	1	0	 	 	 
71034	2	0	 	 	 
71034	3	0	 	 	 
71035	1	0	 	 	 
71035	2	0	 	 	 
71035	3	0	 	 	 
71036	1	1	200	6	1200
71036	2	0	 	 	 
71036	3	1	16	12	192
71037	1	0	 	 	 
71037	2	0	 	 	 
71037	3	0	 	 	 
71038	1	0	 	 	 
71038	2	0	 	 	 
71038	3	0	 	 	 
71039	1	0	 	 	 
71039	2	0	 	 	 
71039	3	0	 	 	 
71040	1	0	 	 	 
71040	2	0	 	 	 
71040	3	0	 	 	 
71041	1	0	 	 	 
71041	2	0	 	 	 
71041	3	0	 	 	 
71042	1	0	 	 	 
71042	2	0	 	 	 
71042	3	0	 	 	 
71043	1	0	 	 	 
71043	2	0	 	 	 
71043	3	0	 	 	 
71044	1	0	 	 	 
71044	2	0	 	 	 
71044	3	0	 	 	 
71045	1	0	 	 	 
71045	2	0	 	 	 
71045	3	0	 	 	 
71046	1	0	 	 	 
71046	2	0	 	 	 
71046	3	0	 	 	 
71047	1	0	 	 	 
71047	2	0	 	 	 
71047	3	0	 	 	 
71048	1	0	 	 	 
71048	2	0	 	 	 
71048	3	0	 	 	 
71049	1	0	 	 	 
71049	2	0	 	 	 
71049	3	0	 	 	 
71050	1	0	 	 	 
71050	2	0	 	 	 
71050	3	0	 	 	 
71051	1	0	 	 	 
71051	2	0	 	 	 
71051	3	0	 	 	 
71052	1	0	 	 	 
71052	2	0	 	 	 
71052	3	0	 	 	 
71053	1	0	 	 	 
71053	2	0	 	 	 
71053	3	0	 	 	 
71054	1	0	 	 	 
71054	2	0	 	 	 
71054	3	0	 	 	 
71055	1	0	 	 	 
71055	2	0	 	 	 
71055	3	0	 	 	 
71056	1	0	 	 	 
71056	2	0	 	 	 
71056	3	0	 	 	 
71057	1	0	 	 	 
71057	2	0	 	 	 
71057	3	0	 	 	 
71058	1	0	 	 	 
71058	2	0	 	 	 
71058	3	0	 	 	 
71059	1	0	 	 	 
71059	2	0	 	 	 
71059	3	0	 	 	 
71060	1	0	 	 	 
71060	2	0	 	 	 
71060	3	0	 	 	 
71061	1	0	 	 	 
71061	2	0	 	 	 
71061	3	0	 	 	 
71062	1	0	 	 	 
71062	2	0	 	 	 
71062	3	0	 	 	 
71064	1	0	 	 	 
71064	2	0	 	 	 
71064	3	0	 	 	 
71066	1	0	 	 	 
71066	2	0	 	 	 
71066	3	0	 	 	 
71067	1	0	 	 	 
71067	2	0	 	 	 
71067	3	0	 	 	 
71068	1	0	 	 	 
71068	2	0	 	 	 
71068	3	0	 	 	 
71069	1	0	 	 	 
71069	2	0	 	 	 
71069	3	0	 	 	 
71070	1	0	 	 	 
71070	2	0	 	 	 
71070	3	0	 	 	 
71071	1	0	 	 	 
71071	2	0	 	 	 
71071	3	0	 	 	 
71072	1	0	 	 	 
71072	2	0	 	 	 
71072	3	0	 	 	 
71073	1	0	 	 	 
71073	2	0	 	 	 
71073	3	0	 	 	 
71074	1	0	 	 	 
71074	2	0	 	 	 
71074	3	0	 	 	 
71075	1	0	 	 	 
71075	2	0	 	 	 
71075	3	0	 	 	 
71076	1	0	 	 	 
71076	2	0	 	 	 
71076	3	0	 	 	 
71077	1	0	 	 	 
71077	2	0	 	 	 
71077	3	0	 	 	 
71078	1	0	 	 	 
71078	2	0	 	 	 
71078	3	0	 	 	 
71079	1	0	 	 	 
71079	2	0	 	 	 
71079	3	0	 	 	 
71080	1	0	 	 	 
71080	2	0	 	 	 
71080	3	0	 	 	 
71081	1	0	 	 	 
71081	2	0	 	 	 
71081	3	0	 	 	 
71082	1	0	 	 	 
71082	2	0	 	 	 
71082	3	0	 	 	 
71083	1	0	 	 	 
71083	2	0	 	 	 
71083	3	0	 	 	 
71084	1	0	 	 	 
71084	2	0	 	 	 
71084	3	0	 	 	 
71086	1	0	 	 	 
71086	2	0	 	 	 
71086	3	0	 	 	 
71087	1	0	 	 	 
71087	2	0	 	 	 
71087	3	0	 	 	 
71088	1	0	 	 	 
71088	2	0	 	 	 
71088	3	0	 	 	 
71089	1	0	 	 	 
71089	2	0	 	 	 
71089	3	0	 	 	 
71090	1	0	 	 	 
71090	2	0	 	 	 
71090	3	0	 	 	 
71091	1	0	 	 	 
71091	2	0	 	 	 
71091	3	0	 	 	 
71092	1	0	 	 	 
71092	2	0	 	 	 
71092	3	0	 	 	 
71093	1	0	 	 	 
71093	2	0	 	 	 
71093	3	0	 	 	 
71094	1	0	 	 	 
71094	2	0	 	 	 
71094	3	0	 	 	 
71095	1	0	 	 	 
71095	2	0	 	 	 
71095	3	0	 	 	 
71096	1	0	 	 	 
71096	2	0	 	 	 
71096	3	0	 	 	 
71097	1	0	 	 	 
71097	2	0	 	 	 
71097	3	0	 	 	 
71098	1	0	 	 	 
71098	2	0	 	 	 
71098	3	0	 	 	 
71099	1	0	 	 	 
71099	2	0	 	 	 
71099	3	0	 	 	 
71100	1	0	 	 	 
71100	2	0	 	 	 
71100	3	0	 	 	 
71101	1	0	 	 	 
71101	2	0	 	 	 
71101	3	0	 	 	 
71102	1	0	 	 	 
71102	2	0	 	 	 
71102	3	0	 	 	 
71103	1	0	 	 	 
71103	2	0	 	 	 
71103	3	0	 	 	 
71104	1	0	 	 	 
71104	2	0	 	 	 
71104	3	0	 	 	 
71105	1	0	 	 	 
71105	2	0	 	 	 
71105	3	0	 	 	 
71106	1	0	 	 	 
71106	2	0	 	 	 
71106	3	0	 	 	 
71109	1	0	 	 	 
71109	2	0	 	 	 
71109	3	0	 	 	 
81001	1	0	 	 	 
81001	2	0	 	 	 
81001	3	0	 	 	 
81002	1	1	200	6	1200
81002	2	0	 	 	 
81002	3	0	 	 	 
81003	1	0	 	 	 
81003	2	0	 	 	 
81003	3	0	 	 	 
81004	1	0	 	 	 
81004	2	0	 	 	 
81004	3	0	 	 	 
81005	1	0	 	 	 
81005	2	0	 	 	 
81005	3	0	 	 	 
81006	1	0	 	 	 
81006	2	0	 	 	 
81006	3	0	 	 	 
81007	1	0	 	 	 
81007	2	0	 	 	 
81007	3	0	 	 	 
81008	1	0	 	 	 
81008	2	0	 	 	 
81008	3	0	 	 	 
81009	1	0	 	 	 
81009	2	0	 	 	 
81009	3	0	 	 	 
81010	1	0	 	 	 
81010	2	0	 	 	 
81010	3	0	 	 	 
81011	1	0	 	 	 
81011	2	0	 	 	 
81011	3	0	 	 	 
81012	1	0	 	 	 
81012	2	0	 	 	 
81012	3	0	 	 	 
81013	1	0	 	 	 
81013	2	0	 	 	 
81013	3	0	 	 	 
81014	1	0	 	 	 
81014	2	0	 	 	 
81014	3	0	 	 	 
81015	1	0	 	 	 
81015	2	0	 	 	 
81015	3	0	 	 	 
81016	1	0	 	 	 
81016	2	0	 	 	 
81016	3	0	 	 	 
81017	1	0	 	 	 
81017	2	0	 	 	 
81017	3	0	 	 	 
81018	1	0	 	 	 
81018	2	0	 	 	 
81018	3	0	 	 	 
81019	1	0	 	 	 
81019	2	0	 	 	 
81019	3	0	 	 	 
81020	1	0	 	 	 
81020	2	0	 	 	 
81020	3	0	 	 	 
81021	1	0	 	 	 
81021	2	0	 	 	 
81021	3	0	 	 	 
81022	1	0	 	 	 
81022	2	0	 	 	 
81022	3	1	10000	1	10000
81023	1	0	 	 	 
81023	2	0	 	 	 
81023	3	0	 	 	 
81025	1	0	 	 	 
81025	2	0	 	 	 
81025	3	0	 	 	 
81026	1	0	 	 	 
81026	2	0	 	 	 
81026	3	0	 	 	 
81027	1	0	 	 	 
81027	2	0	 	 	 
81027	3	0	 	 	 
81028	1	0	 	 	 
81028	2	0	 	 	 
