CHILDCODE	PAYCIDR4	PAYTUTR4	PAYOTHR4
61055	4	0	0
61055	5	0	0
61055	6	0	0
61056	1	 	 
61056	2	 	 
61056	3	 	 
61056	4	 	 
61056	5	 	 
61056	6	 	 
61057	1	 	 
61057	2	 	 
61057	3	 	 
61057	4	 	 
61057	5	 	 
61057	6	 	 
61076	1	 	 
61076	2	 	 
61076	3	 	 
61076	4	 	 
61076	5	 	 
61076	6	 	 
61079	1	 	 
61079	2	 	 
61079	3	 	 
61079	4	 	 
61079	5	 	 
61079	6	 	 
61104	1	 	 
61104	2	 	 
61104	3	 	 
61104	4	 	 
61104	5	 	 
61104	6	 	 
71001	1	 	 
71001	2	 	 
71001	3	 	 
71001	4	 	 
71001	5	 	 
71001	6	 	 
71002	1	 	 
71002	2	 	 
71002	3	 	 
71002	4	 	 
71002	5	 	 
71002	6	 	 
71003	1	 	 
71003	2	 	 
71003	3	 	 
71003	4	 	 
71003	5	 	 
71003	6	 	 
71004	1	0	0
71004	2	1	1
71004	3	0	1
71004	4	0	0
71004	5	0	0
71004	6	0	0
71005	1	 	 
71005	2	 	 
71005	3	 	 
71005	4	 	 
71005	5	 	 
71005	6	 	 
71006	1	 	 
71006	2	 	 
71006	3	 	 
71006	4	 	 
71006	5	 	 
71006	6	 	 
71007	1	0	0
71007	2	1	1
71007	3	1	1
71007	4	0	0
71007	5	0	0
71007	6	0	0
71008	1	 	 
71008	2	 	 
71008	3	 	 
71008	4	 	 
71008	5	 	 
71008	6	 	 
71009	1	1	0
71009	2	1	1
71009	3	1	0
71009	4	0	0
71009	5	0	0
71009	6	0	0
71010	1	0	0
71010	2	1	1
71010	3	1	1
71010	4	0	0
71010	5	0	0
71010	6	0	0
71011	1	 	 
71011	2	 	 
71011	3	 	 
71011	4	 	 
71011	5	 	 
71011	6	 	 
71015	1	 	 
71015	2	 	 
71015	3	 	 
71015	4	 	 
71015	5	 	 
71015	6	 	 
71019	1	0	0
71019	2	1	1
71019	3	1	1
71019	4	0	0
71019	5	0	0
71019	6	0	0
71020	1	 	 
71020	2	 	 
71020	3	 	 
71020	4	 	 
71020	5	 	 
71020	6	 	 
71021	1	0	0
71021	2	1	1
71021	3	0	0
71021	4	0	0
71021	5	0	0
71021	6	0	0
71023	1	 	 
71023	2	 	 
71023	3	 	 
71023	4	 	 
71023	5	 	 
71023	6	 	 
71024	1	0	0
71024	2	1	1
71024	3	0	0
71024	4	0	0
71024	5	0	0
71024	6	0	0
71025	1	 	 
71025	2	 	 
71025	3	 	 
71025	4	 	 
71025	5	 	 
71025	6	 	 
71026	1	 	 
71026	2	 	 
71026	3	 	 
71026	4	 	 
71026	5	 	 
71026	6	 	 
71027	1	0	0
71027	2	0	0
71027	3	1	1
71027	4	0	0
71027	5	0	0
71027	6	0	0
71028	1	 	 
71028	2	 	 
71028	3	 	 
71028	4	 	 
71028	5	 	 
71028	6	 	 
71031	1	 	 
71031	2	 	 
71031	3	 	 
71031	4	 	 
71031	5	 	 
71031	6	 	 
71032	1	 	 
71032	2	 	 
71032	3	 	 
71032	4	 	 
71032	5	 	 
71032	6	 	 
71033	1	0	1
71033	2	1	0
71033	3	0	0
71033	4	0	0
71033	5	0	0
71033	6	0	0
71034	1	 	 
71034	2	 	 
71034	3	 	 
71034	4	 	 
71034	5	 	 
71034	6	 	 
71035	1	0	0
71035	2	1	1
71035	3	0	0
71035	4	0	0
71035	5	0	0
71035	6	0	0
71036	1	 	 
71036	2	 	 
71036	3	 	 
71036	4	 	 
71036	5	 	 
71036	6	 	 
71037	1	0	0
71037	2	1	1
71037	3	0	1
71037	4	0	0
71037	5	0	0
71037	6	0	0
71038	1	0	1
71038	2	1	1
71038	3	0	0
71038	4	0	0
71038	5	1	0
71038	6	0	1
71039	1	 	 
71039	2	 	 
71039	3	 	 
71039	4	 	 
71039	5	 	 
71039	6	 	 
71041	1	0	0
71041	2	1	1
71041	3	1	1
71041	4	0	0
71041	5	0	0
71041	6	0	0
71042	1	0	0
71042	2	1	1
71042	3	0	0
71042	4	0	0
71042	5	0	0
71042	6	1	1
71043	1	 	 
71043	2	 	 
71043	3	 	 
71043	4	 	 
71043	5	 	 
71043	6	 	 
71044	1	 	 
71044	2	 	 
71044	3	 	 
71044	4	 	 
71044	5	 	 
71044	6	 	 
71045	1	 	 
71045	2	 	 
71045	3	 	 
71045	4	 	 
71045	5	 	 
71045	6	 	 
71046	1	0	0
71046	2	1	1
71046	3	0	0
71046	4	0	0
71046	5	0	0
71046	6	0	0
71047	1	0	0
71047	2	1	1
71047	3	0	0
71047	4	0	0
71047	5	0	0
71047	6	0	0
71048	1	0	0
71048	2	1	1
71048	3	0	1
71048	4	0	0
71048	5	0	0
71048	6	0	0
71049	1	 	 
71049	2	 	 
71049	3	 	 
71049	4	 	 
71049	5	 	 
71049	6	 	 
71073	1	1	1
71073	2	1	1
71073	3	1	1
71073	4	0	0
71073	5	0	0
71073	6	0	0
71091	1	0	1
71091	2	1	0
71091	3	0	0
71091	4	0	0
71091	5	0	0
71091	6	0	0
71097	1	0	0
71097	2	1	1
71097	3	0	0
71097	4	0	0
71097	5	0	0
71097	6	0	0
71112	1	1	1
71112	2	1	1
71112	3	1	1
71112	4	1	1
71112	5	0	0
71112	6	0	0
71120	1	0	0
71120	2	1	1
71120	3	1	1
71120	4	1	1
71120	5	0	0
71120	6	0	0
71121	1	 	 
71121	2	 	 
71121	3	 	 
71121	4	 	 
71121	5	 	 
71121	6	 	 
81001	1	 	 
81001	2	 	 
81001	3	 	 
81001	4	 	 
81001	5	 	 
81001	6	 	 
81003	1	1	1
81003	2	1	1
81003	3	0	0
81003	4	1	1
81003	5	1	1
81003	6	0	0
81004	1	 	 
81004	2	 	 
81004	3	 	 
81004	4	 	 
81004	5	 	 
81004	6	 	 
81005	1	 	 
81005	2	 	 
81005	3	 	 
81005	4	 	 
81005	5	 	 
81005	6	 	 
81006	1	0	0
81006	2	1	1
81006	3	0	0
81006	4	0	0
81006	5	0	0
81006	6	0	0
81007	1	1	1
81007	2	1	1
81007	3	1	1
81007	4	0	0
81007	5	0	0
81007	6	1	1
81008	1	 	 
81008	2	 	 
81008	3	 	 
81008	4	 	 
81008	5	 	 
81008	6	 	 
81009	1	 	 
81009	2	 	 
81009	3	 	 
81009	4	 	 
81009	5	 	 
81009	6	 	 
81010	1	 	 
81010	2	 	 
81010	3	 	 
81010	4	 	 
81010	5	 	 
81010	6	 	 
81011	1	 	 
81011	2	 	 
81011	3	 	 
81011	4	 	 
81011	5	 	 
81011	6	 	 
81012	1	0	0
81012	2	1	1
81012	3	1	1
81012	4	0	0
81012	5	0	0
81012	6	0	0
81013	1	 	 
81013	2	 	 
81013	3	 	 
81013	4	 	 
81013	5	 	 
81013	6	 	 
81017	1	 	 
81017	2	 	 
81017	3	 	 
81017	4	 	 
81017	5	 	 
81017	6	 	 
81019	1	 	 
81019	2	 	 
81019	3	 	 
81019	4	 	 
81019	5	 	 
81019	6	 	 
81020	1	 	 
81020	2	 	 
81020	3	 	 
81020	4	 	 
81020	5	 	 
81020	6	 	 
81021	1	 	 
81021	2	 	 
81021	3	 	 
81021	4	 	 
81021	5	 	 
81021	6	 	 
81022	1	 	 
81022	2	 	 
81022	3	 	 
81022	4	 	 
81022	5	 	 
81022	6	 	 
81023	1	 	 
81023	2	 	 
81023	3	 	 
81023	4	 	 
81023	5	 	 
81023	6	 	 
81024	1	0	0
81024	2	1	1
81024	3	0	0
81024	4	0	0
81024	5	0	0
81024	6	1	0
81025	1	 	 
81025	2	 	 
81025	3	 	 
81025	4	 	 
81025	5	 	 
81025	6	 	 
81026	1	0	0
81026	2	1	1
81026	3	0	0
81026	4	0	0
81026	5	0	0
81026	6	1	1
81028	1	 	 
81028	2	 	 
81028	3	 	 
81028	4	 	 
81028	5	 	 
81028	6	 	 
81029	1	 	 
81029	2	 	 
81029	3	 	 
81029	4	 	 
81029	5	 	 
81029	6	 	 
81030	1	0	1
81030	2	0	0
81030	3	1	1
81030	4	0	0
81030	5	0	0
81030	6	0	0
81031	1	0	0
81031	2	1	1
81031	3	1	1
81031	4	0	0
81031	5	0	0
81031	6	0	0
81032	1	 	 
81032	2	 	 
81032	3	 	 
81032	4	 	 
81032	5	 	 
81032	6	 	 
81034	1	 	 
81034	2	 	 
81034	3	 	 
81034	4	 	 
81034	5	 	 
81034	6	 	 
81035	1	0	1
81035	2	1	1
81035	3	0	0
81035	4	0	0
81035	5	0	0
81035	6	0	0
81036	1	0	0
81036	2	1	1
81036	3	0	0
81036	4	0	0
81036	5	0	0
81036	6	0	0
81038	1	 	 
81038	2	 	 
81038	3	 	 
81038	4	 	 
81038	5	 	 
81038	6	 	 
81039	1	 	 
81039	2	 	 
81039	3	 	 
81039	4	 	 
81039	5	 	 
81039	6	 	 
81041	1	0	0
81041	2	1	0
81041	3	0	0
81041	4	1	1
81041	5	0	0
81041	6	0	0
81042	1	 	 
81042	2	 	 
81042	3	 	 
81042	4	 	 
81042	5	 	 
81042	6	 	 
81043	1	 	 
81043	2	 	 
81043	3	 	 
81043	4	 	 
81043	5	 	 
81043	6	 	 
81045	1	 	 
81045	2	 	 
81045	3	 	 
81045	4	 	 
81045	5	 	 
81045	6	 	 
81046	1	0	0
81046	2	0	0
81046	3	1	1
81046	4	0	0
81046	5	0	0
81046	6	0	0
81047	1	 	 
81047	2	 	 
81047	3	 	 
81047	4	 	 
81047	5	 	 
81047	6	 	 
81049	1	0	0
81049	2	1	1
81049	3	1	1
81049	4	1	1
81049	5	0	0
81049	6	0	0
81050	1	 	 
81050	2	 	 
81050	3	 	 
81050	4	 	 
81050	5	 	 
81050	6	 	 
81073	1	 	 
81073	2	 	 
81073	3	 	 
81073	4	 	 
81073	5	 	 
81073	6	 	 
81092	1	 	 
81092	2	 	 
81092	3	 	 
81092	4	 	 
81092	5	 	 
81092	6	 	 
81105	1	 	 
81105	2	 	 
81105	3	 	 
81105	4	 	 
81105	5	 	 
81105	6	 	 
81108	1	 	 
81108	2	 	 
81108	3	 	 
81108	4	 	 
81108	5	 	 
81108	6	 	 
81120	1	0	1
81120	2	1	1
81120	3	1	1
81120	4	0	0
81120	5	0	0
81120	6	0	0
81130	1	 	 
81130	2	 	 
81130	3	 	 
81130	4	 	 
81130	5	 	 
81130	6	 	 
81139	1	0	0
81139	2	1	1
81139	3	0	0
81139	4	1	1
81139	5	0	0
81139	6	0	0
81145	1	 	 
81145	2	 	 
81145	3	 	 
81145	4	 	 
81145	5	 	 
81145	6	 	 
81150	1	0	0
81150	2	1	1
81150	3	0	0
81150	4	0	0
81150	5	0	0
81150	6	0	0
81152	1	 	 
81152	2	 	 
81152	3	 	 
81152	4	 	 
81152	5	 	 
81152	6	 	 
91001	1	 	 
91001	2	 	 
91001	3	 	 
91001	4	 	 
91001	5	 	 
91001	6	 	 
91003	1	 	 
91003	2	 	 
91003	3	 	 
91003	4	 	 
91003	5	 	 
91003	6	 	 
91005	1	0	1
91005	2	1	1
91005	3	0	0
91005	4	0	0
91005	5	0	0
91005	6	0	0
91006	1	 	 
91006	2	 	 
91006	3	 	 
91006	4	 	 
91006	5	 	 
91006	6	 	 
91008	1	 	 
91008	2	 	 
91008	3	 	 
91008	4	 	 
91008	5	 	 
91008	6	 	 
91009	1	 	 
91009	2	 	 
91009	3	 	 
91009	4	 	 
91009	5	 	 
91009	6	 	 
91010	1	 	 
91010	2	 	 
91010	3	 	 
91010	4	 	 
91010	5	 	 
91010	6	 	 
91011	1	 	 
91011	2	 	 
91011	3	 	 
91011	4	 	 
91011	5	 	 
91011	6	 	 
91012	1	 	 
91012	2	 	 
91012	3	 	 
91012	4	 	 
91012	5	 	 
91012	6	 	 
91013	1	 	 
91013	2	 	 
91013	3	 	 
91013	4	 	 
91013	5	 	 
91013	6	 	 
91014	1	 	 
91014	2	 	 
91014	3	 	 
91014	4	 	 
91014	5	 	 
91014	6	 	 
91015	1	 	 
91015	2	 	 
91015	3	 	 
91015	4	 	 
91015	5	 	 
91015	6	 	 
91016	1	 	 
91016	2	 	 
91016	3	 	 
91016	4	 	 
91016	5	 	 
91016	6	 	 
91017	1	0	0
91017	2	1	1
91017	3	0	0
91017	4	0	0
91017	5	0	0
91017	6	0	0
91019	1	 	 
91019	2	 	 
91019	3	 	 
91019	4	 	 
91019	5	 	 
91019	6	 	 
91020	1	 	 
91020	2	 	 
91020	3	 	 
91020	4	 	 
91020	5	 	 
91020	6	 	 
91021	1	 	 
91021	2	 	 
91021	3	 	 
91021	4	 	 
91021	5	 	 
91021	6	 	 
91022	1	 	 
91022	2	 	 
91022	3	 	 
91022	4	 	 
91022	5	 	 
91022	6	 	 
91024	1	 	 
91024	2	 	 
91024	3	 	 
91024	4	 	 
91024	5	 	 
91024	6	 	 
91025	1	 	 
91025	2	 	 
91025	3	 	 
91025	4	 	 
91025	5	 	 
91025	6	 	 
91026	1	 	 
91026	2	 	 
91026	3	 	 
91026	4	 	 
91026	5	 	 
91026	6	 	 
91027	1	 	 
91027	2	 	 
91027	3	 	 
91027	4	 	 
91027	5	 	 
91027	6	 	 
91028	1	 	 
91028	2	 	 
91028	3	 	 
91028	4	 	 
91028	5	 	 
91028	6	 	 
91029	1	 	 
91029	2	 	 
91029	3	 	 
91029	4	 	 
91029	5	 	 
91029	6	 	 
91030	1	 	 
91030	2	 	 
91030	3	 	 
91030	4	 	 
91030	5	 	 
91030	6	 	 
91031	1	 	 
91031	2	 	 
91031	3	 	 
91031	4	 	 
91031	5	 	 
91031	6	 	 
91032	1	 	 
91032	2	 	 
91032	3	 	 
91032	4	 	 
91032	5	 	 
91032	6	 	 
91033	1	 	 
91033	2	 	 
91033	3	 	 
91033	4	 	 
91033	5	 	 
91033	6	 	 
91036	1	 	 
91036	2	 	 
91036	3	 	 
91036	4	 	 
91036	5	 	 
91036	6	 	 
91037	1	0	0
91037	2	0	0
91037	3	0	0
91037	4	0	0
91037	5	0	0
91037	6	0	0
91039	1	 	 
91039	2	 	 
91039	3	 	 
91039	4	 	 
91039	5	 	 
91039	6	 	 
91041	1	 	 
91041	2	 	 
91041	3	 	 
91041	4	 	 
91041	5	 	 
91041	6	 	 
91042	1	 	 
91042	2	 	 
91042	3	 	 
91042	4	 	 
91042	5	 	 
91042	6	 	 
91045	1	 	 
91045	2	 	 
91045	3	 	 
91045	4	 	 
91045	5	 	 
91045	6	 	 
91046	1	 	 
91046	2	 	 
91046	3	 	 
91046	4	 	 
91046	5	 	 
91046	6	 	 
91047	1	 	 
91047	2	 	 
91047	3	 	 
91047	4	 	 
91047	5	 	 
91047	6	 	 
91048	1	1	1
91048	2	0	0
91048	3	0	0
91048	4	0	0
91048	5	0	0
91048	6	0	0
91049	1	 	 
91049	2	 	 
91049	3	 	 
91049	4	 	 
91049	5	 	 
91049	6	 	 
91050	1	 	 
91050	2	 	 
91050	3	 	 
91050	4	 	 
91050	5	 	 
91050	6	 	 
91052	1	 	 
91052	2	 	 
91052	3	 	 
91052	4	 	 
91052	5	 	 
91052	6	 	 
91056	1	 	 
91056	2	 	 
91056	3	 	 
91056	4	 	 
91056	5	 	 
91056	6	 	 
91061	1	 	 
91061	2	 	 
91061	3	 	 
91061	4	 	 
91061	5	 	 
91061	6	 	 
91062	1	 	 
91062	2	 	 
91062	3	 	 
91062	4	 	 
91062	5	 	 
91062	6	 	 
91064	1	 	 
91064	2	 	 
91064	3	 	 
91064	4	 	 
91064	5	 	 
91064	6	 	 
91070	1	 	 
91070	2	 	 
91070	3	 	 
91070	4	 	 
91070	5	 	 
91070	6	 	 
91071	1	 	 
91071	2	 	 
91071	3	 	 
91071	4	 	 
91071	5	 	 
91071	6	 	 
101001	1	 	 
101001	2	 	 
101001	3	 	 
101001	4	 	 
101001	5	 	 
101001	6	 	 
101004	1	 	 
101004	2	 	 
101004	3	 	 
101004	4	 	 
101004	5	 	 
101004	6	 	 
101005	1	0	0
101005	2	1	1
101005	3	0	0
101005	4	0	0
101005	5	0	0
101005	6	0	0
101010	1	 	 
101010	2	 	 
101010	3	 	 
101010	4	 	 
101010	5	 	 
101010	6	 	 
101011	1	1	1
101011	2	1	1
101011	3	0	0
101011	4	0	0
101011	5	0	0
101011	6	0	0
101013	1	0	0
101013	2	0	1
101013	3	0	0
101013	4	0	0
101013	5	1	0
101013	6	0	0
101014	1	 	 
101014	2	 	 
101014	3	 	 
101014	4	 	 
101014	5	 	 
101014	6	 	 
101015	1	0	1
101015	2	1	1
101015	3	0	0
101015	4	0	0
101015	5	0	0
101015	6	0	0
101016	1	0	0
101016	2	1	1
101016	3	1	1
101016	4	1	1
101016	5	0	0
101016	6	0	0
101017	1	0	0
101017	2	1	1
101017	3	0	0
101017	4	0	0
101017	5	0	0
101017	6	1	0
101018	1	0	0
101018	2	1	1
101018	3	0	0
101018	4	0	0
101018	5	1	0
101018	6	0	0
101019	1	 	 
101019	2	 	 
101019	3	 	 
101019	4	 	 
101019	5	 	 
101019	6	 	 
101020	1	 	 
101020	2	 	 
101020	3	 	 
101020	4	 	 
101020	5	 	 
101020	6	 	 
101021	1	0	0
101021	2	1	1
101021	3	0	0
101021	4	0	0
101021	5	0	0
101021	6	0	0
101022	1	 	 
101022	2	 	 
101022	3	 	 
101022	4	 	 
101022	5	 	 
101022	6	 	 
101023	1	 	 
101023	2	 	 
101023	3	 	 
101023	4	 	 
101023	5	 	 
101023	6	 	 
101024	1	 	 
101024	2	 	 
101024	3	 	 
101024	4	 	 
101024	5	 	 
101024	6	 	 
101025	1	0	0
101025	2	1	1
101025	3	0	0
101025	4	0	0
101025	5	0	0
101025	6	1	1
101026	1	 	 
101026	2	 	 
101026	3	 	 
101026	4	 	 
101026	5	 	 
101026	6	 	 
101027	1	0	0
101027	2	1	1
101027	3	0	0
101027	4	0	0
101027	5	1	0
101027	6	1	0
101028	1	 	 
101028	2	 	 
101028	3	 	 
101028	4	 	 
101028	5	 	 
101028	6	 	 
101029	1	 	 
101029	2	 	 
101029	3	 	 
101029	4	 	 
101029	5	 	 
101029	6	 	 
101030	1	0	0
101030	2	1	1
101030	3	0	0
101030	4	0	0
101030	5	0	0
101030	6	0	0
101031	1	 	 
101031	2	 	 
101031	3	 	 
101031	4	 	 
101031	5	 	 
101031	6	 	 
101034	1	 	 
101034	2	 	 
101034	3	 	 
101034	4	 	 
101034	5	 	 
101034	6	 	 
101035	1	 	 
101035	2	 	 
101035	3	 	 
101035	4	 	 
101035	5	 	 
101035	6	 	 
101036	1	 	 
101036	2	 	 
101036	3	 	 
101036	4	 	 
101036	5	 	 
101036	6	 	 
101037	1	 	 
101037	2	 	 
101037	3	 	 
101037	4	 	 
101037	5	 	 
101037	6	 	 
101038	1	 	 
101038	2	 	 
101038	3	 	 
101038	4	 	 
101038	5	 	 
101038	6	 	 
101039	1	 	 
101039	2	 	 
101039	3	 	 
101039	4	 	 
101039	5	 	 
101039	6	 	 
101040	1	 	 
101040	2	 	 
101040	3	 	 
101040	4	 	 
101040	5	 	 
101040	6	 	 
101041	1	 	 
101041	2	 	 
101041	3	 	 
101041	4	 	 
101041	5	 	 
101041	6	 	 
101042	1	 	 
101042	2	 	 
101042	3	 	 
101042	4	 	 
101042	5	 	 
101042	6	 	 
101043	1	0	0
101043	2	1	1
101043	3	0	0
101043	4	0	0
101043	5	0	0
101043	6	0	0
101044	1	0	0
101044	2	1	1
101044	3	0	0
101044	4	0	0
101044	5	0	0
101044	6	0	0
101045	1	 	 
101045	2	 	 
101045	3	 	 
101045	4	 	 
101045	5	 	 
101045	6	 	 
101047	1	 	 
101047	2	 	 
101047	3	 	 
101047	4	 	 
101047	5	 	 
101047	6	 	 
101048	1	0	0
101048	2	1	1
101048	3	0	0
101048	4	0	0
101048	5	0	0
101048	6	0	0
101049	1	0	0
101049	2	1	1
101049	3	0	0
101049	4	0	0
101049	5	0	0
101049	6	0	0
101050	1	0	0
101050	2	1	1
101050	3	0	0
101050	4	0	0
101050	5	0	0
101050	6	0	0
101051	1	 	 
101051	2	 	 
101051	3	 	 
101051	4	 	 
101051	5	 	 
101051	6	 	 
101054	1	 	 
101054	2	 	 
101054	3	 	 
101054	4	 	 
101054	5	 	 
101054	6	 	 
101064	1	 	 
101064	2	 	 
101064	3	 	 
101064	4	 	 
101064	5	 	 
101064	6	 	 
101067	1	0	0
101067	2	1	1
101067	3	0	0
101067	4	0	0
101067	5	0	0
101067	6	0	0
101075	1	0	0
101075	2	1	1
101075	3	0	0
101075	4	0	0
101075	5	0	0
101075	6	1	1
101083	1	0	0
101083	2	0	1
101083	3	0	0
101083	4	0	0
101083	5	1	0
101083	6	0	0
111001	1	0	0
111001	2	1	1
111001	3	0	0
111001	4	0	0
111001	5	0	0
111001	6	0	0
111002	1	 	 
111002	2	 	 
111002	3	 	 
111002	4	 	 
111002	5	 	 
111002	6	 	 
111003	1	0	0
111003	2	1	1
111003	3	0	0
111003	4	0	0
111003	5	0	0
111003	6	0	0
111004	1	 	 
111004	2	 	 
111004	3	 	 
111004	4	 	 
111004	5	 	 
111004	6	 	 
111005	1	 	 
111005	2	 	 
111005	3	 	 
111005	4	 	 
111005	5	 	 
111005	6	 	 
111006	1	0	0
111006	2	1	1
111006	3	0	0
111006	4	0	0
111006	5	0	0
111006	6	0	0
111008	1	 	 
111008	2	 	 
111008	3	 	 
111008	4	 	 
111008	5	 	 
111008	6	 	 
111009	1	 	 
111009	2	 	 
111009	3	 	 
111009	4	 	 
111009	5	 	 
111009	6	 	 
111010	1	0	0
111010	2	1	1
111010	3	0	0
111010	4	0	0
111010	5	0	0
111010	6	1	1
111011	1	 	 
111011	2	 	 
111011	3	 	 
111011	4	 	 
111011	5	 	 
111011	6	 	 
111012	1	 	 
111012	2	 	 
111012	3	 	 
111012	4	 	 
111012	5	 	 
111012	6	 	 
111013	1	 	 
111013	2	 	 
111013	3	 	 
111013	4	 	 
111013	5	 	 
111013	6	 	 
111014	1	0	0
111014	2	1	1
111014	3	0	0
111014	4	0	0
111014	5	0	0
111014	6	0	0
111015	1	0	0
111015	2	1	1
111015	3	0	1
111015	4	0	1
111015	5	0	0
111015	6	0	0
111016	1	 	 
111016	2	 	 
111016	3	 	 
111016	4	 	 
111016	5	 	 
111016	6	 	 
111017	1	 	 
111017	2	 	 
111017	3	 	 
111017	4	 	 
111017	5	 	 
111017	6	 	 
111018	1	0	0
111018	2	1	1
111018	3	0	0
111018	4	0	0
111018	5	0	0
111018	6	0	0
111019	1	0	1
111019	2	1	1
111019	3	0	0
111019	4	0	0
111019	5	0	0
111019	6	0	0
111021	1	 	 
111021	2	 	 
111021	3	 	 
111021	4	 	 
111021	5	 	 
111021	6	 	 
111022	1	 	 
111022	2	 	 
111022	3	 	 
111022	4	 	 
111022	5	 	 
111022	6	 	 
111025	1	 	 
111025	2	 	 
111025	3	 	 
111025	4	 	 
111025	5	 	 
111025	6	 	 
111027	1	0	1
111027	2	1	1
111027	3	0	1
111027	4	0	0
111027	5	0	0
111027	6	0	0
111028	1	 	 
111028	2	 	 
111028	3	 	 
111028	4	 	 
111028	5	 	 
111028	6	 	 
111030	1	 	 
111030	2	 	 
111030	3	 	 
111030	4	 	 
111030	5	 	 
111030	6	 	 
111031	1	 	 
111031	2	 	 
111031	3	 	 
111031	4	 	 
111031	5	 	 
111031	6	 	 
111032	1	 	 
111032	2	 	 
111032	3	 	 
111032	4	 	 
111032	5	 	 
111032	6	 	 
111033	1	0	0
111033	2	1	1
111033	3	0	0
111033	4	0	0
111033	5	0	0
111033	6	0	0
111034	1	0	0
111034	2	1	1
111034	3	0	0
111034	4	0	0
111034	5	0	0
111034	6	0	0
111035	1	0	0
111035	2	1	1
111035	3	0	0
111035	4	0	0
111035	5	0	0
111035	6	0	0
111036	1	0	0
111036	2	1	1
111036	3	0	0
111036	4	0	0
111036	5	0	0
111036	6	0	0
111038	1	0	0
111038	2	1	1
111038	3	0	0
111038	4	0	0
111038	5	0	0
111038	6	0	0
111039	1	 	 
111039	2	 	 
111039	3	 	 
111039	4	 	 
111039	5	 	 
111039	6	 	 
111040	1	1	1
111040	2	1	1
111040	3	0	0
111040	4	0	0
111040	5	0	0
111040	6	1	1
111042	1	 	 
111042	2	 	 
111042	3	 	 
111042	4	 	 
111042	5	 	 
111042	6	 	 
111043	1	 	 
111043	2	 	 
111043	3	 	 
111043	4	 	 
111043	5	 	 
111043	6	 	 
111044	1	 	 
111044	2	 	 
111044	3	 	 
111044	4	 	 
111044	5	 	 
111044	6	 	 
111045	1	 	 
111045	2	 	 
111045	3	 	 
111045	4	 	 
111045	5	 	 
111045	6	 	 
111047	1	 	 
111047	2	 	 
111047	3	 	 
111047	4	 	 
111047	5	 	 
111047	6	 	 
111048	1	0	1
111048	2	1	1
111048	3	0	0
111048	4	0	0
111048	5	0	0
111048	6	0	0
111050	1	 	 
111050	2	 	 
111050	3	 	 
111050	4	 	 
111050	5	 	 
111050	6	 	 
111057	1	0	0
111057	2	1	1
111057	3	0	0
111057	4	0	0
111057	5	0	0
111057	6	0	0
111065	1	 	 
111065	2	 	 
111065	3	 	 
111065	4	 	 
111065	5	 	 
111065	6	 	 
111069	1	 	 
111069	2	 	 
111069	3	 	 
111069	4	 	 
111069	5	 	 
111069	6	 	 
111086	1	 	 
111086	2	 	 
111086	3	 	 
111086	4	 	 
111086	5	 	 
111086	6	 	 
111109	1	 	 
111109	2	 	 
111109	3	 	 
111109	4	 	 
111109	5	 	 
111109	6	 	 
111111	1	 	 
111111	2	 	 
111111	3	 	 
111111	4	 	 
111111	5	 	 
111111	6	 	 
111119	1	0	0
111119	2	1	1
111119	3	0	1
111119	4	0	0
111119	5	1	1
111119	6	0	0
121001	1	0	0
121001	2	1	1
121001	3	0	0
121001	4	0	0
121001	5	0	0
121001	6	0	0
121002	1	0	0
121002	2	1	1
121002	3	1	1
121002	4	0	0
121002	5	0	0
121002	6	1	1
121003	1	0	1
121003	2	1	1
121003	3	0	0
121003	4	0	0
121003	5	0	0
121003	6	1	1
121004	1	 	 
121004	2	 	 
121004	3	 	 
121004	4	 	 
121004	5	 	 
121004	6	 	 
121005	1	0	0
121005	2	1	1
121005	3	0	0
121005	4	0	0
121005	5	0	0
121005	6	0	0
121006	1	 	 
121006	2	 	 
121006	3	 	 
121006	4	 	 
121006	5	 	 
121006	6	 	 
121007	1	 	 
121007	2	 	 
121007	3	 	 
121007	4	 	 
121007	5	 	 
121007	6	 	 
121009	1	0	0
121009	2	1	1
121009	3	0	0
121009	4	0	0
121009	5	1	0
121009	6	0	0
121011	1	1	1
121011	2	1	1
121011	3	0	0
121011	4	0	0
121011	5	0	0
121011	6	1	1
121012	1	0	0
121012	2	1	1
121012	3	0	0
121012	4	0	0
121012	5	0	0
121012	6	1	0
121013	1	0	1
121013	2	1	1
121013	3	0	0
121013	4	0	0
121013	5	1	0
121013	6	1	1
121014	1	0	0
121014	2	1	1
121014	3	0	0
121014	4	0	0
121014	5	0	0
121014	6	1	1
121019	1	0	0
121019	2	1	1
121019	3	0	0
121019	4	0	0
121019	5	0	0
121019	6	0	0
121020	1	 	 
121020	2	 	 
121020	3	 	 
121020	4	 	 
121020	5	 	 
121020	6	 	 
121021	1	 	 
121021	2	 	 
121021	3	 	 
121021	4	 	 
121021	5	 	 
121021	6	 	 
121022	1	 	 
121022	2	 	 
121022	3	 	 
121022	4	 	 
121022	5	 	 
121022	6	 	 
121023	1	0	0
121023	2	1	1
121023	3	0	0
121023	4	0	0
121023	5	0	0
121023	6	0	0
121025	1	0	0
121025	2	1	1
121025	3	0	0
121025	4	1	0
121025	5	0	0
121025	6	1	1
121028	1	 	 
121028	2	 	 
121028	3	 	 
121028	4	 	 
121028	5	 	 
121028	6	 	 
121030	1	 	 
121030	2	 	 
121030	3	 	 
121030	4	 	 
121030	5	 	 
121030	6	 	 
