CHILDCODE	SCHCSTIDR4	FEESR4	PAYPRDR4	NUMPRDR4
31098	4	 	 	 
31098	5	 	 	 
31098	6	 	 	 
31098	7	 	 	 
31098	8	 	 	 
31098	9	 	 	 
31098	10	 	 	 
31108	1	0	 	 
31108	2	1700	4	2
31108	3	300	4	2
31108	4	 	 	 
31108	5	0	 	 
31108	6	1500	2	10
31108	7	0	 	 
31108	8	0	 	 
31108	9	330	4	2
31108	10	 	 	 
31134	1	15	5	1
31134	2	0	 	 
31134	3	0	 	 
31134	4	 	 	 
31134	5	0	 	 
31134	6	300	1	1
31134	7	1	1	1
31134	8	310	5	1
31134	9	300	4	1
31134	10	 	 	 
41001	1	 	 	 
41001	2	 	 	 
41001	3	 	 	 
41001	4	 	 	 
41001	5	 	 	 
41001	6	 	 	 
41001	7	 	 	 
41001	8	 	 	 
41001	9	 	 	 
41001	10	 	 	 
41002	1	 	 	 
41002	2	 	 	 
41002	3	 	 	 
41002	4	 	 	 
41002	5	 	 	 
41002	6	 	 	 
41002	7	 	 	 
41002	8	 	 	 
41002	9	 	 	 
41002	10	 	 	 
41003	1	 	 	 
41003	2	 	 	 
41003	3	 	 	 
41003	4	 	 	 
41003	5	 	 	 
41003	6	 	 	 
41003	7	 	 	 
41003	8	 	 	 
41003	9	 	 	 
41003	10	 	 	 
41004	1	 	 	 
41004	2	 	 	 
41004	3	 	 	 
41004	4	 	 	 
41004	5	 	 	 
41004	6	 	 	 
41004	7	 	 	 
41004	8	 	 	 
41004	9	 	 	 
41004	10	 	 	 
41005	1	 	 	 
41005	2	 	 	 
41005	3	 	 	 
41005	4	 	 	 
41005	5	 	 	 
41005	6	 	 	 
41005	7	 	 	 
41005	8	 	 	 
41005	9	 	 	 
41005	10	 	 	 
41006	1	 	 	 
41006	2	 	 	 
41006	3	 	 	 
41006	4	 	 	 
41006	5	 	 	 
41006	6	 	 	 
41006	7	 	 	 
41006	8	 	 	 
41006	9	 	 	 
41006	10	 	 	 
41007	1	 	 	 
41007	2	 	 	 
41007	3	 	 	 
41007	4	 	 	 
41007	5	 	 	 
41007	6	 	 	 
41007	7	 	 	 
41007	8	 	 	 
41007	9	 	 	 
41007	10	 	 	 
41009	1	0	 	 
41009	2	0	 	 
41009	3	0	 	 
41009	4	 	 	 
41009	5	0	 	 
41009	6	0	 	 
41009	7	0	 	 
41009	8	0	 	 
41009	9	0	 	 
41009	10	 	 	 
41010	1	210	5	1
41010	2	3000	4	2
41010	3	0	 	 
41010	4	 	 	 
41010	5	0	 	 
41010	6	1000	2	9
41010	7	100	2	9
41010	8	0	 	 
41010	9	100	3	1
41010	10	 	 	 
41011	1	 	 	 
41011	2	 	 	 
41011	3	 	 	 
41011	4	 	 	 
41011	5	 	 	 
41011	6	 	 	 
41011	7	 	 	 
41011	8	 	 	 
41011	9	 	 	 
41011	10	 	 	 
41012	1	 	 	 
41012	2	 	 	 
41012	3	 	 	 
41012	4	 	 	 
41012	5	 	 	 
41012	6	 	 	 
41012	7	 	 	 
41012	8	 	 	 
41012	9	 	 	 
41012	10	 	 	 
41013	1	 	 	 
41013	2	 	 	 
41013	3	 	 	 
41013	4	 	 	 
41013	5	 	 	 
41013	6	 	 	 
41013	7	 	 	 
41013	8	 	 	 
41013	9	 	 	 
41013	10	 	 	 
41014	1	 	 	 
41014	2	 	 	 
41014	3	 	 	 
41014	4	 	 	 
41014	5	 	 	 
41014	6	 	 	 
41014	7	 	 	 
41014	8	 	 	 
41014	9	 	 	 
41014	10	 	 	 
41015	1	80	5	1
41015	2	2425	4	2
41015	3	0	 	 
41015	4	 	 	 
41015	5	0	 	 
41015	6	2500	2	9
41015	7	200	2	9
41015	8	0	 	 
41015	9	500	3	1
41015	10	 	 	 
41016	1	0	 	 
41016	2	2150	4	2
41016	3	100	4	2
41016	4	 	 	 
41016	5	370	2	1
41016	6	2000	2	10
41016	7	500	2	10
41016	8	0	 	 
41016	9	200	4	2
41016	10	 	 	 
41017	1	 	 	 
41017	2	 	 	 
41017	3	 	 	 
41017	4	 	 	 
41017	5	 	 	 
41017	6	 	 	 
41017	7	 	 	 
41017	8	 	 	 
41017	9	 	 	 
41017	10	 	 	 
41019	1	 	 	 
41019	2	 	 	 
41019	3	 	 	 
41019	4	 	 	 
41019	5	 	 	 
41019	6	 	 	 
41019	7	 	 	 
41019	8	 	 	 
41019	9	 	 	 
41019	10	 	 	 
41021	1	 	 	 
41021	2	 	 	 
41021	3	 	 	 
41021	4	 	 	 
41021	5	 	 	 
41021	6	 	 	 
41021	7	 	 	 
41021	8	 	 	 
41021	9	 	 	 
41021	10	 	 	 
41022	1	 	 	 
41022	2	 	 	 
41022	3	 	 	 
41022	4	 	 	 
41022	5	 	 	 
41022	6	 	 	 
41022	7	 	 	 
41022	8	 	 	 
41022	9	 	 	 
41022	10	 	 	 
41023	1	80	5	1
41023	2	3400	4	2
41023	3	0	 	 
41023	4	 	 	 
41023	5	0	 	 
41023	6	1000	2	9
41023	7	0	 	 
41023	8	0	 	 
41023	9	200	3	1
41023	10	 	 	 
41024	1	0	 	 
41024	2	5500	4	2
41024	3	300	4	2
41024	4	 	 	 
41024	5	0	 	 
41024	6	800	2	10
41024	7	50	2	10
41024	8	0	 	 
41024	9	500	4	2
41024	10	 	 	 
41025	1	800	4	2
41025	2	0	 	 
41025	3	600	3	1
41025	4	 	 	 
41025	5	0	 	 
41025	6	1200	3	1
41025	7	1200	3	1
41025	8	0	 	 
41025	9	300	3	1
41025	10	 	 	 
41026	1	100	5	1
41026	2	4500	4	2
41026	3	0	 	 
41026	4	 	 	 
41026	5	0	 	 
41026	6	1100	2	11
41026	7	12011	2	10
41026	8	0	 	 
41026	9	300	4	2
41026	10	 	 	 
41027	1	-77	 	 
41027	2	5700	4	2
41027	3	0	 	 
41027	4	6100	4	2
41027	5	0	 	 
41027	6	2000	2	11
41027	7	500	2	11
41027	8	0	 	 
41027	9	300	4	2
41027	10	 	 	 
41028	1	 	 	 
41028	2	 	 	 
41028	3	 	 	 
41028	4	 	 	 
41028	5	 	 	 
41028	6	 	 	 
41028	7	 	 	 
41028	8	 	 	 
41028	9	 	 	 
41028	10	 	 	 
41030	1	0	 	 
41030	2	360	3	1
41030	3	80	3	1
41030	4	 	 	 
41030	5	100	2	1
41030	6	200	2	1
41030	7	0	 	 
41030	8	360	5	1
41030	9	350	3	1
41030	10	 	 	 
41031	1	 	 	 
41031	2	 	 	 
41031	3	 	 	 
41031	4	 	 	 
41031	5	 	 	 
41031	6	 	 	 
41031	7	 	 	 
41031	8	 	 	 
41031	9	 	 	 
41031	10	 	 	 
41032	1	 	 	 
41032	2	 	 	 
41032	3	 	 	 
41032	4	 	 	 
41032	5	 	 	 
41032	6	 	 	 
41032	7	 	 	 
41032	8	 	 	 
41032	9	 	 	 
41032	10	 	 	 
41036	1	250	3	1
41036	2	24000	3	6
41036	3	0	 	 
41036	4	 	 	 
41036	5	0	 	 
41036	6	0	 	 
41036	7	8640	3	6
41036	8	24000	3	5
41036	9	1350	3	10
41036	10	 	 	 
41038	1	0	 	 
41038	2	0	 	 
41038	3	0	 	 
41038	4	 	 	 
41038	5	0	 	 
41038	6	1500	2	10
41038	7	0	 	 
41038	8	0	 	 
41038	9	1000	3	1
41038	10	 	 	 
41039	1	 	 	 
41039	2	 	 	 
41039	3	 	 	 
41039	4	 	 	 
41039	5	 	 	 
41039	6	 	 	 
41039	7	 	 	 
41039	8	 	 	 
41039	9	 	 	 
41039	10	 	 	 
41041	1	 	 	 
41041	2	 	 	 
41041	3	 	 	 
41041	4	 	 	 
41041	5	 	 	 
41041	6	 	 	 
41041	7	 	 	 
41041	8	 	 	 
41041	9	 	 	 
41041	10	 	 	 
41042	1	100	4	2
41042	2	2500	4	2
41042	3	50	4	2
41042	4	 	 	 
41042	5	0	 	 
41042	6	500	2	8
41042	7	0	 	 
41042	8	0	 	 
41042	9	800	3	1
41042	10	 	 	 
41043	1	0	 	 
41043	2	0	 	 
41043	3	40	3	1
41043	4	 	 	 
41043	5	640	2	4
41043	6	0	 	 
41043	7	0	 	 
41043	8	120	3	1
41043	9	590	3	2
41043	10	 	 	 
41046	1	 	 	 
41046	2	 	 	 
41046	3	 	 	 
41046	4	 	 	 
41046	5	 	 	 
41046	6	 	 	 
41046	7	 	 	 
41046	8	 	 	 
41046	9	 	 	 
41046	10	 	 	 
41047	1	 	 	 
41047	2	 	 	 
41047	3	 	 	 
41047	4	 	 	 
41047	5	 	 	 
41047	6	 	 	 
41047	7	 	 	 
41047	8	 	 	 
41047	9	 	 	 
41047	10	 	 	 
41049	1	 	 	 
41049	2	 	 	 
41049	3	 	 	 
41049	4	 	 	 
41049	5	 	 	 
41049	6	 	 	 
41049	7	 	 	 
41049	8	 	 	 
41049	9	 	 	 
41049	10	 	 	 
41050	1	 	 	 
41050	2	 	 	 
41050	3	 	 	 
41050	4	 	 	 
41050	5	 	 	 
41050	6	 	 	 
41050	7	 	 	 
41050	8	 	 	 
41050	9	 	 	 
41050	10	 	 	 
41059	1	150	5	1
41059	2	2555	4	2
41059	3	1000	3	1
41059	4	 	 	 
41059	5	0	 	 
41059	6	0	 	 
41059	7	0	 	 
41059	8	0	 	 
41059	9	350	5	7
41059	10	 	 	 
41092	1	 	 	 
41092	2	 	 	 
41092	3	 	 	 
41092	4	 	 	 
41092	5	 	 	 
41092	6	 	 	 
41092	7	 	 	 
41092	8	 	 	 
41092	9	 	 	 
41092	10	 	 	 
41106	1	 	 	 
41106	2	 	 	 
41106	3	 	 	 
41106	4	 	 	 
41106	5	 	 	 
41106	6	 	 	 
41106	7	 	 	 
41106	8	 	 	 
41106	9	 	 	 
41106	10	 	 	 
41109	1	100	4	2
41109	2	300	4	2
41109	3	150	4	2
41109	4	 	 	 
41109	5	0	 	 
41109	6	0	 	 
41109	7	0	 	 
41109	8	300	3	1
41109	9	300	3	1
41109	10	 	 	 
41110	1	 	 	 
41110	2	 	 	 
41110	3	 	 	 
41110	4	 	 	 
41110	5	 	 	 
41110	6	 	 	 
41110	7	 	 	 
41110	8	 	 	 
41110	9	 	 	 
41110	10	 	 	 
41114	1	150	5	1
41114	2	5000	4	2
41114	3	20	1	20
41114	4	 	 	 
41114	5	5500	5	1
41114	6	400	2	5
41114	7	0	 	 
41114	8	9000	5	1
41114	9	170	4	2
41114	10	 	 	 
41130	1	0	 	 
41130	2	0	 	 
41130	3	70	3	1
41130	4	 	 	 
41130	5	3300	3	2
41130	6	0	 	 
41130	7	0	 	 
41130	8	290	3	1
41130	9	1500	4	2
41130	10	 	 	 
51002	1	600	5	1
51002	2	3500	4	2
51002	3	100	3	1
51002	4	 	 	 
51002	5	0	 	 
51002	6	900	2	10
51002	7	0	 	 
51002	8	12000	5	1
51002	9	200	3	1
51002	10	 	 	 
51005	1	200	5	1
51005	2	1800	4	2
51005	3	0	 	 
51005	4	 	 	 
51005	5	0	 	 
51005	6	1000	2	10
51005	7	1500	2	10
51005	8	0	 	 
51005	9	1200	3	1
51005	10	 	 	 
51006	1	 	 	 
51006	2	 	 	 
51006	3	 	 	 
51006	4	 	 	 
51006	5	 	 	 
51006	6	 	 	 
51006	7	 	 	 
51006	8	 	 	 
51006	9	 	 	 
51006	10	 	 	 
51008	1	 	 	 
51008	2	 	 	 
51008	3	 	 	 
51008	4	 	 	 
51008	5	 	 	 
51008	6	 	 	 
51008	7	 	 	 
51008	8	 	 	 
51008	9	 	 	 
51008	10	 	 	 
51009	1	260	3	1
51009	2	3800	4	3
51009	3	300	3	1
51009	4	 	 	 
51009	5	0	 	 
51009	6	0	 	 
51009	7	30	2	10
51009	8	18000	5	1
51009	9	1020	3	-77
51009	10	 	 	 
51010	1	 	 	 
51010	2	 	 	 
51010	3	 	 	 
51010	4	 	 	 
51010	5	 	 	 
51010	6	 	 	 
51010	7	 	 	 
51010	8	 	 	 
51010	9	 	 	 
51010	10	 	 	 
51011	1	30	3	1
51011	2	3500	3	1
51011	3	100	4	2
51011	4	 	 	 
51011	5	0	 	 
51011	6	0	 	 
51011	7	200	4	10
51011	8	11000	3	2
51011	9	300	4	1
51011	10	 	 	 
51013	1	 	 	 
51013	2	 	 	 
51013	3	 	 	 
51013	4	 	 	 
51013	5	 	 	 
51013	6	 	 	 
51013	7	 	 	 
51013	8	 	 	 
51013	9	 	 	 
51013	10	 	 	 
51015	1	200	3	1
51015	2	2900	4	2
51015	3	0	 	 
51015	4	 	 	 
51015	5	0	 	 
51015	6	500	2	9
51015	7	160	2	9
51015	8	0	 	 
51015	9	400	4	2
51015	10	 	 	 
51016	1	100	5	1
51016	2	3000	4	2
51016	3	50	3	1
51016	4	 	 	 
51016	5	0	 	 
51016	6	1500	2	10
51016	7	360	2	10
51016	8	0	 	 
51016	9	200	4	2
51016	10	 	 	 
51017	1	1500	5	1
51017	2	3000	4	2
51017	3	0	 	 
51017	4	 	 	 
51017	5	0	 	 
51017	6	0	 	 
51017	7	0	 	 
51017	8	17000	4	1
51017	9	500	3	1
51017	10	 	 	 
51018	1	 	 	 
51018	2	 	 	 
51018	3	 	 	 
51018	4	 	 	 
51018	5	 	 	 
51018	6	 	 	 
51018	7	 	 	 
51018	8	 	 	 
51018	9	 	 	 
51018	10	 	 	 
51019	1	-77	 	 
51019	2	2300	4	2
51019	3	500	3	1
51019	4	2800	3	1
51019	5	0	 	 
51019	6	0	 	 
51019	7	400	2	9
51019	8	0	 	 
51019	9	600	5	1
51019	10	 	 	 
51020	1	 	 	 
51020	2	 	 	 
51020	3	 	 	 
51020	4	 	 	 
51020	5	 	 	 
51020	6	 	 	 
51020	7	 	 	 
51020	8	 	 	 
51020	9	 	 	 
51020	10	 	 	 
51021	1	 	 	 
51021	2	 	 	 
51021	3	 	 	 
51021	4	 	 	 
51021	5	 	 	 
51021	6	 	 	 
51021	7	 	 	 
51021	8	 	 	 
51021	9	 	 	 
51021	10	 	 	 
51022	1	50	5	1
51022	2	1000	2	1
51022	3	200	2	3
51022	4	 	 	 
51022	5	700	2	1
51022	6	0	 	 
51022	7	200	2	4
51022	8	500	3	2
51022	9	2000	3	4
51022	10	 	 	 
51024	1	100	5	1
51024	2	4800	3	1
51024	3	200	4	2
51024	4	 	 	 
51024	5	1900	5	1
51024	6	1000	2	10
51024	7	50	2	10
51024	8	11000	5	1
51024	9	1000	3	1
51024	10	 	 	 
51025	1	 	 	 
51025	2	 	 	 
51025	3	 	 	 
51025	4	 	 	 
51025	5	 	 	 
51025	6	 	 	 
51025	7	 	 	 
51025	8	 	 	 
51025	9	 	 	 
51025	10	 	 	 
51026	1	0	 	 
51026	2	10000	4	2
51026	3	0	 	 
51026	4	 	 	 
51026	5	0	 	 
51026	6	600	2	9
51026	7	550	2	9
51026	8	0	 	 
51026	9	500	4	2
51026	10	 	 	 
51027	1	-77	 	 
51027	2	7850	3	2
51027	3	0	 	 
51027	4	7850	3	2
51027	5	0	 	 
51027	6	0	 	 
51027	7	0	 	 
51027	8	350	4	1
51027	9	550	3	1
51027	10	 	 	 
51028	1	 	 	 
51028	2	 	 	 
51028	3	 	 	 
51028	4	 	 	 
51028	5	 	 	 
51028	6	 	 	 
51028	7	 	 	 
51028	8	 	 	 
51028	9	 	 	 
51028	10	 	 	 
51029	1	 	 	 
51029	2	 	 	 
51029	3	 	 	 
51029	4	 	 	 
51029	5	 	 	 
51029	6	 	 	 
51029	7	 	 	 
51029	8	 	 	 
51029	9	 	 	 
51029	10	 	 	 
51030	1	 	 	 
51030	2	 	 	 
51030	3	 	 	 
51030	4	 	 	 
51030	5	 	 	 
51030	6	 	 	 
51030	7	 	 	 
51030	8	 	 	 
51030	9	 	 	 
51030	10	 	 	 
51031	1	0	 	 
51031	2	0	 	 
51031	3	0	 	 
51031	4	 	 	 
51031	5	2500	2	9
51031	6	1500	2	9
51031	7	0	 	 
51031	8	0	 	 
51031	9	500	3	1
51031	10	 	 	 
51032	1	 	 	 
51032	2	 	 	 
51032	3	 	 	 
51032	4	 	 	 
51032	5	 	 	 
51032	6	 	 	 
51032	7	 	 	 
51032	8	 	 	 
51032	9	 	 	 
51032	10	 	 	 
51033	1	4000	3	1
51033	2	3500	4	2
51033	3	50	4	2
51033	4	 	 	 
51033	5	0	 	 
51033	6	1500	2	9
51033	7	0	 	 
51033	8	12000	3	1
51033	9	2000	3	1
51033	10	 	 	 
51034	1	120	5	1
51034	2	3300	4	2
51034	3	0	 	 
51034	4	 	 	 
51034	5	4500	5	1
51034	6	2000	2	10
51034	7	1000	2	10
51034	8	13000	3	1
51034	9	500	3	2
51034	10	 	 	 
51035	1	0	 	 
51035	2	360	3	1
51035	3	150	4	2
51035	4	 	 	 
51035	5	1000	2	9
51035	6	0	 	 
51035	7	0	 	 
51035	8	6000	3	1
51035	9	600	3	1
51035	10	 	 	 
51036	1	100	3	1
51036	2	6800	5	1
51036	3	250	4	1
51036	4	 	 	 
51036	5	0	 	 
51036	6	0	 	 
51036	7	0	 	 
51036	8	0	 	 
51036	9	600	4	2
51036	10	 	 	 
51037	1	83	3	1
51037	2	3100	4	1
51037	3	0	 	 
51037	4	 	 	 
51037	5	0	 	 
51037	6	300	2	1
51037	7	60	2	1
51037	8	0	 	 
51037	9	200	4	1
51037	10	 	 	 
51038	1	 	 	 
51038	2	 	 	 
51038	3	 	 	 
51038	4	 	 	 
51038	5	 	 	 
51038	6	 	 	 
51038	7	 	 	 
51038	8	 	 	 
51038	9	 	 	 
51038	10	 	 	 
51040	1	 	 	 
51040	2	 	 	 
51040	3	 	 	 
51040	4	 	 	 
51040	5	 	 	 
51040	6	 	 	 
51040	7	 	 	 
51040	8	 	 	 
51040	9	 	 	 
51040	10	 	 	 
51041	1	120	5	1
51041	2	2660	4	2
51041	3	0	 	 
51041	4	 	 	 
51041	5	0	 	 
51041	6	1200	2	10
51041	7	0	 	 
51041	8	0	 	 
51041	9	500	4	2
51041	10	 	 	 
51042	1	40	3	1
51042	2	1700	4	2
51042	3	0	 	 
51042	4	 	 	 
51042	5	420	5	1
51042	6	0	 	 
51042	7	0	 	 
51042	8	0	 	 
51042	9	200	4	1
51042	10	 	 	 
51043	1	80	5	1
51043	2	3800	4	2
51043	3	0	 	 
51043	4	 	 	 
51043	5	0	 	 
51043	6	2000	2	9
51043	7	500	2	9
51043	8	11000	5	1
51043	9	500	3	1
51043	10	 	 	 
51044	1	 	 	 
51044	2	 	 	 
51044	3	 	 	 
51044	4	 	 	 
51044	5	 	 	 
51044	6	 	 	 
51044	7	 	 	 
51044	8	 	 	 
51044	9	 	 	 
51044	10	 	 	 
51045	1	80	5	1
51045	2	5600	3	2
51045	3	100	3	10
51045	4	 	 	 
51045	5	350	4	2
51045	6	0	 	 
51045	7	120	2	2
51045	8	300	3	1
51045	9	100	3	2
51045	10	 	 	 
51046	1	 	 	 
51046	2	 	 	 
51046	3	 	 	 
51046	4	 	 	 
51046	5	 	 	 
51046	6	 	 	 
51046	7	 	 	 
51046	8	 	 	 
51046	9	 	 	 
51046	10	 	 	 
51047	1	 	 	 
51047	2	 	 	 
51047	3	 	 	 
51047	4	 	 	 
51047	5	 	 	 
51047	6	 	 	 
51047	7	 	 	 
51047	8	 	 	 
51047	9	 	 	 
51047	10	 	 	 
51048	1	900	5	1
51048	2	9100	4	2
51048	3	0	 	 
51048	4	 	 	 
51048	5	0	 	 
51048	6	2000	2	10
51048	7	500	2	10
51048	8	10000	5	1
51048	9	500	4	2
51048	10	 	 	 
51049	1	 	 	 
51049	2	 	 	 
51049	3	 	 	 
51049	4	 	 	 
51049	5	 	 	 
51049	6	 	 	 
51049	7	 	 	 
51049	8	 	 	 
51049	9	 	 	 
51049	10	 	 	 
51050	1	 	 	 
51050	2	 	 	 
51050	3	 	 	 
51050	4	 	 	 
51050	5	 	 	 
51050	6	 	 	 
51050	7	 	 	 
51050	8	 	 	 
51050	9	 	 	 
51050	10	 	 	 
51057	1	 	 	 
51057	2	 	 	 
51057	3	 	 	 
51057	4	 	 	 
51057	5	 	 	 
51057	6	 	 	 
51057	7	 	 	 
51057	8	 	 	 
51057	9	 	 	 
51057	10	 	 	 
51070	1	-77	 	 
51070	2	2425	4	2
51070	3	0	 	 
51070	4	2425	4	2
51070	5	0	 	 
51070	6	3500	2	9
51070	7	500	2	9
51070	8	10000	5	1
51070	9	1000	3	1
51070	10	 	 	 
61001	1	 	 	 
61001	2	 	 	 
61001	3	 	 	 
61001	4	 	 	 
61001	5	 	 	 
61001	6	 	 	 
61001	7	 	 	 
61001	8	 	 	 
61001	9	 	 	 
61001	10	 	 	 
61003	1	 	 	 
61003	2	 	 	 
61003	3	 	 	 
61003	4	 	 	 
61003	5	 	 	 
61003	6	 	 	 
61003	7	 	 	 
61003	8	 	 	 
61003	9	 	 	 
61003	10	 	 	 
61004	1	 	 	 
61004	2	 	 	 
61004	3	 	 	 
61004	4	 	 	 
61004	5	 	 	 
61004	6	 	 	 
61004	7	 	 	 
61004	8	 	 	 
61004	9	 	 	 
61004	10	 	 	 
61006	1	0	 	 
61006	2	420	4	2
61006	3	120	3	1
61006	4	 	 	 
61006	5	500	2	6
61006	6	0	 	 
61006	7	0	 	 
61006	8	0	 	 
61006	9	1100	3	1
61006	10	 	 	 
61009	1	350	5	1
61009	2	19250	4	1
61009	3	0	 	 
61009	4	 	 	 
61009	5	0	 	 
61009	6	350	1	7
61009	7	140	2	2
61009	8	500	4	5
61009	9	800	4	1
61009	10	 	 	 
61011	1	 	 	 
61011	2	 	 	 
61011	3	 	 	 
61011	4	 	 	 
61011	5	 	 	 
61011	6	 	 	 
61011	7	 	 	 
61011	8	 	 	 
61011	9	 	 	 
61011	10	 	 	 
61012	1	 	 	 
61012	2	 	 	 
61012	3	 	 	 
61012	4	 	 	 
61012	5	 	 	 
61012	6	 	 	 
61012	7	 	 	 
61012	8	 	 	 
61012	9	 	 	 
61012	10	 	 	 
61013	1	 	 	 
61013	2	 	 	 
61013	3	 	 	 
61013	4	 	 	 
61013	5	 	 	 
61013	6	 	 	 
61013	7	 	 	 
61013	8	 	 	 
61013	9	 	 	 
61013	10	 	 	 
61014	1	 	 	 
61014	2	 	 	 
61014	3	 	 	 
61014	4	 	 	 
61014	5	 	 	 
61014	6	 	 	 
61014	7	 	 	 
61014	8	 	 	 
61014	9	 	 	 
61014	10	 	 	 
61015	1	 	 	 
61015	2	 	 	 
61015	3	 	 	 
61015	4	 	 	 
61015	5	 	 	 
61015	6	 	 	 
61015	7	 	 	 
61015	8	 	 	 
61015	9	 	 	 
61015	10	 	 	 
61017	1	 	 	 
61017	2	 	 	 
61017	3	 	 	 
61017	4	 	 	 
61017	5	 	 	 
61017	6	 	 	 
61017	7	 	 	 
61017	8	 	 	 
61017	9	 	 	 
61017	10	 	 	 
61018	1	 	 	 
61018	2	 	 	 
61018	3	 	 	 
61018	4	 	 	 
61018	5	 	 	 
61018	6	 	 	 
61018	7	 	 	 
61018	8	 	 	 
61018	9	 	 	 
61018	10	 	 	 
61019	1	2700	3	1
61019	2	9000	4	2
61019	3	0	 	 
61019	4	 	 	 
61019	5	2000	2	3
61019	6	1000	2	1
61019	7	500	2	2
61019	8	250	4	1
61019	9	400	4	1
61019	10	 	 	 
61020	1	 	 	 
61020	2	 	 	 
61020	3	 	 	 
61020	4	 	 	 
61020	5	 	 	 
61020	6	 	 	 
61020	7	 	 	 
61020	8	 	 	 
61020	9	 	 	 
61020	10	 	 	 
61021	1	2300	3	1
61021	2	6000	4	1
61021	3	0	 	 
61021	4	 	 	 
61021	5	0	 	 
61021	6	200	2	1
61021	7	450	2	2
61021	8	480	4	1
61021	9	800	3	2
61021	10	 	 	 
61023	1	 	 	 
61023	2	 	 	 
61023	3	 	 	 
61023	4	 	 	 
61023	5	 	 	 
61023	6	 	 	 
61023	7	 	 	 
61023	8	 	 	 
61023	9	 	 	 
61023	10	 	 	 
61024	1	 	 	 
61024	2	 	 	 
61024	3	 	 	 
61024	4	 	 	 
61024	5	 	 	 
61024	6	 	 	 
61024	7	 	 	 
61024	8	 	 	 
61024	9	 	 	 
61024	10	 	 	 
61026	1	 	 	 
61026	2	 	 	 
61026	3	 	 	 
61026	4	 	 	 
61026	5	 	 	 
61026	6	 	 	 
61026	7	 	 	 
61026	8	 	 	 
61026	9	 	 	 
61026	10	 	 	 
61028	1	 	 	 
61028	2	 	 	 
61028	3	 	 	 
61028	4	 	 	 
61028	5	 	 	 
61028	6	 	 	 
61028	7	 	 	 
61028	8	 	 	 
61028	9	 	 	 
61028	10	 	 	 
61029	1	80	5	1
61029	2	11000	3	1
61029	3	0	 	 
61029	4	 	 	 
61029	5	0	 	 
61029	6	2000	2	9
61029	7	360	2	9
61029	8	11000	5	1
61029	9	300	3	1
61029	10	 	 	 
61030	1	200	5	1
61030	2	0	 	 
61030	3	0	 	 
61030	4	 	 	 
61030	5	0	 	 
61030	6	0	 	 
61030	7	0	 	 
61030	8	200	5	1
61030	9	400	4	2
61030	10	 	 	 
61031	1	60	5	1
61031	2	2000	4	2
61031	3	200	4	2
61031	4	 	 	 
61031	5	0	 	 
61031	6	2000	2	10
61031	7	20	2	10
61031	8	0	 	 
61031	9	500	4	2
61031	10	 	 	 
61032	1	200	5	1
61032	2	0	 	 
61032	3	0	 	 
61032	4	 	 	 
61032	5	0	 	 
61032	6	0	 	 
61032	7	100	2	2
61032	8	0	 	 
61032	9	1000	3	1
61032	10	 	 	 
61033	1	 	 	 
61033	2	 	 	 
61033	3	 	 	 
61033	4	 	 	 
61033	5	 	 	 
61033	6	 	 	 
61033	7	 	 	 
61033	8	 	 	 
61033	9	 	 	 
61033	10	 	 	 
61034	1	0	 	 
61034	2	360	4	2
61034	3	100	4	2
61034	4	 	 	 
61034	5	0	 	 
61034	6	0	 	 
61034	7	0	 	 
61034	8	500	3	1
61034	9	700	3	1
61034	10	 	 	 
61035	1	300	5	1
61035	2	6800	3	1
61035	3	500	3	3
61035	4	 	 	 
61035	5	0	 	 
61035	6	0	 	 
61035	7	400	3	4
61035	8	1000	3	1
61035	9	1000	3	5
61035	10	 	 	 
61036	1	 	 	 
61036	2	 	 	 
61036	3	 	 	 
61036	4	 	 	 
61036	5	 	 	 
61036	6	 	 	 
61036	7	 	 	 
61036	8	 	 	 
61036	9	 	 	 
61036	10	 	 	 
61037	1	 	 	 
61037	2	 	 	 
61037	3	 	 	 
61037	4	 	 	 
61037	5	 	 	 
61037	6	 	 	 
61037	7	 	 	 
61037	8	 	 	 
61037	9	 	 	 
61037	10	 	 	 
61038	1	 	 	 
61038	2	 	 	 
61038	3	 	 	 
61038	4	 	 	 
61038	5	 	 	 
61038	6	 	 	 
61038	7	 	 	 
61038	8	 	 	 
61038	9	 	 	 
61038	10	 	 	 
61039	1	100	5	1
61039	2	1900	4	2
61039	3	0	 	 
61039	4	 	 	 
61039	5	100	1	24
61039	6	2400	2	9
61039	7	0	 	 
61039	8	0	 	 
61039	9	400	3	1
61039	10	 	 	 
61040	1	120	4	1
61040	2	0	 	 
61040	3	30	3	1
61040	4	 	 	 
61040	5	600	3	1
61040	6	0	 	 
61040	7	106	2	2
61040	8	500	3	1
61040	9	400	3	1
61040	10	 	 	 
61042	1	695	5	1
61042	2	1800	4	2
61042	3	0	 	 
61042	4	 	 	 
61042	5	0	 	 
61042	6	500	4	2
61042	7	0	 	 
61042	8	10000	5	1
61042	9	150	4	2
61042	10	 	 	 
61043	1	 	 	 
61043	2	 	 	 
61043	3	 	 	 
61043	4	 	 	 
61043	5	 	 	 
61043	6	 	 	 
61043	7	 	 	 
61043	8	 	 	 
61043	9	 	 	 
61043	10	 	 	 
61044	1	120	5	1
61044	2	2850	4	2
61044	3	0	 	 
61044	4	 	 	 
61044	5	11000	5	1
61044	6	1500	2	10
61044	7	200	2	10
61044	8	12000	5	1
61044	9	300	4	2
61044	10	 	 	 
