CHILDCODE	SRMNIDR4	SRCRECR4	RCVLSTR4	OFTRCVR4	RCVAMTR4
11005	10	0	 	 	 
11005	11	0	 	 	 
11005	12	0	 	 	 
11005	13	0	 	 	 
11005	14	0	 	 	 
11005	15	0	 	 	 
11005	16	0	 	 	 
11005	17	0	 	 	 
11005	18	0	 	 	 
11006	1	0	 	 	 
11006	2	1	15	12	580
11006	3	0	 	 	 
11006	4	0	 	 	 
11006	5	0	 	 	 
11006	6	0	 	 	 
11006	7	0	 	 	 
11006	8	0	 	 	 
11006	9	0	 	 	 
11006	10	0	 	 	 
11006	11	0	 	 	 
11006	12	0	 	 	 
11006	13	0	 	 	 
11006	14	0	 	 	 
11006	15	0	 	 	 
11006	16	0	 	 	 
11006	17	0	 	 	 
11006	18	0	 	 	 
11007	1	0	 	 	 
11007	2	1	5000	7	20000
11007	3	0	 	 	 
11007	4	0	 	 	 
11007	5	1	640	10	6400
11007	6	0	 	 	 
11007	7	0	 	 	 
11007	8	1	1500	1	1500
11007	9	0	 	 	 
11007	10	0	 	 	 
11007	11	0	 	 	 
11007	12	0	 	 	 
11007	13	0	 	 	 
11007	14	0	 	 	 
11007	15	1	3500	1	3500
11007	16	0	 	 	 
11007	17	0	 	 	 
11007	18	0	 	 	 
11008	1	0	 	 	 
11008	2	0	 	 	 
11008	3	0	 	 	 
11008	4	0	 	 	 
11008	5	0	 	 	 
11008	6	0	 	 	 
11008	7	0	 	 	 
11008	8	0	 	 	 
11008	9	0	 	 	 
11008	10	0	 	 	 
11008	11	0	 	 	 
11008	12	0	 	 	 
11008	13	0	 	 	 
11008	14	0	 	 	 
11008	15	0	 	 	 
11008	16	0	 	 	 
11008	17	0	 	 	 
11008	18	0	 	 	 
11009	1	0	 	 	 
11009	2	0	 	 	 
11009	3	0	 	 	 
11009	4	0	 	 	 
11009	5	0	 	 	 
11009	6	0	 	 	 
11009	7	0	 	 	 
11009	8	0	 	 	 
11009	9	0	 	 	 
11009	10	0	 	 	 
11009	11	0	 	 	 
11009	12	0	 	 	 
11009	13	0	 	 	 
11009	14	0	 	 	 
11009	15	0	 	 	 
11009	16	0	 	 	 
11009	17	0	 	 	 
11009	18	0	 	 	 
11010	1	0	 	 	 
11010	2	1	100	4	150
11010	3	0	 	 	 
11010	4	0	 	 	 
11010	5	1	500	12	6000
11010	6	0	 	 	 
11010	7	0	 	 	 
11010	8	1	300	4	670
11010	9	0	 	 	 
11010	10	0	 	 	 
11010	11	0	 	 	 
11010	12	0	 	 	 
11010	13	0	 	 	 
11010	14	0	 	 	 
11010	15	0	 	 	 
11010	16	1	400	3	1200
11010	17	0	 	 	 
11010	18	0	 	 	 
11011	1	0	 	 	 
11011	2	0	 	 	 
11011	3	0	 	 	 
11011	4	0	 	 	 
11011	5	0	 	 	 
11011	6	0	 	 	 
11011	7	0	 	 	 
11011	8	0	 	 	 
11011	9	0	 	 	 
11011	10	0	 	 	 
11011	11	0	 	 	 
11011	12	0	 	 	 
11011	13	0	 	 	 
11011	14	0	 	 	 
11011	15	0	 	 	 
11011	16	0	 	 	 
11011	17	0	 	 	 
11011	18	0	 	 	 
11012	1	0	 	 	 
11012	2	0	 	 	 
11012	3	0	 	 	 
11012	4	0	 	 	 
11012	5	0	 	 	 
11012	6	0	 	 	 
11012	7	1	1020	12	6475
11012	8	0	 	 	 
11012	9	0	 	 	 
11012	10	0	 	 	 
11012	11	0	 	 	 
11012	12	0	 	 	 
11012	13	0	 	 	 
11012	14	0	 	 	 
11012	15	0	 	 	 
11012	16	0	 	 	 
11012	17	0	 	 	 
11012	18	0	 	 	 
11013	1	0	 	 	 
11013	2	0	 	 	 
11013	3	0	 	 	 
11013	4	0	 	 	 
11013	5	0	 	 	 
11013	6	0	 	 	 
11013	7	0	 	 	 
11013	8	0	 	 	 
11013	9	0	 	 	 
11013	10	0	 	 	 
11013	11	0	 	 	 
11013	12	0	 	 	 
11013	13	0	 	 	 
11013	14	0	 	 	 
11013	15	0	 	 	 
11013	16	0	 	 	 
11013	17	0	 	 	 
11013	18	0	 	 	 
11014	1	0	 	 	 
11014	2	1	20	10	200
11014	3	0	 	 	 
11014	4	0	 	 	 
11014	5	1	200	12	2400
11014	6	0	 	 	 
11014	7	0	 	 	 
11014	8	1	25	1	25
11014	9	0	 	 	 
11014	10	0	 	 	 
11014	11	0	 	 	 
11014	12	0	 	 	 
11014	13	0	 	 	 
11014	14	0	 	 	 
11014	15	0	 	 	 
11014	16	0	 	 	 
11014	17	0	 	 	 
11014	18	0	 	 	 
11015	1	0	 	 	 
11015	2	0	 	 	 
11015	3	0	 	 	 
11015	4	0	 	 	 
11015	5	0	 	 	 
11015	6	0	 	 	 
11015	7	0	 	 	 
11015	8	1	141	14	1833
11015	9	0	 	 	 
11015	10	0	 	 	 
11015	11	0	 	 	 
11015	12	0	 	 	 
11015	13	0	 	 	 
11015	14	0	 	 	 
11015	15	0	 	 	 
11015	16	0	 	 	 
11015	17	1	28	1	28
11015	18	0	 	 	 
11016	1	0	 	 	 
11016	2	1	10	8	80
11016	3	0	 	 	 
11016	4	0	 	 	 
11016	5	0	 	 	 
11016	6	0	 	 	 
11016	7	0	 	 	 
11016	8	0	 	 	 
11016	9	0	 	 	 
11016	10	0	 	 	 
11016	11	0	 	 	 
11016	12	0	 	 	 
11016	13	0	 	 	 
11016	14	0	 	 	 
11016	15	0	 	 	 
11016	16	0	 	 	 
11016	17	0	 	 	 
11016	18	0	 	 	 
11017	1	0	 	 	 
11017	2	0	 	 	 
11017	3	0	 	 	 
11017	4	0	 	 	 
11017	5	0	 	 	 
11017	6	0	 	 	 
11017	7	0	 	 	 
11017	8	0	 	 	 
11017	9	0	 	 	 
11017	10	0	 	 	 
11017	11	0	 	 	 
11017	12	0	 	 	 
11017	13	0	 	 	 
11017	14	0	 	 	 
11017	15	0	 	 	 
11017	16	0	 	 	 
11017	17	0	 	 	 
11017	18	0	 	 	 
11018	1	0	 	 	 
11018	2	0	 	 	 
11018	3	0	 	 	 
11018	4	0	 	 	 
11018	5	0	 	 	 
11018	6	0	 	 	 
11018	7	0	 	 	 
11018	8	0	 	 	 
11018	9	0	 	 	 
11018	10	0	 	 	 
11018	11	0	 	 	 
11018	12	0	 	 	 
11018	13	0	 	 	 
11018	14	0	 	 	 
11018	15	0	 	 	 
11018	16	0	 	 	 
11018	17	0	 	 	 
11018	18	0	 	 	 
11019	1	0	 	 	 
11019	2	0	 	 	 
11019	3	0	 	 	 
11019	4	0	 	 	 
11019	5	0	 	 	 
11019	6	0	 	 	 
11019	7	0	 	 	 
11019	8	0	 	 	 
11019	9	0	 	 	 
11019	10	0	 	 	 
11019	11	0	 	 	 
11019	12	0	 	 	 
11019	13	0	 	 	 
11019	14	0	 	 	 
11019	15	0	 	 	 
11019	16	0	 	 	 
11019	17	1	50	1	50
11019	18	0	 	 	 
11020	1	0	 	 	 
11020	2	1	1000	9	9000
11020	3	0	 	 	 
11020	4	0	 	 	 
11020	5	0	 	 	 
11020	6	0	 	 	 
11020	7	0	 	 	 
11020	8	0	 	 	 
11020	9	0	 	 	 
11020	10	0	 	 	 
11020	11	0	 	 	 
11020	12	0	 	 	 
11020	13	0	 	 	 
11020	14	0	 	 	 
11020	15	0	 	 	 
11020	16	0	 	 	 
11020	17	0	 	 	 
11020	18	0	 	 	 
11021	1	0	 	 	 
11021	2	0	 	 	 
11021	3	0	 	 	 
11021	4	0	 	 	 
11021	5	0	 	 	 
11021	6	0	 	 	 
11021	7	0	 	 	 
11021	8	0	 	 	 
11021	9	0	 	 	 
11021	10	0	 	 	 
11021	11	0	 	 	 
11021	12	0	 	 	 
11021	13	1	250	2	500
11021	14	0	 	 	 
11021	15	0	 	 	 
11021	16	0	 	 	 
11021	17	0	 	 	 
11021	18	0	 	 	 
11022	1	0	 	 	 
11022	2	0	 	 	 
11022	3	0	 	 	 
11022	4	0	 	 	 
11022	5	0	 	 	 
11022	6	0	 	 	 
11022	7	0	 	 	 
11022	8	0	 	 	 
11022	9	0	 	 	 
11022	10	0	 	 	 
11022	11	0	 	 	 
11022	12	0	 	 	 
11022	13	0	 	 	 
11022	14	0	 	 	 
11022	15	0	 	 	 
11022	16	0	 	 	 
11022	17	0	 	 	 
11022	18	0	 	 	 
11023	1	0	 	 	 
11023	2	1	50	1	50
11023	3	0	 	 	 
11023	4	0	 	 	 
11023	5	0	 	 	 
11023	6	0	 	 	 
11023	7	0	 	 	 
11023	8	0	 	 	 
11023	9	0	 	 	 
11023	10	0	 	 	 
11023	11	0	 	 	 
11023	12	0	 	 	 
11023	13	0	 	 	 
11023	14	0	 	 	 
11023	15	0	 	 	 
11023	16	0	 	 	 
11023	17	0	 	 	 
11023	18	0	 	 	 
11024	1	0	 	 	 
11024	2	1	30	12	360
11024	3	0	 	 	 
11024	4	0	 	 	 
11024	5	0	 	 	 
11024	6	0	 	 	 
11024	7	0	 	 	 
11024	8	0	 	 	 
11024	9	0	 	 	 
11024	10	0	 	 	 
11024	11	0	 	 	 
11024	12	0	 	 	 
11024	13	0	 	 	 
11024	14	0	 	 	 
11024	15	0	 	 	 
11024	16	0	 	 	 
11024	17	0	 	 	 
11024	18	0	 	 	 
11025	1	0	 	 	 
11025	2	1	2500	9	5000
11025	3	0	 	 	 
11025	4	0	 	 	 
11025	5	1	313	12	3981
11025	6	0	 	 	 
11025	7	0	 	 	 
11025	8	0	 	 	 
11025	9	0	 	 	 
11025	10	1	1300	1	1300
11025	11	0	 	 	 
11025	12	0	 	 	 
11025	13	0	 	 	 
11025	14	0	 	 	 
11025	15	0	 	 	 
11025	16	0	 	 	 
11025	17	0	 	 	 
11025	18	0	 	 	 
11026	1	0	 	 	 
11026	2	0	 	 	 
11026	3	0	 	 	 
11026	4	0	 	 	 
11026	5	0	 	 	 
11026	6	0	 	 	 
11026	7	0	 	 	 
11026	8	0	 	 	 
11026	9	0	 	 	 
11026	10	0	 	 	 
11026	11	0	 	 	 
11026	12	0	 	 	 
11026	13	0	 	 	 
11026	14	0	 	 	 
11026	15	0	 	 	 
11026	16	0	 	 	 
11026	17	0	 	 	 
11026	18	0	 	 	 
11027	1	0	 	 	 
11027	2	1	40	2	90
11027	3	0	 	 	 
11027	4	0	 	 	 
11027	5	0	 	 	 
11027	6	0	 	 	 
11027	7	0	 	 	 
11027	8	0	 	 	 
11027	9	0	 	 	 
11027	10	0	 	 	 
11027	11	0	 	 	 
11027	12	0	 	 	 
11027	13	0	 	 	 
11027	14	0	 	 	 
11027	15	0	 	 	 
11027	16	0	 	 	 
11027	17	0	 	 	 
11027	18	0	 	 	 
11028	1	0	 	 	 
11028	2	0	 	 	 
11028	3	0	 	 	 
11028	4	0	 	 	 
11028	5	0	 	 	 
11028	6	0	 	 	 
11028	7	0	 	 	 
11028	8	0	 	 	 
11028	9	0	 	 	 
11028	10	0	 	 	 
11028	11	0	 	 	 
11028	12	0	 	 	 
11028	13	0	 	 	 
11028	14	0	 	 	 
11028	15	0	 	 	 
11028	16	0	 	 	 
11028	17	1	-79	-79	-79
11028	18	0	 	 	 
11029	1	0	 	 	 
11029	2	0	 	 	 
11029	3	0	 	 	 
11029	4	0	 	 	 
11029	5	0	 	 	 
11029	6	0	 	 	 
11029	7	0	 	 	 
11029	8	0	 	 	 
11029	9	0	 	 	 
11029	10	0	 	 	 
11029	11	0	 	 	 
11029	12	0	 	 	 
11029	13	0	 	 	 
11029	14	0	 	 	 
11029	15	0	 	 	 
11029	16	0	 	 	 
11029	17	1	78	12	936
11029	18	0	 	 	 
11030	1	0	 	 	 
11030	2	1	6	10	60
11030	3	0	 	 	 
11030	4	0	 	 	 
11030	5	0	 	 	 
11030	6	0	 	 	 
11030	7	0	 	 	 
11030	8	0	 	 	 
11030	9	0	 	 	 
11030	10	0	 	 	 
11030	11	0	 	 	 
11030	12	0	 	 	 
11030	13	0	 	 	 
11030	14	0	 	 	 
11030	15	0	 	 	 
11030	16	0	 	 	 
11030	17	0	 	 	 
11030	18	0	 	 	 
11031	1	0	 	 	 
11031	2	0	 	 	 
11031	3	0	 	 	 
11031	4	0	 	 	 
11031	5	0	 	 	 
11031	6	0	 	 	 
11031	7	0	 	 	 
11031	8	0	 	 	 
11031	9	0	 	 	 
11031	10	0	 	 	 
11031	11	0	 	 	 
11031	12	0	 	 	 
11031	13	0	 	 	 
11031	14	0	 	 	 
11031	15	0	 	 	 
11031	16	0	 	 	 
11031	17	0	 	 	 
11031	18	0	 	 	 
11032	1	0	 	 	 
11032	2	1	150	2	450
11032	3	0	 	 	 
11032	4	0	 	 	 
11032	5	0	 	 	 
11032	6	0	 	 	 
11032	7	0	 	 	 
11032	8	0	 	 	 
11032	9	0	 	 	 
11032	10	0	 	 	 
11032	11	0	 	 	 
11032	12	0	 	 	 
11032	13	0	 	 	 
11032	14	0	 	 	 
11032	15	0	 	 	 
11032	16	0	 	 	 
11032	17	0	 	 	 
11032	18	0	 	 	 
11033	1	0	 	 	 
11033	2	0	 	 	 
11033	3	0	 	 	 
11033	4	0	 	 	 
11033	5	0	 	 	 
11033	6	0	 	 	 
11033	7	0	 	 	 
11033	8	0	 	 	 
11033	9	0	 	 	 
11033	10	0	 	 	 
11033	11	0	 	 	 
11033	12	0	 	 	 
11033	13	0	 	 	 
11033	14	0	 	 	 
11033	15	0	 	 	 
11033	16	0	 	 	 
11033	17	0	 	 	 
11033	18	0	 	 	 
11034	1	0	 	 	 
11034	2	0	 	 	 
11034	3	0	 	 	 
11034	4	0	 	 	 
11034	5	0	 	 	 
11034	6	0	 	 	 
11034	7	0	 	 	 
11034	8	0	 	 	 
11034	9	0	 	 	 
11034	10	0	 	 	 
11034	11	0	 	 	 
11034	12	0	 	 	 
11034	13	0	 	 	 
11034	14	0	 	 	 
11034	15	0	 	 	 
11034	16	0	 	 	 
11034	17	1	400	12	4800
11034	18	0	 	 	 
11035	1	0	 	 	 
11035	2	1	25	1	25
11035	3	0	 	 	 
11035	4	0	 	 	 
11035	5	0	 	 	 
11035	6	0	 	 	 
11035	7	0	 	 	 
11035	8	1	50	2	100
11035	9	0	 	 	 
11035	10	0	 	 	 
11035	11	0	 	 	 
11035	12	0	 	 	 
11035	13	0	 	 	 
11035	14	0	 	 	 
11035	15	0	 	 	 
11035	16	0	 	 	 
11035	17	0	 	 	 
11035	18	0	 	 	 
11036	1	0	 	 	 
11036	2	1	8	3	24
11036	3	0	 	 	 
11036	4	0	 	 	 
11036	5	0	 	 	 
11036	6	0	 	 	 
11036	7	0	 	 	 
11036	8	0	 	 	 
11036	9	0	 	 	 
11036	10	0	 	 	 
11036	11	0	 	 	 
11036	12	0	 	 	 
11036	13	0	 	 	 
11036	14	0	 	 	 
11036	15	0	 	 	 
11036	16	0	 	 	 
11036	17	0	 	 	 
11036	18	0	 	 	 
11037	1	0	 	 	 
11037	2	0	 	 	 
11037	3	0	 	 	 
11037	4	0	 	 	 
11037	5	0	 	 	 
11037	6	0	 	 	 
11037	7	0	 	 	 
11037	8	0	 	 	 
11037	9	0	 	 	 
11037	10	0	 	 	 
11037	11	0	 	 	 
11037	12	0	 	 	 
11037	13	0	 	 	 
11037	14	0	 	 	 
11037	15	0	 	 	 
11037	16	0	 	 	 
11037	17	0	 	 	 
11037	18	0	 	 	 
11038	1	0	 	 	 
11038	2	0	 	 	 
11038	3	0	 	 	 
11038	4	0	 	 	 
11038	5	1	300	12	3600
11038	6	0	 	 	 
11038	7	1	560	12	6720
11038	8	1	1750	1	1750
11038	9	0	 	 	 
11038	10	0	 	 	 
11038	11	0	 	 	 
11038	12	0	 	 	 
11038	13	0	 	 	 
11038	14	0	 	 	 
11038	15	0	 	 	 
11038	16	0	 	 	 
11038	17	0	 	 	 
11038	18	0	 	 	 
11039	1	0	 	 	 
11039	2	0	 	 	 
11039	3	0	 	 	 
11039	4	0	 	 	 
11039	5	0	 	 	 
11039	6	0	 	 	 
11039	7	0	 	 	 
11039	8	0	 	 	 
11039	9	0	 	 	 
11039	10	0	 	 	 
11039	11	0	 	 	 
11039	12	0	 	 	 
11039	13	0	 	 	 
11039	14	0	 	 	 
11039	15	0	 	 	 
11039	16	0	 	 	 
11039	17	0	 	 	 
11039	18	0	 	 	 
11040	1	1	350	14	4900
11040	2	1	250	12	3000
11040	3	0	 	 	 
11040	4	0	 	 	 
11040	5	1	300	12	3600
11040	6	0	 	 	 
11040	7	0	 	 	 
11040	8	1	200	12	2400
11040	9	0	 	 	 
11040	10	0	 	 	 
11040	11	0	 	 	 
11040	12	0	 	 	 
11040	13	0	 	 	 
11040	14	0	 	 	 
11040	15	0	 	 	 
11040	16	0	 	 	 
11040	17	0	 	 	 
11040	18	0	 	 	 
11041	1	0	 	 	 
11041	2	1	10	6	60
11041	3	0	 	 	 
11041	4	0	 	 	 
11041	5	1	120	3	360
11041	6	0	 	 	 
11041	7	0	 	 	 
11041	8	1	30	4	120
11041	9	0	 	 	 
11041	10	0	 	 	 
11041	11	0	 	 	 
11041	12	0	 	 	 
11041	13	0	 	 	 
11041	14	0	 	 	 
11041	15	0	 	 	 
11041	16	0	 	 	 
11041	17	0	 	 	 
11041	18	0	 	 	 
11042	1	0	 	 	 
11042	2	1	39	8	100
11042	3	0	 	 	 
11042	4	0	 	 	 
11042	5	0	 	 	 
11042	6	0	 	 	 
11042	7	0	 	 	 
11042	8	1	90	6	200
11042	9	0	 	 	 
11042	10	0	 	 	 
11042	11	0	 	 	 
11042	12	0	 	 	 
11042	13	0	 	 	 
11042	14	0	 	 	 
11042	15	0	 	 	 
11042	16	0	 	 	 
11042	17	0	 	 	 
11042	18	0	 	 	 
11043	1	0	 	 	 
11043	2	1	3	2	10
11043	3	0	 	 	 
11043	4	0	 	 	 
11043	5	0	 	 	 
11043	6	0	 	 	 
11043	7	0	 	 	 
11043	8	0	 	 	 
11043	9	0	 	 	 
11043	10	0	 	 	 
11043	11	0	 	 	 
11043	12	0	 	 	 
11043	13	0	 	 	 
11043	14	0	 	 	 
11043	15	0	 	 	 
11043	16	0	 	 	 
11043	17	0	 	 	 
11043	18	0	 	 	 
11044	1	0	 	 	 
11044	2	0	 	 	 
11044	3	0	 	 	 
11044	4	0	 	 	 
11044	5	0	 	 	 
11044	6	0	 	 	 
11044	7	0	 	 	 
11044	8	0	 	 	 
11044	9	0	 	 	 
11044	10	0	 	 	 
11044	11	0	 	 	 
11044	12	0	 	 	 
11044	13	0	 	 	 
11044	14	0	 	 	 
11044	15	0	 	 	 
11044	16	0	 	 	 
11044	17	0	 	 	 
11044	18	0	 	 	 
11045	1	0	 	 	 
11045	2	0	 	 	 
11045	3	0	 	 	 
11045	4	0	 	 	 
11045	5	1	130	12	1560
11045	6	0	 	 	 
11045	7	0	 	 	 
11045	8	0	 	 	 
11045	9	0	 	 	 
11045	10	0	 	 	 
11045	11	0	 	 	 
11045	12	0	 	 	 
11045	13	0	 	 	 
11045	14	0	 	 	 
11045	15	0	 	 	 
11045	16	0	 	 	 
11045	17	0	 	 	 
11045	18	0	 	 	 
11046	1	0	 	 	 
11046	2	0	 	 	 
11046	3	0	 	 	 
11046	4	0	 	 	 
11046	5	0	 	 	 
11046	6	0	 	 	 
11046	7	0	 	 	 
11046	8	0	 	 	 
11046	9	0	 	 	 
11046	10	0	 	 	 
11046	11	0	 	 	 
11046	12	0	 	 	 
11046	13	0	 	 	 
11046	14	0	 	 	 
11046	15	0	 	 	 
11046	16	0	 	 	 
11046	17	0	 	 	 
11046	18	0	 	 	 
11047	1	0	 	 	 
11047	2	1	50	3	150
11047	3	0	 	 	 
11047	4	0	 	 	 
11047	5	0	 	 	 
11047	6	0	 	 	 
11047	7	0	 	 	 
11047	8	0	 	 	 
11047	9	0	 	 	 
11047	10	0	 	 	 
11047	11	0	 	 	 
11047	12	0	 	 	 
11047	13	0	 	 	 
11047	14	0	 	 	 
11047	15	0	 	 	 
11047	16	0	 	 	 
11047	17	0	 	 	 
11047	18	0	 	 	 
11048	1	0	 	 	 
11048	2	1	4	60	240
11048	3	0	 	 	 
11048	4	0	 	 	 
11048	5	0	 	 	 
11048	6	0	 	 	 
11048	7	0	 	 	 
11048	8	0	 	 	 
11048	9	0	 	 	 
11048	10	0	 	 	 
11048	11	0	 	 	 
11048	12	0	 	 	 
11048	13	0	 	 	 
11048	14	0	 	 	 
11048	15	0	 	 	 
11048	16	0	 	 	 
11048	17	0	 	 	 
11048	18	0	 	 	 
11049	1	0	 	 	 
11049	2	1	10	3	30
11049	3	0	 	 	 
11049	4	0	 	 	 
11049	5	0	 	 	 
11049	6	0	 	 	 
11049	7	0	 	 	 
11049	8	0	 	 	 
11049	9	0	 	 	 
11049	10	1	1500	6	9000
11049	11	0	 	 	 
11049	12	0	 	 	 
11049	13	0	 	 	 
11049	14	0	 	 	 
11049	15	0	 	 	 
11049	16	0	 	 	 
11049	17	0	 	 	 
11049	18	0	 	 	 
11050	1	0	 	 	 
11050	2	1	20	4	80
11050	3	0	 	 	 
11050	4	0	 	 	 
11050	5	0	 	 	 
11050	6	0	 	 	 
11050	7	0	 	 	 
11050	8	0	 	 	 
11050	9	0	 	 	 
11050	10	1	2000	1	2000
11050	11	0	 	 	 
11050	12	0	 	 	 
11050	13	0	 	 	 
11050	14	0	 	 	 
11050	15	0	 	 	 
11050	16	0	 	 	 
11050	17	0	 	 	 
11050	18	0	 	 	 
11051	1	0	 	 	 
11051	2	0	 	 	 
11051	3	0	 	 	 
11051	4	0	 	 	 
11051	5	0	 	 	 
11051	6	0	 	 	 
11051	7	0	 	 	 
11051	8	1	300	14	4200
11051	9	0	 	 	 
11051	10	0	 	 	 
11051	11	0	 	 	 
11051	12	0	 	 	 
11051	13	0	 	 	 
11051	14	0	 	 	 
11051	15	0	 	 	 
11051	16	0	 	 	 
11051	17	0	 	 	 
11051	18	0	 	 	 
11052	1	0	 	 	 
11052	2	0	 	 	 
11052	3	0	 	 	 
11052	4	0	 	 	 
11052	5	0	 	 	 
11052	6	0	 	 	 
11052	7	0	 	 	 
11052	8	0	 	 	 
11052	9	0	 	 	 
11052	10	0	 	 	 
11052	11	0	 	 	 
11052	12	0	 	 	 
11052	13	0	 	 	 
11052	14	0	 	 	 
11052	15	0	 	 	 
11052	16	0	 	 	 
11052	17	0	 	 	 
11052	18	0	 	 	 
11053	1	0	 	 	 
11053	2	1	100	15	1500
11053	3	0	 	 	 
11053	4	0	 	 	 
11053	5	0	 	 	 
11053	6	0	 	 	 
11053	7	0	 	 	 
11053	8	0	 	 	 
11053	9	0	 	 	 
11053	10	1	250	-77	500
11053	11	0	 	 	 
11053	12	0	 	 	 
11053	13	0	 	 	 
11053	14	0	 	 	 
11053	15	0	 	 	 
11053	16	0	 	 	 
11053	17	0	 	 	 
11053	18	0	 	 	 
11054	1	0	 	 	 
11054	2	1	2500	5	4000
11054	3	0	 	 	 
11054	4	0	 	 	 
11054	5	0	 	 	 
11054	6	0	 	 	 
11054	7	0	 	 	 
11054	8	0	 	 	 
11054	9	0	 	 	 
11054	10	0	 	 	 
11054	11	0	 	 	 
11054	12	0	 	 	 
11054	13	0	 	 	 
11054	14	0	 	 	 
11054	15	0	 	 	 
11054	16	0	 	 	 
11054	17	0	 	 	 
11054	18	0	 	 	 
11055	1	0	 	 	 
11055	2	0	 	 	 
11055	3	0	 	 	 
11055	4	0	 	 	 
11055	5	0	 	 	 
11055	6	0	 	 	 
11055	7	0	 	 	 
11055	8	0	 	 	 
11055	9	0	 	 	 
11055	10	0	 	 	 
11055	11	0	 	 	 
11055	12	0	 	 	 
11055	13	0	 	 	 
11055	14	0	 	 	 
11055	15	0	 	 	 
11055	16	0	 	 	 
11055	17	0	 	 	 
11055	18	0	 	 	 
11056	1	0	 	 	 
11056	2	0	 	 	 
11056	3	0	 	 	 
11056	4	0	 	 	 
11056	5	0	 	 	 
11056	6	0	 	 	 
11056	7	1	1400	10	14000
11056	8	0	 	 	 
11056	9	0	 	 	 
11056	10	0	 	 	 
11056	11	0	 	 	 
11056	12	0	 	 	 
11056	13	0	 	 	 
11056	14	0	 	 	 
11056	15	0	 	 	 
11056	16	0	 	 	 
11056	17	0	 	 	 
11056	18	0	 	 	 
11057	1	0	 	 	 
11057	2	1	30	11	400
11057	3	0	 	 	 
11057	4	0	 	 	 
11057	5	0	 	 	 
11057	6	0	 	 	 
11057	7	0	 	 	 
11057	8	0	 	 	 
11057	9	0	 	 	 
11057	10	0	 	 	 
11057	11	0	 	 	 
11057	12	0	 	 	 
11057	13	0	 	 	 
11057	14	0	 	 	 
11057	15	0	 	 	 
11057	16	0	 	 	 
11057	17	0	 	 	 
11057	18	0	 	 	 
11059	1	0	 	 	 
11059	2	1	30	3	100
11059	3	0	 	 	 
11059	4	0	 	 	 
11059	5	0	 	 	 
11059	6	0	 	 	 
11059	7	0	 	 	 
11059	8	0	 	 	 
11059	9	0	 	 	 
11059	10	0	 	 	 
11059	11	0	 	 	 
11059	12	0	 	 	 
11059	13	0	 	 	 
11059	14	0	 	 	 
11059	15	0	 	 	 
11059	16	0	 	 	 
11059	17	0	 	 	 
11059	18	0	 	 	 
11060	1	0	 	 	 
11060	2	1	10	12	1800
11060	3	0	 	 	 
11060	4	0	 	 	 
11060	5	0	 	 	 
11060	6	0	 	 	 
11060	7	0	 	 	 
11060	8	0	 	 	 
11060	9	0	 	 	 
11060	10	0	 	 	 
11060	11	0	 	 	 
11060	12	0	 	 	 
11060	13	0	 	 	 
11060	14	0	 	 	 
11060	15	0	 	 	 
11060	16	0	 	 	 
11060	17	0	 	 	 
11060	18	0	 	 	 
11061	1	0	 	 	 
11061	2	0	 	 	 
11061	3	0	 	 	 
