CHILDCODE	LVSKIDR4	AYANR4	NMAMR4	VLAMR4
10001	1	0	 	 
10001	2	0	 	 
10001	3	0	 	 
10001	4	0	 	 
10001	7	0	 	 
10001	8	0	 	 
10001	9	0	 	 
10001	13	0	 	 
10001	14	0	 	 
10001	15	0	 	 
10001	16	0	 	 
10001	17	0	 	 
10001	58	1	40	5600
10002	1	0	 	 
10002	2	0	 	 
10002	3	0	 	 
10002	4	0	 	 
10002	7	1	6	100000
10002	8	0	 	 
10002	9	0	 	 
10002	13	0	 	 
10002	14	0	 	 
10002	15	0	 	 
10002	16	1	30	3000
10002	17	0	 	 
10002	58	0	 	 
10003	1	 	 	 
10003	2	 	 	 
10003	3	 	 	 
10003	4	 	 	 
10003	7	 	 	 
10003	8	 	 	 
10003	9	 	 	 
10003	13	 	 	 
10003	14	 	 	 
10003	15	 	 	 
10003	16	 	 	 
10003	17	 	 	 
10003	58	 	 	 
10004	1	0	 	 
10004	2	0	 	 
10004	3	0	 	 
10004	4	0	 	 
10004	7	1	1	15000
10004	8	0	 	 
10004	9	0	 	 
10004	13	0	 	 
10004	14	0	 	 
10004	15	0	 	 
10004	16	0	 	 
10004	17	0	 	 
10004	58	0	 	 
10005	1	0	 	 
10005	2	0	 	 
10005	3	0	 	 
10005	4	0	 	 
10005	7	1	1	20000
10005	8	0	 	 
10005	9	0	 	 
10005	13	0	 	 
10005	14	0	 	 
10005	15	0	 	 
10005	16	0	 	 
10005	17	0	 	 
10005	58	0	 	 
10006	1	 	 	 
10006	2	 	 	 
10006	3	 	 	 
10006	4	 	 	 
10006	7	 	 	 
10006	8	 	 	 
10006	9	 	 	 
10006	13	 	 	 
10006	14	 	 	 
10006	15	 	 	 
10006	16	 	 	 
10006	17	 	 	 
10006	58	 	 	 
10007	1	0	 	 
10007	2	0	 	 
10007	3	0	 	 
10007	4	0	 	 
10007	7	0	 	 
10007	8	0	 	 
10007	9	0	 	 
10007	13	0	 	 
10007	14	0	 	 
10007	15	0	 	 
10007	16	1	10	1500
10007	17	0	 	 
10007	58	0	 	 
10008	1	0	 	 
10008	2	1	2	35000
10008	3	0	 	 
10008	4	0	 	 
10008	7	0	 	 
10008	8	0	 	 
10008	9	0	 	 
10008	13	0	 	 
10008	14	0	 	 
10008	15	0	 	 
10008	16	0	 	 
10008	17	0	 	 
10008	58	1	12	800
10009	1	0	 	 
10009	2	0	 	 
10009	3	0	 	 
10009	4	0	 	 
10009	7	0	 	 
10009	8	0	 	 
10009	9	0	 	 
10009	13	0	 	 
10009	14	0	 	 
10009	15	0	 	 
10009	16	1	25	1000
10009	17	0	 	 
10009	58	0	 	 
10010	1	0	 	 
10010	2	0	 	 
10010	3	0	 	 
10010	4	0	 	 
10010	7	1	2	30000
10010	8	0	 	 
10010	9	0	 	 
10010	13	0	 	 
10010	14	0	 	 
10010	15	0	 	 
10010	16	0	 	 
10010	17	0	 	 
10010	58	0	 	 
10011	1	 	 	 
10011	2	 	 	 
10011	3	 	 	 
10011	4	 	 	 
10011	7	 	 	 
10011	8	 	 	 
10011	9	 	 	 
10011	13	 	 	 
10011	14	 	 	 
10011	15	 	 	 
10011	16	 	 	 
10011	17	 	 	 
10011	58	 	 	 
10012	1	 	 	 
10012	2	 	 	 
10012	3	 	 	 
10012	4	 	 	 
10012	7	 	 	 
10012	8	 	 	 
10012	9	 	 	 
10012	13	 	 	 
10012	14	 	 	 
10012	15	 	 	 
10012	16	 	 	 
10012	17	 	 	 
10012	58	 	 	 
10013	1	 	 	 
10013	2	 	 	 
10013	3	 	 	 
10013	4	 	 	 
10013	7	 	 	 
10013	8	 	 	 
10013	9	 	 	 
10013	13	 	 	 
10013	14	 	 	 
10013	15	 	 	 
10013	16	 	 	 
10013	17	 	 	 
10013	58	 	 	 
10014	1	0	 	 
10014	2	0	 	 
10014	3	0	 	 
10014	4	0	 	 
10014	7	0	 	 
10014	8	0	 	 
10014	9	0	 	 
10014	13	0	 	 
10014	14	0	 	 
10014	15	0	 	 
10014	16	1	3	500
10014	17	0	 	 
10014	58	1	2	600
10015	1	0	 	 
10015	2	0	 	 
10015	3	0	 	 
10015	4	0	 	 
10015	7	1	2	40000
10015	8	0	 	 
10015	9	0	 	 
10015	13	0	 	 
10015	14	0	 	 
10015	15	0	 	 
10015	16	1	10	500
